Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg,Thuisploeg_stamnummer,Uitploeg_stamnummer
4010582,1969-1970,28,1970-04-12,15:00,Union Saint-Gilloise,1,2,Standard Luik,10,16
4010583,1969-1970,28,1970-04-12,15:00,AS Oostende KM,1,3,RSC Anderlecht,53,35
4010584,1969-1970,28,1970-04-12,15:00,RFC Luik,3,0,Beringen FC,4,522
4010586,1969-1970,28,1970-04-12,15:00,Sint-Truidense VV,3,1,R Charleroi SC,373,22
4010585,1969-1970,28,1970-04-12,17:45,KSV Waregem,3,4,Club Brugge,4451,3
4010587,1969-1970,29,1970-04-18,19:30,R Charleroi SC,1,0,RFC Luik,22,4
4010588,1969-1970,29,1970-04-19,15:00,Standard Luik,0,3,RCC Schaerbeek,16,55
4010589,1969-1970,29,1970-04-19,15:00,RSC Anderlecht,3,0,Beringen FC,35,522
4010590,1969-1970,29,1970-04-19,15:00,Club Brugge,2,0,Beerschot,3,13
4010591,1969-1970,29,1970-04-19,15:00,KSK Beveren,5,1,AS Oostende KM,2300,53
4010592,1969-1970,29,1970-04-19,15:00,RWD Molenbeek,1,2,KAA Gent,47,7
4010593,1969-1970,29,1970-04-19,15:00,Lierse SK,1,0,KSV Waregem,30,4451
4010594,1969-1970,29,1970-04-19,15:00,Sint-Truidense VV,1,1,Union Saint-Gilloise,373,10
4010595,1969-1970,30,1970-04-25,20:00,KAA Gent,3,1,RSC Anderlecht,7,35
4010596,1969-1970,30,1970-04-25,20:00,Beerschot,2,0,Sint-Truidense VV,13,373
4010597,1969-1970,30,1970-04-26,15:00,KSV Waregem,0,2,Standard Luik,4451,16
4010598,1969-1970,30,1970-04-26,15:00,Beringen FC,1,2,KSK Beveren,522,2300
4010599,1969-1970,30,1970-04-26,15:00,Union Saint-Gilloise,2,2,Club Brugge,10,3
4010600,1969-1970,30,1970-04-26,15:00,RCC Schaerbeek,2,1,R Charleroi SC,55,22
4010601,1969-1970,30,1970-04-26,15:00,RFC Luik,1,1,RWD Molenbeek,4,47
4010602,1969-1970,30,1970-04-26,15:00,AS Oostende KM,0,3,Lierse SK,53,30
4010603,1970-1971,1,1970-09-05,20:00,RSC Anderlecht,3,0,R Charleroi SC,35,22
4010604,1970-1971,1,1970-09-05,20:00,Royal Antwerp FC,2,0,RWD Molenbeek,1,47
4010605,1970-1971,1,1970-09-05,20:30,Lierse SK,0,1,Beerschot,30,13
4010606,1970-1971,1,1970-09-06,15:00,Standard Luik,3,0,KAA Gent,16,7
4010607,1970-1971,1,1970-09-06,15:00,KSK Beveren,0,0,KFC Diest,2300,41
4010608,1970-1971,1,1970-09-06,15:00,Club Brugge,3,0,RFC Luik,3,4
4010609,1970-1971,1,1970-09-06,15:00,RCC Schaerbeek,0,0,KSV Waregem,55,4451
4010610,1970-1971,1,1970-09-06,15:00,Sint-Truidense VV,2,1,Union Saint-Gilloise,373,10
4010611,1970-1971,2,1970-09-11,20:00,Union Saint-Gilloise,4,0,RCC Schaerbeek,10,55
4010612,1970-1971,2,1970-09-12,20:00,KAA Gent,4,0,Royal Antwerp FC,7,1
4010613,1970-1971,2,1970-09-12,20:00,Beerschot,0,0,KSK Beveren,13,2300
4010614,1970-1971,2,1970-09-12,20:00,RWD Molenbeek,1,1,Club Brugge,47,3
4010615,1970-1971,2,1970-09-12,20:00,KSV Waregem,1,1,Sint-Truidense VV,4451,373
4010616,1970-1971,2,1970-09-13,15:00,R Charleroi SC,1,1,Standard Luik,22,16
4010617,1970-1971,2,1970-09-13,15:00,KFC Diest,0,1,RSC Anderlecht,41,35
4010618,1970-1971,2,1970-09-13,15:00,RFC Luik,2,0,Lierse SK,4,30
4010619,1970-1971,3,1970-09-19,20:00,Royal Antwerp FC,1,0,RFC Luik,1,4
4010620,1970-1971,3,1970-09-19,20:00,Sint-Truidense VV,2,1,RWD Molenbeek,373,47
4010621,1970-1971,3,1970-09-20,15:00,Standard Luik,6,0,Union Saint-Gilloise,16,10
4010623,1970-1971,3,1970-09-20,15:00,KSK Beveren,1,0,R Charleroi SC,2300,22
4010624,1970-1971,3,1970-09-20,15:00,Club Brugge,1,1,KFC Diest,3,41
4010625,1970-1971,3,1970-09-20,15:00,RCC Schaerbeek,2,1,KAA Gent,55,7
4010626,1970-1971,3,1970-09-20,15:00,Lierse SK,2,0,KSV Waregem,30,4451
4010622,1970-1971,3,1970-09-20,20:00,RSC Anderlecht,4,0,Beerschot,35,13
4010627,1970-1971,4,1970-09-26,20:00,RWD Molenbeek,1,2,RSC Anderlecht,47,35
4010628,1970-1971,4,1970-09-26,20:00,Beerschot,0,0,RCC Schaerbeek,13,55
4010629,1970-1971,4,1970-09-27,15:00,KSV Waregem,1,1,Standard Luik,4451,16
4010630,1970-1971,4,1970-09-27,15:00,KFC Diest,0,0,Royal Antwerp FC,41,1
4010631,1970-1971,4,1970-09-27,15:00,RFC Luik,3,0,KSK Beveren,4,2300
4010632,1970-1971,4,1970-09-27,15:00,R Charleroi SC,0,2,Club Brugge,22,3
4010633,1970-1971,4,1970-09-27,15:00,KAA Gent,2,2,Sint-Truidense VV,7,373
4010634,1970-1971,4,1970-09-27,15:00,Union Saint-Gilloise,0,3,Lierse SK,10,30
4010635,1970-1971,5,1970-10-03,20:00,RSC Anderlecht,5,1,RFC Luik,35,4
4010636,1970-1971,5,1970-10-03,20:00,Royal Antwerp FC,1,2,R Charleroi SC,1,22
4010637,1970-1971,5,1970-10-04,15:00,Standard Luik,3,1,Beerschot,16,13
4010638,1970-1971,5,1970-10-04,15:00,KSK Beveren,1,3,RWD Molenbeek,2300,47
4010639,1970-1971,5,1970-10-04,15:00,RCC Schaerbeek,1,4,Club Brugge,55,3
4010640,1970-1971,5,1970-10-04,15:00,Sint-Truidense VV,1,1,KFC Diest,373,41
4010641,1970-1971,5,1970-10-04,15:00,Lierse SK,2,0,KAA Gent,30,7
4010642,1970-1971,5,1970-10-04,15:00,KSV Waregem,2,0,Union Saint-Gilloise,4451,10
4010643,1970-1971,6,1970-10-10,20:00,Beerschot,3,1,Sint-Truidense VV,13,373
4010644,1970-1971,6,1970-10-10,20:00,RWD Molenbeek,3,1,KAA Gent,47,7
4010645,1970-1971,6,1970-10-11,15:00,RFC Luik,0,3,Standard Luik,4,16
4010646,1970-1971,6,1970-10-11,15:00,Club Brugge,4,0,RSC Anderlecht,3,35
4010647,1970-1971,6,1970-10-11,15:00,Union Saint-Gilloise,0,0,Royal Antwerp FC,10,1
4010648,1970-1971,6,1970-10-11,15:00,KSK Beveren,0,2,KSV Waregem,2300,4451
4010649,1970-1971,6,1970-10-11,15:00,R Charleroi SC,2,3,RCC Schaerbeek,22,55
4010650,1970-1971,6,1970-10-11,15:00,KFC Diest,2,1,Lierse SK,41,30
4010652,1970-1971,7,1970-10-17,19:30,RCC Schaerbeek,3,1,Royal Antwerp FC,55,1
4010651,1970-1971,7,1970-10-17,20:00,Sint-Truidense VV,1,1,RSC Anderlecht,373,35
4010653,1970-1971,7,1970-10-17,20:00,Beerschot,3,0,RWD Molenbeek,13,47
4010654,1970-1971,7,1970-10-17,20:00,Lierse SK,4,1,Club Brugge,30,3
4010655,1970-1971,7,1970-10-17,20:00,KSV Waregem,4,0,RFC Luik,4451,4
4010656,1970-1971,7,1970-10-18,15:00,Standard Luik,1,1,KSK Beveren,16,2300
4010657,1970-1971,7,1970-10-18,15:00,KAA Gent,1,1,R Charleroi SC,7,22
4010658,1970-1971,7,1970-10-18,15:00,Union Saint-Gilloise,4,2,KFC Diest,10,41
4010659,1970-1971,8,1970-10-24,20:00,RWD Molenbeek,1,1,KSV Waregem,47,4451
4010660,1970-1971,8,1970-10-25,15:00,Royal Antwerp FC,5,0,Standard Luik,1,16
4010661,1970-1971,8,1970-10-25,15:00,RSC Anderlecht,2,1,RCC Schaerbeek,35,55
4010662,1970-1971,8,1970-10-25,15:00,R Charleroi SC,3,3,Beerschot,22,13
4010663,1970-1971,8,1970-10-25,15:00,KSK Beveren,2,0,Lierse SK,2300,30
4010664,1970-1971,8,1970-10-25,15:00,Club Brugge,4,1,Sint-Truidense VV,3,373
4010665,1970-1971,8,1970-10-25,15:00,KFC Diest,0,2,KAA Gent,41,7
4010666,1970-1971,8,1970-10-25,15:00,RFC Luik,0,0,Union Saint-Gilloise,4,10
4010671,1970-1971,9,1970-10-31,19:30,RCC Schaerbeek,0,1,RWD Molenbeek,55,47
4010667,1970-1971,9,1970-10-31,20:00,Standard Luik,4,0,KFC Diest,16,41
4010669,1970-1971,9,1970-10-31,20:00,Beerschot,0,1,RFC Luik,13,4
4010670,1970-1971,9,1970-10-31,20:00,Sint-Truidense VV,1,0,KSK Beveren,373,2300
4010668,1970-1971,9,1970-10-31,20:30,Lierse SK,1,2,Royal Antwerp FC,30,1
4010672,1970-1971,9,1970-11-01,15:00,KAA Gent,0,3,RSC Anderlecht,7,35
4010673,1970-1971,9,1970-11-01,15:00,KSV Waregem,1,1,Club Brugge,4451,3
4010674,1970-1971,9,1970-11-01,15:00,Union Saint-Gilloise,3,1,R Charleroi SC,10,22
4010675,1970-1971,10,1970-11-07,19:30,R Charleroi SC,1,0,KSV Waregem,22,4451
4010676,1970-1971,10,1970-11-08,15:00,RWD Molenbeek,1,1,Standard Luik,47,16
4010678,1970-1971,10,1970-11-08,15:00,Royal Antwerp FC,3,2,Sint-Truidense VV,1,373
4010679,1970-1971,10,1970-11-08,15:00,KFC Diest,1,1,Beerschot,41,13
4010680,1970-1971,10,1970-11-08,15:00,KSK Beveren,0,0,Union Saint-Gilloise,2300,10
4010681,1970-1971,10,1970-11-08,15:00,Club Brugge,2,0,KAA Gent,3,7
4010682,1970-1971,10,1970-11-08,15:00,RFC Luik,0,1,RCC Schaerbeek,4,55
4010677,1970-1971,10,1970-11-08,19:00,RSC Anderlecht,3,1,Lierse SK,35,30
4010684,1970-1971,11,1970-11-21,19:30,R Charleroi SC,1,4,RWD Molenbeek,22,47
4010685,1970-1971,11,1970-11-21,19:30,RCC Schaerbeek,0,1,Lierse SK,55,30
4010683,1970-1971,11,1970-11-21,20:00,Beerschot,1,0,Royal Antwerp FC,13,1
4010686,1970-1971,11,1970-11-21,20:00,KSV Waregem,1,1,KFC Diest,4451,41
4010687,1970-1971,11,1970-11-22,15:00,Standard Luik,4,0,Club Brugge,16,3
4010688,1970-1971,11,1970-11-22,15:00,Union Saint-Gilloise,1,2,RSC Anderlecht,10,35
4010689,1970-1971,11,1970-11-22,15:00,KAA Gent,0,2,KSK Beveren,7,2300
4010690,1970-1971,11,1970-11-22,15:00,Sint-Truidense VV,0,0,RFC Luik,373,4
4010691,1970-1971,12,1970-11-28,20:00,RWD Molenbeek,1,1,Union Saint-Gilloise,47,10
4010692,1970-1971,12,1970-11-29,15:00,RSC Anderlecht,0,1,Standard Luik,35,16
4010693,1970-1971,12,1970-11-29,15:00,Royal Antwerp FC,1,0,KSV Waregem,1,4451
4010694,1970-1971,12,1970-11-29,15:00,Club Brugge,3,1,Beerschot,3,13
4010695,1970-1971,12,1970-11-29,15:00,KSK Beveren,1,1,RCC Schaerbeek,2300,55
4010696,1970-1971,12,1970-11-29,15:00,KFC Diest,3,2,R Charleroi SC,41,22
4010697,1970-1971,12,1970-11-29,15:00,RFC Luik,0,0,KAA Gent,4,7
4010698,1970-1971,12,1970-11-29,15:00,Lierse SK,4,2,Sint-Truidense VV,30,373
4010706,1970-1971,13,1970-12-06,14:30,KFC Diest,1,1,RWD Molenbeek,41,47
4010699,1970-1971,13,1970-12-06,15:00,Standard Luik,3,0,Lierse SK,16,30
4010700,1970-1971,13,1970-12-06,15:00,KSV Waregem,1,0,RSC Anderlecht,4451,35
4010701,1970-1971,13,1970-12-06,15:00,Royal Antwerp FC,0,2,KSK Beveren,1,2300
4010702,1970-1971,13,1970-12-06,15:00,KAA Gent,0,3,Beerschot,7,13
4010703,1970-1971,13,1970-12-06,15:00,Union Saint-Gilloise,1,2,Club Brugge,10,3
4010704,1970-1971,13,1970-12-06,15:00,R Charleroi SC,1,1,RFC Luik,22,4
4010705,1970-1971,13,1970-12-06,15:00,RCC Schaerbeek,0,2,Sint-Truidense VV,55,373
4010707,1970-1971,14,1970-12-12,20:00,Beerschot,1,0,Union Saint-Gilloise,13,10
4010708,1970-1971,14,1970-12-13,15:00,RCC Schaerbeek,0,1,Standard Luik,55,16
4010709,1970-1971,14,1970-12-13,15:00,RSC Anderlecht,2,1,Royal Antwerp FC,35,1
4010710,1970-1971,14,1970-12-13,15:00,Club Brugge,3,1,KSK Beveren,3,2300
4010711,1970-1971,14,1970-12-13,15:00,Sint-Truidense VV,1,0,R Charleroi SC,373,22
4010712,1970-1971,14,1970-12-13,15:00,RFC Luik,1,0,KFC Diest,4,41
4010713,1970-1971,14,1970-12-13,15:00,KAA Gent,0,3,KSV Waregem,7,4451
4010714,1970-1971,14,1970-12-13,15:00,Lierse SK,2,0,RWD Molenbeek,30,47
4010716,1970-1971,15,1970-12-20,14:30,KSK Beveren,2,1,RSC Anderlecht,2300,35
4010720,1970-1971,15,1970-12-20,14:30,KFC Diest,1,1,RCC Schaerbeek,41,55
4010715,1970-1971,15,1970-12-20,15:00,Standard Luik,2,1,Sint-Truidense VV,16,373
4010717,1970-1971,15,1970-12-20,15:00,Royal Antwerp FC,0,2,Club Brugge,1,3
4010718,1970-1971,15,1970-12-20,15:00,KSV Waregem,1,1,Beerschot,4451,13
4010719,1970-1971,15,1970-12-20,15:00,R Charleroi SC,1,3,Lierse SK,22,30
4010721,1970-1971,15,1970-12-20,15:00,Union Saint-Gilloise,3,1,KAA Gent,10,7
4010722,1970-1971,15,1970-12-20,15:00,RWD Molenbeek,1,0,RFC Luik,47,4
4010723,1970-1971,16,1971-01-09,20:00,Beerschot,0,3,Lierse SK,13,30
4010727,1970-1971,16,1971-01-10,14:30,KFC Diest,0,1,KSK Beveren,41,2300
4010724,1970-1971,16,1971-01-10,15:00,KAA Gent,0,1,Standard Luik,7,16
4010725,1970-1971,16,1971-01-10,15:00,R Charleroi SC,0,3,RSC Anderlecht,22,35
4010726,1970-1971,16,1971-01-10,15:00,RWD Molenbeek,1,1,Royal Antwerp FC,47,1
4010728,1970-1971,16,1971-01-10,15:00,RFC Luik,1,1,Club Brugge,4,3
4010729,1970-1971,16,1971-01-10,15:00,KSV Waregem,1,1,RCC Schaerbeek,4451,55
4010730,1970-1971,16,1971-01-10,15:00,Union Saint-Gilloise,2,1,Sint-Truidense VV,10,373
4010731,1970-1971,17,1971-01-16,20:00,Royal Antwerp FC,2,2,KAA Gent,1,7
4010732,1970-1971,17,1971-01-17,15:00,Standard Luik,2,0,R Charleroi SC,16,22
4010733,1970-1971,17,1971-01-17,15:00,RSC Anderlecht,1,0,KFC Diest,35,41
4010734,1970-1971,17,1971-01-17,15:00,KSK Beveren,0,0,Beerschot,2300,13
4010735,1970-1971,17,1971-01-17,15:00,Club Brugge,4,0,RWD Molenbeek,3,47
4010736,1970-1971,17,1971-01-17,15:00,RCC Schaerbeek,3,0,Union Saint-Gilloise,55,10
4010737,1970-1971,17,1971-01-17,15:00,Lierse SK,2,0,RFC Luik,30,4
4010738,1970-1971,17,1971-01-17,15:00,Sint-Truidense VV,2,1,KSV Waregem,373,4451
4010739,1970-1971,18,1971-01-23,20:00,Beerschot,0,0,RSC Anderlecht,13,35
4010740,1970-1971,18,1971-01-24,15:00,Union Saint-Gilloise,0,4,Standard Luik,10,16
4010741,1970-1971,18,1971-01-24,15:00,RFC Luik,1,1,Royal Antwerp FC,4,1
4010742,1970-1971,18,1971-01-24,15:00,R Charleroi SC,3,2,KSK Beveren,22,2300
4010743,1970-1971,18,1971-01-24,15:00,KFC Diest,1,4,Club Brugge,41,3
4010744,1970-1971,18,1971-01-24,15:00,KAA Gent,1,0,RCC Schaerbeek,7,55
4010745,1970-1971,18,1971-01-24,15:00,KSV Waregem,2,0,Lierse SK,4451,30
4010746,1970-1971,18,1971-01-24,15:00,RWD Molenbeek,1,0,Sint-Truidense VV,47,373
4010747,1970-1971,19,1971-02-06,20:00,RCC Schaerbeek,3,1,Beerschot,55,13
4010748,1970-1971,19,1971-02-07,15:00,Standard Luik,2,1,KSV Waregem,16,4451
4010749,1970-1971,19,1971-02-07,15:00,RSC Anderlecht,0,0,RWD Molenbeek,35,47
4010750,1970-1971,19,1971-02-07,15:00,Royal Antwerp FC,1,0,KFC Diest,1,41
4010751,1970-1971,19,1971-02-07,15:00,KSK Beveren,0,0,RFC Luik,2300,4
4010752,1970-1971,19,1971-02-07,15:00,Club Brugge,4,0,R Charleroi SC,3,22
4010753,1970-1971,19,1971-02-07,15:00,Sint-Truidense VV,1,0,KAA Gent,373,7
4010754,1970-1971,19,1971-02-07,15:00,Lierse SK,1,0,Union Saint-Gilloise,30,10
4010755,1970-1971,20,1971-02-20,20:00,Beerschot,0,2,Standard Luik,13,16
4010756,1970-1971,20,1971-02-21,15:00,RFC Luik,2,2,RSC Anderlecht,4,35
4010757,1970-1971,20,1971-02-21,15:00,R Charleroi SC,6,0,Royal Antwerp FC,22,1
4010758,1970-1971,20,1971-02-21,15:00,RWD Molenbeek,1,0,KSK Beveren,47,2300
4010759,1970-1971,20,1971-02-21,15:00,Club Brugge,4,1,RCC Schaerbeek,3,55
4010760,1970-1971,20,1971-02-21,15:00,KFC Diest,1,0,Sint-Truidense VV,41,373
4010761,1970-1971,20,1971-02-21,15:00,KAA Gent,1,0,Lierse SK,7,30
4010762,1970-1971,20,1971-02-21,15:00,Union Saint-Gilloise,2,2,KSV Waregem,10,4451
4010763,1970-1971,21,1971-02-27,20:00,RCC Schaerbeek,2,0,R Charleroi SC,55,22
4010764,1970-1971,21,1971-02-28,15:00,Standard Luik,3,1,RFC Luik,16,4
4010765,1970-1971,21,1971-02-28,15:00,RSC Anderlecht,1,3,Club Brugge,35,3
4010766,1970-1971,21,1971-02-28,15:00,Royal Antwerp FC,1,1,Union Saint-Gilloise,1,10
4010767,1970-1971,21,1971-02-28,15:00,Sint-Truidense VV,1,0,Beerschot,373,13
4010768,1970-1971,21,1971-02-28,15:00,KSV Waregem,0,2,KSK Beveren,4451,2300
4010769,1970-1971,21,1971-02-28,15:00,Lierse SK,2,0,KFC Diest,30,41
4010770,1970-1971,21,1971-02-28,15:00,KAA Gent,0,0,RWD Molenbeek,7,47
4010803,1970-1971,22,1971-04-07,20:00,RWD Molenbeek,0,1,Beerschot,47,13
4010804,1970-1971,22,1971-04-08,20:00,Royal Antwerp FC,1,0,RCC Schaerbeek,1,55
4010805,1970-1971,22,1971-04-10,20:00,Club Brugge,2,3,Lierse SK,3,30
4010806,1970-1971,22,1971-04-11,15:00,KSK Beveren,1,1,Standard Luik,2300,16
4010807,1970-1971,22,1971-04-11,15:00,R Charleroi SC,5,0,KAA Gent,22,7
4010808,1970-1971,22,1971-04-11,15:00,KFC Diest,3,1,Union Saint-Gilloise,41,10
4010809,1970-1971,22,1971-04-11,15:00,RFC Luik,1,0,KSV Waregem,4,4451
4010818,1970-1971,22,1971-04-21,20:00,RSC Anderlecht,2,2,Sint-Truidense VV,35,373
4010771,1970-1971,23,1971-03-13,20:00,Beerschot,2,0,R Charleroi SC,13,22
4010772,1970-1971,23,1971-03-13,20:00,KSV Waregem,1,1,RWD Molenbeek,4451,47
4010773,1970-1971,23,1971-03-14,15:00,Standard Luik,6,0,Royal Antwerp FC,16,1
4010774,1970-1971,23,1971-03-14,15:00,RCC Schaerbeek,2,0,RSC Anderlecht,55,35
4010775,1970-1971,23,1971-03-14,15:00,Lierse SK,2,0,KSK Beveren,30,2300
4010776,1970-1971,23,1971-03-14,15:00,Sint-Truidense VV,1,2,Club Brugge,373,3
4010777,1970-1971,23,1971-03-14,15:00,KAA Gent,0,4,KFC Diest,7,41
4010778,1970-1971,23,1971-03-14,15:00,Union Saint-Gilloise,0,0,RFC Luik,10,4
4010779,1970-1971,24,1971-03-20,20:00,Club Brugge,4,2,KSV Waregem,3,4451
4010780,1970-1971,24,1971-03-20,20:00,RWD Molenbeek,2,0,RCC Schaerbeek,47,55
4010781,1970-1971,24,1971-03-21,15:00,KFC Diest,0,1,Standard Luik,41,16
4010782,1970-1971,24,1971-03-21,15:00,RSC Anderlecht,4,0,KAA Gent,35,7
4010783,1970-1971,24,1971-03-21,15:00,Royal Antwerp FC,2,1,Lierse SK,1,30
4010784,1970-1971,24,1971-03-21,15:00,RFC Luik,0,0,Beerschot,4,13
4010785,1970-1971,24,1971-03-21,15:00,KSK Beveren,4,3,Sint-Truidense VV,2300,373
4010786,1970-1971,24,1971-03-21,15:00,R Charleroi SC,2,1,Union Saint-Gilloise,22,10
4010791,1970-1971,25,1971-03-27,19:30,RCC Schaerbeek,0,0,RFC Luik,55,4
4010787,1970-1971,25,1971-03-27,20:00,Lierse SK,0,1,RSC Anderlecht,30,35
4010788,1970-1971,25,1971-03-27,20:00,Sint-Truidense VV,1,0,Royal Antwerp FC,373,1
4010789,1970-1971,25,1971-03-27,20:00,Beerschot,1,1,KFC Diest,13,41
4010790,1970-1971,25,1971-03-27,20:00,KSV Waregem,0,0,R Charleroi SC,4451,22
4010792,1970-1971,25,1971-03-28,15:00,Standard Luik,1,0,RWD Molenbeek,16,47
4010793,1970-1971,25,1971-03-28,15:00,Union Saint-Gilloise,3,0,KSK Beveren,10,2300
4010794,1970-1971,25,1971-03-28,15:00,KAA Gent,1,2,Club Brugge,7,3
4010795,1970-1971,26,1971-04-02,20:00,RSC Anderlecht,0,1,Union Saint-Gilloise,35,10
4010796,1970-1971,26,1971-04-03,20:00,Royal Antwerp FC,1,2,Beerschot,1,13
4010797,1970-1971,26,1971-04-03,20:00,Lierse SK,1,0,RCC Schaerbeek,30,55
4010798,1970-1971,26,1971-04-04,15:00,Club Brugge,2,3,Standard Luik,3,16
4010799,1970-1971,26,1971-04-04,15:00,KSK Beveren,4,0,KAA Gent,2300,7
4010800,1970-1971,26,1971-04-04,15:00,RWD Molenbeek,6,0,R Charleroi SC,47,22
4010801,1970-1971,26,1971-04-04,15:00,KFC Diest,2,0,KSV Waregem,41,4451
4010802,1970-1971,26,1971-04-04,15:00,RFC Luik,1,0,Sint-Truidense VV,4,373
4010811,1970-1971,27,1971-04-17,19:30,RCC Schaerbeek,0,3,KSK Beveren,55,2300
4010810,1970-1971,27,1971-04-17,20:00,KSV Waregem,2,0,Royal Antwerp FC,4451,1
4010812,1970-1971,27,1971-04-17,20:00,Sint-Truidense VV,0,0,Lierse SK,373,30
4010813,1970-1971,27,1971-04-18,15:00,Standard Luik,1,3,RSC Anderlecht,16,35
4010814,1970-1971,27,1971-04-18,15:00,Beerschot,2,0,Club Brugge,13,3
4010815,1970-1971,27,1971-04-18,15:00,R Charleroi SC,0,0,KFC Diest,22,41
4010816,1970-1971,27,1971-04-18,15:00,KAA Gent,1,1,RFC Luik,7,4
4010817,1970-1971,27,1971-04-18,15:00,Union Saint-Gilloise,0,2,RWD Molenbeek,10,47
4010819,1970-1971,28,1971-04-24,20:00,RSC Anderlecht,3,1,KSV Waregem,35,4451
4010820,1970-1971,28,1971-04-24,20:00,Beerschot,2,1,KAA Gent,13,7
4010821,1970-1971,28,1971-04-24,20:00,RFC Luik,0,0,R Charleroi SC,4,22
4010822,1970-1971,28,1971-04-24,20:00,Sint-Truidense VV,2,0,RCC Schaerbeek,373,55
4010823,1970-1971,28,1971-04-25,15:00,Lierse SK,2,1,Standard Luik,30,16
4010824,1970-1971,28,1971-04-25,15:00,KSK Beveren,3,2,Royal Antwerp FC,2300,1
4010825,1970-1971,28,1971-04-25,15:00,Club Brugge,2,0,Union Saint-Gilloise,3,10
4010826,1970-1971,28,1971-04-25,15:00,RWD Molenbeek,1,0,KFC Diest,47,41
4010827,1970-1971,29,1971-05-01,15:00,KSV Waregem,2,0,KAA Gent,4451,7
4010828,1970-1971,29,1971-05-02,15:00,Standard Luik,4,1,RCC Schaerbeek,16,55
4010829,1970-1971,29,1971-05-02,15:00,Royal Antwerp FC,1,3,RSC Anderlecht,1,35
4010830,1970-1971,29,1971-05-02,15:00,Union Saint-Gilloise,3,1,Beerschot,10,13
4010831,1970-1971,29,1971-05-02,15:00,KSK Beveren,0,2,Club Brugge,2300,3
4010832,1970-1971,29,1971-05-02,15:00,R Charleroi SC,2,0,Sint-Truidense VV,22,373
4010833,1970-1971,29,1971-05-02,15:00,KFC Diest,3,0,RFC Luik,41,4
4010834,1970-1971,29,1971-05-02,15:00,RWD Molenbeek,0,2,Lierse SK,47,30
4010835,1970-1971,30,1971-05-08,20:00,RSC Anderlecht,1,0,KSK Beveren,35,2300
4010836,1970-1971,30,1971-05-08,20:00,Beerschot,5,0,KSV Waregem,13,4451
4010837,1970-1971,30,1971-05-09,15:00,Sint-Truidense VV,2,0,Standard Luik,373,16
4010838,1970-1971,30,1971-05-09,15:00,Club Brugge,2,0,Royal Antwerp FC,3,1
4010839,1970-1971,30,1971-05-09,15:00,Lierse SK,2,3,R Charleroi SC,30,22
4010840,1970-1971,30,1971-05-09,15:00,RCC Schaerbeek,3,1,KFC Diest,55,41
4010841,1970-1971,30,1971-05-09,15:00,KAA Gent,4,8,Union Saint-Gilloise,7,10
4010842,1970-1971,30,1971-05-09,15:00,RFC Luik,0,1,RWD Molenbeek,4,47
4010843,1971-1972,1,1971-09-03,20:00,RWD Molenbeek,2,1,Standard Luik,47,16
4010844,1971-1972,1,1971-09-04,20:00,Beerschot,1,1,RSC Anderlecht,13,35
4010845,1971-1972,1,1971-09-04,20:00,Union Saint-Gilloise,1,3,Club Brugge,10,3
4010847,1971-1972,1,1971-09-05,14:30,KV Mechelen,1,0,KSK Beveren,25,2300
4010848,1971-1972,1,1971-09-05,15:00,Cercle Brugge,0,1,Sint-Truidense VV,12,373
4010849,1971-1972,1,1971-09-05,15:00,KFC Diest,1,1,RCC Schaerbeek,41,55
4010850,1971-1972,1,1971-09-05,15:00,KSV Waregem,3,1,Lierse SK,4451,30
4010846,1971-1972,1,1971-09-05,19:30,RFC Luik,4,2,Royal Antwerp FC,4,1
4010851,1971-1972,2,1971-09-11,20:00,RSC Anderlecht,2,1,KSV Waregem,35,4451
4010852,1971-1972,2,1971-09-11,20:00,Royal Antwerp FC,2,0,KV Mechelen,1,25
4010853,1971-1972,2,1971-09-11,20:00,Lierse SK,2,0,Beerschot,30,13
4010854,1971-1972,2,1971-09-11,20:00,Club Brugge,5,0,KFC Diest,3,41
4010855,1971-1972,2,1971-09-11,20:00,Sint-Truidense VV,0,1,RWD Molenbeek,373,47
4010856,1971-1972,2,1971-09-12,15:00,Standard Luik,1,0,Cercle Brugge,16,12
4010857,1971-1972,2,1971-09-12,15:00,KSK Beveren,2,0,RFC Luik,2300,4
4010858,1971-1972,2,1971-09-12,15:00,RCC Schaerbeek,0,1,Union Saint-Gilloise,55,10
4010859,1971-1972,3,1971-09-18,20:00,RWD Molenbeek,0,0,RCC Schaerbeek,47,55
4010860,1971-1972,3,1971-09-19,15:00,Beerschot,1,3,Standard Luik,13,16
4010861,1971-1972,3,1971-09-19,15:00,Cercle Brugge,2,0,RSC Anderlecht,12,35
4010862,1971-1972,3,1971-09-19,15:00,Union Saint-Gilloise,1,0,Royal Antwerp FC,10,1
4010863,1971-1972,3,1971-09-19,15:00,KFC Diest,2,3,KSK Beveren,41,2300
4010864,1971-1972,3,1971-09-19,15:00,RFC Luik,1,1,Club Brugge,4,3
4010865,1971-1972,3,1971-09-19,15:00,KV Mechelen,2,2,Lierse SK,25,30
4010866,1971-1972,3,1971-09-19,15:00,KSV Waregem,1,1,Sint-Truidense VV,4451,373
4010867,1971-1972,4,1971-09-24,20:00,RSC Anderlecht,1,1,RWD Molenbeek,35,47
