Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg,Thuisploeg_stamnummer,Uitploeg_stamnummer
4008203,1960-1961,1,1960-09-04,15:00,Sint-Truidense VV,0,2,Standard Luik,373,16
4008204,1960-1961,1,1960-09-04,15:00,Eendracht Aalst,3,2,Royal Antwerp FC,90,1
4008205,1960-1961,1,1960-09-04,15:00,Olympic Charleroi,0,7,RSC Anderlecht,246,35
4008206,1960-1961,1,1960-09-04,15:00,Beerschot,1,0,Verviétois,13,33
4008207,1960-1961,1,1960-09-04,15:00,Club Brugge,1,2,Union Saint-Gilloise,3,10
4008208,1960-1961,1,1960-09-04,15:00,Daring Club Brussel,2,1,Patro Eisden,2,3434
4008209,1960-1961,1,1960-09-04,15:00,RFC Luik,2,1,KAA Gent,4,7
4008210,1960-1961,1,1960-09-04,15:00,Waterschei SV Thor,5,0,Lierse SK,553,30
4008211,1960-1961,2,1960-09-11,15:00,Standard Luik,3,0,Eendracht Aalst,16,90
4008212,1960-1961,2,1960-09-11,15:00,RSC Anderlecht,2,3,RFC Luik,35,4
4008213,1960-1961,2,1960-09-11,15:00,Royal Antwerp FC,2,3,Daring Club Brussel,1,2
4008214,1960-1961,2,1960-09-11,15:00,KAA Gent,3,0,Beerschot,7,13
4008215,1960-1961,2,1960-09-11,15:00,Patro Eisden,1,1,Club Brugge,3434,3
4008216,1960-1961,2,1960-09-11,15:00,Lierse SK,1,0,Olympic Charleroi,30,246
4008217,1960-1961,2,1960-09-11,15:00,Union Saint-Gilloise,3,0,Sint-Truidense VV,10,373
4008218,1960-1961,2,1960-09-11,15:00,Verviétois,1,3,Waterschei SV Thor,33,553
4008219,1960-1961,3,1960-09-18,15:00,Standard Luik,0,0,Olympic Charleroi,16,246
4008220,1960-1961,3,1960-09-18,15:00,Eendracht Aalst,0,0,RSC Anderlecht,90,35
4008221,1960-1961,3,1960-09-18,15:00,Union Saint-Gilloise,0,1,Royal Antwerp FC,10,1
4008222,1960-1961,3,1960-09-18,15:00,Beerschot,3,0,Lierse SK,13,30
4008223,1960-1961,3,1960-09-18,15:00,Club Brugge,1,1,Verviétois,3,33
4008224,1960-1961,3,1960-09-18,15:00,Daring Club Brussel,3,1,KAA Gent,2,7
4008225,1960-1961,3,1960-09-18,15:00,Sint-Truidense VV,2,0,Patro Eisden,373,3434
4008226,1960-1961,3,1960-09-18,15:00,Waterschei SV Thor,0,1,RFC Luik,553,4
4008227,1960-1961,4,1960-09-25,15:00,Patro Eisden,0,3,Standard Luik,3434,16
4008228,1960-1961,4,1960-09-25,15:00,Verviétois,0,4,Eendracht Aalst,33,90
4008229,1960-1961,4,1960-09-25,15:00,RSC Anderlecht,3,1,Waterschei SV Thor,35,553
4008230,1960-1961,4,1960-09-25,15:00,Royal Antwerp FC,0,0,Club Brugge,1,3
4008231,1960-1961,4,1960-09-25,15:00,Olympic Charleroi,4,1,Beerschot,246,13
4008232,1960-1961,4,1960-09-25,15:00,Lierse SK,3,4,Daring Club Brussel,30,2
4008233,1960-1961,4,1960-09-25,15:00,KAA Gent,3,0,Sint-Truidense VV,7,373
4008234,1960-1961,4,1960-09-25,15:00,RFC Luik,2,1,Union Saint-Gilloise,4,10
4008235,1960-1961,5,1960-10-09,15:00,Standard Luik,5,2,Verviétois,16,33
4008236,1960-1961,5,1960-10-09,15:00,Union Saint-Gilloise,5,2,Eendracht Aalst,10,90
4008237,1960-1961,5,1960-10-09,15:00,Sint-Truidense VV,2,2,RSC Anderlecht,373,35
4008238,1960-1961,5,1960-10-09,15:00,Beerschot,2,1,Royal Antwerp FC,13,1
4008239,1960-1961,5,1960-10-09,15:00,Club Brugge,0,0,Waterschei SV Thor,3,553
4008240,1960-1961,5,1960-10-09,15:00,Daring Club Brussel,1,1,RFC Luik,2,4
4008241,1960-1961,5,1960-10-09,15:00,Patro Eisden,0,2,Lierse SK,3434,30
4008242,1960-1961,5,1960-10-09,15:00,KAA Gent,1,1,Olympic Charleroi,7,246
4008243,1960-1961,6,1960-10-16,15:00,RFC Luik,0,0,Standard Luik,4,16
4008244,1960-1961,6,1960-10-16,15:00,Eendracht Aalst,3,0,Sint-Truidense VV,90,373
4008245,1960-1961,6,1960-10-16,15:00,RSC Anderlecht,4,0,Lierse SK,35,30
4008246,1960-1961,6,1960-10-16,15:00,Royal Antwerp FC,2,2,Patro Eisden,1,3434
4008247,1960-1961,6,1960-10-16,15:00,Club Brugge,3,2,Beerschot,3,13
4008248,1960-1961,6,1960-10-16,15:00,Olympic Charleroi,2,1,Daring Club Brussel,246,2
4008249,1960-1961,6,1960-10-16,15:00,Waterschei SV Thor,2,2,KAA Gent,553,7
4008250,1960-1961,6,1960-10-16,15:00,Verviétois,1,0,Union Saint-Gilloise,33,10
4008251,1960-1961,7,1960-10-23,15:00,Standard Luik,2,1,RSC Anderlecht,16,35
4008252,1960-1961,7,1960-10-23,15:00,Eendracht Aalst,3,1,Club Brugge,90,3
4008253,1960-1961,7,1960-10-23,15:00,Royal Antwerp FC,4,1,Verviétois,1,33
4008254,1960-1961,7,1960-10-23,15:00,Daring Club Brussel,0,0,Beerschot,2,13
4008255,1960-1961,7,1960-10-23,15:00,Patro Eisden,2,1,Waterschei SV Thor,3434,553
4008256,1960-1961,7,1960-10-23,15:00,Lierse SK,1,0,KAA Gent,30,7
4008257,1960-1961,7,1960-10-23,15:00,Sint-Truidense VV,1,0,RFC Luik,373,4
4008258,1960-1961,7,1960-10-23,15:00,Union Saint-Gilloise,1,0,Olympic Charleroi,10,246
4008259,1960-1961,8,1960-11-06,15:00,Beerschot,1,2,Standard Luik,13,16
4008260,1960-1961,8,1960-11-06,15:00,KAA Gent,1,2,Eendracht Aalst,7,90
4008261,1960-1961,8,1960-11-06,15:00,RSC Anderlecht,2,2,Verviétois,35,33
4008262,1960-1961,8,1960-11-06,15:00,Waterschei SV Thor,3,1,Royal Antwerp FC,553,1
4008263,1960-1961,8,1960-11-06,15:00,RFC Luik,1,1,Club Brugge,4,3
4008264,1960-1961,8,1960-11-06,15:00,Daring Club Brussel,1,3,Union Saint-Gilloise,2,10
4008265,1960-1961,8,1960-11-06,15:00,Olympic Charleroi,1,0,Patro Eisden,246,3434
4008266,1960-1961,8,1960-11-06,15:00,Lierse SK,2,0,Sint-Truidense VV,30,373
4008267,1960-1961,9,1960-11-13,15:00,Standard Luik,2,1,Lierse SK,16,30
4008268,1960-1961,9,1960-11-13,15:00,Eendracht Aalst,3,1,Waterschei SV Thor,90,553
4008269,1960-1961,9,1960-11-13,15:00,Union Saint-Gilloise,0,2,RSC Anderlecht,10,35
4008270,1960-1961,9,1960-11-13,15:00,Royal Antwerp FC,1,3,KAA Gent,1,7
4008271,1960-1961,9,1960-11-13,15:00,Patro Eisden,0,1,Beerschot,3434,13
4008272,1960-1961,9,1960-11-13,15:00,Club Brugge,4,2,Daring Club Brussel,3,2
4008273,1960-1961,9,1960-11-13,15:00,Verviétois,0,1,RFC Luik,33,4
4008274,1960-1961,9,1960-11-13,15:00,Sint-Truidense VV,1,1,Olympic Charleroi,373,246
4008275,1960-1961,10,1960-11-27,15:00,KAA Gent,2,1,Standard Luik,7,16
4008276,1960-1961,10,1960-11-27,15:00,Beerschot,9,2,Eendracht Aalst,13,90
4008277,1960-1961,10,1960-11-27,15:00,RSC Anderlecht,3,2,Royal Antwerp FC,35,1
4008278,1960-1961,10,1960-11-27,15:00,Olympic Charleroi,3,0,Club Brugge,246,3
4008279,1960-1961,10,1960-11-27,15:00,Daring Club Brussel,2,0,Verviétois,2,33
4008280,1960-1961,10,1960-11-27,15:00,RFC Luik,3,1,Patro Eisden,4,3434
4008281,1960-1961,10,1960-11-27,15:00,Lierse SK,3,2,Union Saint-Gilloise,30,10
4008282,1960-1961,10,1960-11-27,15:00,Waterschei SV Thor,2,1,Sint-Truidense VV,553,373
4008283,1960-1961,11,1960-12-04,14:45,Eendracht Aalst,2,0,Patro Eisden,90,3434
4008284,1960-1961,11,1960-12-04,14:45,RFC Luik,3,2,Beerschot,4,13
4008376,1960-1961,11,1961-03-12,15:00,Club Brugge,2,0,Sint-Truidense VV,3,373
4008379,1960-1961,11,1961-03-12,15:00,Waterschei SV Thor,5,0,Olympic Charleroi,553,246
4008375,1960-1961,11,1961-03-12,16:00,Union Saint-Gilloise,0,0,Standard Luik,10,16
4008381,1960-1961,11,1961-03-19,15:00,Royal Antwerp FC,2,1,Lierse SK,1,30
4008391,1960-1961,11,1961-03-29,19:30,RSC Anderlecht,1,0,Daring Club Brussel,35,2
4008394,1960-1961,11,1961-04-02,15:00,Verviétois,2,2,KAA Gent,33,7
4008285,1960-1961,12,1960-12-11,14:45,Standard Luik,1,2,Waterschei SV Thor,16,553
4008286,1960-1961,12,1960-12-11,14:45,Eendracht Aalst,2,2,RFC Luik,90,4
4008287,1960-1961,12,1960-12-11,14:45,Patro Eisden,0,1,RSC Anderlecht,3434,35
4008288,1960-1961,12,1960-12-11,14:45,Royal Antwerp FC,1,0,Olympic Charleroi,1,246
4008289,1960-1961,12,1960-12-11,14:45,Union Saint-Gilloise,1,3,Beerschot,10,13
4008290,1960-1961,12,1960-12-11,14:45,Club Brugge,0,1,KAA Gent,3,7
4008291,1960-1961,12,1960-12-11,14:45,Sint-Truidense VV,1,0,Daring Club Brussel,373,2
4008292,1960-1961,12,1960-12-11,14:45,Verviétois,2,0,Lierse SK,33,30
4008293,1960-1961,13,1960-12-18,14:45,Daring Club Brussel,3,1,Standard Luik,2,16
4008294,1960-1961,13,1960-12-18,14:45,Lierse SK,3,1,Eendracht Aalst,30,90
4008295,1960-1961,13,1960-12-18,14:45,RSC Anderlecht,0,0,Club Brugge,35,3
4008296,1960-1961,13,1960-12-18,14:45,RFC Luik,1,1,Royal Antwerp FC,4,1
4008297,1960-1961,13,1960-12-18,14:45,Beerschot,1,1,Sint-Truidense VV,13,373
4008298,1960-1961,13,1960-12-18,14:45,KAA Gent,1,1,Patro Eisden,7,3434
4008299,1960-1961,13,1960-12-18,14:45,Olympic Charleroi,0,0,Verviétois,246,33
4008300,1960-1961,13,1960-12-18,14:45,Waterschei SV Thor,4,0,Union Saint-Gilloise,553,10
4008301,1960-1961,14,1960-12-24,17:00,Beerschot,1,0,RSC Anderlecht,13,35
4008302,1960-1961,14,1960-12-24,17:00,KAA Gent,1,3,Union Saint-Gilloise,7,10
4008303,1960-1961,14,1960-12-25,14:45,Sint-Truidense VV,1,0,Royal Antwerp FC,373,1
4008304,1960-1961,14,1960-12-25,14:45,Daring Club Brussel,3,0,Waterschei SV Thor,2,553
4008366,1960-1961,14,1961-03-01,19:00,Standard Luik,2,2,Club Brugge,16,3
4008377,1960-1961,14,1961-03-12,15:00,Patro Eisden,3,2,Verviétois,3434,33
4008378,1960-1961,14,1961-03-12,15:00,Lierse SK,1,1,RFC Luik,30,4
4008380,1960-1961,14,1961-03-18,17:00,Olympic Charleroi,1,1,Eendracht Aalst,246,90
4008435,1960-1961,15,1961-05-11,15:00,Royal Antwerp FC,1,4,Standard Luik,1,16
4008436,1960-1961,15,1961-05-11,15:00,Eendracht Aalst,1,2,Daring Club Brussel,90,2
4008437,1960-1961,15,1961-05-11,15:00,RSC Anderlecht,0,5,KAA Gent,35,7
4008438,1960-1961,15,1961-05-11,15:00,Waterschei SV Thor,2,3,Beerschot,553,13
4008439,1960-1961,15,1961-05-11,15:00,Club Brugge,4,1,Lierse SK,3,30
4008440,1960-1961,15,1961-05-11,15:00,Union Saint-Gilloise,4,0,Patro Eisden,10,3434
4008441,1960-1961,15,1961-05-11,15:00,RFC Luik,1,1,Olympic Charleroi,4,246
4008442,1960-1961,15,1961-05-11,15:00,Verviétois,1,3,Sint-Truidense VV,33,373
4008305,1960-1961,16,1961-01-08,14:45,Royal Antwerp FC,5,1,Eendracht Aalst,1,90
4008306,1960-1961,16,1961-01-08,14:45,RSC Anderlecht,1,1,Olympic Charleroi,35,246
4008307,1960-1961,16,1961-01-08,14:45,Union Saint-Gilloise,4,1,Club Brugge,10,3
4008308,1960-1961,16,1961-01-08,14:45,Patro Eisden,0,1,Daring Club Brussel,3434,2
4008309,1960-1961,16,1961-01-08,14:45,KAA Gent,1,1,RFC Luik,7,4
4008310,1960-1961,16,1961-01-08,14:45,Lierse SK,3,1,Waterschei SV Thor,30,553
4008382,1960-1961,16,1961-03-19,15:00,Verviétois,0,0,Beerschot,33,13
4008392,1960-1961,16,1961-04-01,18:00,Standard Luik,1,0,Sint-Truidense VV,16,373
4008311,1960-1961,17,1961-01-15,15:00,Eendracht Aalst,3,3,Standard Luik,90,16
4008312,1960-1961,17,1961-01-15,15:00,RFC Luik,0,0,RSC Anderlecht,4,35
4008313,1960-1961,17,1961-01-15,15:00,Daring Club Brussel,1,1,Royal Antwerp FC,2,1
4008314,1960-1961,17,1961-01-15,15:00,Beerschot,2,0,KAA Gent,13,7
4008315,1960-1961,17,1961-01-15,15:00,Club Brugge,3,1,Patro Eisden,3,3434
4008316,1960-1961,17,1961-01-15,15:00,Sint-Truidense VV,1,0,Union Saint-Gilloise,373,10
4008317,1960-1961,17,1961-01-15,15:00,Waterschei SV Thor,4,0,Verviétois,553,33
4008393,1960-1961,17,1961-04-01,17:00,Olympic Charleroi,0,0,Lierse SK,246,30
4008318,1960-1961,18,1961-01-22,15:00,Olympic Charleroi,0,2,Standard Luik,246,16
4008319,1960-1961,18,1961-01-22,15:00,RSC Anderlecht,7,0,Eendracht Aalst,35,90
4008320,1960-1961,18,1961-01-22,15:00,Royal Antwerp FC,3,1,Union Saint-Gilloise,1,10
4008321,1960-1961,18,1961-01-22,15:00,Lierse SK,1,1,Beerschot,30,13
4008322,1960-1961,18,1961-01-22,15:00,Verviétois,0,3,Club Brugge,33,3
4008323,1960-1961,18,1961-01-22,15:00,KAA Gent,0,1,Daring Club Brussel,7,2
4008324,1960-1961,18,1961-01-22,15:00,Patro Eisden,0,0,Sint-Truidense VV,3434,373
4008325,1960-1961,18,1961-01-22,15:00,RFC Luik,0,1,Waterschei SV Thor,4,553
4008326,1960-1961,19,1961-01-29,15:00,Standard Luik,4,0,Patro Eisden,16,3434
4008327,1960-1961,19,1961-01-29,15:00,Eendracht Aalst,1,0,Verviétois,90,33
4008328,1960-1961,19,1961-01-29,15:00,Waterschei SV Thor,2,4,RSC Anderlecht,553,35
4008329,1960-1961,19,1961-01-29,15:00,Club Brugge,1,1,Royal Antwerp FC,3,1
4008330,1960-1961,19,1961-01-29,15:00,Beerschot,3,1,Olympic Charleroi,13,246
4008331,1960-1961,19,1961-01-29,15:00,Daring Club Brussel,2,2,Lierse SK,2,30
4008332,1960-1961,19,1961-01-29,15:00,Sint-Truidense VV,3,2,KAA Gent,373,7
4008333,1960-1961,19,1961-01-29,15:00,Union Saint-Gilloise,0,9,RFC Luik,10,4
4008334,1960-1961,20,1961-02-05,15:00,Verviétois,3,3,Standard Luik,33,16
4008335,1960-1961,20,1961-02-05,15:00,Eendracht Aalst,2,0,Union Saint-Gilloise,90,10
4008336,1960-1961,20,1961-02-05,15:00,RSC Anderlecht,1,0,Sint-Truidense VV,35,373
4008337,1960-1961,20,1961-02-05,15:00,Royal Antwerp FC,3,0,Beerschot,1,13
4008338,1960-1961,20,1961-02-05,15:00,Waterschei SV Thor,2,1,Club Brugge,553,3
4008339,1960-1961,20,1961-02-05,15:00,RFC Luik,0,0,Daring Club Brussel,4,2
4008340,1960-1961,20,1961-02-05,15:00,Lierse SK,1,0,Patro Eisden,30,3434
4008341,1960-1961,20,1961-02-05,15:00,Olympic Charleroi,1,1,KAA Gent,246,7
4008342,1960-1961,21,1961-02-12,15:00,Standard Luik,2,0,RFC Luik,16,4
4008343,1960-1961,21,1961-02-12,15:00,Sint-Truidense VV,2,2,Eendracht Aalst,373,90
4008344,1960-1961,21,1961-02-12,15:00,Lierse SK,1,2,RSC Anderlecht,30,35
4008345,1960-1961,21,1961-02-12,15:00,Patro Eisden,2,0,Royal Antwerp FC,3434,1
4008346,1960-1961,21,1961-02-12,15:00,Beerschot,2,3,Club Brugge,13,3
4008347,1960-1961,21,1961-02-12,15:00,Daring Club Brussel,1,1,Olympic Charleroi,2,246
4008348,1960-1961,21,1961-02-12,15:00,KAA Gent,4,2,Waterschei SV Thor,7,553
4008349,1960-1961,21,1961-02-12,15:00,Union Saint-Gilloise,1,0,Verviétois,10,33
4008350,1960-1961,22,1961-02-19,15:00,RSC Anderlecht,1,1,Standard Luik,35,16
4008351,1960-1961,22,1961-02-19,15:00,Club Brugge,2,2,Eendracht Aalst,3,90
4008352,1960-1961,22,1961-02-19,15:00,Verviétois,2,2,Royal Antwerp FC,33,1
4008353,1960-1961,22,1961-02-19,15:00,Beerschot,2,1,Daring Club Brussel,13,2
4008354,1960-1961,22,1961-02-19,15:00,Waterschei SV Thor,0,2,Patro Eisden,553,3434
4008355,1960-1961,22,1961-02-19,15:00,KAA Gent,1,1,Lierse SK,7,30
4008356,1960-1961,22,1961-02-19,15:00,RFC Luik,1,0,Sint-Truidense VV,4,373
4008357,1960-1961,22,1961-02-19,15:00,Olympic Charleroi,1,0,Union Saint-Gilloise,246,10
4008358,1960-1961,23,1961-02-26,15:00,Standard Luik,1,0,Beerschot,16,13
4008359,1960-1961,23,1961-02-26,15:00,Eendracht Aalst,1,1,KAA Gent,90,7
4008360,1960-1961,23,1961-02-26,15:00,Verviétois,0,2,RSC Anderlecht,33,35
4008361,1960-1961,23,1961-02-26,15:00,Royal Antwerp FC,1,0,Waterschei SV Thor,1,553
4008362,1960-1961,23,1961-02-26,15:00,Club Brugge,3,0,Olympic Charleroi,3,246
4008363,1960-1961,23,1961-02-26,15:00,Union Saint-Gilloise,3,4,Daring Club Brussel,10,2
4008364,1960-1961,23,1961-02-26,15:00,Patro Eisden,1,3,RFC Luik,3434,4
4008365,1960-1961,23,1961-02-26,15:00,Sint-Truidense VV,3,1,Lierse SK,373,30
4008367,1960-1961,24,1961-03-05,15:00,Standard Luik,2,0,Union Saint-Gilloise,16,10
4008368,1960-1961,24,1961-03-05,15:00,Patro Eisden,3,1,Eendracht Aalst,3434,90
4008369,1960-1961,24,1961-03-05,15:00,Daring Club Brussel,1,0,RSC Anderlecht,2,35
4008370,1960-1961,24,1961-03-05,15:00,Lierse SK,2,2,Royal Antwerp FC,30,1
4008371,1960-1961,24,1961-03-05,15:00,Beerschot,0,2,RFC Luik,13,4
4008372,1960-1961,24,1961-03-05,15:00,Sint-Truidense VV,4,0,Club Brugge,373,3
4008373,1960-1961,24,1961-03-05,15:00,KAA Gent,0,2,Verviétois,7,33
4008374,1960-1961,24,1961-03-05,15:00,Olympic Charleroi,1,1,Waterschei SV Thor,246,553
4008384,1960-1961,25,1961-03-26,15:00,Eendracht Aalst,2,2,Olympic Charleroi,90,246
4008385,1960-1961,25,1961-03-26,15:00,RSC Anderlecht,1,0,Beerschot,35,13
4008386,1960-1961,25,1961-03-26,15:00,Royal Antwerp FC,2,0,Sint-Truidense VV,1,373
4008387,1960-1961,25,1961-03-26,15:00,Waterschei SV Thor,2,1,Daring Club Brussel,553,2
4008388,1960-1961,25,1961-03-26,15:00,Verviétois,2,0,Patro Eisden,33,3434
4008389,1960-1961,25,1961-03-26,15:00,Union Saint-Gilloise,2,1,KAA Gent,10,7
4008390,1960-1961,25,1961-03-26,15:00,RFC Luik,2,0,Lierse SK,4,30
4008383,1960-1961,25,1961-03-26,18:00,Club Brugge,1,1,Standard Luik,3,16
4008395,1960-1961,26,1961-04-09,15:00,Standard Luik,2,0,Royal Antwerp FC,16,1
4008396,1960-1961,26,1961-04-09,15:00,Daring Club Brussel,0,0,Eendracht Aalst,2,90
4008397,1960-1961,26,1961-04-09,15:00,KAA Gent,3,1,RSC Anderlecht,7,35
4008398,1960-1961,26,1961-04-09,15:00,Beerschot,0,0,Waterschei SV Thor,13,553
4008399,1960-1961,26,1961-04-09,15:00,Lierse SK,6,2,Club Brugge,30,3
4008400,1960-1961,26,1961-04-09,15:00,Patro Eisden,1,1,Union Saint-Gilloise,3434,10
4008401,1960-1961,26,1961-04-09,15:00,Olympic Charleroi,0,3,RFC Luik,246,4
4008402,1960-1961,26,1961-04-09,15:00,Sint-Truidense VV,1,0,Verviétois,373,33
4008403,1960-1961,27,1961-04-16,15:00,Lierse SK,0,6,Standard Luik,30,16
4008404,1960-1961,27,1961-04-16,15:00,Waterschei SV Thor,1,0,Eendracht Aalst,553,90
4008405,1960-1961,27,1961-04-16,15:00,RSC Anderlecht,3,0,Union Saint-Gilloise,35,10
4008406,1960-1961,27,1961-04-16,15:00,Olympic Charleroi,2,0,Royal Antwerp FC,246,1
4008407,1960-1961,27,1961-04-16,15:00,Beerschot,3,2,Patro Eisden,13,3434
4008408,1960-1961,27,1961-04-16,15:00,KAA Gent,4,1,Club Brugge,7,3
4008409,1960-1961,27,1961-04-16,15:00,Daring Club Brussel,0,3,Sint-Truidense VV,2,373
4008410,1960-1961,27,1961-04-16,15:00,RFC Luik,1,0,Verviétois,4,33
4008411,1960-1961,28,1961-04-23,15:00,Standard Luik,3,1,KAA Gent,16,7
4008412,1960-1961,28,1961-04-23,15:00,Eendracht Aalst,1,1,Beerschot,90,13
4008413,1960-1961,28,1961-04-23,15:00,Royal Antwerp FC,0,2,RSC Anderlecht,1,35
4008414,1960-1961,28,1961-04-23,15:00,Club Brugge,1,1,RFC Luik,3,4
4008415,1960-1961,28,1961-04-23,15:00,Verviétois,2,1,Daring Club Brussel,33,2
4008416,1960-1961,28,1961-04-23,15:00,Patro Eisden,2,2,Olympic Charleroi,3434,246
4008417,1960-1961,28,1961-04-23,15:00,Union Saint-Gilloise,4,4,Lierse SK,10,30
4008418,1960-1961,28,1961-04-23,15:00,Sint-Truidense VV,0,0,Waterschei SV Thor,373,553
4008419,1960-1961,29,1961-04-30,15:00,Waterschei SV Thor,1,1,Standard Luik,553,16
4008420,1960-1961,29,1961-04-30,15:00,RFC Luik,3,1,Eendracht Aalst,4,90
4008421,1960-1961,29,1961-04-30,15:00,RSC Anderlecht,0,1,Patro Eisden,35,3434
4008422,1960-1961,29,1961-04-30,15:00,KAA Gent,1,2,Royal Antwerp FC,7,1
4008423,1960-1961,29,1961-04-30,15:00,Beerschot,3,0,Union Saint-Gilloise,13,10
4008424,1960-1961,29,1961-04-30,15:00,Daring Club Brussel,1,0,Club Brugge,2,3
4008425,1960-1961,29,1961-04-30,15:00,Lierse SK,1,1,Verviétois,30,33
4008426,1960-1961,29,1961-04-30,15:00,Olympic Charleroi,1,2,Sint-Truidense VV,246,373
4008427,1960-1961,30,1961-05-07,15:00,Standard Luik,7,0,Daring Club Brussel,16,2
4008428,1960-1961,30,1961-05-07,15:00,Eendracht Aalst,1,3,Lierse SK,90,30
4008429,1960-1961,30,1961-05-07,15:00,Club Brugge,3,2,RSC Anderlecht,3,35
4008430,1960-1961,30,1961-05-07,15:00,Royal Antwerp FC,3,2,RFC Luik,1,4
4008431,1960-1961,30,1961-05-07,15:00,Sint-Truidense VV,0,0,Beerschot,373,13
4008432,1960-1961,30,1961-05-07,15:00,Patro Eisden,0,5,KAA Gent,3434,7
4008433,1960-1961,30,1961-05-07,15:00,Verviétois,0,0,Olympic Charleroi,33,246
4008434,1960-1961,30,1961-05-07,15:00,Union Saint-Gilloise,0,1,Waterschei SV Thor,10,553
4008443,1961-1962,1,1961-09-02,19:30,KAA Gent,2,2,Daring Club Brussel,7,2
4008444,1961-1962,1,1961-09-03,15:00,Standard Luik,1,1,Beerschot,16,13
4008445,1961-1962,1,1961-09-03,15:00,Lierse SK,2,3,Eendracht Aalst,30,90
4008446,1961-1962,1,1961-09-03,15:00,RSC Anderlecht,6,1,Waterschei SV Thor,35,553
4008447,1961-1962,1,1961-09-03,15:00,Royal Antwerp FC,3,1,RFC Luik,1,4
4008448,1961-1962,1,1961-09-03,15:00,Cercle Brugge,3,1,KFC Diest,12,41
4008449,1961-1962,1,1961-09-03,15:00,Union Saint-Gilloise,1,2,Club Brugge,10,3
4008450,1961-1962,1,1961-09-03,15:00,Sint-Truidense VV,3,0,Olympic Charleroi,373,246
4008451,1961-1962,2,1961-09-10,15:00,Club Brugge,3,2,Standard Luik,3,16
4008452,1961-1962,2,1961-09-10,15:00,Eendracht Aalst,3,2,Sint-Truidense VV,90,373
4008453,1961-1962,2,1961-09-10,15:00,KFC Diest,0,3,RSC Anderlecht,41,35
4008454,1961-1962,2,1961-09-10,15:00,Daring Club Brussel,1,4,Royal Antwerp FC,2,1
4008455,1961-1962,2,1961-09-10,15:00,Beerschot,2,2,Lierse SK,13,30
4008456,1961-1962,2,1961-09-10,15:00,RFC Luik,3,0,Cercle Brugge,4,12
4008457,1961-1962,2,1961-09-10,15:00,Waterschei SV Thor,1,3,KAA Gent,553,7
4008458,1961-1962,2,1961-09-10,15:00,Olympic Charleroi,1,0,Union Saint-Gilloise,246,10
4008459,1961-1962,3,1961-09-17,15:00,Standard Luik,1,1,Daring Club Brussel,16,2
4008460,1961-1962,3,1961-09-17,15:00,Club Brugge,1,0,Eendracht Aalst,3,90
4008461,1961-1962,3,1961-09-17,15:00,Royal Antwerp FC,1,4,RSC Anderlecht,1,35
4008462,1961-1962,3,1961-09-17,15:00,Sint-Truidense VV,1,2,Beerschot,373,13
4008463,1961-1962,3,1961-09-17,15:00,Olympic Charleroi,7,2,Cercle Brugge,246,12
4008464,1961-1962,3,1961-09-17,15:00,KAA Gent,1,0,KFC Diest,7,41
4008465,1961-1962,3,1961-09-17,15:00,Union Saint-Gilloise,0,0,RFC Luik,10,4
4008466,1961-1962,3,1961-09-17,15:00,Lierse SK,2,4,Waterschei SV Thor,30,553
4008467,1961-1962,4,1961-09-24,15:00,KFC Diest,0,1,Standard Luik,41,16
4008468,1961-1962,4,1961-09-24,15:00,Eendracht Aalst,2,0,Union Saint-Gilloise,90,10
4008469,1961-1962,4,1961-09-24,15:00,RSC Anderlecht,2,0,Club Brugge,35,3
4008470,1961-1962,4,1961-09-24,15:00,Waterschei SV Thor,1,1,Royal Antwerp FC,553,1
4008471,1961-1962,4,1961-09-24,15:00,Beerschot,2,0,Olympic Charleroi,13,246
4008472,1961-1962,4,1961-09-24,15:00,Cercle Brugge,1,3,KAA Gent,12,7
4008473,1961-1962,4,1961-09-24,15:00,Daring Club Brussel,1,1,Sint-Truidense VV,2,373
4008474,1961-1962,4,1961-09-24,15:00,RFC Luik,1,0,Lierse SK,4,30
4008479,1961-1962,5,1961-10-01,15:00,Lierse SK,3,5,Cercle Brugge,30,12
4008480,1961-1962,5,1961-10-01,15:00,Club Brugge,1,1,Daring Club Brussel,3,2
4008481,1961-1962,5,1961-10-01,15:00,Union Saint-Gilloise,1,0,KFC Diest,10,41
4008482,1961-1962,5,1961-10-01,15:00,Sint-Truidense VV,1,2,KAA Gent,373,7
4008475,1961-1962,5,1961-10-01,15:00,Olympic Charleroi,1,2,Standard Luik,246,16
4008476,1961-1962,5,1961-10-01,15:00,Eendracht Aalst,2,0,Waterschei SV Thor,90,553
4008477,1961-1962,5,1961-10-01,15:00,RFC Luik,1,2,RSC Anderlecht,4,35
4008478,1961-1962,5,1961-10-01,15:00,Royal Antwerp FC,0,1,Beerschot,1,13
4008485,1961-1962,6,1961-10-08,15:00,RSC Anderlecht,1,1,Lierse SK,35,30
4008486,1961-1962,6,1961-10-08,15:00,KAA Gent,2,6,Royal Antwerp FC,7,1
4008487,1961-1962,6,1961-10-08,15:00,Cercle Brugge,0,2,Club Brugge,12,3
4008488,1961-1962,6,1961-10-08,15:00,Daring Club Brussel,1,3,Olympic Charleroi,2,246
4008489,1961-1962,6,1961-10-08,15:00,KFC Diest,2,2,Sint-Truidense VV,41,373
