seizoen,seizoen_alternatief,datum,datum_key,tijdstip_match,tf_match_id,tf_clubid_thuis,tf_clubnaam_thuis,stamnummer_thuis,roepnaam_thuis,tf_clubid_uit,tf_clubnaam_uit,stamnummer_uit,roepnaam_uit,eindstand_thuis,eindstand_uit,type,minuten,tijdstip_doelpunt,tf_clubid_scorende_ploeg,stamnummer_scorende_ploeg,roepnaam_scorende_ploeg,tussenstand_thuis,tussenstand_uit
2012,12/13,2013-05-04,20130504,20:00,2305927,172,R Charleroi SC,22,R Charleroi SC,354,KV Mechelen,25,KV Mechelen,1,2,Playoff_2,90,21:45,354,25,KV Mechelen,1,2
2012,12/13,2013-05-04,20130504,20:00,2305928,28643,Waasland-Beveren,4068,Waasland-Beveren,2727,OH Leuven,18,Oud-Heverlee Leuven,0,1,Playoff_2,74,21:29,2727,18,Oud-Heverlee Leuven,0,1
2012,12/13,2013-05-05,20130505,14:30,2305838,58,RSC Anderlecht,35,RSC Anderlecht,3057,Standard Luik,16,Standard Luik,2,0,Playoff_1,55,15:40,58,35,RSC Anderlecht,1,0
2012,12/13,2013-05-05,20130505,14:30,2305838,58,RSC Anderlecht,35,RSC Anderlecht,3057,Standard Luik,16,Standard Luik,2,0,Playoff_1,66,15:51,58,35,RSC Anderlecht,2,0
2012,12/13,2013-05-05,20130505,18:00,2305839,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,2,1,Playoff_1,38,18:38,498,282,KSC Lokeren,0,1
2012,12/13,2013-05-05,20130505,18:00,2305839,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,2,1,Playoff_1,45,18:45,2282,3,Club Brugge,1,1
2012,12/13,2013-05-05,20130505,18:00,2305839,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,2,1,Playoff_1,78,19:33,2282,3,Club Brugge,2,1
2012,12/13,2013-05-11,20130511,20:00,2305840,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,2,3,Playoff_1,31,20:31,498,282,KSC Lokeren,1,0
2012,12/13,2013-05-11,20130511,20:00,2305840,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,2,3,Playoff_1,41,20:41,498,282,KSC Lokeren,2,0
2012,12/13,2013-05-11,20130511,20:00,2305840,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,2,3,Playoff_1,55,21:10,3508,5381,SV Zulte Waregem,2,1
2012,12/13,2013-05-11,20130511,20:00,2305840,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,2,3,Playoff_1,72,21:27,3508,5381,SV Zulte Waregem,2,2
2012,12/13,2013-05-11,20130511,20:00,2305840,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,2,3,Playoff_1,75,21:30,3508,5381,SV Zulte Waregem,2,3
2012,12/13,2013-05-12,20130512,14:30,2305841,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,2,4,Playoff_1,6,14:36,2282,3,Club Brugge,0,1
2012,12/13,2013-05-12,20130512,14:30,2305841,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,2,4,Playoff_1,31,15:01,2282,3,Club Brugge,0,2
2012,12/13,2013-05-12,20130512,14:30,2305841,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,2,4,Playoff_1,45,15:15,2282,3,Club Brugge,0,3
2012,12/13,2013-05-12,20130512,14:30,2305841,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,2,4,Playoff_1,51,15:36,3057,16,Standard Luik,1,3
2012,12/13,2013-05-12,20130512,14:30,2305841,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,2,4,Playoff_1,61,15:46,3057,16,Standard Luik,2,3
2012,12/13,2013-05-12,20130512,14:30,2305841,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,2,4,Playoff_1,71,15:56,2282,3,Club Brugge,2,4
2012,12/13,2013-05-12,20130512,18:00,2305842,1184,KRC Genk,322,KRC Genk,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1,23,18:23,58,35,RSC Anderlecht,0,1
2012,12/13,2013-05-12,20130512,18:00,2305842,1184,KRC Genk,322,KRC Genk,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1,45,18:45,1184,322,KRC Genk,1,1
2012,12/13,2013-05-12,20130512,18:00,2305842,1184,KRC Genk,322,KRC Genk,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1,83,19:38,58,35,RSC Anderlecht,1,2
2012,12/13,2013-05-16,20130516,20:30,2305843,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,1,1,Playoff_1,19,20:49,3057,16,Standard Luik,0,1
2012,12/13,2013-05-16,20130516,20:30,2305843,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,1,1,Playoff_1,44,21:14,1184,322,KRC Genk,1,1
2012,12/13,2013-05-16,20130516,20:30,2305844,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,2,4,Playoff_1,25,20:55,58,35,RSC Anderlecht,0,1
2012,12/13,2013-05-16,20130516,20:30,2305844,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,2,4,Playoff_1,45,21:15,58,35,RSC Anderlecht,0,2
2012,12/13,2013-05-16,20130516,20:30,2305844,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,2,4,Playoff_1,48,21:33,58,35,RSC Anderlecht,0,3
2012,12/13,2013-05-16,20130516,20:30,2305844,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,2,4,Playoff_1,76,22:01,58,35,RSC Anderlecht,0,4
2012,12/13,2013-05-16,20130516,20:30,2305844,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,2,4,Playoff_1,79,22:04,498,282,KSC Lokeren,1,4
2012,12/13,2013-05-16,20130516,20:30,2305844,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,2,4,Playoff_1,87,22:12,498,282,KSC Lokeren,2,4
2012,12/13,2013-05-16,20130516,20:30,2305845,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,5,2,Playoff_1,12,20:42,3508,5381,SV Zulte Waregem,1,0
2012,12/13,2013-05-16,20130516,20:30,2305845,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,5,2,Playoff_1,35,21:05,3508,5381,SV Zulte Waregem,2,0
2012,12/13,2013-05-16,20130516,20:30,2305845,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,5,2,Playoff_1,52,21:37,2282,3,Club Brugge,2,1
2012,12/13,2013-05-16,20130516,20:30,2305845,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,5,2,Playoff_1,57,21:42,3508,5381,SV Zulte Waregem,3,1
2012,12/13,2013-05-16,20130516,20:30,2305845,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,5,2,Playoff_1,63,21:48,3508,5381,SV Zulte Waregem,4,1
2012,12/13,2013-05-16,20130516,20:30,2305845,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,5,2,Playoff_1,77,22:02,2282,3,Club Brugge,4,2
2012,12/13,2013-05-16,20130516,20:30,2305845,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,5,2,Playoff_1,87,22:12,3508,5381,SV Zulte Waregem,5,2
2012,12/13,2013-05-19,20130519,14:30,2305849,2282,Club Brugge,3,Club Brugge,1184,KRC Genk,322,KRC Genk,1,0,Playoff_1,31,15:01,2282,3,Club Brugge,1,0
2012,12/13,2013-05-19,20130519,14:30,2305850,58,RSC Anderlecht,35,RSC Anderlecht,3508,Zulte Waregem,5381,SV Zulte Waregem,1,1,Playoff_1,57,15:42,3508,5381,SV Zulte Waregem,0,1
2012,12/13,2013-05-19,20130519,14:30,2305850,58,RSC Anderlecht,35,RSC Anderlecht,3508,Zulte Waregem,5381,SV Zulte Waregem,1,1,Playoff_1,59,15:44,58,35,RSC Anderlecht,1,1
2012,12/13,2013-05-19,20130519,14:30,2305851,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_1,9,14:39,498,282,KSC Lokeren,0,1
2012,12/13,2013-05-19,20130519,14:30,2305851,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_1,19,14:49,3057,16,Standard Luik,1,1
2012,12/13,2013-05-19,20130519,14:30,2305851,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_1,39,15:09,498,282,KSC Lokeren,1,2
2012,12/13,2013-05-19,20130519,14:30,2305851,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_1,41,15:11,498,282,KSC Lokeren,1,3
2012,12/13,2013-05-19,20130519,14:30,2305851,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_1,51,15:36,3057,16,Standard Luik,2,3
2012,12/13,2013-05-19,20130519,14:30,2305851,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_1,65,15:50,3057,16,Standard Luik,3,3
2012,12/13,2013-05-19,20130519,14:30,2305851,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_1,72,15:57,3057,16,Standard Luik,4,3
2013,13/14,2014-03-28,20140328,20:30,2451224,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,5,1,Playoff_1,10,20:40,2282,3,Club Brugge,1,0
2013,13/14,2014-03-28,20140328,20:30,2451224,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,5,1,Playoff_1,27,20:57,2282,3,Club Brugge,2,0
2013,13/14,2014-03-28,20140328,20:30,2451224,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,5,1,Playoff_1,57,21:42,498,282,KSC Lokeren,2,1
2013,13/14,2014-03-28,20140328,20:30,2451224,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,5,1,Playoff_1,61,21:46,2282,3,Club Brugge,3,1
2013,13/14,2014-03-28,20140328,20:30,2451224,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,5,1,Playoff_1,63,21:48,2282,3,Club Brugge,4,1
2013,13/14,2014-03-28,20140328,20:30,2451224,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,5,1,Playoff_1,90,22:15,2282,3,Club Brugge,5,1
2013,13/14,2014-03-29,20140329,20:00,2451225,1184,KRC Genk,322,KRC Genk,3508,Zulte Waregem,5381,SV Zulte Waregem,0,3,Playoff_1,21,20:21,3508,5381,SV Zulte Waregem,0,1
2013,13/14,2014-03-29,20140329,20:00,2451225,1184,KRC Genk,322,KRC Genk,3508,Zulte Waregem,5381,SV Zulte Waregem,0,3,Playoff_1,61,21:16,3508,5381,SV Zulte Waregem,0,2
2013,13/14,2014-03-29,20140329,20:00,2451225,1184,KRC Genk,322,KRC Genk,3508,Zulte Waregem,5381,SV Zulte Waregem,0,3,Playoff_1,90,21:45,3508,5381,SV Zulte Waregem,0,3
2013,13/14,2014-03-29,20140329,20:00,2451458,157,KAA Gent,7,KAA Gent,2861,KV Oostende,31,KV Oostende,0,1,Playoff_2,6,20:06,2861,31,KV Oostende,0,1
2013,13/14,2014-03-29,20140329,20:00,2451459,28643,Waasland-Beveren,4068,Waasland-Beveren,204,Lierse SK,30,Lierse SK,2,0,Playoff_2,61,21:16,28643,4068,Waasland-Beveren,1,0
2013,13/14,2014-03-29,20140329,20:00,2451459,28643,Waasland-Beveren,4068,Waasland-Beveren,204,Lierse SK,30,Lierse SK,2,0,Playoff_2,90,21:45,28643,4068,Waasland-Beveren,2,0
2013,13/14,2014-03-29,20140329,20:00,2451460,601,KV Kortrijk,19,KV Kortrijk,520,Cercle Brugge,12,Cercle Brugge,4,0,Playoff_2,42,20:42,601,19,KV Kortrijk,1,0
2013,13/14,2014-03-29,20140329,20:00,2451460,601,KV Kortrijk,19,KV Kortrijk,520,Cercle Brugge,12,Cercle Brugge,4,0,Playoff_2,51,21:06,601,19,KV Kortrijk,2,0
2013,13/14,2014-03-29,20140329,20:00,2451460,601,KV Kortrijk,19,KV Kortrijk,520,Cercle Brugge,12,Cercle Brugge,4,0,Playoff_2,57,21:12,601,19,KV Kortrijk,3,0
2013,13/14,2014-03-29,20140329,20:00,2451460,601,KV Kortrijk,19,KV Kortrijk,520,Cercle Brugge,12,Cercle Brugge,4,0,Playoff_2,66,21:21,601,19,KV Kortrijk,4,0
2013,13/14,2014-03-30,20140330,18:00,2451226,3057,Standard Luik,16,Standard Luik,58,RSC Anderlecht,35,RSC Anderlecht,1,0,Playoff_1,19,18:19,3057,16,Standard Luik,1,0
2013,13/14,2014-03-30,20140330,20:30,2451461,354,KV Mechelen,25,KV Mechelen,172,R Charleroi SC,22,R Charleroi SC,0,2,Playoff_2,52,21:37,172,22,R Charleroi SC,0,1
2013,13/14,2014-03-30,20140330,20:30,2451461,354,KV Mechelen,25,KV Mechelen,172,R Charleroi SC,22,R Charleroi SC,0,2,Playoff_2,79,22:04,172,22,R Charleroi SC,0,2
2013,13/14,2014-04-04,20140404,20:30,2451227,3508,Zulte Waregem,5381,SV Zulte Waregem,3057,Standard Luik,16,Standard Luik,2,0,Playoff_1,48,21:33,3508,5381,SV Zulte Waregem,1,0
2013,13/14,2014-04-04,20140404,20:30,2451227,3508,Zulte Waregem,5381,SV Zulte Waregem,3057,Standard Luik,16,Standard Luik,2,0,Playoff_1,68,21:53,3508,5381,SV Zulte Waregem,2,0
2013,13/14,2014-04-05,20140405,20:00,2451228,498,KSC Lokeren,282,KSC Lokeren,1184,KRC Genk,322,KRC Genk,1,1,Playoff_1,7,20:07,498,282,KSC Lokeren,1,0
2013,13/14,2014-04-05,20140405,20:00,2451228,498,KSC Lokeren,282,KSC Lokeren,1184,KRC Genk,322,KRC Genk,1,1,Playoff_1,13,20:13,1184,322,KRC Genk,1,1
2013,13/14,2014-04-05,20140405,20:00,2451463,204,Lierse SK,30,Lierse SK,157,KAA Gent,7,KAA Gent,1,0,Playoff_2,57,21:12,204,30,Lierse SK,1,0
2013,13/14,2014-04-05,20140405,20:00,2451464,520,Cercle Brugge,12,Cercle Brugge,354,KV Mechelen,25,KV Mechelen,0,1,Playoff_2,12,20:12,354,25,KV Mechelen,0,1
2013,13/14,2014-04-05,20140405,20:00,2451465,172,R Charleroi SC,22,R Charleroi SC,601,KV Kortrijk,19,KV Kortrijk,1,1,Playoff_2,37,20:37,601,19,KV Kortrijk,0,1
2013,13/14,2014-04-05,20140405,20:00,2451465,172,R Charleroi SC,22,R Charleroi SC,601,KV Kortrijk,19,KV Kortrijk,1,1,Playoff_2,79,21:34,172,22,R Charleroi SC,1,1
2013,13/14,2014-04-06,20140406,20:00,2451229,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,3,0,Playoff_1,22,20:22,58,35,RSC Anderlecht,1,0
2013,13/14,2014-04-06,20140406,20:00,2451229,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,3,0,Playoff_1,32,20:32,58,35,RSC Anderlecht,2,0
2013,13/14,2014-04-06,20140406,20:00,2451229,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,3,0,Playoff_1,40,20:40,58,35,RSC Anderlecht,3,0
2013,13/14,2014-04-11,20140411,20:30,2451230,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1,6,20:36,58,35,RSC Anderlecht,0,1
2013,13/14,2014-04-11,20140411,20:30,2451230,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1,10,20:40,498,282,KSC Lokeren,1,1
2013,13/14,2014-04-11,20140411,20:30,2451230,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1,66,21:51,58,35,RSC Anderlecht,1,2
2013,13/14,2014-04-12,20140412,18:00,2451231,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,2,1,Playoff_1,45,18:45,3508,5381,SV Zulte Waregem,1,0
2013,13/14,2014-04-12,20140412,18:00,2451231,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,2,1,Playoff_1,85,19:40,2282,3,Club Brugge,1,1
2013,13/14,2014-04-12,20140412,18:00,2451231,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,2,1,Playoff_1,90,19:45,3508,5381,SV Zulte Waregem,2,1
2013,13/14,2014-04-12,20140412,20:00,2451466,2861,KV Oostende,31,KV Oostende,204,Lierse SK,30,Lierse SK,2,0,Playoff_2,12,20:12,2861,31,KV Oostende,1,0
2013,13/14,2014-04-12,20140412,20:00,2451466,2861,KV Oostende,31,KV Oostende,204,Lierse SK,30,Lierse SK,2,0,Playoff_2,77,21:32,2861,31,KV Oostende,2,0
2013,13/14,2014-04-12,20140412,20:00,2451467,157,KAA Gent,7,KAA Gent,28643,Waasland-Beveren,4068,Waasland-Beveren,2,1,Playoff_2,22,20:22,28643,4068,Waasland-Beveren,0,1
2013,13/14,2014-04-12,20140412,20:00,2451467,157,KAA Gent,7,KAA Gent,28643,Waasland-Beveren,4068,Waasland-Beveren,2,1,Playoff_2,28,20:28,157,7,KAA Gent,1,1
2013,13/14,2014-04-12,20140412,20:00,2451467,157,KAA Gent,7,KAA Gent,28643,Waasland-Beveren,4068,Waasland-Beveren,2,1,Playoff_2,76,21:31,157,7,KAA Gent,2,1
2013,13/14,2014-04-12,20140412,20:00,2451468,520,Cercle Brugge,12,Cercle Brugge,172,R Charleroi SC,22,R Charleroi SC,2,4,Playoff_2,19,20:19,172,22,R Charleroi SC,0,1
2013,13/14,2014-04-12,20140412,20:00,2451468,520,Cercle Brugge,12,Cercle Brugge,172,R Charleroi SC,22,R Charleroi SC,2,4,Playoff_2,29,20:29,172,22,R Charleroi SC,0,2
2013,13/14,2014-04-12,20140412,20:00,2451468,520,Cercle Brugge,12,Cercle Brugge,172,R Charleroi SC,22,R Charleroi SC,2,4,Playoff_2,32,20:32,520,12,Cercle Brugge,1,2
2013,13/14,2014-04-12,20140412,20:00,2451468,520,Cercle Brugge,12,Cercle Brugge,172,R Charleroi SC,22,R Charleroi SC,2,4,Playoff_2,35,20:35,172,22,R Charleroi SC,1,3
2013,13/14,2014-04-12,20140412,20:00,2451468,520,Cercle Brugge,12,Cercle Brugge,172,R Charleroi SC,22,R Charleroi SC,2,4,Playoff_2,68,21:23,520,12,Cercle Brugge,2,3
2013,13/14,2014-04-12,20140412,20:00,2451468,520,Cercle Brugge,12,Cercle Brugge,172,R Charleroi SC,22,R Charleroi SC,2,4,Playoff_2,88,21:43,172,22,R Charleroi SC,2,4
2013,13/14,2014-04-12,20140412,20:00,2451469,601,KV Kortrijk,19,KV Kortrijk,354,KV Mechelen,25,KV Mechelen,4,1,Playoff_2,58,21:13,601,19,KV Kortrijk,1,0
2013,13/14,2014-04-12,20140412,20:00,2451469,601,KV Kortrijk,19,KV Kortrijk,354,KV Mechelen,25,KV Mechelen,4,1,Playoff_2,65,21:20,601,19,KV Kortrijk,2,0
2013,13/14,2014-04-12,20140412,20:00,2451469,601,KV Kortrijk,19,KV Kortrijk,354,KV Mechelen,25,KV Mechelen,4,1,Playoff_2,70,21:25,354,25,KV Mechelen,2,1
2013,13/14,2014-04-12,20140412,20:00,2451469,601,KV Kortrijk,19,KV Kortrijk,354,KV Mechelen,25,KV Mechelen,4,1,Playoff_2,77,21:32,601,19,KV Kortrijk,3,1
2013,13/14,2014-04-12,20140412,20:00,2451469,601,KV Kortrijk,19,KV Kortrijk,354,KV Mechelen,25,KV Mechelen,4,1,Playoff_2,82,21:37,601,19,KV Kortrijk,4,1
2013,13/14,2014-04-13,20140413,18:00,2451232,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,2,2,Playoff_1,8,18:08,1184,322,KRC Genk,1,0
2013,13/14,2014-04-13,20140413,18:00,2451232,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,2,2,Playoff_1,41,18:41,3057,16,Standard Luik,1,1
2013,13/14,2014-04-13,20140413,18:00,2451232,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,2,2,Playoff_1,51,19:06,3057,16,Standard Luik,1,2
2013,13/14,2014-04-13,20140413,18:00,2451232,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,2,2,Playoff_1,59,19:14,1184,322,KRC Genk,2,2
2013,13/14,2014-04-16,20140416,20:30,2451234,2282,Club Brugge,3,Club Brugge,1184,KRC Genk,322,KRC Genk,2,0,Playoff_1,71,21:56,2282,3,Club Brugge,1,0
2013,13/14,2014-04-16,20140416,20:30,2451234,2282,Club Brugge,3,Club Brugge,1184,KRC Genk,322,KRC Genk,2,0,Playoff_1,88,22:13,2282,3,Club Brugge,2,0
2013,13/14,2014-04-17,20140417,20:30,2451235,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_1,44,21:14,498,282,KSC Lokeren,0,1
2013,13/14,2014-04-17,20140417,20:30,2451235,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_1,64,21:49,498,282,KSC Lokeren,0,2
2013,13/14,2014-04-17,20140417,20:30,2451235,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_1,68,21:53,3057,16,Standard Luik,1,2
2013,13/14,2014-04-17,20140417,20:30,2451235,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_1,87,22:12,3057,16,Standard Luik,2,2
2013,13/14,2014-04-19,20140419,20:00,2451470,204,Lierse SK,30,Lierse SK,2861,KV Oostende,31,KV Oostende,0,2,Playoff_2,76,21:31,2861,31,KV Oostende,0,1
2013,13/14,2014-04-19,20140419,20:00,2451470,204,Lierse SK,30,Lierse SK,2861,KV Oostende,31,KV Oostende,0,2,Playoff_2,79,21:34,2861,31,KV Oostende,0,2
2013,13/14,2014-04-19,20140419,20:00,2451471,28643,Waasland-Beveren,4068,Waasland-Beveren,157,KAA Gent,7,KAA Gent,2,4,Playoff_2,4,20:04,157,7,KAA Gent,0,1
2013,13/14,2014-04-19,20140419,20:00,2451471,28643,Waasland-Beveren,4068,Waasland-Beveren,157,KAA Gent,7,KAA Gent,2,4,Playoff_2,32,20:32,157,7,KAA Gent,0,2
2013,13/14,2014-04-19,20140419,20:00,2451471,28643,Waasland-Beveren,4068,Waasland-Beveren,157,KAA Gent,7,KAA Gent,2,4,Playoff_2,62,21:17,157,7,KAA Gent,0,3
2013,13/14,2014-04-19,20140419,20:00,2451471,28643,Waasland-Beveren,4068,Waasland-Beveren,157,KAA Gent,7,KAA Gent,2,4,Playoff_2,75,21:30,28643,4068,Waasland-Beveren,1,3
2013,13/14,2014-04-19,20140419,20:00,2451471,28643,Waasland-Beveren,4068,Waasland-Beveren,157,KAA Gent,7,KAA Gent,2,4,Playoff_2,77,21:32,157,7,KAA Gent,1,4
2013,13/14,2014-04-19,20140419,20:00,2451471,28643,Waasland-Beveren,4068,Waasland-Beveren,157,KAA Gent,7,KAA Gent,2,4,Playoff_2,90,21:45,28643,4068,Waasland-Beveren,2,4
2013,13/14,2014-04-19,20140419,20:00,2451472,172,R Charleroi SC,22,R Charleroi SC,520,Cercle Brugge,12,Cercle Brugge,2,0,Playoff_2,71,21:26,172,22,R Charleroi SC,1,0
2013,13/14,2014-04-19,20140419,20:00,2451472,172,R Charleroi SC,22,R Charleroi SC,520,Cercle Brugge,12,Cercle Brugge,2,0,Playoff_2,75,21:30,172,22,R Charleroi SC,2,0
2013,13/14,2014-04-19,20140419,20:00,2451473,354,KV Mechelen,25,KV Mechelen,601,KV Kortrijk,19,KV Kortrijk,2,1,Playoff_2,29,20:29,354,25,KV Mechelen,1,0
2013,13/14,2014-04-19,20140419,20:00,2451473,354,KV Mechelen,25,KV Mechelen,601,KV Kortrijk,19,KV Kortrijk,2,1,Playoff_2,33,20:33,354,25,KV Mechelen,2,0
2013,13/14,2014-04-19,20140419,20:00,2451473,354,KV Mechelen,25,KV Mechelen,601,KV Kortrijk,19,KV Kortrijk,2,1,Playoff_2,49,21:04,601,19,KV Kortrijk,2,1
2013,13/14,2014-04-20,20140420,20:00,2451236,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,3,2,Playoff_1,18,20:18,3508,5381,SV Zulte Waregem,0,1
2013,13/14,2014-04-20,20140420,20:00,2451236,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,3,2,Playoff_1,38,20:38,498,282,KSC Lokeren,1,1
2013,13/14,2014-04-20,20140420,20:00,2451236,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,3,2,Playoff_1,60,21:15,498,282,KSC Lokeren,2,1
2013,13/14,2014-04-20,20140420,20:00,2451236,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,3,2,Playoff_1,78,21:33,3508,5381,SV Zulte Waregem,2,2
2013,13/14,2014-04-20,20140420,20:00,2451236,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,3,2,Playoff_1,80,21:35,498,282,KSC Lokeren,3,2
2013,13/14,2014-04-21,20140421,18:00,2451238,1184,KRC Genk,322,KRC Genk,58,RSC Anderlecht,35,RSC Anderlecht,1,0,Playoff_1,89,19:44,1184,322,KRC Genk,1,0
2013,13/14,2014-04-25,20140425,20:30,2451239,3508,Zulte Waregem,5381,SV Zulte Waregem,1184,KRC Genk,322,KRC Genk,2,2,Playoff_1,10,20:40,1184,322,KRC Genk,0,1
2013,13/14,2014-04-25,20140425,20:30,2451239,3508,Zulte Waregem,5381,SV Zulte Waregem,1184,KRC Genk,322,KRC Genk,2,2,Playoff_1,20,20:50,3508,5381,SV Zulte Waregem,1,1
2013,13/14,2014-04-25,20140425,20:30,2451239,3508,Zulte Waregem,5381,SV Zulte Waregem,1184,KRC Genk,322,KRC Genk,2,2,Playoff_1,56,21:41,1184,322,KRC Genk,1,2
2013,13/14,2014-04-25,20140425,20:30,2451239,3508,Zulte Waregem,5381,SV Zulte Waregem,1184,KRC Genk,322,KRC Genk,2,2,Playoff_1,65,21:50,3508,5381,SV Zulte Waregem,2,2
2013,13/14,2014-04-26,20140426,18:00,2451240,498,KSC Lokeren,282,KSC Lokeren,2282,Club Brugge,3,Club Brugge,1,3,Playoff_1,40,18:40,498,282,KSC Lokeren,1,0
2013,13/14,2014-04-26,20140426,18:00,2451240,498,KSC Lokeren,282,KSC Lokeren,2282,Club Brugge,3,Club Brugge,1,3,Playoff_1,62,19:17,2282,3,Club Brugge,1,1
