tf_match_id,seizoen,seizoen_alternatief,datum,datum_key,tijdstip,tf_clubid_thuis,tf_clubnaam_thuis,stamnummer_thuis,roepnaam_thuis,tf_clubid_uit,tf_clubnaam_uit,stamnummer_uit,roepnaam_uit,stand_thuis,stand_uit,type
2674049,2015,15/16,2016-04-16,20160416,18:00,3508,Zulte Waregem,5381,SV Zulte Waregem,1184,KRC Genk,322,KRC Genk,1,2,Playoff_1
2674034,2015,15/16,2016-04-16,20160416,20:00,498,KSC Lokeren,282,KSC Lokeren,475,St-Truidense VV,373,Sint-Truidense VV,1,0,Playoff_2
2674032,2015,15/16,2016-04-16,20160416,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,601,KV Kortrijk,19,KV Kortrijk,2,3,Playoff_2
2674035,2015,15/16,2016-04-16,20160416,20:30,354,KV Mechelen,25,KV Mechelen,172,R Charleroi SC,22,R Charleroi SC,2,3,Playoff_2
2674050,2015,15/16,2016-04-17,20160417,18:00,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,1,0,Playoff_1
2674033,2015,15/16,2016-04-17,20160417,20:00,29228,Moeskroen,216,Moeskroen,3057,Standard Luik,16,Standard Luik,2,0,Playoff_2
2674051,2015,15/16,2016-04-19,20160419,20:30,2861,KV Oostende,31,KV Oostende,3508,Zulte Waregem,5381,SV Zulte Waregem,3,3,Playoff_1
2674052,2015,15/16,2016-04-20,20160420,20:30,1184,KRC Genk,322,KRC Genk,2282,Club Brugge,3,Club Brugge,4,2,Playoff_1
2674053,2015,15/16,2016-04-21,20160421,20:30,157,KAA Gent,7,KAA Gent,58,RSC Anderlecht,35,RSC Anderlecht,1,1,Playoff_1
2674036,2015,15/16,2016-04-22,20160422,20:30,3057,Standard Luik,16,Standard Luik,29228,Moeskroen,216,Moeskroen,4,1,Playoff_2
2674054,2015,15/16,2016-04-23,20160423,18:00,2282,Club Brugge,3,Club Brugge,3508,Zulte Waregem,5381,SV Zulte Waregem,5,0,Playoff_1
2674038,2015,15/16,2016-04-23,20160423,20:00,475,St-Truidense VV,373,Sint-Truidense VV,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_2
2674037,2015,15/16,2016-04-23,20160423,20:00,601,KV Kortrijk,19,KV Kortrijk,28643,Waasland-Beveren,4068,Waasland-Beveren,5,0,Playoff_2
2674039,2015,15/16,2016-04-23,20160423,20:30,172,R Charleroi SC,22,R Charleroi SC,354,KV Mechelen,25,KV Mechelen,4,0,Playoff_2
2674056,2015,15/16,2016-04-24,20160424,20:30,1184,KRC Genk,322,KRC Genk,157,KAA Gent,7,KAA Gent,1,2,Playoff_1
2674055,2015,15/16,2016-04-24,20160424,18:00,2861,KV Oostende,31,KV Oostende,58,RSC Anderlecht,35,RSC Anderlecht,4,2,Playoff_1
2674057,2015,15/16,2016-04-29,20160429,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,2861,KV Oostende,31,KV Oostende,1,2,Playoff_1
2674043,2015,15/16,2016-04-30,20160430,18:00,354,KV Mechelen,25,KV Mechelen,475,St-Truidense VV,373,Sint-Truidense VV,1,1,Playoff_2
2674042,2015,15/16,2016-04-30,20160430,18:00,172,R Charleroi SC,22,R Charleroi SC,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_2
2674040,2015,15/16,2016-04-30,20160430,20:30,601,KV Kortrijk,19,KV Kortrijk,3057,Standard Luik,16,Standard Luik,1,0,Playoff_2
2674041,2015,15/16,2016-04-30,20160430,20:30,28643,Waasland-Beveren,4068,Waasland-Beveren,29228,Moeskroen,216,Moeskroen,1,0,Playoff_2
2674058,2015,15/16,2016-05-01,20160501,14:30,58,RSC Anderlecht,35,RSC Anderlecht,157,KAA Gent,7,KAA Gent,2,0,Playoff_1
2674059,2015,15/16,2016-05-01,20160501,18:00,2282,Club Brugge,3,Club Brugge,1184,KRC Genk,322,KRC Genk,3,1,Playoff_1
2674060,2015,15/16,2016-05-06,20160506,20:30,1184,KRC Genk,322,KRC Genk,3508,Zulte Waregem,5381,SV Zulte Waregem,2,0,Playoff_1
2674045,2015,15/16,2016-05-07,20160507,18:00,29228,Moeskroen,216,Moeskroen,601,KV Kortrijk,19,KV Kortrijk,2,3,Playoff_2
2674047,2015,15/16,2016-05-07,20160507,20:30,475,St-Truidense VV,373,Sint-Truidense VV,172,R Charleroi SC,22,R Charleroi SC,0,3,Playoff_2
2674044,2015,15/16,2016-05-07,20160507,18:00,3057,Standard Luik,16,Standard Luik,28643,Waasland-Beveren,4068,Waasland-Beveren,2,0,Playoff_2
2674046,2015,15/16,2016-05-07,20160507,20:30,498,KSC Lokeren,282,KSC Lokeren,354,KV Mechelen,25,KV Mechelen,5,1,Playoff_2
2674062,2015,15/16,2016-05-08,20160508,18:00,157,KAA Gent,7,KAA Gent,2282,Club Brugge,3,Club Brugge,1,4,Playoff_1
2674061,2015,15/16,2016-05-08,20160508,14:30,58,RSC Anderlecht,35,RSC Anderlecht,2861,KV Oostende,31,KV Oostende,2,1,Playoff_1
2674063,2015,15/16,2016-05-14,20160514,20:00,2861,KV Oostende,31,KV Oostende,1184,KRC Genk,322,KRC Genk,2,1,Playoff_1
2674065,2015,15/16,2016-05-15,20160515,18:00,3508,Zulte Waregem,5381,SV Zulte Waregem,157,KAA Gent,7,KAA Gent,4,2,Playoff_1
2674064,2015,15/16,2016-05-15,20160515,14:30,2282,Club Brugge,3,Club Brugge,58,RSC Anderlecht,35,RSC Anderlecht,4,0,Playoff_1
2674068,2015,15/16,2016-05-19,20160519,20:30,2861,KV Oostende,31,KV Oostende,157,KAA Gent,7,KAA Gent,0,1,Playoff_1
2674067,2015,15/16,2016-05-19,20160519,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,0,2,Playoff_1
2674066,2015,15/16,2016-05-19,20160519,20:30,1184,KRC Genk,322,KRC Genk,58,RSC Anderlecht,35,RSC Anderlecht,5,2,Playoff_1
2674071,2015,15/16,2016-05-22,20160522,14:30,58,RSC Anderlecht,35,RSC Anderlecht,3508,Zulte Waregem,5381,SV Zulte Waregem,2,0,Playoff_1
2674070,2015,15/16,2016-05-22,20160522,14:30,157,KAA Gent,7,KAA Gent,1184,KRC Genk,322,KRC Genk,0,0,Playoff_1
2674069,2015,15/16,2016-05-22,20160522,14:30,2282,Club Brugge,3,Club Brugge,2861,KV Oostende,31,KV Oostende,2,2,Playoff_1
2839834,2016,16/17,2017-03-31,20170331,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1
2839835,2016,16/17,2017-04-01,20170401,18:00,172,R Charleroi SC,22,R Charleroi SC,2861,KV Oostende,31,KV Oostende,1,1,Playoff_1
2839844,2016,16/17,2017-04-01,20170401,20:30,1184,KRC Genk,322,KRC Genk,498,KSC Lokeren,282,KSC Lokeren,4,0,Playoff_2
2839840,2016,16/17,2017-04-01,20170401,20:00,475,St-Truidense VV,373,Sint-Truidense VV,28643,Waasland-Beveren,4068,Waasland-Beveren,3,0,Playoff_2
2839841,2016,16/17,2017-04-01,20170401,20:00,3948,Union SG,10,Union Saint-Gilloise,354,KV Mechelen,25,KV Mechelen,3,0,Playoff_2
2839842,2016,16/17,2017-04-01,20170401,20:00,601,KV Kortrijk,19,KV Kortrijk,29228,Moeskroen,216,Moeskroen,2,1,Playoff_2
2839843,2016,16/17,2017-04-01,20170401,20:00,1245,KAS Eupen,4276,KAS Eupen,2977,KSV Roeselare,134,KSV Roeselare,2,2,Playoff_2
2839836,2016,16/17,2017-04-02,20170402,18:00,157,KAA Gent,7,KAA Gent,2282,Club Brugge,3,Club Brugge,2,1,Playoff_1
2839845,2016,16/17,2017-04-02,20170402,20:00,204,Lierse SK,30,Lierse SK,3057,Standard Luik,16,Standard Luik,1,0,Playoff_2
2839837,2016,16/17,2017-04-07,20170407,20:30,2861,KV Oostende,31,KV Oostende,3508,Zulte Waregem,5381,SV Zulte Waregem,1,1,Playoff_1
2839838,2016,16/17,2017-04-08,20170408,18:00,2282,Club Brugge,3,Club Brugge,172,R Charleroi SC,22,R Charleroi SC,1,1,Playoff_1
2839850,2016,16/17,2017-04-08,20170408,20:30,3057,Standard Luik,16,Standard Luik,475,St-Truidense VV,373,Sint-Truidense VV,2,2,Playoff_2
2839848,2016,16/17,2017-04-08,20170408,20:00,498,KSC Lokeren,282,KSC Lokeren,601,KV Kortrijk,19,KV Kortrijk,0,0,Playoff_2
2839847,2016,16/17,2017-04-08,20170408,20:00,2977,KSV Roeselare,134,KSV Roeselare,1184,KRC Genk,322,KRC Genk,0,1,Playoff_2
2839846,2016,16/17,2017-04-08,20170408,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,3948,Union SG,10,Union Saint-Gilloise,1,4,Playoff_2
2839849,2016,16/17,2017-04-08,20170408,20:00,29228,Moeskroen,216,Moeskroen,1245,KAS Eupen,4276,KAS Eupen,0,2,Playoff_2
2839839,2016,16/17,2017-04-09,20170409,18:00,58,RSC Anderlecht,35,RSC Anderlecht,157,KAA Gent,7,KAA Gent,0,0,Playoff_1
2839851,2016,16/17,2017-04-09,20170409,20:00,354,KV Mechelen,25,KV Mechelen,204,Lierse SK,30,Lierse SK,1,0,Playoff_2
2843085,2016,16/17,2017-04-14,20170414,20:30,3948,Union SG,10,Union Saint-Gilloise,3057,Standard Luik,16,Standard Luik,2,2,Playoff_2
2843088,2016,16/17,2017-04-15,20170415,20:00,1245,KAS Eupen,4276,KAS Eupen,498,KSC Lokeren,282,KSC Lokeren,3,3,Playoff_2
2843086,2016,16/17,2017-04-15,20170415,18:00,28643,Waasland-Beveren,4068,Waasland-Beveren,354,KV Mechelen,25,KV Mechelen,1,2,Playoff_2
2843087,2016,16/17,2017-04-15,20170415,20:30,475,St-Truidense VV,373,Sint-Truidense VV,204,Lierse SK,30,Lierse SK,2,1,Playoff_2
2843089,2016,16/17,2017-04-15,20170415,20:00,2977,KSV Roeselare,134,KSV Roeselare,29228,Moeskroen,216,Moeskroen,3,5,Playoff_2
2842766,2016,16/17,2017-04-16,20170416,18:00,2861,KV Oostende,31,KV Oostende,58,RSC Anderlecht,35,RSC Anderlecht,0,1,Playoff_1
2843090,2016,16/17,2017-04-16,20170416,20:00,601,KV Kortrijk,19,KV Kortrijk,1184,KRC Genk,322,KRC Genk,0,3,Playoff_2
2842768,2016,16/17,2017-04-17,20170417,18:00,172,R Charleroi SC,22,R Charleroi SC,157,KAA Gent,7,KAA Gent,0,1,Playoff_1
2842767,2016,16/17,2017-04-17,20170417,14:30,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,2,2,Playoff_1
2842769,2016,16/17,2017-04-21,20170421,20:30,157,KAA Gent,7,KAA Gent,2861,KV Oostende,31,KV Oostende,1,1,Playoff_1
2842770,2016,16/17,2017-04-22,20170422,18:00,172,R Charleroi SC,22,R Charleroi SC,3508,Zulte Waregem,5381,SV Zulte Waregem,2,0,Playoff_1
2843096,2016,16/17,2017-04-22,20170422,20:30,354,KV Mechelen,25,KV Mechelen,3057,Standard Luik,16,Standard Luik,1,0,Playoff_2
2843095,2016,16/17,2017-04-22,20170422,20:00,475,St-Truidense VV,373,Sint-Truidense VV,3948,Union SG,10,Union Saint-Gilloise,0,1,Playoff_2
2843094,2016,16/17,2017-04-22,20170422,20:00,204,Lierse SK,30,Lierse SK,28643,Waasland-Beveren,4068,Waasland-Beveren,2,3,Playoff_2
2843091,2016,16/17,2017-04-22,20170422,20:00,498,KSC Lokeren,282,KSC Lokeren,2977,KSV Roeselare,134,KSV Roeselare,2,1,Playoff_2
2843092,2016,16/17,2017-04-22,20170422,20:00,601,KV Kortrijk,19,KV Kortrijk,1245,KAS Eupen,4276,KAS Eupen,3,3,Playoff_2
2842771,2016,16/17,2017-04-23,20170423,18:00,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,2,0,Playoff_1
2843093,2016,16/17,2017-04-23,20170423,20:00,1184,KRC Genk,322,KRC Genk,29228,Moeskroen,216,Moeskroen,6,0,Playoff_2
2842772,2016,16/17,2017-04-25,20170425,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,157,KAA Gent,7,KAA Gent,0,2,Playoff_1
2843100,2016,16/17,2017-04-25,20170425,20:30,2977,KSV Roeselare,134,KSV Roeselare,601,KV Kortrijk,19,KV Kortrijk,2,3,Playoff_2
2843098,2016,16/17,2017-04-25,20170425,20:30,3057,Standard Luik,16,Standard Luik,28643,Waasland-Beveren,4068,Waasland-Beveren,0,2,Playoff_2
2843097,2016,16/17,2017-04-25,20170425,20:30,3948,Union SG,10,Union Saint-Gilloise,204,Lierse SK,30,Lierse SK,1,3,Playoff_2
2842773,2016,16/17,2017-04-26,20170426,20:30,2282,Club Brugge,3,Club Brugge,2861,KV Oostende,31,KV Oostende,3,1,Playoff_1
2843099,2016,16/17,2017-04-26,20170426,20:30,354,KV Mechelen,25,KV Mechelen,475,St-Truidense VV,373,Sint-Truidense VV,1,0,Playoff_2
2843101,2016,16/17,2017-04-26,20170426,20:30,29228,Moeskroen,216,Moeskroen,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_2
2843102,2016,16/17,2017-04-26,20170426,20:30,1245,KAS Eupen,4276,KAS Eupen,1184,KRC Genk,322,KRC Genk,1,1,Playoff_2
2842774,2016,16/17,2017-04-27,20170427,20:30,58,RSC Anderlecht,35,RSC Anderlecht,172,R Charleroi SC,22,R Charleroi SC,0,1,Playoff_1
2843106,2016,16/17,2017-04-28,20170428,20:30,3057,Standard Luik,16,Standard Luik,3948,Union SG,10,Union Saint-Gilloise,3,1,Playoff_2
2843107,2016,16/17,2017-04-29,20170429,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,475,St-Truidense VV,373,Sint-Truidense VV,0,1,Playoff_2
2843103,2016,16/17,2017-04-29,20170429,18:00,1184,KRC Genk,322,KRC Genk,601,KV Kortrijk,19,KV Kortrijk,3,0,Playoff_2
2843108,2016,16/17,2017-04-29,20170429,20:30,204,Lierse SK,30,Lierse SK,354,KV Mechelen,25,KV Mechelen,0,0,Playoff_2
2843104,2016,16/17,2017-04-29,20170429,20:00,498,KSC Lokeren,282,KSC Lokeren,1245,KAS Eupen,4276,KAS Eupen,4,1,Playoff_2
2842776,2016,16/17,2017-04-30,20170430,18:00,2861,KV Oostende,31,KV Oostende,172,R Charleroi SC,22,R Charleroi SC,1,0,Playoff_1
2842775,2016,16/17,2017-04-30,20170430,14:30,157,KAA Gent,7,KAA Gent,58,RSC Anderlecht,35,RSC Anderlecht,0,0,Playoff_1
2843105,2016,16/17,2017-04-30,20170430,20:00,29228,Moeskroen,216,Moeskroen,2977,KSV Roeselare,134,KSV Roeselare,1,0,Playoff_2
2842777,2016,16/17,2017-05-01,20170501,18:00,2282,Club Brugge,3,Club Brugge,3508,Zulte Waregem,5381,SV Zulte Waregem,2,1,Playoff_1
2842778,2016,16/17,2017-05-05,20170505,20:30,172,R Charleroi SC,22,R Charleroi SC,2282,Club Brugge,3,Club Brugge,1,3,Playoff_1
2843114,2016,16/17,2017-05-06,20170506,20:30,475,St-Truidense VV,373,Sint-Truidense VV,3057,Standard Luik,16,Standard Luik,1,0,Playoff_2
2843113,2016,16/17,2017-05-06,20170506,20:00,204,Lierse SK,30,Lierse SK,3948,Union SG,10,Union Saint-Gilloise,2,1,Playoff_2
2843112,2016,16/17,2017-05-06,20170506,18:00,354,KV Mechelen,25,KV Mechelen,28643,Waasland-Beveren,4068,Waasland-Beveren,1,3,Playoff_2
2843109,2016,16/17,2017-05-06,20170506,20:00,498,KSC Lokeren,282,KSC Lokeren,29228,Moeskroen,216,Moeskroen,2,2,Playoff_2
2843110,2016,16/17,2017-05-06,20170506,20:00,601,KV Kortrijk,19,KV Kortrijk,2977,KSV Roeselare,134,KSV Roeselare,0,3,Playoff_2
2842779,2016,16/17,2017-05-07,20170507,14:30,2861,KV Oostende,31,KV Oostende,157,KAA Gent,7,KAA Gent,4,3,Playoff_1
2842780,2016,16/17,2017-05-07,20170507,18:00,58,RSC Anderlecht,35,RSC Anderlecht,3508,Zulte Waregem,5381,SV Zulte Waregem,2,0,Playoff_1
2843111,2016,16/17,2017-05-07,20170507,20:00,1184,KRC Genk,322,KRC Genk,1245,KAS Eupen,4276,KAS Eupen,2,1,Playoff_2
2843115,2016,16/17,2017-05-12,20170512,20:30,3057,Standard Luik,16,Standard Luik,354,KV Mechelen,25,KV Mechelen,2,0,Playoff_2
2842781,2016,16/17,2017-05-13,20170513,18:00,3508,Zulte Waregem,5381,SV Zulte Waregem,2861,KV Oostende,31,KV Oostende,3,1,Playoff_1
2843116,2016,16/17,2017-05-13,20170513,20:00,3948,Union SG,10,Union Saint-Gilloise,475,St-Truidense VV,373,Sint-Truidense VV,1,4,Playoff_2
2843118,2016,16/17,2017-05-13,20170513,20:00,1245,KAS Eupen,4276,KAS Eupen,601,KV Kortrijk,19,KV Kortrijk,3,2,Playoff_2
2843119,2016,16/17,2017-05-13,20170513,20:00,2977,KSV Roeselare,134,KSV Roeselare,498,KSC Lokeren,282,KSC Lokeren,2,3,Playoff_2
2843117,2016,16/17,2017-05-13,20170513,20:30,28643,Waasland-Beveren,4068,Waasland-Beveren,204,Lierse SK,30,Lierse SK,3,2,Playoff_2
2842782,2016,16/17,2017-05-14,20170514,14:30,157,KAA Gent,7,KAA Gent,172,R Charleroi SC,22,R Charleroi SC,1,1,Playoff_1
2842783,2016,16/17,2017-05-14,20170514,18:00,2282,Club Brugge,3,Club Brugge,58,RSC Anderlecht,35,RSC Anderlecht,1,1,Playoff_1
2843120,2016,16/17,2017-05-14,20170514,20:00,29228,Moeskroen,216,Moeskroen,1184,KRC Genk,322,KRC Genk,0,2,Playoff_2
2843126,2016,16/17,2017-05-16,20170516,20:30,204,Lierse SK,30,Lierse SK,475,St-Truidense VV,373,Sint-Truidense VV,1,3,Playoff_2
2843124,2016,16/17,2017-05-16,20170516,20:30,28643,Waasland-Beveren,4068,Waasland-Beveren,3057,Standard Luik,16,Standard Luik,1,3,Playoff_2
2843125,2016,16/17,2017-05-16,20170516,20:30,354,KV Mechelen,25,KV Mechelen,3948,Union SG,10,Union Saint-Gilloise,1,0,Playoff_2
2843122,2016,16/17,2017-05-17,20170517,20:30,601,KV Kortrijk,19,KV Kortrijk,498,KSC Lokeren,282,KSC Lokeren,4,4,Playoff_2
2843123,2016,16/17,2017-05-17,20170517,20:30,1245,KAS Eupen,4276,KAS Eupen,29228,Moeskroen,216,Moeskroen,2,0,Playoff_2
2843121,2016,16/17,2017-05-17,20170517,20:30,1184,KRC Genk,322,KRC Genk,2977,KSV Roeselare,134,KSV Roeselare,3,1,Playoff_2
2842788,2016,16/17,2017-05-18,20170518,20:30,2861,KV Oostende,31,KV Oostende,2282,Club Brugge,3,Club Brugge,2,1,Playoff_1
2842786,2016,16/17,2017-05-18,20170518,20:30,157,KAA Gent,7,KAA Gent,3508,Zulte Waregem,5381,SV Zulte Waregem,5,2,Playoff_1
2842787,2016,16/17,2017-05-18,20170518,20:30,172,R Charleroi SC,22,R Charleroi SC,58,RSC Anderlecht,35,RSC Anderlecht,1,3,Playoff_1
2843129,2016,16/17,2017-05-19,20170519,20:30,3948,Union SG,10,Union Saint-Gilloise,28643,Waasland-Beveren,4068,Waasland-Beveren,1,3,Playoff_2
2843128,2016,16/17,2017-05-19,20170519,20:30,475,St-Truidense VV,373,Sint-Truidense VV,354,KV Mechelen,25,KV Mechelen,7,0,Playoff_2
2843127,2016,16/17,2017-05-19,20170519,20:30,3057,Standard Luik,16,Standard Luik,204,Lierse SK,30,Lierse SK,2,0,Playoff_2
2843131,2016,16/17,2017-05-20,20170520,20:00,29228,Moeskroen,216,Moeskroen,601,KV Kortrijk,19,KV Kortrijk,0,1,Playoff_2
2843130,2016,16/17,2017-05-20,20170520,20:00,498,KSC Lokeren,282,KSC Lokeren,1184,KRC Genk,322,KRC Genk,1,1,Playoff_2
2843132,2016,16/17,2017-05-20,20170520,20:00,2977,KSV Roeselare,134,KSV Roeselare,1245,KAS Eupen,4276,KAS Eupen,3,2,Playoff_2
2842789,2016,16/17,2017-05-21,20170521,14:30,2282,Club Brugge,3,Club Brugge,157,KAA Gent,7,KAA Gent,2,1,Playoff_1
2842791,2016,16/17,2017-05-21,20170521,14:30,3508,Zulte Waregem,5381,SV Zulte Waregem,172,R Charleroi SC,22,R Charleroi SC,2,2,Playoff_1
2842790,2016,16/17,2017-05-21,20170521,14:30,58,RSC Anderlecht,35,RSC Anderlecht,2861,KV Oostende,31,KV Oostende,3,2,Playoff_1
3018188,2017,17/18,2018-03-30,20180330,20:30,3057,Standard Luik,16,Standard Luik,172,R Charleroi SC,22,R Charleroi SC,1,0,Playoff_1
3018259,2017,17/18,2018-03-31,20180331,20:00,498,KSC Lokeren,282,KSC Lokeren,475,St-Truidense VV,373,Sint-Truidense VV,1,0,Playoff_2
3018256,2017,17/18,2018-03-31,20180331,18:00,601,KV Kortrijk,19,KV Kortrijk,28643,Waasland-Beveren,4068,Waasland-Beveren,4,1,Playoff_2
3018257,2017,17/18,2018-03-31,20180331,20:00,204,Lierse SK,30,Lierse SK,29228,Moeskroen,216,Moeskroen,0,3,Playoff_2
3018260,2017,17/18,2018-03-31,20180331,20:30,1245,KAS Eupen,4276,KAS Eupen,41274,KFCO Beerschot,13,Beerschot,2,2,Playoff_2
3018189,2017,17/18,2018-04-01,20180401,18:00,58,RSC Anderlecht,35,RSC Anderlecht,157,KAA Gent,7,KAA Gent,0,2,Playoff_1
3018258,2017,17/18,2018-04-01,20180401,20:00,3508,Zulte Waregem,5381,SV Zulte Waregem,2727,OH Leuven,18,Oud-Heverlee Leuven,2,2,Playoff_2
3018190,2017,17/18,2018-04-02,20180402,18:00,2282,Club Brugge,3,Club Brugge,1184,KRC Genk,322,KRC Genk,1,0,Playoff_1
3018261,2017,17/18,2018-04-02,20180402,14:30,1096,Antwerp FC,1,Royal Antwerp FC,2861,KV Oostende,31,KV Oostende,3,3,Playoff_2
3018191,2017,17/18,2018-04-06,20180406,20:30,172,R Charleroi SC,22,R Charleroi SC,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1
3018192,2017,17/18,2018-04-07,20180407,20:30,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,1,0,Playoff_1
3018262,2017,17/18,2018-04-07,20180407,18:00,41274,KFCO Beerschot,13,Beerschot,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_2
3018264,2017,17/18,2018-04-07,20180407,20:00,475,St-Truidense VV,373,Sint-Truidense VV,1096,Antwerp FC,1,Royal Antwerp FC,4,0,Playoff_2
3018265,2017,17/18,2018-04-07,20180407,20:00,2727,OH Leuven,18,Oud-Heverlee Leuven,204,Lierse SK,30,Lierse SK,1,2,Playoff_2
3018263,2017,17/18,2018-04-07,20180407,20:00,2861,KV Oostende,31,KV Oostende,1245,KAS Eupen,4276,KAS Eupen,1,1,Playoff_2
3018193,2017,17/18,2018-04-08,20180408,18:00,157,KAA Gent,7,KAA Gent,2282,Club Brugge,3,Club Brugge,1,0,Playoff_1
3018267,2017,17/18,2018-04-08,20180408,20:00,29228,Moeskroen,216,Moeskroen,601,KV Kortrijk,19,KV Kortrijk,2,1,Playoff_2
3018266,2017,17/18,2018-04-08,20180408,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,3508,Zulte Waregem,5381,SV Zulte Waregem,1,2,Playoff_2
3018194,2017,17/18,2018-04-13,20180413,20:30,172,R Charleroi SC,22,R Charleroi SC,1184,KRC Genk,322,KRC Genk,2,2,Playoff_1
3018195,2017,17/18,2018-04-14,20180414,20:30,3057,Standard Luik,16,Standard Luik,157,KAA Gent,7,KAA Gent,1,0,Playoff_1
3018269,2017,17/18,2018-04-14,20180414,20:00,204,Lierse SK,30,Lierse SK,601,KV Kortrijk,19,KV Kortrijk,0,2,Playoff_2
3018268,2017,17/18,2018-04-14,20180414,18:00,3508,Zulte Waregem,5381,SV Zulte Waregem,29228,Moeskroen,216,Moeskroen,5,1,Playoff_2
3018270,2017,17/18,2018-04-14,20180414,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,2727,OH Leuven,18,Oud-Heverlee Leuven,0,2,Playoff_2
3018271,2017,17/18,2018-04-14,20180414,20:00,498,KSC Lokeren,282,KSC Lokeren,1245,KAS Eupen,4276,KAS Eupen,3,0,Playoff_2
3018196,2017,17/18,2018-04-15,20180415,18:00,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,1,0,Playoff_1
3018273,2017,17/18,2018-04-15,20180415,20:00,2861,KV Oostende,31,KV Oostende,475,St-Truidense VV,373,Sint-Truidense VV,2,2,Playoff_2
3018272,2017,17/18,2018-04-15,20180415,14:30,1096,Antwerp FC,1,Royal Antwerp FC,41274,KFCO Beerschot,13,Beerschot,2,0,Playoff_2
3018197,2017,17/18,2018-04-17,20180417,20:30,157,KAA Gent,7,KAA Gent,1184,KRC Genk,322,KRC Genk,0,0,Playoff_1
3018279,2017,17/18,2018-04-17,20180417,20:30,204,Lierse SK,30,Lierse SK,3508,Zulte Waregem,5381,SV Zulte Waregem,1,4,Playoff_2
3018277,2017,17/18,2018-04-17,20180417,20:30,29228,Moeskroen,216,Moeskroen,28643,Waasland-Beveren,4068,Waasland-Beveren,1,1,Playoff_2
3018278,2017,17/18,2018-04-17,20180417,20:30,601,KV Kortrijk,19,KV Kortrijk,2727,OH Leuven,18,Oud-Heverlee Leuven,2,1,Playoff_2
3018198,2017,17/18,2018-04-18,20180418,20:30,3057,Standard Luik,16,Standard Luik,58,RSC Anderlecht,35,RSC Anderlecht,2,1,Playoff_1
3018276,2017,17/18,2018-04-18,20180418,20:30,41274,KFCO Beerschot,13,Beerschot,475,St-Truidense VV,373,Sint-Truidense VV,1,3,Playoff_2
3018274,2017,17/18,2018-04-18,20180418,20:30,498,KSC Lokeren,282,KSC Lokeren,2861,KV Oostende,31,KV Oostende,2,2,Playoff_2
3018275,2017,17/18,2018-04-18,20180418,20:30,1245,KAS Eupen,4276,KAS Eupen,1096,Antwerp FC,1,Royal Antwerp FC,0,1,Playoff_2
3018199,2017,17/18,2018-04-19,20180419,20:30,2282,Club Brugge,3,Club Brugge,172,R Charleroi SC,22,R Charleroi SC,6,0,Playoff_1
3018280,2017,17/18,2018-04-20,20180420,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,601,KV Kortrijk,19,KV Kortrijk,3,0,Playoff_2
3018200,2017,17/18,2018-04-21,20180421,20:30,1184,KRC Genk,322,KRC Genk,58,RSC Anderlecht,35,RSC Anderlecht,2,1,Playoff_1
3018282,2017,17/18,2018-04-21,20180421,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,204,Lierse SK,30,Lierse SK,0,1,Playoff_2
3018281,2017,17/18,2018-04-21,20180421,18:00,2727,OH Leuven,18,Oud-Heverlee Leuven,29228,Moeskroen,216,Moeskroen,3,1,Playoff_2
3018283,2017,17/18,2018-04-21,20180421,20:00,475,St-Truidense VV,373,Sint-Truidense VV,1245,KAS Eupen,4276,KAS Eupen,2,3,Playoff_2
3018202,2017,17/18,2018-04-22,20180422,20:30,172,R Charleroi SC,22,R Charleroi SC,157,KAA Gent,7,KAA Gent,2,1,Playoff_1
3018201,2017,17/18,2018-04-22,20180422,18:00,2282,Club Brugge,3,Club Brugge,3057,Standard Luik,16,Standard Luik,4,4,Playoff_1
3018284,2017,17/18,2018-04-22,20180422,20:00,2861,KV Oostende,31,KV Oostende,41274,KFCO Beerschot,13,Beerschot,2,2,Playoff_2
