tf_match_id,seizoen,seizoen_alternatief,datum,datum_key,tijdstip,tf_clubid_thuis,tf_clubnaam_thuis,stamnummer_thuis,roepnaam_thuis,tf_clubid_uit,tf_clubnaam_uit,stamnummer_uit,roepnaam_uit,stand_thuis,stand_uit,type
2305821,2012,12/13,2013-04-01,20130401,18:00,58,RSC Anderlecht,35,RSC Anderlecht,1184,KRC Genk,322,KRC Genk,1,2,Playoff_1
2305820,2012,12/13,2013-04-01,20130401,14:30,2282,Club Brugge,3,Club Brugge,3057,Standard Luik,16,Standard Luik,0,2,Playoff_1
2305822,2012,12/13,2013-04-05,20130405,20:30,498,KSC Lokeren,282,KSC Lokeren,2282,Club Brugge,3,Club Brugge,1,4,Playoff_1
2305823,2012,12/13,2013-04-06,20130406,18:00,3057,Standard Luik,16,Standard Luik,58,RSC Anderlecht,35,RSC Anderlecht,0,0,Playoff_1
2305909,2012,12/13,2013-04-06,20130406,20:00,601,KV Kortrijk,19,KV Kortrijk,157,KAA Gent,7,KAA Gent,0,0,Playoff_2
2305912,2012,12/13,2013-04-06,20130406,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,354,KV Mechelen,25,KV Mechelen,1,0,Playoff_2
2305910,2012,12/13,2013-04-06,20130406,20:00,1411,RAEC Mons,44,RAEC Mons,204,Lierse SK,30,Lierse SK,2,1,Playoff_2
2305911,2012,12/13,2013-04-06,20130406,20:00,172,R Charleroi SC,22,R Charleroi SC,2727,OH Leuven,18,Oud-Heverlee Leuven,3,0,Playoff_2
2305824,2012,12/13,2013-04-07,20130407,18:00,1184,KRC Genk,322,KRC Genk,3508,Zulte Waregem,5381,SV Zulte Waregem,1,1,Playoff_1
2305825,2012,12/13,2013-04-12,20130412,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,3057,Standard Luik,16,Standard Luik,3,4,Playoff_1
2305826,2012,12/13,2013-04-13,20130413,20:00,1184,KRC Genk,322,KRC Genk,498,KSC Lokeren,282,KSC Lokeren,2,1,Playoff_1
2305913,2012,12/13,2013-04-13,20130413,18:00,204,Lierse SK,30,Lierse SK,157,KAA Gent,7,KAA Gent,1,2,Playoff_2
2305914,2012,12/13,2013-04-13,20130413,20:00,601,KV Kortrijk,19,KV Kortrijk,1411,RAEC Mons,44,RAEC Mons,3,0,Playoff_2
2305916,2012,12/13,2013-04-13,20130413,20:00,172,R Charleroi SC,22,R Charleroi SC,28643,Waasland-Beveren,4068,Waasland-Beveren,1,1,Playoff_2
2305915,2012,12/13,2013-04-13,20130413,20:00,2727,OH Leuven,18,Oud-Heverlee Leuven,354,KV Mechelen,25,KV Mechelen,0,3,Playoff_2
2305827,2012,12/13,2013-04-14,20130414,18:00,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,1,1,Playoff_1
2305828,2012,12/13,2013-04-16,20130416,20:30,3057,Standard Luik,16,Standard Luik,1184,KRC Genk,322,KRC Genk,3,0,Playoff_1
2305829,2012,12/13,2013-04-17,20130417,20:00,58,RSC Anderlecht,35,RSC Anderlecht,498,KSC Lokeren,282,KSC Lokeren,3,0,Playoff_1
2305830,2012,12/13,2013-04-18,20130418,20:30,2282,Club Brugge,3,Club Brugge,3508,Zulte Waregem,5381,SV Zulte Waregem,3,4,Playoff_1
2305831,2012,12/13,2013-04-20,20130420,18:00,498,KSC Lokeren,282,KSC Lokeren,3057,Standard Luik,16,Standard Luik,4,1,Playoff_1
2305918,2012,12/13,2013-04-20,20130420,20:00,1411,RAEC Mons,44,RAEC Mons,601,KV Kortrijk,19,KV Kortrijk,2,1,Playoff_2
2305919,2012,12/13,2013-04-20,20130420,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,172,R Charleroi SC,22,R Charleroi SC,0,0,Playoff_2
2305917,2012,12/13,2013-04-20,20130420,20:00,157,KAA Gent,7,KAA Gent,204,Lierse SK,30,Lierse SK,3,0,Playoff_2
2305920,2012,12/13,2013-04-20,20130420,20:00,354,KV Mechelen,25,KV Mechelen,2727,OH Leuven,18,Oud-Heverlee Leuven,1,5,Playoff_2
2305832,2012,12/13,2013-04-21,20130421,18:00,1184,KRC Genk,322,KRC Genk,2282,Club Brugge,3,Club Brugge,0,2,Playoff_1
2305833,2012,12/13,2013-04-21,20130421,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,58,RSC Anderlecht,35,RSC Anderlecht,2,1,Playoff_1
2305834,2012,12/13,2013-04-27,20130427,20:00,498,KSC Lokeren,282,KSC Lokeren,1184,KRC Genk,322,KRC Genk,0,0,Playoff_1
2305922,2012,12/13,2013-04-27,20130427,20:00,157,KAA Gent,7,KAA Gent,601,KV Kortrijk,19,KV Kortrijk,1,0,Playoff_2
2305923,2012,12/13,2013-04-27,20130427,20:00,2727,OH Leuven,18,Oud-Heverlee Leuven,172,R Charleroi SC,22,R Charleroi SC,0,0,Playoff_2
2305921,2012,12/13,2013-04-27,20130427,20:00,204,Lierse SK,30,Lierse SK,1411,RAEC Mons,44,RAEC Mons,0,1,Playoff_2
2305924,2012,12/13,2013-04-27,20130427,20:00,354,KV Mechelen,25,KV Mechelen,28643,Waasland-Beveren,4068,Waasland-Beveren,2,0,Playoff_2
2305836,2012,12/13,2013-04-28,20130428,18:00,3057,Standard Luik,16,Standard Luik,3508,Zulte Waregem,5381,SV Zulte Waregem,1,0,Playoff_1
2305835,2012,12/13,2013-04-28,20130428,14:30,2282,Club Brugge,3,Club Brugge,58,RSC Anderlecht,35,RSC Anderlecht,2,1,Playoff_1
2305837,2012,12/13,2013-05-03,20130503,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,1184,KRC Genk,322,KRC Genk,0,4,Playoff_1
2305926,2012,12/13,2013-05-04,20130504,20:00,1411,RAEC Mons,44,RAEC Mons,157,KAA Gent,7,KAA Gent,1,1,Playoff_2
2305927,2012,12/13,2013-05-04,20130504,20:00,172,R Charleroi SC,22,R Charleroi SC,354,KV Mechelen,25,KV Mechelen,1,2,Playoff_2
2305925,2012,12/13,2013-05-04,20130504,20:00,601,KV Kortrijk,19,KV Kortrijk,204,Lierse SK,30,Lierse SK,0,3,Playoff_2
2305928,2012,12/13,2013-05-04,20130504,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,2727,OH Leuven,18,Oud-Heverlee Leuven,0,1,Playoff_2
2305839,2012,12/13,2013-05-05,20130505,18:00,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,2,1,Playoff_1
2305838,2012,12/13,2013-05-05,20130505,14:30,58,RSC Anderlecht,35,RSC Anderlecht,3057,Standard Luik,16,Standard Luik,2,0,Playoff_1
2305840,2012,12/13,2013-05-11,20130511,20:00,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,2,3,Playoff_1
2305841,2012,12/13,2013-05-12,20130512,14:30,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,2,4,Playoff_1
2305842,2012,12/13,2013-05-12,20130512,18:00,1184,KRC Genk,322,KRC Genk,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1
2305845,2012,12/13,2013-05-16,20130516,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,5,2,Playoff_1
2305843,2012,12/13,2013-05-16,20130516,20:30,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,1,1,Playoff_1
2305844,2012,12/13,2013-05-16,20130516,20:30,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,2,4,Playoff_1
2305850,2012,12/13,2013-05-19,20130519,14:30,58,RSC Anderlecht,35,RSC Anderlecht,3508,Zulte Waregem,5381,SV Zulte Waregem,1,1,Playoff_1
2305851,2012,12/13,2013-05-19,20130519,14:30,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_1
2305849,2012,12/13,2013-05-19,20130519,14:30,2282,Club Brugge,3,Club Brugge,1184,KRC Genk,322,KRC Genk,1,0,Playoff_1
2451224,2013,13/14,2014-03-28,20140328,20:30,2282,Club Brugge,3,Club Brugge,498,KSC Lokeren,282,KSC Lokeren,5,1,Playoff_1
2451225,2013,13/14,2014-03-29,20140329,20:00,1184,KRC Genk,322,KRC Genk,3508,Zulte Waregem,5381,SV Zulte Waregem,0,3,Playoff_1
2451458,2013,13/14,2014-03-29,20140329,20:00,157,KAA Gent,7,KAA Gent,2861,KV Oostende,31,KV Oostende,0,1,Playoff_2
2451459,2013,13/14,2014-03-29,20140329,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,204,Lierse SK,30,Lierse SK,2,0,Playoff_2
2451460,2013,13/14,2014-03-29,20140329,20:00,601,KV Kortrijk,19,KV Kortrijk,520,Cercle Brugge,12,Cercle Brugge,4,0,Playoff_2
2451226,2013,13/14,2014-03-30,20140330,18:00,3057,Standard Luik,16,Standard Luik,58,RSC Anderlecht,35,RSC Anderlecht,1,0,Playoff_1
2451461,2013,13/14,2014-03-30,20140330,20:30,354,KV Mechelen,25,KV Mechelen,172,R Charleroi SC,22,R Charleroi SC,0,2,Playoff_2
2451227,2013,13/14,2014-04-04,20140404,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,3057,Standard Luik,16,Standard Luik,2,0,Playoff_1
2451228,2013,13/14,2014-04-05,20140405,20:00,498,KSC Lokeren,282,KSC Lokeren,1184,KRC Genk,322,KRC Genk,1,1,Playoff_1
2451463,2013,13/14,2014-04-05,20140405,20:00,204,Lierse SK,30,Lierse SK,157,KAA Gent,7,KAA Gent,1,0,Playoff_2
2451465,2013,13/14,2014-04-05,20140405,20:00,172,R Charleroi SC,22,R Charleroi SC,601,KV Kortrijk,19,KV Kortrijk,1,1,Playoff_2
2451462,2013,13/14,2014-04-05,20140405,20:00,2861,KV Oostende,31,KV Oostende,28643,Waasland-Beveren,4068,Waasland-Beveren,0,0,Playoff_2
2451464,2013,13/14,2014-04-05,20140405,20:00,520,Cercle Brugge,12,Cercle Brugge,354,KV Mechelen,25,KV Mechelen,0,1,Playoff_2
2451229,2013,13/14,2014-04-06,20140406,20:00,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,3,0,Playoff_1
2451230,2013,13/14,2014-04-11,20140411,20:30,498,KSC Lokeren,282,KSC Lokeren,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1
2451231,2013,13/14,2014-04-12,20140412,18:00,3508,Zulte Waregem,5381,SV Zulte Waregem,2282,Club Brugge,3,Club Brugge,2,1,Playoff_1
2451468,2013,13/14,2014-04-12,20140412,20:00,520,Cercle Brugge,12,Cercle Brugge,172,R Charleroi SC,22,R Charleroi SC,2,4,Playoff_2
2451467,2013,13/14,2014-04-12,20140412,20:00,157,KAA Gent,7,KAA Gent,28643,Waasland-Beveren,4068,Waasland-Beveren,2,1,Playoff_2
2451469,2013,13/14,2014-04-12,20140412,20:00,601,KV Kortrijk,19,KV Kortrijk,354,KV Mechelen,25,KV Mechelen,4,1,Playoff_2
2451466,2013,13/14,2014-04-12,20140412,20:00,2861,KV Oostende,31,KV Oostende,204,Lierse SK,30,Lierse SK,2,0,Playoff_2
2451232,2013,13/14,2014-04-13,20140413,18:00,1184,KRC Genk,322,KRC Genk,3057,Standard Luik,16,Standard Luik,2,2,Playoff_1
2451233,2013,13/14,2014-04-15,20140415,20:30,58,RSC Anderlecht,35,RSC Anderlecht,3508,Zulte Waregem,5381,SV Zulte Waregem,0,0,Playoff_1
2451234,2013,13/14,2014-04-16,20140416,20:30,2282,Club Brugge,3,Club Brugge,1184,KRC Genk,322,KRC Genk,2,0,Playoff_1
2451235,2013,13/14,2014-04-17,20140417,20:30,3057,Standard Luik,16,Standard Luik,498,KSC Lokeren,282,KSC Lokeren,2,2,Playoff_1
2451471,2013,13/14,2014-04-19,20140419,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,157,KAA Gent,7,KAA Gent,2,4,Playoff_2
2451473,2013,13/14,2014-04-19,20140419,20:00,354,KV Mechelen,25,KV Mechelen,601,KV Kortrijk,19,KV Kortrijk,2,1,Playoff_2
2451470,2013,13/14,2014-04-19,20140419,20:00,204,Lierse SK,30,Lierse SK,2861,KV Oostende,31,KV Oostende,0,2,Playoff_2
2451472,2013,13/14,2014-04-19,20140419,20:00,172,R Charleroi SC,22,R Charleroi SC,520,Cercle Brugge,12,Cercle Brugge,2,0,Playoff_2
2451236,2013,13/14,2014-04-20,20140420,20:00,498,KSC Lokeren,282,KSC Lokeren,3508,Zulte Waregem,5381,SV Zulte Waregem,3,2,Playoff_1
2451237,2013,13/14,2014-04-21,20140421,14:30,2282,Club Brugge,3,Club Brugge,3057,Standard Luik,16,Standard Luik,0,0,Playoff_1
2451238,2013,13/14,2014-04-21,20140421,18:00,1184,KRC Genk,322,KRC Genk,58,RSC Anderlecht,35,RSC Anderlecht,1,0,Playoff_1
2451239,2013,13/14,2014-04-25,20140425,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,1184,KRC Genk,322,KRC Genk,2,2,Playoff_1
2451240,2013,13/14,2014-04-26,20140426,18:00,498,KSC Lokeren,282,KSC Lokeren,2282,Club Brugge,3,Club Brugge,1,3,Playoff_1
2451474,2013,13/14,2014-04-26,20140426,20:00,2861,KV Oostende,31,KV Oostende,157,KAA Gent,7,KAA Gent,1,1,Playoff_2
2451476,2013,13/14,2014-04-26,20140426,20:00,520,Cercle Brugge,12,Cercle Brugge,601,KV Kortrijk,19,KV Kortrijk,0,4,Playoff_2
2451475,2013,13/14,2014-04-26,20140426,20:00,204,Lierse SK,30,Lierse SK,28643,Waasland-Beveren,4068,Waasland-Beveren,4,2,Playoff_2
2451477,2013,13/14,2014-04-26,20140426,20:00,172,R Charleroi SC,22,R Charleroi SC,354,KV Mechelen,25,KV Mechelen,3,0,Playoff_2
2451241,2013,13/14,2014-04-27,20140427,18:00,58,RSC Anderlecht,35,RSC Anderlecht,3057,Standard Luik,16,Standard Luik,2,1,Playoff_1
2451242,2013,13/14,2014-05-02,20140502,20:30,3057,Standard Luik,16,Standard Luik,3508,Zulte Waregem,5381,SV Zulte Waregem,4,1,Playoff_1
2451243,2013,13/14,2014-05-03,20140503,18:00,1184,KRC Genk,322,KRC Genk,498,KSC Lokeren,282,KSC Lokeren,1,2,Playoff_1
2451480,2013,13/14,2014-05-03,20140503,20:00,601,KV Kortrijk,19,KV Kortrijk,172,R Charleroi SC,22,R Charleroi SC,2,1,Playoff_2
2451479,2013,13/14,2014-05-03,20140503,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,2861,KV Oostende,31,KV Oostende,0,1,Playoff_2
2451478,2013,13/14,2014-05-03,20140503,20:00,157,KAA Gent,7,KAA Gent,204,Lierse SK,30,Lierse SK,4,0,Playoff_2
2451481,2013,13/14,2014-05-03,20140503,20:00,354,KV Mechelen,25,KV Mechelen,520,Cercle Brugge,12,Cercle Brugge,2,0,Playoff_2
2451244,2013,13/14,2014-05-04,20140504,18:00,2282,Club Brugge,3,Club Brugge,58,RSC Anderlecht,35,RSC Anderlecht,0,1,Playoff_1
2457250,2013,13/14,2014-05-09,20140509,20:30,601,KV Kortrijk,19,KV Kortrijk,2861,KV Oostende,31,KV Oostende,2,2,Playoff_2
2451245,2013,13/14,2014-05-10,20140510,20:00,3508,Zulte Waregem,5381,SV Zulte Waregem,498,KSC Lokeren,282,KSC Lokeren,3,1,Playoff_1
2451246,2013,13/14,2014-05-11,20140511,14:30,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,0,1,Playoff_1
2451247,2013,13/14,2014-05-11,20140511,18:00,58,RSC Anderlecht,35,RSC Anderlecht,1184,KRC Genk,322,KRC Genk,4,0,Playoff_1
2451249,2013,13/14,2014-05-15,20140515,20:30,1184,KRC Genk,322,KRC Genk,2282,Club Brugge,3,Club Brugge,3,2,Playoff_1
2451250,2013,13/14,2014-05-15,20140515,20:30,498,KSC Lokeren,282,KSC Lokeren,3057,Standard Luik,16,Standard Luik,1,3,Playoff_1
2451248,2013,13/14,2014-05-15,20140515,20:30,3508,Zulte Waregem,5381,SV Zulte Waregem,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1
2457252,2013,13/14,2014-05-17,20140517,20:00,2861,KV Oostende,31,KV Oostende,601,KV Kortrijk,19,KV Kortrijk,9,8,Playoff_2
2451251,2013,13/14,2014-05-18,20140518,14:30,2282,Club Brugge,3,Club Brugge,3508,Zulte Waregem,5381,SV Zulte Waregem,2,0,Playoff_1
2451252,2013,13/14,2014-05-18,20140518,14:30,58,RSC Anderlecht,35,RSC Anderlecht,498,KSC Lokeren,282,KSC Lokeren,3,1,Playoff_1
2451253,2013,13/14,2014-05-18,20140518,14:30,3057,Standard Luik,16,Standard Luik,1184,KRC Genk,322,KRC Genk,1,0,Playoff_1
2550476,2014,14/15,2015-04-03,20150403,20:30,1184,KRC Genk,322,KRC Genk,3508,Zulte Waregem,5381,SV Zulte Waregem,1,0,Playoff_2
2550478,2014,14/15,2015-04-04,20150404,18:00,2861,KV Oostende,31,KV Oostende,498,KSC Lokeren,282,KSC Lokeren,1,2,Playoff_2
2550479,2014,14/15,2015-04-04,20150404,20:00,968,KVC Westerlo,2024,KVC Westerlo,29228,Moeskroen,216,Moeskroen,0,3,Playoff_2
2550481,2014,14/15,2015-04-05,20150405,20:00,157,KAA Gent,7,KAA Gent,601,KV Kortrijk,19,KV Kortrijk,2,0,Playoff_1
2550477,2014,14/15,2015-04-05,20150405,18:00,354,KV Mechelen,25,KV Mechelen,28643,Waasland-Beveren,4068,Waasland-Beveren,4,1,Playoff_2
2550482,2014,14/15,2015-04-06,20150406,14:30,2282,Club Brugge,3,Club Brugge,3057,Standard Luik,16,Standard Luik,2,1,Playoff_1
2550483,2014,14/15,2015-04-06,20150406,18:00,58,RSC Anderlecht,35,RSC Anderlecht,172,R Charleroi SC,22,R Charleroi SC,1,0,Playoff_1
2550911,2014,14/15,2015-04-11,20150411,20:30,172,R Charleroi SC,22,R Charleroi SC,157,KAA Gent,7,KAA Gent,2,1,Playoff_1
2550910,2014,14/15,2015-04-11,20150411,18:00,601,KV Kortrijk,19,KV Kortrijk,2282,Club Brugge,3,Club Brugge,2,0,Playoff_1
2550947,2014,14/15,2015-04-11,20150411,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,1184,KRC Genk,322,KRC Genk,0,2,Playoff_2
2550949,2014,14/15,2015-04-11,20150411,20:00,29228,Moeskroen,216,Moeskroen,2861,KV Oostende,31,KV Oostende,2,0,Playoff_2
2550948,2014,14/15,2015-04-11,20150411,20:00,498,KSC Lokeren,282,KSC Lokeren,968,KVC Westerlo,2024,KVC Westerlo,1,1,Playoff_2
2550912,2014,14/15,2015-04-12,20150412,18:00,3057,Standard Luik,16,Standard Luik,58,RSC Anderlecht,35,RSC Anderlecht,3,1,Playoff_1
2550950,2014,14/15,2015-04-12,20150412,20:00,3508,Zulte Waregem,5381,SV Zulte Waregem,354,KV Mechelen,25,KV Mechelen,0,1,Playoff_2
2550913,2014,14/15,2015-04-17,20150417,20:30,3057,Standard Luik,16,Standard Luik,157,KAA Gent,7,KAA Gent,1,3,Playoff_1
2550954,2014,14/15,2015-04-18,20150418,20:00,29228,Moeskroen,216,Moeskroen,498,KSC Lokeren,282,KSC Lokeren,1,5,Playoff_2
2550951,2014,14/15,2015-04-18,20150418,18:00,354,KV Mechelen,25,KV Mechelen,1184,KRC Genk,322,KRC Genk,4,0,Playoff_2
2550953,2014,14/15,2015-04-18,20150418,20:00,2861,KV Oostende,31,KV Oostende,968,KVC Westerlo,2024,KVC Westerlo,2,0,Playoff_2
2550952,2014,14/15,2015-04-18,20150418,20:00,3508,Zulte Waregem,5381,SV Zulte Waregem,28643,Waasland-Beveren,4068,Waasland-Beveren,2,2,Playoff_2
2550915,2014,14/15,2015-04-19,20150419,20:30,601,KV Kortrijk,19,KV Kortrijk,172,R Charleroi SC,22,R Charleroi SC,1,1,Playoff_1
2550914,2014,14/15,2015-04-19,20150419,18:00,2282,Club Brugge,3,Club Brugge,58,RSC Anderlecht,35,RSC Anderlecht,2,1,Playoff_1
2550955,2014,14/15,2015-04-24,20150424,20:30,1184,KRC Genk,322,KRC Genk,354,KV Mechelen,25,KV Mechelen,1,0,Playoff_2
2550917,2014,14/15,2015-04-25,20150425,20:30,58,RSC Anderlecht,35,RSC Anderlecht,601,KV Kortrijk,19,KV Kortrijk,5,1,Playoff_1
2550916,2014,14/15,2015-04-25,20150425,18:00,172,R Charleroi SC,22,R Charleroi SC,3057,Standard Luik,16,Standard Luik,1,0,Playoff_1
2550956,2014,14/15,2015-04-25,20150425,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,3508,Zulte Waregem,5381,SV Zulte Waregem,0,2,Playoff_2
2550958,2014,14/15,2015-04-25,20150425,20:00,968,KVC Westerlo,2024,KVC Westerlo,2861,KV Oostende,31,KV Oostende,1,2,Playoff_2
2550957,2014,14/15,2015-04-25,20150425,20:00,498,KSC Lokeren,282,KSC Lokeren,29228,Moeskroen,216,Moeskroen,2,1,Playoff_2
2550918,2014,14/15,2015-04-26,20150426,18:00,157,KAA Gent,7,KAA Gent,2282,Club Brugge,3,Club Brugge,2,2,Playoff_1
2550919,2014,14/15,2015-04-28,20150428,20:30,601,KV Kortrijk,19,KV Kortrijk,3057,Standard Luik,16,Standard Luik,3,1,Playoff_1
2550920,2014,14/15,2015-04-29,20150429,20:30,2282,Club Brugge,3,Club Brugge,172,R Charleroi SC,22,R Charleroi SC,3,1,Playoff_1
2550921,2014,14/15,2015-04-30,20150430,20:30,157,KAA Gent,7,KAA Gent,58,RSC Anderlecht,35,RSC Anderlecht,2,1,Playoff_1
2550960,2014,14/15,2015-05-01,20150501,20:30,968,KVC Westerlo,2024,KVC Westerlo,498,KSC Lokeren,282,KSC Lokeren,4,3,Playoff_2
2550959,2014,14/15,2015-05-01,20150501,20:30,2861,KV Oostende,31,KV Oostende,29228,Moeskroen,216,Moeskroen,0,1,Playoff_2
2550925,2014,14/15,2015-05-02,20150502,18:00,3057,Standard Luik,16,Standard Luik,2282,Club Brugge,3,Club Brugge,1,0,Playoff_1
2550961,2014,14/15,2015-05-02,20150502,20:00,354,KV Mechelen,25,KV Mechelen,3508,Zulte Waregem,5381,SV Zulte Waregem,3,0,Playoff_2
2550962,2014,14/15,2015-05-02,20150502,20:00,1184,KRC Genk,322,KRC Genk,28643,Waasland-Beveren,4068,Waasland-Beveren,7,1,Playoff_2
2550926,2014,14/15,2015-05-03,20150503,14:30,601,KV Kortrijk,19,KV Kortrijk,157,KAA Gent,7,KAA Gent,0,1,Playoff_1
2550927,2014,14/15,2015-05-03,20150503,18:00,172,R Charleroi SC,22,R Charleroi SC,58,RSC Anderlecht,35,RSC Anderlecht,0,1,Playoff_1
2550935,2014,14/15,2015-05-08,20150508,20:30,157,KAA Gent,7,KAA Gent,172,R Charleroi SC,22,R Charleroi SC,1,1,Playoff_1
2550964,2014,14/15,2015-05-09,20150509,18:00,3508,Zulte Waregem,5381,SV Zulte Waregem,1184,KRC Genk,322,KRC Genk,2,3,Playoff_2
2550966,2014,14/15,2015-05-09,20150509,20:00,498,KSC Lokeren,282,KSC Lokeren,2861,KV Oostende,31,KV Oostende,6,1,Playoff_2
2550965,2014,14/15,2015-05-09,20150509,20:00,29228,Moeskroen,216,Moeskroen,968,KVC Westerlo,2024,KVC Westerlo,1,1,Playoff_2
2550963,2014,14/15,2015-05-09,20150509,18:00,28643,Waasland-Beveren,4068,Waasland-Beveren,354,KV Mechelen,25,KV Mechelen,1,2,Playoff_2
2550937,2014,14/15,2015-05-10,20150510,18:00,3057,Standard Luik,16,Standard Luik,601,KV Kortrijk,19,KV Kortrijk,4,0,Playoff_1
2550936,2014,14/15,2015-05-10,20150510,14:30,58,RSC Anderlecht,35,RSC Anderlecht,2282,Club Brugge,3,Club Brugge,3,1,Playoff_1
2550938,2014,14/15,2015-05-17,20150517,14:30,2282,Club Brugge,3,Club Brugge,157,KAA Gent,7,KAA Gent,2,3,Playoff_1
2550940,2014,14/15,2015-05-17,20150517,20:30,172,R Charleroi SC,22,R Charleroi SC,601,KV Kortrijk,19,KV Kortrijk,5,2,Playoff_1
2550939,2014,14/15,2015-05-17,20150517,18:00,58,RSC Anderlecht,35,RSC Anderlecht,3057,Standard Luik,16,Standard Luik,1,1,Playoff_1
2550941,2014,14/15,2015-05-21,20150521,20:30,172,R Charleroi SC,22,R Charleroi SC,2282,Club Brugge,3,Club Brugge,2,3,Playoff_1
2550942,2014,14/15,2015-05-21,20150521,20:30,157,KAA Gent,7,KAA Gent,3057,Standard Luik,16,Standard Luik,2,0,Playoff_1
2550943,2014,14/15,2015-05-21,20150521,20:30,601,KV Kortrijk,19,KV Kortrijk,58,RSC Anderlecht,35,RSC Anderlecht,2,2,Playoff_1
2550945,2014,14/15,2015-05-24,20150524,14:30,58,RSC Anderlecht,35,RSC Anderlecht,157,KAA Gent,7,KAA Gent,2,1,Playoff_1
2550944,2014,14/15,2015-05-24,20150524,14:30,2282,Club Brugge,3,Club Brugge,601,KV Kortrijk,19,KV Kortrijk,1,0,Playoff_1
2550946,2014,14/15,2015-05-24,20150524,14:30,3057,Standard Luik,16,Standard Luik,172,R Charleroi SC,22,R Charleroi SC,2,0,Playoff_1
2673769,2015,15/16,2016-04-01,20160401,20:30,157,KAA Gent,7,KAA Gent,3508,Zulte Waregem,5381,SV Zulte Waregem,1,1,Playoff_1
2673770,2015,15/16,2016-04-02,20160402,18:00,2861,KV Oostende,31,KV Oostende,2282,Club Brugge,3,Club Brugge,0,1,Playoff_1
2674027,2015,15/16,2016-04-02,20160402,20:30,498,KSC Lokeren,282,KSC Lokeren,172,R Charleroi SC,22,R Charleroi SC,1,0,Playoff_2
2674026,2015,15/16,2016-04-02,20160402,20:00,475,St-Truidense VV,373,Sint-Truidense VV,354,KV Mechelen,25,KV Mechelen,0,1,Playoff_2
2674024,2015,15/16,2016-04-02,20160402,20:00,601,KV Kortrijk,19,KV Kortrijk,29228,Moeskroen,216,Moeskroen,0,0,Playoff_2
2673771,2015,15/16,2016-04-03,20160403,18:00,58,RSC Anderlecht,35,RSC Anderlecht,1184,KRC Genk,322,KRC Genk,1,0,Playoff_1
2674025,2015,15/16,2016-04-03,20160403,20:00,28643,Waasland-Beveren,4068,Waasland-Beveren,3057,Standard Luik,16,Standard Luik,0,1,Playoff_2
2673772,2015,15/16,2016-04-08,20160408,20:30,1184,KRC Genk,322,KRC Genk,2861,KV Oostende,31,KV Oostende,4,0,Playoff_1
2673773,2015,15/16,2016-04-09,20160409,18:00,2282,Club Brugge,3,Club Brugge,157,KAA Gent,7,KAA Gent,2,0,Playoff_1
2674031,2015,15/16,2016-04-09,20160409,20:30,172,R Charleroi SC,22,R Charleroi SC,475,St-Truidense VV,373,Sint-Truidense VV,1,1,Playoff_2
2674030,2015,15/16,2016-04-09,20160409,20:00,354,KV Mechelen,25,KV Mechelen,498,KSC Lokeren,282,KSC Lokeren,2,1,Playoff_2
2674028,2015,15/16,2016-04-09,20160409,20:00,29228,Moeskroen,216,Moeskroen,28643,Waasland-Beveren,4068,Waasland-Beveren,0,0,Playoff_2
2673774,2015,15/16,2016-04-10,20160410,18:00,3508,Zulte Waregem,5381,SV Zulte Waregem,58,RSC Anderlecht,35,RSC Anderlecht,1,2,Playoff_1
2674029,2015,15/16,2016-04-10,20160410,20:00,3057,Standard Luik,16,Standard Luik,601,KV Kortrijk,19,KV Kortrijk,1,1,Playoff_2
2674048,2015,15/16,2016-04-15,20160415,20:30,157,KAA Gent,7,KAA Gent,2861,KV Oostende,31,KV Oostende,2,0,Playoff_1
