seizoen;speeldag;datum
2020;25;2021/02/11
2020;26;2021/02/14
2020;27;2021/02/21
2020;28;2021/02/28
2020;29;2021/03/07
2020;30;2021/03/14
2020;31;2021/03/21
2020;32;2021/04/04
2020;33;2021/04/11
2020;34;2021/04/18
2021;1;2021/07/25
2021;2;2021/08/01
2021;3;2021/08/08
2021;4;2021/08/15
2021;5;2021/08/22
2021;6;2021/08/29
2021;7;2021/09/12
2021;8;2021/09/19
2021;9;2021/09/26
2021;10;2021/10/03
2021;11;2021/10/17
2021;12;2021/10/24
2021;13;2021/10/31
2021;14;2021/11/07
2021;15;2021/11/21
2021;16;2021/11/28
2021;17;2021/12/05
2021;18;2021/12/12
2021;19;2021/12/16
2021;20;2021/12/19
2021;21;2021/12/26
2021;22;2022/01/16
2021;23;2022/01/23
2021;24;2022/01/27
2021;25;2022/01/30
2021;26;2022/02/06
2021;27;2022/02/13
2021;28;2022/02/20
2021;29;2022/02/27
2021;30;2022/03/06
2021;31;2022/03/13
2021;32;2022/03/20
2021;33;2022/04/03
2021;34;2022/04/10
2022;1;2022/07/24
2022;2;2022/07/31
2022;3;2022/08/07
2022;4;2022/08/14
2022;5;2022/08/21
2022;6;2022/08/28
2022;7;2022/09/04
2022;8;2022/09/11
2022;9;2022/09/18
2022;10;2022/10/02
2022;11;2022/10/09
2022;12;2022/10/16
2022;13;2022/10/20
2022;14;2022/10/23
2022;15;2022/10/30
2022;16;2022/11/06
2022;17;2022/11/13
2022;18;2022/12/25
2022;19;2023/01/08
2022;20;2023/01/15
2022;21;2023/01/19
2022;22;2023/01/22
2022;23;2023/01/29
2022;24;2023/02/05
2022;25;2023/02/12
2022;26;2023/02/19
2022;27;2023/02/26
2022;28;2023/03/05
2022;29;2023/03/12
2022;30;2023/03/19
2022;31;2023/04/02
2022;32;2023/04/09
2022;33;2023/04/16
2022;34;2023/04/23
2023;1;2023/07/30
2023;2;2023/08/06
2023;3;2023/08/13
2023;4;2023/08/20
2023;5;2023/08/27
2023;6;2023/09/03
2023;7;2023/09/17
2023;8;2023/09/24
2023;9;2023/10/01
2023;10;2023/10/08
2023;11;2023/10/22
2023;12;2023/10/29
2023;13;2023/11/05
2023;14;2023/11/12
2023;15;2023/11/26
2023;16;2023/12/03
2023;17;2023/12/10
2023;18;2023/12/17
2023;19;2023/12/24
2023;20;2023/12/31
2023;21;2024/01/21
2023;22;2024/01/28
2023;23;2024/02/01
2023;24;2024/02/04
2023;25;2024/02/11
2023;26;2024/02/18
2023;27;2024/02/25
2023;28;2024/03/03
2023;29;2024/03/10
2023;30;2024/03/17
