Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Uitploeg,NaamScorendePloeg,GoalTijdstip,GoalScorer,StandThuisploeg,StandUitploeg,Thuisploeg_stamnummer,Uitploeg_stamnummer
4008203.0,1960-1961,1,1960/09/04,15:00:00,St-Truidense VV,SL,SL,15:14,István Sztáni,0,1,,
4008203.0,1960-1961,1,1960/09/04,15:00:00,St-Truidense VV,SL,SL,16:19,István Sztáni,0,2,,
4008204.0,1960-1961,1,1960/09/04,15:00:00,Eendracht Aalst,RAFC,RAFC,15:02,Eddy Bertels,0,1,,
4008204.0,1960-1961,1,1960/09/04,15:00:00,Eendracht Aalst,RAFC,Eendracht Aalst,15:18,Antoine Van Poelvoorde,1,1,,
4008204.0,1960-1961,1,1960/09/04,15:00:00,Eendracht Aalst,RAFC,Eendracht Aalst,15:26,Jan Van Poelvoorde,2,1,,
4008204.0,1960-1961,1,1960/09/04,15:00:00,Eendracht Aalst,RAFC,RAFC,16:02,Eddy Bertels,2,2,,
4008204.0,1960-1961,1,1960/09/04,15:00:00,Eendracht Aalst,RAFC,Eendracht Aalst,16:03,Antoine Van Poelvoorde,3,2,,
4008205.0,1960-1961,1,1960/09/04,15:00:00,Olymp. Charleroi,RSCA,RSCA,15:30,Paul Van Himst,0,1,,
4008205.0,1960-1961,1,1960/09/04,15:00:00,Olymp. Charleroi,RSCA,RSCA,15:37,Gaston De Wael,0,2,,
4008205.0,1960-1961,1,1960/09/04,15:00:00,Olymp. Charleroi,RSCA,RSCA,15:52,Jozsef Wölbling,0,3,,
4008205.0,1960-1961,1,1960/09/04,15:00:00,Olymp. Charleroi,RSCA,RSCA,15:59,Jacques Stockman,0,4,,
4008205.0,1960-1961,1,1960/09/04,15:00:00,Olymp. Charleroi,RSCA,RSCA,16:09,Jozsef Wölbling,0,5,,
4008205.0,1960-1961,1,1960/09/04,15:00:00,Olymp. Charleroi,RSCA,RSCA,16:15,Jozsef Wölbling,0,6,,
4008205.0,1960-1961,1,1960/09/04,15:00:00,Olymp. Charleroi,RSCA,RSCA,16:19,Paul Van Himst,0,7,,
4008206.0,1960-1961,1,1960/09/04,15:00:00,Beerschot AC,Vervié,Beerschot AC,15:41,Etienne Zaman,1,0,,
4008207.0,1960-1961,1,1960/09/04,15:00:00,Club Brugge,RUSG,RUSG,15:10,Jean-Pierre Janssens,0,1,3,
4008207.0,1960-1961,1,1960/09/04,15:00:00,Club Brugge,RUSG,Club Brugge,15:20,Alexis De Block,1,1,3,
4008207.0,1960-1961,1,1960/09/04,15:00:00,Club Brugge,RUSG,RUSG,15:36,Lucien Mertens,1,2,3,
4008209.0,1960-1961,1,1960/09/04,15:00:00,RFC Luik,Associ,Associ,15:27,Eric Lambert,0,1,,
4008209.0,1960-1961,1,1960/09/04,15:00:00,RFC Luik,Associ,RFC Luik,15:57,Jean-Marie Letawe,1,1,,
4008209.0,1960-1961,1,1960/09/04,15:00:00,RFC Luik,Associ,RFC Luik,16:12,Victor Wégria,2,1,,
4008210.0,1960-1961,1,1960/09/04,15:00:00,Waterschei THOR,Lierse,Waterschei THOR,15:21,Richard Leroux,1,0,,
4008210.0,1960-1961,1,1960/09/04,15:00:00,Waterschei THOR,Lierse,Waterschei THOR,15:30,Richard Leroux,2,0,,
4008210.0,1960-1961,1,1960/09/04,15:00:00,Waterschei THOR,Lierse,Waterschei THOR,15:43,Jozef Kortleven,3,0,,
4008210.0,1960-1961,1,1960/09/04,15:00:00,Waterschei THOR,Lierse,Waterschei THOR,15:59,Léon Ritzen,4,0,,
4008210.0,1960-1961,1,1960/09/04,15:00:00,Waterschei THOR,Lierse,Waterschei THOR,16:13,Damasius Mantels,5,0,,
4008211.0,1960-1961,2,1960/09/11,15:00:00,Standard Luik,Aalst,Standard Luik,15:14,Paul Bonga Bonga,1,0,16,
4008211.0,1960-1961,2,1960/09/11,15:00:00,Standard Luik,Aalst,Standard Luik,15:33,Théo Van Rooy,2,0,16,
4008211.0,1960-1961,2,1960/09/11,15:00:00,Standard Luik,Aalst,Standard Luik,15:47,Roger Claessen,3,0,16,
4008212.0,1960-1961,2,1960/09/11,15:00:00,RSC Anderlecht,RFCL,RSC Anderlecht,15:09,Jacques Stockman,1,0,35,
4008212.0,1960-1961,2,1960/09/11,15:00:00,RSC Anderlecht,RFCL,RSC Anderlecht,15:15,Paul Van Himst,2,0,35,
4008212.0,1960-1961,2,1960/09/11,15:00:00,RSC Anderlecht,RFCL,RFCL,15:24,Victor Wégria,2,1,35,
4008212.0,1960-1961,2,1960/09/11,15:00:00,RSC Anderlecht,RFCL,RFCL,15:52,Jean-Marie Letawe,2,2,35,
4008212.0,1960-1961,2,1960/09/11,15:00:00,RSC Anderlecht,RFCL,RFCL,16:05,Victor Wégria,2,3,35,
4008213.0,1960-1961,2,1960/09/11,15:00:00,Antwerp FC,DAR,DAR,15:04,Maximilian Mayunga,0,1,,
4008213.0,1960-1961,2,1960/09/11,15:00:00,Antwerp FC,DAR,Antwerp FC,16:03,Eddy Bertels,1,1,,
4008213.0,1960-1961,2,1960/09/11,15:00:00,Antwerp FC,DAR,DAR,16:08,André Assaka,1,2,,
4008213.0,1960-1961,2,1960/09/11,15:00:00,Antwerp FC,DAR,DAR,16:11,André Assaka,1,3,,
4008213.0,1960-1961,2,1960/09/11,15:00:00,Antwerp FC,DAR,Antwerp FC,16:27,Eddy Bertels,2,3,,
4008214.0,1960-1961,2,1960/09/11,15:00:00,ARA Gent,Beers.,ARA Gent,15:14,Eric Lambert,1,0,,
4008214.0,1960-1961,2,1960/09/11,15:00:00,ARA Gent,Beers.,ARA Gent,15:52,Eric Lambert,2,0,,
4008214.0,1960-1961,2,1960/09/11,15:00:00,ARA Gent,Beers.,ARA Gent,16:22,Maurice Willems,3,0,,
4008226.0,1960-1961,3,1960/09/18,15:00:00,Waterschei THOR,RFCL,RFCL,16:05,Miklos Todor,0,1,,
4008443.0,1961-1962,1,1961/09/02,19:30:00,ARA Gent,DAR,ARA Gent,19:48,Eric Lambert,1,0,,
4008443.0,1961-1962,1,1961/09/02,19:30:00,ARA Gent,DAR,DAR,19:58,Roland Moyson,1,1,,
4008443.0,1961-1962,1,1961/09/02,19:30:00,ARA Gent,DAR,ARA Gent,20:15,André Verschueren,2,1,,
4008443.0,1961-1962,1,1961/09/02,19:30:00,ARA Gent,DAR,DAR,20:53,Maximilian Mayunga,2,2,,
4008444.0,1961-1962,1,1961/09/03,15:00:00,Standard Luik,Beers.,Beers.,15:15,Willy Van Acker,0,1,16,
4008444.0,1961-1962,1,1961/09/03,15:00:00,Standard Luik,Beers.,Standard Luik,15:49,Marcel Paeschen,1,1,16,
4008445.0,1961-1962,1,1961/09/03,15:00:00,Lierse SK,Aalst,Lierse SK,15:10,Alois Goossens,1,0,,
4008445.0,1961-1962,1,1961/09/03,15:00:00,Lierse SK,Aalst,Aalst,15:17,Albert Mayama,1,1,,
4008445.0,1961-1962,1,1961/09/03,15:00:00,Lierse SK,Aalst,Aalst,15:27,Albert Mayama,1,2,,
4008445.0,1961-1962,1,1961/09/03,15:00:00,Lierse SK,Aalst,Aalst,16:12,Jozef Rens,1,3,,
4008445.0,1961-1962,1,1961/09/03,15:00:00,Lierse SK,Aalst,Lierse SK,16:15,Alois Goossens,2,3,,
4008446.0,1961-1962,1,1961/09/03,15:00:00,RSC Anderlecht,Waters,RSC Anderlecht,15:47,Jef Jurion,1,0,35,
4008446.0,1961-1962,1,1961/09/03,15:00:00,RSC Anderlecht,Waters,RSC Anderlecht,15:56,Jacques Stockman,2,0,35,
4008446.0,1961-1962,1,1961/09/03,15:00:00,RSC Anderlecht,Waters,RSC Anderlecht,16:00,Martin Lippens,3,0,35,
4008446.0,1961-1962,1,1961/09/03,15:00:00,RSC Anderlecht,Waters,RSC Anderlecht,16:04,Wilfried Puis,4,0,35,
4008446.0,1961-1962,1,1961/09/03,15:00:00,RSC Anderlecht,Waters,RSC Anderlecht,16:09,Jean-Pierre Janssens,5,0,35,
4008446.0,1961-1962,1,1961/09/03,15:00:00,RSC Anderlecht,Waters,Waters,16:13,Mathieu Bollen,5,1,35,
4008446.0,1961-1962,1,1961/09/03,15:00:00,RSC Anderlecht,Waters,RSC Anderlecht,16:18,Paul Van Himst,6,1,35,
4008447.0,1961-1962,1,1961/09/03,15:00:00,Antwerp FC,RFCL,RFCL,15:37,Miklos Todor,0,1,,
4008447.0,1961-1962,1,1961/09/03,15:00:00,Antwerp FC,RFCL,Antwerp FC,15:48,Jef Van Gool,1,1,,
4008447.0,1961-1962,1,1961/09/03,15:00:00,Antwerp FC,RFCL,Antwerp FC,16:21,Jef Van Gool,2,1,,
4008447.0,1961-1962,1,1961/09/03,15:00:00,Antwerp FC,RFCL,Antwerp FC,16:28,Werner Deprez,3,1,,
4008448.0,1961-1962,1,1961/09/03,15:00:00,Cercle Brugge,Diest,Diest,15:30,Hans Van Rompay,0,1,12,
4008448.0,1961-1962,1,1961/09/03,15:00:00,Cercle Brugge,Diest,Cercle Brugge,15:36,Jacques De Caluwé,1,1,12,
4008448.0,1961-1962,1,1961/09/03,15:00:00,Cercle Brugge,Diest,Cercle Brugge,16:04,Gyula Nemes,2,1,12,
4008448.0,1961-1962,1,1961/09/03,15:00:00,Cercle Brugge,Diest,Cercle Brugge,16:05,Eric Daels,3,1,12,
4008449.0,1961-1962,1,1961/09/03,15:00:00,Union SG,FCB,Union SG,15:20,Paul Schraepen,1,0,,
4008449.0,1961-1962,1,1961/09/03,15:00:00,Union SG,FCB,FCB,15:51,Robert Deurwaerder,1,1,,
4008449.0,1961-1962,1,1961/09/03,15:00:00,Union SG,FCB,FCB,16:20,André Tierenteyn,1,2,,
4008450.0,1961-1962,1,1961/09/03,15:00:00,St-Truidense VV,Olympi,St-Truidense VV,15:24,Roger Maes,1,0,,
4008450.0,1961-1962,1,1961/09/03,15:00:00,St-Truidense VV,Olympi,St-Truidense VV,16:20,Godfried Van Den Boer,2,0,,
4008450.0,1961-1962,1,1961/09/03,15:00:00,St-Truidense VV,Olympi,St-Truidense VV,16:23,Antoine Leenders,3,0,,
4008451.0,1961-1962,2,1961/09/10,15:00:00,Club Brugge,SL,Club Brugge,15:13,André Tierenteyn,1,0,3,
4008451.0,1961-1962,2,1961/09/10,15:00:00,Club Brugge,SL,SL,15:23,Roger Claessen,1,1,3,
4008451.0,1961-1962,2,1961/09/10,15:00:00,Club Brugge,SL,SL,15:46,Fernand Dierendonck,1,2,3,
4008451.0,1961-1962,2,1961/09/10,15:00:00,Club Brugge,SL,Club Brugge,15:57,Fernand Goyvaerts,2,2,3,
4008451.0,1961-1962,2,1961/09/10,15:00:00,Club Brugge,SL,Club Brugge,15:58,Guido Van Pottelberghe,3,2,3,
4008453.0,1961-1962,2,1961/09/10,15:00:00,KFC Diest,RSCA,RSCA,15:57,Paul Van Himst,0,1,41,
4008453.0,1961-1962,2,1961/09/10,15:00:00,KFC Diest,RSCA,RSCA,16:07,Jacques Stockman,0,2,41,
4008453.0,1961-1962,2,1961/09/10,15:00:00,KFC Diest,RSCA,RSCA,16:12,Wilfried Puis,0,3,41,
4008456.0,1961-1962,2,1961/09/10,15:00:00,RFC Luik,Cercle,RFC Luik,15:02,Dominique Mutshimuama,1,0,,
4008456.0,1961-1962,2,1961/09/10,15:00:00,RFC Luik,Cercle,RFC Luik,15:29,Dominique Mutshimuama,2,0,,
4008456.0,1961-1962,2,1961/09/10,15:00:00,RFC Luik,Cercle,RFC Luik,15:37,Jean-Marie Letawe,3,0,,
4008461.0,1961-1962,3,1961/09/17,15:00:00,Antwerp FC,RSCA,RSCA,15:07,Jacques Stockman,0,1,,
4008461.0,1961-1962,3,1961/09/17,15:00:00,Antwerp FC,RSCA,RSCA,15:08,Jacques Stockman,0,2,,
4008461.0,1961-1962,3,1961/09/17,15:00:00,Antwerp FC,RSCA,Antwerp FC,15:10,Jef Van Gool,1,2,,
4008461.0,1961-1962,3,1961/09/17,15:00:00,Antwerp FC,RSCA,RSCA,15:39,Jacques Stockman,1,3,,
4008461.0,1961-1962,3,1961/09/17,15:00:00,Antwerp FC,RSCA,RSCA,16:03,Jean-Pierre Janssens,1,4,,
4008683.0,1962-1963,1,1962/09/01,19:30:00,RSC Anderlecht,Diest,RSC Anderlecht,20:18,Jean-Pierre Janssens,1,0,35,
4008683.0,1962-1963,1,1962/09/01,19:30:00,RSC Anderlecht,Diest,RSC Anderlecht,20:21,Jean-Pierre Janssens,2,0,35,
4008684.0,1962-1963,1,1962/09/01,19:30:00,Antwerp FC,Associ,Antwerp FC,19:39,Jef Van Gool,1,0,,
4008684.0,1962-1963,1,1962/09/01,19:30:00,Antwerp FC,Associ,Associ,19:40,Eric Lambert,1,1,,
4008684.0,1962-1963,1,1962/09/01,19:30:00,Antwerp FC,Associ,Associ,19:48,James Storme,1,2,,
4008684.0,1962-1963,1,1962/09/01,19:30:00,Antwerp FC,Associ,Antwerp FC,20:11,Jef Van Gool,2,2,,
4008684.0,1962-1963,1,1962/09/01,19:30:00,Antwerp FC,Associ,Associ,20:28,Lucien Ghellynck,2,3,,
4008684.0,1962-1963,1,1962/09/01,19:30:00,Antwerp FC,Associ,Antwerp FC,20:40,Victor Mees,3,3,,
4008684.0,1962-1963,1,1962/09/01,19:30:00,Antwerp FC,Associ,Antwerp FC,20:46,Theo van de Velde,4,3,,
4008684.0,1962-1963,1,1962/09/01,19:30:00,Antwerp FC,Associ,Antwerp FC,20:50,Florent Bohez,5,3,,
4008685.0,1962-1963,1,1962/09/02,15:00:00,St-Truidense VV,SL,SL,15:13,Jacques Beurlet,0,1,,
4008685.0,1962-1963,1,1962/09/02,15:00:00,St-Truidense VV,SL,St-Truidense VV,15:49,Walter Neefs,1,1,,
4008685.0,1962-1963,1,1962/09/02,15:00:00,St-Truidense VV,SL,SL,15:52,István Sztáni,1,2,,
4008686.0,1962-1963,1,1962/09/02,15:00:00,Club Brugge,Beers.,Club Brugge,15:45,Werner Hofmann,1,0,3,
4008686.0,1962-1963,1,1962/09/02,15:00:00,Club Brugge,Beers.,Club Brugge,16:27,Antoine Van Poelvoorde,2,0,3,
4008687.0,1962-1963,1,1962/09/02,15:00:00,Beringen FC,BerchS,Beringen FC,15:05,Staf Kauwenberghs,1,0,396,
4008687.0,1962-1963,1,1962/09/02,15:00:00,Beringen FC,BerchS,Beringen FC,15:16,Armand Peeters,2,0,396,
4008687.0,1962-1963,1,1962/09/02,15:00:00,Beringen FC,BerchS,Beringen FC,15:43,Roger Embrechts,3,0,396,
4008687.0,1962-1963,1,1962/09/02,15:00:00,Beringen FC,BerchS,Beringen FC,15:47,Cyriel Vanherle,4,0,396,
4008687.0,1962-1963,1,1962/09/02,15:00:00,Beringen FC,BerchS,BerchS,15:59,Dirk Corremans,4,1,396,
4008687.0,1962-1963,1,1962/09/02,15:00:00,Beringen FC,BerchS,Beringen FC,16:10,Cyriel Vanherle,5,1,396,
4008687.0,1962-1963,1,1962/09/02,15:00:00,Beringen FC,BerchS,BerchS,16:25,Achiel Bevers,5,2,396,
4008688.0,1962-1963,1,1962/09/02,15:00:00,Union SG,Cercle,Union SG,15:03,Camiel Van Vaerenbergh,1,0,,
4008688.0,1962-1963,1,1962/09/02,15:00:00,Union SG,Cercle,Cercle,15:40,Johan Allemeersch,1,1,,
4008688.0,1962-1963,1,1962/09/02,15:00:00,Union SG,Cercle,Cercle,15:56,Eric Buyse,1,2,,
4008688.0,1962-1963,1,1962/09/02,15:00:00,Union SG,Cercle,Cercle,16:24,Eric Daels,1,3,,
4008689.0,1962-1963,1,1962/09/02,15:00:00,Olymp. Charleroi,DAR,DAR,15:24,André Assaka,0,1,,
4008689.0,1962-1963,1,1962/09/02,15:00:00,Olymp. Charleroi,DAR,DAR,16:27,André Assaka,0,2,,
4008690.0,1962-1963,1,1962/09/02,15:00:00,RFC Luik,Lierse,RFC Luik,15:10,Victor Wégria,1,0,,
4008690.0,1962-1963,1,1962/09/02,15:00:00,RFC Luik,Lierse,RFC Luik,15:24,Victor Wégria,2,0,,
4008690.0,1962-1963,1,1962/09/02,15:00:00,RFC Luik,Lierse,RFC Luik,15:46,Raúl Robinet,3,0,,
4008690.0,1962-1963,1,1962/09/02,15:00:00,RFC Luik,Lierse,RFC Luik,15:55,Victor Wégria,4,0,,
4008690.0,1962-1963,1,1962/09/02,15:00:00,RFC Luik,Lierse,RFC Luik,16:26,Henri Depireux,5,0,,
4008691.0,1962-1963,2,1962/09/08,16:00:00,Berchem Sport,RUSG,Berchem Sport,16:55,Achiel Bevers,1,0,28,
4008695.0,1962-1963,2,1962/09/09,15:00:00,Cercle Brugge,STVV,STVV,15:44,Godfried Van Den Boer,0,1,12,
4008695.0,1962-1963,2,1962/09/09,15:00:00,Cercle Brugge,STVV,Cercle Brugge,16:06,Eric Daels,1,1,12,
4008695.0,1962-1963,2,1962/09/09,15:00:00,Cercle Brugge,STVV,Cercle Brugge,16:22,Eric Daels,2,1,12,
4008695.0,1962-1963,2,1962/09/09,15:00:00,Cercle Brugge,STVV,Cercle Brugge,16:26,Eric Daels,3,1,12,
4008696.0,1962-1963,2,1962/09/09,15:00:00,Lierse SK,FCB,Lierse SK,15:37,Alois Goossens,1,0,,
4008696.0,1962-1963,2,1962/09/09,15:00:00,Lierse SK,FCB,Lierse SK,16:25,Frans Vermeyen,2,0,,
4008697.0,1962-1963,2,1962/09/09,15:00:00,Daring Club,RFCL,Daring Club,15:01,Donald de Vlegelaer,1,0,,
4008697.0,1962-1963,2,1962/09/09,15:00:00,Daring Club,RFCL,Daring Club,15:28,André Assaka,2,0,,
4008697.0,1962-1963,2,1962/09/09,15:00:00,Daring Club,RFCL,Daring Club,15:32,Maximilian Mayunga,3,0,,
4008697.0,1962-1963,2,1962/09/09,15:00:00,Daring Club,RFCL,RFCL,16:02,Victor Wégria,3,1,,
4008698.0,1962-1963,2,1962/09/09,15:00:00,KFC Diest,Olympi,KFC Diest,15:38,Marcel Maes,1,0,41,
4008698.0,1962-1963,2,1962/09/09,15:00:00,KFC Diest,Olympi,KFC Diest,15:51,Leon Martens,2,0,41,
4008698.0,1962-1963,2,1962/09/09,15:00:00,KFC Diest,Olympi,KFC Diest,16:03,Jef Van Camp,3,0,41,
4008692.0,1962-1963,2,1962/09/09,15:00:00,Standard Luik,RAFC,RAFC,15:55,Jef Van Gool,0,1,16,
4008692.0,1962-1963,2,1962/09/09,15:00:00,Standard Luik,RAFC,Standard Luik,16:17,Aleksandar Petaković,1,1,16,
4008692.0,1962-1963,2,1962/09/09,15:00:00,Standard Luik,RAFC,RAFC,16:21,Theo van de Velde,1,2,16,
4008693.0,1962-1963,2,1962/09/09,15:00:00,Beerschot AC,RSCA,Beerschot AC,15:25,Etienne Zaman,1,0,,
4008693.0,1962-1963,2,1962/09/09,15:00:00,Beerschot AC,RSCA,RSCA,15:44,Paul Van Himst,1,1,,
4008694.0,1962-1963,2,1962/09/09,15:00:00,ARA Gent,KBFC,KBFC,15:17,Cyriel Vanherle,0,1,,
4008694.0,1962-1963,2,1962/09/09,15:00:00,ARA Gent,KBFC,ARA Gent,15:18,Eric Lambert,1,1,,
4008694.0,1962-1963,2,1962/09/09,15:00:00,ARA Gent,KBFC,ARA Gent,15:40,Lucien Ghellynck,2,1,,
4008694.0,1962-1963,2,1962/09/09,15:00:00,ARA Gent,KBFC,KBFC,16:08,Walter Snyers,2,2,,
4008694.0,1962-1963,2,1962/09/09,15:00:00,ARA Gent,KBFC,ARA Gent,16:26,Eric Lambert,3,2,,
4008694.0,1962-1963,2,1962/09/09,15:00:00,ARA Gent,KBFC,ARA Gent,16:28,Urbain Segers,4,2,,
4008699.0,1962-1963,3,1962/09/16,15:00:00,Berchem Sport,SL,Berchem Sport,15:48,Theo Rossen,1,0,28,
4008700.0,1962-1963,3,1962/09/16,15:00:00,Cercle Brugge,RSCA,Cercle Brugge,15:12,Eric Daels,1,0,12,
4008700.0,1962-1963,3,1962/09/16,15:00:00,Cercle Brugge,RSCA,RSCA,16:07,Richard Orlans,1,1,12,
4008701.0,1962-1963,3,1962/09/16,15:00:00,Antwerp FC,Lierse,Lierse,15:02,Wim Mertens,0,1,,
4008701.0,1962-1963,3,1962/09/16,15:00:00,Antwerp FC,Lierse,Lierse,16:08,Alois Goossens,0,2,,
4008702.0,1962-1963,3,1962/09/16,15:00:00,St-Truidense VV,Beers.,St-Truidense VV,15:03,Roger Maes,1,0,,
4008702.0,1962-1963,3,1962/09/16,15:00:00,St-Truidense VV,Beers.,Beers.,15:10,Henri Cirelli,1,1,,
4008702.0,1962-1963,3,1962/09/16,15:00:00,St-Truidense VV,Beers.,St-Truidense VV,15:25,Roger Maes,2,1,,
4008702.0,1962-1963,3,1962/09/16,15:00:00,St-Truidense VV,Beers.,Beers.,15:35,Etienne Zaman,2,2,,
4008702.0,1962-1963,3,1962/09/16,15:00:00,St-Truidense VV,Beers.,St-Truidense VV,15:44,Godfried Van Den Boer,3,2,,
4008702.0,1962-1963,3,1962/09/16,15:00:00,St-Truidense VV,Beers.,St-Truidense VV,16:10,Walter Neefs,4,2,,
4008703.0,1962-1963,3,1962/09/16,15:00:00,Beringen FC,DAR,Beringen FC,15:05,Cyriel Vanherle,1,0,396,
4008703.0,1962-1963,3,1962/09/16,15:00:00,Beringen FC,DAR,Beringen FC,15:33,Cyriel Vanherle,2,0,396,
4008703.0,1962-1963,3,1962/09/16,15:00:00,Beringen FC,DAR,Beringen FC,15:35,Roger Embrechts,3,0,396,
4008703.0,1962-1963,3,1962/09/16,15:00:00,Beringen FC,DAR,Beringen FC,15:50,Roger Embrechts,4,0,396,
4008703.0,1962-1963,3,1962/09/16,15:00:00,Beringen FC,DAR,Beringen FC,15:52,Roger Embrechts,5,0,396,
4008703.0,1962-1963,3,1962/09/16,15:00:00,Beringen FC,DAR,Beringen FC,16:10,Cyriel Vanherle,6,0,396,
4008703.0,1962-1963,3,1962/09/16,15:00:00,Beringen FC,DAR,DAR,16:18,Roland Moyson,6,1,396,
4008703.0,1962-1963,3,1962/09/16,15:00:00,Beringen FC,DAR,Beringen FC,16:27,Cyriel Vanherle,7,1,396,
4008723.0,1962-1963,6,1962/10/07,15:00:00,Standard Luik,Associ,Standard Luik,15:21,Léon Semmeling,1,0,16,
4008723.0,1962-1963,6,1962/10/07,15:00:00,Standard Luik,Associ,Standard Luik,15:32,Léon Semmeling,2,0,16,
4008723.0,1962-1963,6,1962/10/07,15:00:00,Standard Luik,Associ,Standard Luik,15:34,István Sztáni,3,0,16,
4008723.0,1962-1963,6,1962/10/07,15:00:00,Standard Luik,Associ,Standard Luik,16:02,Karel Mallants,4,0,16,
4008724.0,1962-1963,6,1962/10/07,15:00:00,RSC Anderlecht,RAFC,RSC Anderlecht,15:38,Paul Van Himst,1,0,35,
4008724.0,1962-1963,6,1962/10/07,15:00:00,RSC Anderlecht,RAFC,RSC Anderlecht,16:02,Jacques Stockman,2,0,35,
4008724.0,1962-1963,6,1962/10/07,15:00:00,RSC Anderlecht,RAFC,RSC Anderlecht,16:03,René Vander Eeckt,3,0,35,
4008724.0,1962-1963,6,1962/10/07,15:00:00,RSC Anderlecht,RAFC,RAFC,16:29,Karel Beyers,3,1,35,
4008739.0,1962-1963,8,1962/10/28,15:00:00,RSC Anderlecht,SL,RSC Anderlecht,15:20,Lorenzo Verbiest,1,0,35,
4008739.0,1962-1963,8,1962/10/28,15:00:00,RSC Anderlecht,SL,SL,15:25,Léon Semmeling,1,1,35,
4008739.0,1962-1963,8,1962/10/28,15:00:00,RSC Anderlecht,SL,RSC Anderlecht,15:44,Paul Van Himst,2,1,35,
4008739.0,1962-1963,8,1962/10/28,15:00:00,RSC Anderlecht,SL,RSC Anderlecht,16:08,Jean-Pierre Janssens,3,1,35,
4008739.0,1962-1963,8,1962/10/28,15:00:00,RSC Anderlecht,SL,RSC Anderlecht,16:12,Wilfried Puis,4,1,35,
4008739.0,1962-1963,8,1962/10/28,15:00:00,RSC Anderlecht,SL,SL,16:18,Louis Pilot,4,2,35,
4008744.0,1962-1963,8,1962/10/28,15:00:00,Club Brugge,Associ,Club Brugge,15:02,Antoine Van Poelvoorde,1,0,3,
4008744.0,1962-1963,8,1962/10/28,15:00:00,Club Brugge,Associ,Associ,15:30,Lucien Ghellynck,1,1,3,
4008744.0,1962-1963,8,1962/10/28,15:00:00,Club Brugge,Associ,Club Brugge,15:34,Louis Debackere,2,1,3,
4008744.0,1962-1963,8,1962/10/28,15:00:00,Club Brugge,Associ,Associ,15:35,Eric Lambert,2,2,3,
4008744.0,1962-1963,8,1962/10/28,15:00:00,Club Brugge,Associ,Club Brugge,16:08,Antoine Van Poelvoorde,3,2,3,
4008744.0,1962-1963,8,1962/10/28,15:00:00,Club Brugge,Associ,Club Brugge,16:10,Roger Van Gansbeke,4,2,3,
4008744.0,1962-1963,8,1962/10/28,15:00:00,Club Brugge,Associ,Club Brugge,16:11,Antoine Van Poelvoorde,5,2,3,
4008744.0,1962-1963,8,1962/10/28,15:00:00,Club Brugge,Associ,Associ,16:17,Eric Lambert,5,3,3,
4008923.0,1963-1964,1,1963/09/07,20:00:00,Antwerp FC,KVM,Antwerp FC,20:08,Theo van de Velde,1,0,,
4008923.0,1963-1964,1,1963/09/07,20:00:00,Antwerp FC,KVM,Antwerp FC,21:08,Theo van de Velde,2,0,,
4008923.0,1963-1964,1,1963/09/07,20:00:00,Antwerp FC,KVM,KVM,21:24,Frans Tuyaerts,2,1,,
4008924.0,1963-1964,1,1963/09/07,20:00:00,ARA Gent,DAR,ARA Gent,20:19,Eric Lambert,1,0,,
4008924.0,1963-1964,1,1963/09/07,20:00:00,ARA Gent,DAR,ARA Gent,20:23,Urbain Segers,2,0,,
4008925.0,1963-1964,1,1963/09/08,15:00:00,Standard Luik,Diest,Diest,15:05,Jef Van Camp,0,1,16,
4008925.0,1963-1964,1,1963/09/08,15:00:00,Standard Luik,Diest,Standard Luik,15:21,Roger Claessen,1,1,16,
4008925.0,1963-1964,1,1963/09/08,15:00:00,Standard Luik,Diest,Standard Luik,15:25,Léonard Gorissen,2,1,16,
4008926.0,1963-1964,1,1963/09/08,15:00:00,RSC Anderlecht,BerchS,RSC Anderlecht,15:15,Jean-Pierre Janssens,1,0,35,
4008926.0,1963-1964,1,1963/09/08,15:00:00,RSC Anderlecht,BerchS,RSC Anderlecht,15:37,Jacques Stockman,2,0,35,
4008927.0,1963-1964,1,1963/09/08,15:00:00,Beerschot AC,Lierse,Beerschot AC,15:47,Jan Verheyen,1,0,,
4008928.0,1963-1964,1,1963/09/08,15:00:00,Beringen FC,RFCL,Beringen FC,15:23,Staf Kauwenberghs,1,0,396,
4008928.0,1963-1964,1,1963/09/08,15:00:00,Beringen FC,RFCL,RFCL,15:26,Jean-Marie Letawe,1,1,396,
4008928.0,1963-1964,1,1963/09/08,15:00:00,Beringen FC,RFCL,Beringen FC,15:29,Cyriel Vanherle,2,1,396,
4008928.0,1963-1964,1,1963/09/08,15:00:00,Beringen FC,RFCL,RFCL,16:10,Jean-Marie Letawe,2,2,396,
4008929.0,1963-1964,1,1963/09/08,15:00:00,Cercle Brugge,KFC Tu,Cercle Brugge,15:09,Jozef Gérard,1,0,12,
4008929.0,1963-1964,1,1963/09/08,15:00:00,Cercle Brugge,KFC Tu,KFC Tu,15:13,Hubert Lormans,1,1,12,
4008930.0,1963-1964,1,1963/09/08,15:00:00,St-Truidense VV,FCB,St-Truidense VV,16:02,Théophile Lolinga,1,0,,
4008930.0,1963-1964,1,1963/09/08,15:00:00,St-Truidense VV,FCB,FCB,16:27,Antoine Van Poelvoorde,1,1,,
4008931.0,1963-1964,2,1963/09/15,15:00:00,Lierse SK,SL,Lierse SK,15:05,Alois Goossens,1,0,,
