Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg,Thuisploeg_stamnummer,Uitploeg_stamnummer,Thuisploeg_roepnaam,Uitploeg_roepnaam
4008203,1960-1961,1,1960/09/04,15:00,St-Truidense VV,0,2,Standard Luik,373,16,Sint-Truidense VV,Standard Luik
4008204,1960-1961,1,1960/09/04,15:00,Eendracht Aalst,3,2,Antwerp FC,90,1,Eendracht Aalst,Royal Antwerp FC
4008205,1960-1961,1,1960/09/04,15:00,Olymp. Charleroi,0,7,RSC Anderlecht,246,35,Olympic Charleroi,RSC Anderlecht
4008206,1960-1961,1,1960/09/04,15:00,Beerschot AC,1,0,Verviétois,13,33,Beerschot,Verviétois
4008207,1960-1961,1,1960/09/04,15:00,Club Brugge,1,2,Union SG,3,10,Club Brugge,Union Saint-Gilloise
4008208,1960-1961,1,1960/09/04,15:00,Daring Club,2,1,K Patro Eisden,2,3434,Daring Club Brussel,Patro Eisden
4008209,1960-1961,1,1960/09/04,15:00,RFC Luik,2,1,ARA Gent,4,7,RFC Luik,KAA Gent
4008210,1960-1961,1,1960/09/04,15:00,Waterschei THOR,5,0,Lierse SK,553,30,Waterschei SV Thor,Lierse SK
4008211,1960-1961,2,1960/09/11,15:00,Standard Luik,3,0,Eendracht Aalst,16,90,Standard Luik,Eendracht Aalst
4008212,1960-1961,2,1960/09/11,15:00,RSC Anderlecht,2,3,RFC Luik,35,4,RSC Anderlecht,RFC Luik
4008213,1960-1961,2,1960/09/11,15:00,Antwerp FC,2,3,Daring Club,1,2,Royal Antwerp FC,Daring Club Brussel
4008214,1960-1961,2,1960/09/11,15:00,ARA Gent,3,0,Beerschot AC,7,13,KAA Gent,Beerschot
4008215,1960-1961,2,1960/09/11,15:00,K Patro Eisden,1,1,Club Brugge,3434,3,Patro Eisden,Club Brugge
4008216,1960-1961,2,1960/09/11,15:00,Lierse SK,1,0,Olymp. Charleroi,30,246,Lierse SK,Olympic Charleroi
4008217,1960-1961,2,1960/09/11,15:00,Union SG,3,0,St-Truidense VV,10,373,Union Saint-Gilloise,Sint-Truidense VV
4008218,1960-1961,2,1960/09/11,15:00,Verviétois,1,3,Waterschei THOR,33,553,Verviétois,Waterschei SV Thor
4008219,1960-1961,3,1960/09/18,15:00,Standard Luik,0,0,Olymp. Charleroi,16,246,Standard Luik,Olympic Charleroi
4008220,1960-1961,3,1960/09/18,15:00,Eendracht Aalst,0,0,RSC Anderlecht,90,35,Eendracht Aalst,RSC Anderlecht
4008221,1960-1961,3,1960/09/18,15:00,Union SG,0,1,Antwerp FC,10,1,Union Saint-Gilloise,Royal Antwerp FC
4008222,1960-1961,3,1960/09/18,15:00,Beerschot AC,3,0,Lierse SK,13,30,Beerschot,Lierse SK
4008223,1960-1961,3,1960/09/18,15:00,Club Brugge,1,1,Verviétois,3,33,Club Brugge,Verviétois
4008224,1960-1961,3,1960/09/18,15:00,Daring Club,3,1,ARA Gent,2,7,Daring Club Brussel,KAA Gent
4008225,1960-1961,3,1960/09/18,15:00,St-Truidense VV,2,0,K Patro Eisden,373,3434,Sint-Truidense VV,Patro Eisden
4008226,1960-1961,3,1960/09/18,15:00,Waterschei THOR,0,1,RFC Luik,553,4,Waterschei SV Thor,RFC Luik
4008227,1960-1961,4,1960/09/25,15:00,K Patro Eisden,0,3,Standard Luik,3434,16,Patro Eisden,Standard Luik
4008228,1960-1961,4,1960/09/25,15:00,Verviétois,0,4,Eendracht Aalst,33,90,Verviétois,Eendracht Aalst
4008229,1960-1961,4,1960/09/25,15:00,RSC Anderlecht,3,1,Waterschei THOR,35,553,RSC Anderlecht,Waterschei SV Thor
4008230,1960-1961,4,1960/09/25,15:00,Antwerp FC,0,0,Club Brugge,1,3,Royal Antwerp FC,Club Brugge
4008231,1960-1961,4,1960/09/25,15:00,Olymp. Charleroi,4,1,Beerschot AC,246,13,Olympic Charleroi,Beerschot
4008232,1960-1961,4,1960/09/25,15:00,Lierse SK,3,4,Daring Club,30,2,Lierse SK,Daring Club Brussel
4008233,1960-1961,4,1960/09/25,15:00,ARA Gent,3,0,St-Truidense VV,7,373,KAA Gent,Sint-Truidense VV
4008234,1960-1961,4,1960/09/25,15:00,RFC Luik,2,1,Union SG,4,10,RFC Luik,Union Saint-Gilloise
4008235,1960-1961,5,1960/10/09,15:00,Standard Luik,5,2,Verviétois,16,33,Standard Luik,Verviétois
4008236,1960-1961,5,1960/10/09,15:00,Union SG,5,2,Eendracht Aalst,10,90,Union Saint-Gilloise,Eendracht Aalst
4008237,1960-1961,5,1960/10/09,15:00,St-Truidense VV,2,2,RSC Anderlecht,373,35,Sint-Truidense VV,RSC Anderlecht
4008238,1960-1961,5,1960/10/09,15:00,Beerschot AC,2,1,Antwerp FC,13,1,Beerschot,Royal Antwerp FC
4008239,1960-1961,5,1960/10/09,15:00,Club Brugge,0,0,Waterschei THOR,3,553,Club Brugge,Waterschei SV Thor
4008240,1960-1961,5,1960/10/09,15:00,Daring Club,1,1,RFC Luik,2,4,Daring Club Brussel,RFC Luik
4008241,1960-1961,5,1960/10/09,15:00,K Patro Eisden,0,2,Lierse SK,3434,30,Patro Eisden,Lierse SK
4008242,1960-1961,5,1960/10/09,15:00,ARA Gent,1,1,Olymp. Charleroi,7,246,KAA Gent,Olympic Charleroi
4008243,1960-1961,6,1960/10/16,15:00,RFC Luik,0,0,Standard Luik,4,16,RFC Luik,Standard Luik
4008244,1960-1961,6,1960/10/16,15:00,Eendracht Aalst,3,0,St-Truidense VV,90,373,Eendracht Aalst,Sint-Truidense VV
4008245,1960-1961,6,1960/10/16,15:00,RSC Anderlecht,4,0,Lierse SK,35,30,RSC Anderlecht,Lierse SK
4008246,1960-1961,6,1960/10/16,15:00,Antwerp FC,2,2,K Patro Eisden,1,3434,Royal Antwerp FC,Patro Eisden
4008247,1960-1961,6,1960/10/16,15:00,Club Brugge,3,2,Beerschot AC,3,13,Club Brugge,Beerschot
4008248,1960-1961,6,1960/10/16,15:00,Olymp. Charleroi,2,1,Daring Club,246,2,Olympic Charleroi,Daring Club Brussel
4008249,1960-1961,6,1960/10/16,15:00,Waterschei THOR,2,2,ARA Gent,553,7,Waterschei SV Thor,KAA Gent
4008250,1960-1961,6,1960/10/16,15:00,Verviétois,1,0,Union SG,33,10,Verviétois,Union Saint-Gilloise
4008251,1960-1961,7,1960/10/23,15:00,Standard Luik,2,1,RSC Anderlecht,16,35,Standard Luik,RSC Anderlecht
4008252,1960-1961,7,1960/10/23,15:00,Eendracht Aalst,3,1,Club Brugge,90,3,Eendracht Aalst,Club Brugge
4008253,1960-1961,7,1960/10/23,15:00,Antwerp FC,4,1,Verviétois,1,33,Royal Antwerp FC,Verviétois
4008254,1960-1961,7,1960/10/23,15:00,Daring Club,0,0,Beerschot AC,2,13,Daring Club Brussel,Beerschot
4008255,1960-1961,7,1960/10/23,15:00,K Patro Eisden,2,1,Waterschei THOR,3434,553,Patro Eisden,Waterschei SV Thor
4008256,1960-1961,7,1960/10/23,15:00,Lierse SK,1,0,ARA Gent,30,7,Lierse SK,KAA Gent
4008257,1960-1961,7,1960/10/23,15:00,St-Truidense VV,1,0,RFC Luik,373,4,Sint-Truidense VV,RFC Luik
4008258,1960-1961,7,1960/10/23,15:00,Union SG,1,0,Olymp. Charleroi,10,246,Union Saint-Gilloise,Olympic Charleroi
4008259,1960-1961,8,1960/11/06,15:00,Beerschot AC,1,2,Standard Luik,13,16,Beerschot,Standard Luik
4008260,1960-1961,8,1960/11/06,15:00,ARA Gent,1,2,Eendracht Aalst,7,90,KAA Gent,Eendracht Aalst
4008261,1960-1961,8,1960/11/06,15:00,RSC Anderlecht,2,2,Verviétois,35,33,RSC Anderlecht,Verviétois
4008262,1960-1961,8,1960/11/06,15:00,Waterschei THOR,3,1,Antwerp FC,553,1,Waterschei SV Thor,Royal Antwerp FC
4008263,1960-1961,8,1960/11/06,15:00,RFC Luik,1,1,Club Brugge,4,3,RFC Luik,Club Brugge
4008264,1960-1961,8,1960/11/06,15:00,Daring Club,1,3,Union SG,2,10,Daring Club Brussel,Union Saint-Gilloise
4008265,1960-1961,8,1960/11/06,15:00,Olymp. Charleroi,1,0,K Patro Eisden,246,3434,Olympic Charleroi,Patro Eisden
4008266,1960-1961,8,1960/11/06,15:00,Lierse SK,2,0,St-Truidense VV,30,373,Lierse SK,Sint-Truidense VV
4008267,1960-1961,9,1960/11/13,15:00,Standard Luik,2,1,Lierse SK,16,30,Standard Luik,Lierse SK
4008268,1960-1961,9,1960/11/13,15:00,Eendracht Aalst,3,1,Waterschei THOR,90,553,Eendracht Aalst,Waterschei SV Thor
4008269,1960-1961,9,1960/11/13,15:00,Union SG,0,2,RSC Anderlecht,10,35,Union Saint-Gilloise,RSC Anderlecht
4008270,1960-1961,9,1960/11/13,15:00,Antwerp FC,1,3,ARA Gent,1,7,Royal Antwerp FC,KAA Gent
4008271,1960-1961,9,1960/11/13,15:00,K Patro Eisden,0,1,Beerschot AC,3434,13,Patro Eisden,Beerschot
4008272,1960-1961,9,1960/11/13,15:00,Club Brugge,4,2,Daring Club,3,2,Club Brugge,Daring Club Brussel
4008273,1960-1961,9,1960/11/13,15:00,Verviétois,0,1,RFC Luik,33,4,Verviétois,RFC Luik
4008274,1960-1961,9,1960/11/13,15:00,St-Truidense VV,1,1,Olymp. Charleroi,373,246,Sint-Truidense VV,Olympic Charleroi
4008275,1960-1961,10,1960/11/27,15:00,ARA Gent,2,1,Standard Luik,7,16,KAA Gent,Standard Luik
4008276,1960-1961,10,1960/11/27,15:00,Beerschot AC,9,2,Eendracht Aalst,13,90,Beerschot,Eendracht Aalst
4008277,1960-1961,10,1960/11/27,15:00,RSC Anderlecht,3,2,Antwerp FC,35,1,RSC Anderlecht,Royal Antwerp FC
4008278,1960-1961,10,1960/11/27,15:00,Olymp. Charleroi,3,0,Club Brugge,246,3,Olympic Charleroi,Club Brugge
4008279,1960-1961,10,1960/11/27,15:00,Daring Club,2,0,Verviétois,2,33,Daring Club Brussel,Verviétois
4008280,1960-1961,10,1960/11/27,15:00,RFC Luik,3,1,K Patro Eisden,4,3434,RFC Luik,Patro Eisden
4008281,1960-1961,10,1960/11/27,15:00,Lierse SK,3,2,Union SG,30,10,Lierse SK,Union Saint-Gilloise
4008282,1960-1961,10,1960/11/27,15:00,Waterschei THOR,2,1,St-Truidense VV,553,373,Waterschei SV Thor,Sint-Truidense VV
4008283,1960-1961,11,1960/12/04,14:45,Eendracht Aalst,2,0,K Patro Eisden,90,3434,Eendracht Aalst,Patro Eisden
4008284,1960-1961,11,1960/12/04,14:45,RFC Luik,3,2,Beerschot AC,4,13,RFC Luik,Beerschot
4008376,1960-1961,11,1961/03/12,15:00,Club Brugge,2,0,St-Truidense VV,3,373,Club Brugge,Sint-Truidense VV
4008379,1960-1961,11,1961/03/12,15:00,Waterschei THOR,5,0,Olymp. Charleroi,553,246,Waterschei SV Thor,Olympic Charleroi
4008375,1960-1961,11,1961/03/12,16:00,Union SG,0,0,Standard Luik,10,16,Union Saint-Gilloise,Standard Luik
4008381,1960-1961,11,1961/03/19,15:00,Antwerp FC,2,1,Lierse SK,1,30,Royal Antwerp FC,Lierse SK
4008391,1960-1961,11,1961/03/29,19:30,RSC Anderlecht,1,0,Daring Club,35,2,RSC Anderlecht,Daring Club Brussel
4008394,1960-1961,11,1961/04/02,15:00,Verviétois,2,2,ARA Gent,33,7,Verviétois,KAA Gent
4008285,1960-1961,12,1960/12/11,14:45,Standard Luik,1,2,Waterschei THOR,16,553,Standard Luik,Waterschei SV Thor
4008286,1960-1961,12,1960/12/11,14:45,Eendracht Aalst,2,2,RFC Luik,90,4,Eendracht Aalst,RFC Luik
4008287,1960-1961,12,1960/12/11,14:45,K Patro Eisden,0,1,RSC Anderlecht,3434,35,Patro Eisden,RSC Anderlecht
4008288,1960-1961,12,1960/12/11,14:45,Antwerp FC,1,0,Olymp. Charleroi,1,246,Royal Antwerp FC,Olympic Charleroi
4008289,1960-1961,12,1960/12/11,14:45,Union SG,1,3,Beerschot AC,10,13,Union Saint-Gilloise,Beerschot
4008290,1960-1961,12,1960/12/11,14:45,Club Brugge,0,1,ARA Gent,3,7,Club Brugge,KAA Gent
4008291,1960-1961,12,1960/12/11,14:45,St-Truidense VV,1,0,Daring Club,373,2,Sint-Truidense VV,Daring Club Brussel
4008292,1960-1961,12,1960/12/11,14:45,Verviétois,2,0,Lierse SK,33,30,Verviétois,Lierse SK
4008293,1960-1961,13,1960/12/18,14:45,Daring Club,3,1,Standard Luik,2,16,Daring Club Brussel,Standard Luik
4008294,1960-1961,13,1960/12/18,14:45,Lierse SK,3,1,Eendracht Aalst,30,90,Lierse SK,Eendracht Aalst
4008295,1960-1961,13,1960/12/18,14:45,RSC Anderlecht,0,0,Club Brugge,35,3,RSC Anderlecht,Club Brugge
4008296,1960-1961,13,1960/12/18,14:45,RFC Luik,1,1,Antwerp FC,4,1,RFC Luik,Royal Antwerp FC
4008297,1960-1961,13,1960/12/18,14:45,Beerschot AC,1,1,St-Truidense VV,13,373,Beerschot,Sint-Truidense VV
4008298,1960-1961,13,1960/12/18,14:45,ARA Gent,1,1,K Patro Eisden,7,3434,KAA Gent,Patro Eisden
4008299,1960-1961,13,1960/12/18,14:45,Olymp. Charleroi,0,0,Verviétois,246,33,Olympic Charleroi,Verviétois
4008300,1960-1961,13,1960/12/18,14:45,Waterschei THOR,4,0,Union SG,553,10,Waterschei SV Thor,Union Saint-Gilloise
4008301,1960-1961,14,1960/12/24,17:00,Beerschot AC,1,0,RSC Anderlecht,13,35,Beerschot,RSC Anderlecht
4008302,1960-1961,14,1960/12/24,17:00,ARA Gent,1,3,Union SG,7,10,KAA Gent,Union Saint-Gilloise
4008303,1960-1961,14,1960/12/25,14:45,St-Truidense VV,1,0,Antwerp FC,373,1,Sint-Truidense VV,Royal Antwerp FC
4008304,1960-1961,14,1960/12/25,14:45,Daring Club,3,0,Waterschei THOR,2,553,Daring Club Brussel,Waterschei SV Thor
4008366,1960-1961,14,1961/03/01,19:00,Standard Luik,2,2,Club Brugge,16,3,Standard Luik,Club Brugge
4008377,1960-1961,14,1961/03/12,15:00,K Patro Eisden,3,2,Verviétois,3434,33,Patro Eisden,Verviétois
4008378,1960-1961,14,1961/03/12,15:00,Lierse SK,1,1,RFC Luik,30,4,Lierse SK,RFC Luik
4008380,1960-1961,14,1961/03/18,17:00,Olymp. Charleroi,1,1,Eendracht Aalst,246,90,Olympic Charleroi,Eendracht Aalst
4008435,1960-1961,15,1961/05/11,15:00,Antwerp FC,1,4,Standard Luik,1,16,Royal Antwerp FC,Standard Luik
4008436,1960-1961,15,1961/05/11,15:00,Eendracht Aalst,1,2,Daring Club,90,2,Eendracht Aalst,Daring Club Brussel
4008437,1960-1961,15,1961/05/11,15:00,RSC Anderlecht,0,5,ARA Gent,35,7,RSC Anderlecht,KAA Gent
4008438,1960-1961,15,1961/05/11,15:00,Waterschei THOR,2,3,Beerschot AC,553,13,Waterschei SV Thor,Beerschot
4008439,1960-1961,15,1961/05/11,15:00,Club Brugge,4,1,Lierse SK,3,30,Club Brugge,Lierse SK
4008440,1960-1961,15,1961/05/11,15:00,Union SG,4,0,K Patro Eisden,10,3434,Union Saint-Gilloise,Patro Eisden
4008441,1960-1961,15,1961/05/11,15:00,RFC Luik,1,1,Olymp. Charleroi,4,246,RFC Luik,Olympic Charleroi
4008442,1960-1961,15,1961/05/11,15:00,Verviétois,1,3,St-Truidense VV,33,373,Verviétois,Sint-Truidense VV
4008305,1960-1961,16,1961/01/08,14:45,Antwerp FC,5,1,Eendracht Aalst,1,90,Royal Antwerp FC,Eendracht Aalst
4008306,1960-1961,16,1961/01/08,14:45,RSC Anderlecht,1,1,Olymp. Charleroi,35,246,RSC Anderlecht,Olympic Charleroi
4008307,1960-1961,16,1961/01/08,14:45,Union SG,4,1,Club Brugge,10,3,Union Saint-Gilloise,Club Brugge
4008308,1960-1961,16,1961/01/08,14:45,K Patro Eisden,0,1,Daring Club,3434,2,Patro Eisden,Daring Club Brussel
4008309,1960-1961,16,1961/01/08,14:45,ARA Gent,1,1,RFC Luik,7,4,KAA Gent,RFC Luik
4008310,1960-1961,16,1961/01/08,14:45,Lierse SK,3,1,Waterschei THOR,30,553,Lierse SK,Waterschei SV Thor
4008382,1960-1961,16,1961/03/19,15:00,Verviétois,0,0,Beerschot AC,33,13,Verviétois,Beerschot
4008392,1960-1961,16,1961/04/01,18:00,Standard Luik,1,0,St-Truidense VV,16,373,Standard Luik,Sint-Truidense VV
4008311,1960-1961,17,1961/01/15,15:00,Eendracht Aalst,3,3,Standard Luik,90,16,Eendracht Aalst,Standard Luik
4008312,1960-1961,17,1961/01/15,15:00,RFC Luik,0,0,RSC Anderlecht,4,35,RFC Luik,RSC Anderlecht
4008313,1960-1961,17,1961/01/15,15:00,Daring Club,1,1,Antwerp FC,2,1,Daring Club Brussel,Royal Antwerp FC
4008314,1960-1961,17,1961/01/15,15:00,Beerschot AC,2,0,ARA Gent,13,7,Beerschot,KAA Gent
4008315,1960-1961,17,1961/01/15,15:00,Club Brugge,3,1,K Patro Eisden,3,3434,Club Brugge,Patro Eisden
4008316,1960-1961,17,1961/01/15,15:00,St-Truidense VV,1,0,Union SG,373,10,Sint-Truidense VV,Union Saint-Gilloise
4008317,1960-1961,17,1961/01/15,15:00,Waterschei THOR,4,0,Verviétois,553,33,Waterschei SV Thor,Verviétois
4008393,1960-1961,17,1961/04/01,17:00,Olymp. Charleroi,0,0,Lierse SK,246,30,Olympic Charleroi,Lierse SK
4008318,1960-1961,18,1961/01/22,15:00,Olymp. Charleroi,0,2,Standard Luik,246,16,Olympic Charleroi,Standard Luik
4008319,1960-1961,18,1961/01/22,15:00,RSC Anderlecht,7,0,Eendracht Aalst,35,90,RSC Anderlecht,Eendracht Aalst
4008320,1960-1961,18,1961/01/22,15:00,Antwerp FC,3,1,Union SG,1,10,Royal Antwerp FC,Union Saint-Gilloise
4008321,1960-1961,18,1961/01/22,15:00,Lierse SK,1,1,Beerschot AC,30,13,Lierse SK,Beerschot
4008322,1960-1961,18,1961/01/22,15:00,Verviétois,0,3,Club Brugge,33,3,Verviétois,Club Brugge
4008323,1960-1961,18,1961/01/22,15:00,ARA Gent,0,1,Daring Club,7,2,KAA Gent,Daring Club Brussel
4008324,1960-1961,18,1961/01/22,15:00,K Patro Eisden,0,0,St-Truidense VV,3434,373,Patro Eisden,Sint-Truidense VV
4008325,1960-1961,18,1961/01/22,15:00,RFC Luik,0,1,Waterschei THOR,4,553,RFC Luik,Waterschei SV Thor
4008326,1960-1961,19,1961/01/29,15:00,Standard Luik,4,0,K Patro Eisden,16,3434,Standard Luik,Patro Eisden
4008327,1960-1961,19,1961/01/29,15:00,Eendracht Aalst,1,0,Verviétois,90,33,Eendracht Aalst,Verviétois
4008328,1960-1961,19,1961/01/29,15:00,Waterschei THOR,2,4,RSC Anderlecht,553,35,Waterschei SV Thor,RSC Anderlecht
4008329,1960-1961,19,1961/01/29,15:00,Club Brugge,1,1,Antwerp FC,3,1,Club Brugge,Royal Antwerp FC
4008330,1960-1961,19,1961/01/29,15:00,Beerschot AC,3,1,Olymp. Charleroi,13,246,Beerschot,Olympic Charleroi
4008331,1960-1961,19,1961/01/29,15:00,Daring Club,2,2,Lierse SK,2,30,Daring Club Brussel,Lierse SK
4008332,1960-1961,19,1961/01/29,15:00,St-Truidense VV,3,2,ARA Gent,373,7,Sint-Truidense VV,KAA Gent
4008333,1960-1961,19,1961/01/29,15:00,Union SG,0,9,RFC Luik,10,4,Union Saint-Gilloise,RFC Luik
4008334,1960-1961,20,1961/02/05,15:00,Verviétois,3,3,Standard Luik,33,16,Verviétois,Standard Luik
4008335,1960-1961,20,1961/02/05,15:00,Eendracht Aalst,2,0,Union SG,90,10,Eendracht Aalst,Union Saint-Gilloise
4008336,1960-1961,20,1961/02/05,15:00,RSC Anderlecht,1,0,St-Truidense VV,35,373,RSC Anderlecht,Sint-Truidense VV
4008337,1960-1961,20,1961/02/05,15:00,Antwerp FC,3,0,Beerschot AC,1,13,Royal Antwerp FC,Beerschot
4008338,1960-1961,20,1961/02/05,15:00,Waterschei THOR,2,1,Club Brugge,553,3,Waterschei SV Thor,Club Brugge
4008339,1960-1961,20,1961/02/05,15:00,RFC Luik,0,0,Daring Club,4,2,RFC Luik,Daring Club Brussel
4008340,1960-1961,20,1961/02/05,15:00,Lierse SK,1,0,K Patro Eisden,30,3434,Lierse SK,Patro Eisden
4008341,1960-1961,20,1961/02/05,15:00,Olymp. Charleroi,1,1,ARA Gent,246,7,Olympic Charleroi,KAA Gent
4008342,1960-1961,21,1961/02/12,15:00,Standard Luik,2,0,RFC Luik,16,4,Standard Luik,RFC Luik
4008343,1960-1961,21,1961/02/12,15:00,St-Truidense VV,2,2,Eendracht Aalst,373,90,Sint-Truidense VV,Eendracht Aalst
4008344,1960-1961,21,1961/02/12,15:00,Lierse SK,1,2,RSC Anderlecht,30,35,Lierse SK,RSC Anderlecht
4008345,1960-1961,21,1961/02/12,15:00,K Patro Eisden,2,0,Antwerp FC,3434,1,Patro Eisden,Royal Antwerp FC
4008346,1960-1961,21,1961/02/12,15:00,Beerschot AC,2,3,Club Brugge,13,3,Beerschot,Club Brugge
4008347,1960-1961,21,1961/02/12,15:00,Daring Club,1,1,Olymp. Charleroi,2,246,Daring Club Brussel,Olympic Charleroi
4008348,1960-1961,21,1961/02/12,15:00,ARA Gent,4,2,Waterschei THOR,7,553,KAA Gent,Waterschei SV Thor
4008349,1960-1961,21,1961/02/12,15:00,Union SG,1,0,Verviétois,10,33,Union Saint-Gilloise,Verviétois
4008350,1960-1961,22,1961/02/19,15:00,RSC Anderlecht,1,1,Standard Luik,35,16,RSC Anderlecht,Standard Luik
4008351,1960-1961,22,1961/02/19,15:00,Club Brugge,2,2,Eendracht Aalst,3,90,Club Brugge,Eendracht Aalst
4008352,1960-1961,22,1961/02/19,15:00,Verviétois,2,2,Antwerp FC,33,1,Verviétois,Royal Antwerp FC
4008353,1960-1961,22,1961/02/19,15:00,Beerschot AC,2,1,Daring Club,13,2,Beerschot,Daring Club Brussel
4008354,1960-1961,22,1961/02/19,15:00,Waterschei THOR,0,2,K Patro Eisden,553,3434,Waterschei SV Thor,Patro Eisden
4008355,1960-1961,22,1961/02/19,15:00,ARA Gent,1,1,Lierse SK,7,30,KAA Gent,Lierse SK
4008356,1960-1961,22,1961/02/19,15:00,RFC Luik,1,0,St-Truidense VV,4,373,RFC Luik,Sint-Truidense VV
4008357,1960-1961,22,1961/02/19,15:00,Olymp. Charleroi,1,0,Union SG,246,10,Olympic Charleroi,Union Saint-Gilloise
4008358,1960-1961,23,1961/02/26,15:00,Standard Luik,1,0,Beerschot AC,16,13,Standard Luik,Beerschot
4008359,1960-1961,23,1961/02/26,15:00,Eendracht Aalst,1,1,ARA Gent,90,7,Eendracht Aalst,KAA Gent
4008360,1960-1961,23,1961/02/26,15:00,Verviétois,0,2,RSC Anderlecht,33,35,Verviétois,RSC Anderlecht
4008361,1960-1961,23,1961/02/26,15:00,Antwerp FC,1,0,Waterschei THOR,1,553,Royal Antwerp FC,Waterschei SV Thor
4008362,1960-1961,23,1961/02/26,15:00,Club Brugge,3,0,Olymp. Charleroi,3,246,Club Brugge,Olympic Charleroi
4008363,1960-1961,23,1961/02/26,15:00,Union SG,3,4,Daring Club,10,2,Union Saint-Gilloise,Daring Club Brussel
4008364,1960-1961,23,1961/02/26,15:00,K Patro Eisden,1,3,RFC Luik,3434,4,Patro Eisden,RFC Luik
4008365,1960-1961,23,1961/02/26,15:00,St-Truidense VV,3,1,Lierse SK,373,30,Sint-Truidense VV,Lierse SK
4008367,1960-1961,24,1961/03/05,15:00,Standard Luik,2,0,Union SG,16,10,Standard Luik,Union Saint-Gilloise
4008368,1960-1961,24,1961/03/05,15:00,K Patro Eisden,3,1,Eendracht Aalst,3434,90,Patro Eisden,Eendracht Aalst
4008369,1960-1961,24,1961/03/05,15:00,Daring Club,1,0,RSC Anderlecht,2,35,Daring Club Brussel,RSC Anderlecht
4008370,1960-1961,24,1961/03/05,15:00,Lierse SK,2,2,Antwerp FC,30,1,Lierse SK,Royal Antwerp FC
4008371,1960-1961,24,1961/03/05,15:00,Beerschot AC,0,2,RFC Luik,13,4,Beerschot,RFC Luik
4008372,1960-1961,24,1961/03/05,15:00,St-Truidense VV,4,0,Club Brugge,373,3,Sint-Truidense VV,Club Brugge
4008373,1960-1961,24,1961/03/05,15:00,ARA Gent,0,2,Verviétois,7,33,KAA Gent,Verviétois
4008374,1960-1961,24,1961/03/05,15:00,Olymp. Charleroi,1,1,Waterschei THOR,246,553,Olympic Charleroi,Waterschei SV Thor
4008384,1960-1961,25,1961/03/26,15:00,Eendracht Aalst,2,2,Olymp. Charleroi,90,246,Eendracht Aalst,Olympic Charleroi
4008385,1960-1961,25,1961/03/26,15:00,RSC Anderlecht,1,0,Beerschot AC,35,13,RSC Anderlecht,Beerschot
4008386,1960-1961,25,1961/03/26,15:00,Antwerp FC,2,0,St-Truidense VV,1,373,Royal Antwerp FC,Sint-Truidense VV
4008387,1960-1961,25,1961/03/26,15:00,Waterschei THOR,2,1,Daring Club,553,2,Waterschei SV Thor,Daring Club Brussel
4008388,1960-1961,25,1961/03/26,15:00,Verviétois,2,0,K Patro Eisden,33,3434,Verviétois,Patro Eisden
4008389,1960-1961,25,1961/03/26,15:00,Union SG,2,1,ARA Gent,10,7,Union Saint-Gilloise,KAA Gent
4008390,1960-1961,25,1961/03/26,15:00,RFC Luik,2,0,Lierse SK,4,30,RFC Luik,Lierse SK
4008383,1960-1961,25,1961/03/26,18:00,Club Brugge,1,1,Standard Luik,3,16,Club Brugge,Standard Luik
4008395,1960-1961,26,1961/04/09,15:00,Standard Luik,2,0,Antwerp FC,16,1,Standard Luik,Royal Antwerp FC
4008396,1960-1961,26,1961/04/09,15:00,Daring Club,0,0,Eendracht Aalst,2,90,Daring Club Brussel,Eendracht Aalst
4008397,1960-1961,26,1961/04/09,15:00,ARA Gent,3,1,RSC Anderlecht,7,35,KAA Gent,RSC Anderlecht
4008398,1960-1961,26,1961/04/09,15:00,Beerschot AC,0,0,Waterschei THOR,13,553,Beerschot,Waterschei SV Thor
4008399,1960-1961,26,1961/04/09,15:00,Lierse SK,6,2,Club Brugge,30,3,Lierse SK,Club Brugge
4008400,1960-1961,26,1961/04/09,15:00,K Patro Eisden,1,1,Union SG,3434,10,Patro Eisden,Union Saint-Gilloise
4008401,1960-1961,26,1961/04/09,15:00,Olymp. Charleroi,0,3,RFC Luik,246,4,Olympic Charleroi,RFC Luik
4008402,1960-1961,26,1961/04/09,15:00,St-Truidense VV,1,0,Verviétois,373,33,Sint-Truidense VV,Verviétois
4008403,1960-1961,27,1961/04/16,15:00,Lierse SK,0,6,Standard Luik,30,16,Lierse SK,Standard Luik
4008404,1960-1961,27,1961/04/16,15:00,Waterschei THOR,1,0,Eendracht Aalst,553,90,Waterschei SV Thor,Eendracht Aalst
4008405,1960-1961,27,1961/04/16,15:00,RSC Anderlecht,3,0,Union SG,35,10,RSC Anderlecht,Union Saint-Gilloise
4008406,1960-1961,27,1961/04/16,15:00,Olymp. Charleroi,2,0,Antwerp FC,246,1,Olympic Charleroi,Royal Antwerp FC
4008407,1960-1961,27,1961/04/16,15:00,Beerschot AC,3,2,K Patro Eisden,13,3434,Beerschot,Patro Eisden
4008408,1960-1961,27,1961/04/16,15:00,ARA Gent,4,1,Club Brugge,7,3,KAA Gent,Club Brugge
4008409,1960-1961,27,1961/04/16,15:00,Daring Club,0,3,St-Truidense VV,2,373,Daring Club Brussel,Sint-Truidense VV
