Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg,Thuisploeg_stamnummer,Uitploeg_stamnummer,Thuisploeg_roepnaam,Uitploeg_roepnaam
4010468,1969-1970,15,1969/12/14,14:30,St-Truidense VV,3,0,Beerschot VAV,373,13,Sint-Truidense VV,Beerschot
4010469,1969-1970,15,1969/12/14,14:30,SK Beveren-Waes,2,1,Beringen FC,2300,522,KSK Beveren,Beringen FC
4010470,1969-1970,15,1969/12/14,14:30,R Charleroi SC,6,0,RCC Schaerbeek,22,55,R Charleroi SC,RCC Schaerbeek
4010471,1969-1970,15,1969/12/14,14:30,RRC Brüssel,0,0,RFC Luik,47,4,RWD Molenbeek,RFC Luik
4010472,1969-1970,15,1969/12/14,14:30,Lierse SK,2,0,AS Oostende KM,30,53,Lierse SK,AS Oostende KM
4010567,1969-1970,15,1970/03/22,15:00,Club Brugge,4,1,Union SG,3,10,Club Brugge,Union Saint-Gilloise
4010473,1969-1970,16,1969/12/21,14:30,Standard Luik,2,2,Beerschot VAV,16,13,Standard Luik,Beerschot
4010474,1969-1970,16,1969/12/21,14:30,RRC Brüssel,3,2,Beringen FC,47,522,RWD Molenbeek,Beringen FC
4010475,1969-1970,16,1969/12/21,14:30,SK Beveren-Waes,2,0,RFC Luik,2300,4,KSK Beveren,RFC Luik
4010476,1969-1970,16,1969/12/21,14:30,R Charleroi SC,2,0,Lierse SK,22,30,R Charleroi SC,Lierse SK
4010477,1969-1970,16,1969/12/21,14:30,St-Truidense VV,4,0,RCC Schaerbeek,373,55,Sint-Truidense VV,RCC Schaerbeek
4010478,1969-1970,16,1969/12/21,14:30,ARA Gent,3,0,KSV Waregem,7,4451,KAA Gent,KSV Waregem
4010479,1969-1970,16,1969/12/21,14:30,Union SG,3,3,AS Oostende KM,10,53,Union Saint-Gilloise,AS Oostende KM
4010541,1969-1970,16,1970/02/22,15:00,Club Brugge,1,0,RSC Anderlecht,3,35,Club Brugge,RSC Anderlecht
4010487,1969-1970,17,1970/01/03,20:00,Beerschot VAV,1,0,Union SG,13,10,Beerschot,Union Saint-Gilloise
4010488,1969-1970,17,1970/01/04,14:30,RSC Anderlecht,5,0,SK Beveren-Waes,35,2300,RSC Anderlecht,KSK Beveren
4010489,1969-1970,17,1970/01/04,14:30,RCC Schaerbeek,1,2,Club Brugge,55,3,RCC Schaerbeek,Club Brugge
4010490,1969-1970,17,1970/01/04,14:30,AS Oostende KM,4,2,RRC Brüssel,53,47,AS Oostende KM,RWD Molenbeek
4010491,1969-1970,17,1970/01/04,14:30,KSV Waregem,3,1,St-Truidense VV,4451,373,KSV Waregem,Sint-Truidense VV
4010540,1969-1970,17,1970/02/21,15:30,Beringen FC,1,2,R Charleroi SC,522,22,Beringen FC,R Charleroi SC
4010539,1969-1970,17,1970/02/21,19:30,Lierse SK,0,2,Standard Luik,30,16,Lierse SK,Standard Luik
4010542,1969-1970,17,1970/02/22,15:00,RFC Luik,0,0,ARA Gent,4,7,RFC Luik,KAA Gent
4010492,1969-1970,18,1970/01/10,20:00,Beerschot VAV,1,1,KSV Waregem,13,4451,Beerschot,KSV Waregem
4010493,1969-1970,18,1970/01/11,14:30,Standard Luik,5,0,AS Oostende KM,16,53,Standard Luik,AS Oostende KM
4010494,1969-1970,18,1970/01/11,14:30,St-Truidense VV,2,1,RSC Anderlecht,373,35,Sint-Truidense VV,RSC Anderlecht
4010495,1969-1970,18,1970/01/11,14:30,ARA Gent,4,1,Beringen FC,7,522,KAA Gent,Beringen FC
4010496,1969-1970,18,1970/01/11,14:30,R Charleroi SC,1,0,SK Beveren-Waes,22,2300,R Charleroi SC,KSK Beveren
4010497,1969-1970,18,1970/01/11,14:30,Club Brugge,5,2,RFC Luik,3,4,Club Brugge,RFC Luik
4010498,1969-1970,18,1970/01/11,14:30,Union SG,0,0,RCC Schaerbeek,10,55,Union Saint-Gilloise,RCC Schaerbeek
4010499,1969-1970,18,1970/01/11,14:30,RRC Brüssel,3,1,Lierse SK,47,30,RWD Molenbeek,Lierse SK
4010506,1969-1970,19,1970/01/18,15:00,Lierse SK,1,1,St-Truidense VV,30,373,Lierse SK,Sint-Truidense VV
4010507,1969-1970,19,1970/01/18,15:00,KSV Waregem,3,0,Union SG,4451,10,KSV Waregem,Union Saint-Gilloise
4010500,1969-1970,19,1970/01/18,15:00,RFC Luik,1,1,Standard Luik,4,16,RFC Luik,Standard Luik
4010501,1969-1970,19,1970/01/18,15:00,RSC Anderlecht,2,0,R Charleroi SC,35,22,RSC Anderlecht,R Charleroi SC
4010502,1969-1970,19,1970/01/18,15:00,Beringen FC,1,1,Beerschot VAV,522,13,Beringen FC,Beerschot
4010503,1969-1970,19,1970/01/18,15:00,SK Beveren-Waes,2,3,Club Brugge,2300,3,KSK Beveren,Club Brugge
4010504,1969-1970,19,1970/01/18,15:00,RCC Schaerbeek,0,1,RRC Brüssel,55,47,RCC Schaerbeek,RWD Molenbeek
4010505,1969-1970,19,1970/01/18,15:00,AS Oostende KM,0,0,ARA Gent,53,7,AS Oostende KM,KAA Gent
4010508,1969-1970,20,1970/01/24,20:00,Beerschot VAV,3,1,RCC Schaerbeek,13,55,Beerschot,RCC Schaerbeek
4010509,1969-1970,20,1970/01/25,15:00,Standard Luik,5,3,Beringen FC,16,522,Standard Luik,Beringen FC
4010510,1969-1970,20,1970/01/25,15:00,KSV Waregem,1,1,RSC Anderlecht,4451,35,KSV Waregem,RSC Anderlecht
4010511,1969-1970,20,1970/01/25,15:00,RRC Brüssel,0,0,SK Beveren-Waes,47,2300,RWD Molenbeek,KSK Beveren
4010512,1969-1970,20,1970/01/25,15:00,Club Brugge,4,1,Lierse SK,3,30,Club Brugge,Lierse SK
4010513,1969-1970,20,1970/01/25,15:00,ARA Gent,4,1,R Charleroi SC,7,22,KAA Gent,R Charleroi SC
4010514,1969-1970,20,1970/01/25,15:00,Union SG,2,1,RFC Luik,10,4,Union Saint-Gilloise,RFC Luik
4010515,1969-1970,20,1970/01/25,15:00,St-Truidense VV,1,0,AS Oostende KM,373,53,Sint-Truidense VV,AS Oostende KM
4010516,1969-1970,21,1970/01/31,19:30,RCC Schaerbeek,0,1,ARA Gent,55,7,RCC Schaerbeek,KAA Gent
4010517,1969-1970,21,1970/02/01,15:00,RSC Anderlecht,0,2,Standard Luik,35,16,RSC Anderlecht,Standard Luik
4010518,1969-1970,21,1970/02/01,15:00,AS Oostende KM,1,2,Beerschot VAV,53,13,AS Oostende KM,Beerschot
4010519,1969-1970,21,1970/02/01,15:00,Beringen FC,1,1,Club Brugge,522,3,Beringen FC,Club Brugge
4010520,1969-1970,21,1970/02/01,15:00,SK Beveren-Waes,7,1,St-Truidense VV,2300,373,KSK Beveren,Sint-Truidense VV
4010521,1969-1970,21,1970/02/01,15:00,R Charleroi SC,0,0,RRC Brüssel,22,47,R Charleroi SC,RWD Molenbeek
4010522,1969-1970,21,1970/02/01,15:00,RFC Luik,1,0,KSV Waregem,4,4451,RFC Luik,KSV Waregem
4010523,1969-1970,21,1970/02/01,15:00,Lierse SK,2,2,Union SG,30,10,Lierse SK,Union Saint-Gilloise
4010524,1969-1970,22,1970/02/07,20:00,Beerschot VAV,2,0,R Charleroi SC,13,22,Beerschot,R Charleroi SC
4010530,1969-1970,22,1970/02/08,15:00,KSV Waregem,1,0,RCC Schaerbeek,4451,55,KSV Waregem,RCC Schaerbeek
4010531,1969-1970,22,1970/02/08,15:00,St-Truidense VV,1,2,RFC Luik,373,4,Sint-Truidense VV,RFC Luik
4010525,1969-1970,22,1970/02/08,15:00,Standard Luik,2,1,ARA Gent,16,7,Standard Luik,KAA Gent
4010526,1969-1970,22,1970/02/08,15:00,RRC Brüssel,2,0,RSC Anderlecht,47,35,RWD Molenbeek,RSC Anderlecht
4010527,1969-1970,22,1970/02/08,15:00,Lierse SK,1,0,Beringen FC,30,522,Lierse SK,Beringen FC
4010528,1969-1970,22,1970/02/08,15:00,Union SG,0,1,SK Beveren-Waes,10,2300,Union Saint-Gilloise,KSK Beveren
4010529,1969-1970,22,1970/02/08,15:00,Club Brugge,3,0,AS Oostende KM,3,53,Club Brugge,AS Oostende KM
4010532,1969-1970,23,1970/02/15,15:00,R Charleroi SC,2,4,Standard Luik,22,16,R Charleroi SC,Standard Luik
4010533,1969-1970,23,1970/02/15,15:00,RSC Anderlecht,4,0,RCC Schaerbeek,35,55,RSC Anderlecht,RCC Schaerbeek
4010534,1969-1970,23,1970/02/15,15:00,RFC Luik,2,1,Beerschot VAV,4,13,RFC Luik,Beerschot
4010535,1969-1970,23,1970/02/15,15:00,Beringen FC,1,0,St-Truidense VV,522,373,Beringen FC,Sint-Truidense VV
4010536,1969-1970,23,1970/02/15,15:00,RRC Brüssel,1,1,Club Brugge,47,3,RWD Molenbeek,Club Brugge
4010537,1969-1970,23,1970/02/15,15:00,ARA Gent,1,0,Union SG,7,10,KAA Gent,Union Saint-Gilloise
4010538,1969-1970,23,1970/02/15,15:00,AS Oostende KM,1,5,KSV Waregem,53,4451,AS Oostende KM,KSV Waregem
4010572,1969-1970,23,1970/03/29,15:00,SK Beveren-Waes,3,0,Lierse SK,2300,30,KSK Beveren,Lierse SK
4010543,1969-1970,24,1970/02/28,20:00,Beerschot VAV,1,3,RSC Anderlecht,13,35,Beerschot,RSC Anderlecht
4010544,1969-1970,24,1970/03/01,15:00,Standard Luik,3,0,SK Beveren-Waes,16,2300,Standard Luik,KSK Beveren
4010545,1969-1970,24,1970/03/01,15:00,Union SG,1,0,Beringen FC,10,522,Union Saint-Gilloise,Beringen FC
4010546,1969-1970,24,1970/03/01,15:00,Club Brugge,3,1,R Charleroi SC,3,22,Club Brugge,R Charleroi SC
4010547,1969-1970,24,1970/03/01,15:00,RCC Schaerbeek,2,0,AS Oostende KM,55,53,RCC Schaerbeek,AS Oostende KM
4010548,1969-1970,24,1970/03/01,15:00,St-Truidense VV,1,1,ARA Gent,373,7,Sint-Truidense VV,KAA Gent
4010549,1969-1970,24,1970/03/01,15:00,Lierse SK,1,2,RFC Luik,30,4,Lierse SK,RFC Luik
4010550,1969-1970,24,1970/03/01,15:00,KSV Waregem,1,1,RRC Brüssel,4451,47,KSV Waregem,RWD Molenbeek
4010551,1969-1970,25,1970/03/07,19:30,RSC Anderlecht,6,0,Lierse SK,35,30,RSC Anderlecht,Lierse SK
4010552,1969-1970,25,1970/03/08,15:00,RRC Brüssel,0,1,Standard Luik,47,16,RWD Molenbeek,Standard Luik
4010553,1969-1970,25,1970/03/08,15:00,ARA Gent,1,1,Beerschot VAV,7,13,KAA Gent,Beerschot
4010554,1969-1970,25,1970/03/08,15:00,SK Beveren-Waes,2,0,KSV Waregem,2300,4451,KSK Beveren,KSV Waregem
4010568,1969-1970,25,1970/03/26,19:30,R Charleroi SC,2,0,Union SG,22,10,R Charleroi SC,Union Saint-Gilloise
4010569,1969-1970,25,1970/03/27,19:30,RFC Luik,1,1,AS Oostende KM,4,53,RFC Luik,AS Oostende KM
4010570,1969-1970,25,1970/03/28,20:00,Club Brugge,5,0,St-Truidense VV,3,373,Club Brugge,Sint-Truidense VV
4010571,1969-1970,25,1970/03/29,15:00,Beringen FC,0,0,RCC Schaerbeek,522,55,Beringen FC,RCC Schaerbeek
4010556,1969-1970,26,1970/03/14,19:30,RCC Schaerbeek,1,0,RFC Luik,55,4,RCC Schaerbeek,RFC Luik
4010555,1969-1970,26,1970/03/14,20:00,Beerschot VAV,1,0,SK Beveren-Waes,13,2300,Beerschot,KSK Beveren
4010557,1969-1970,26,1970/03/15,15:00,Standard Luik,2,0,Club Brugge,16,3,Standard Luik,Club Brugge
4010558,1969-1970,26,1970/03/15,15:00,Union SG,1,3,RSC Anderlecht,10,35,Union Saint-Gilloise,RSC Anderlecht
4010559,1969-1970,26,1970/03/15,15:00,KSV Waregem,1,1,Beringen FC,4451,522,KSV Waregem,Beringen FC
4010560,1969-1970,26,1970/03/15,15:00,AS Oostende KM,1,3,R Charleroi SC,53,22,AS Oostende KM,R Charleroi SC
4010561,1969-1970,26,1970/03/15,15:00,ARA Gent,1,2,Lierse SK,7,30,KAA Gent,Lierse SK
4010562,1969-1970,26,1970/03/15,15:00,St-Truidense VV,0,3,RRC Brüssel,373,47,Sint-Truidense VV,RWD Molenbeek
4010573,1969-1970,27,1970/04/04,19:30,Lierse SK,2,1,Beerschot VAV,30,13,Lierse SK,Beerschot
4010574,1969-1970,27,1970/04/04,19:30,R Charleroi SC,3,1,KSV Waregem,22,4451,R Charleroi SC,KSV Waregem
4010575,1969-1970,27,1970/04/05,15:00,Standard Luik,2,0,St-Truidense VV,16,373,Standard Luik,Sint-Truidense VV
4010576,1969-1970,27,1970/04/05,15:00,RSC Anderlecht,2,0,RFC Luik,35,4,RSC Anderlecht,RFC Luik
4010577,1969-1970,27,1970/04/05,15:00,Beringen FC,2,0,AS Oostende KM,522,53,Beringen FC,AS Oostende KM
4010578,1969-1970,27,1970/04/05,15:00,SK Beveren-Waes,0,0,RCC Schaerbeek,2300,55,KSK Beveren,RCC Schaerbeek
4010579,1969-1970,27,1970/04/05,15:00,Club Brugge,8,0,ARA Gent,3,7,Club Brugge,KAA Gent
4010580,1969-1970,27,1970/04/05,15:00,RRC Brüssel,2,0,Union SG,47,10,RWD Molenbeek,Union Saint-Gilloise
4010563,1969-1970,28,1970/03/21,20:00,Beerschot VAV,5,0,RRC Brüssel,13,47,Beerschot,RWD Molenbeek
4010566,1969-1970,28,1970/03/22,15:00,ARA Gent,0,0,SK Beveren-Waes,7,2300,KAA Gent,KSK Beveren
4010581,1969-1970,28,1970/04/11,19:30,RCC Schaerbeek,4,1,Lierse SK,55,30,RCC Schaerbeek,Lierse SK
4010582,1969-1970,28,1970/04/12,15:00,Union SG,1,2,Standard Luik,10,16,Union Saint-Gilloise,Standard Luik
4010583,1969-1970,28,1970/04/12,15:00,AS Oostende KM,1,3,RSC Anderlecht,53,35,AS Oostende KM,RSC Anderlecht
4010584,1969-1970,28,1970/04/12,15:00,RFC Luik,3,0,Beringen FC,4,522,RFC Luik,Beringen FC
4010586,1969-1970,28,1970/04/12,15:00,St-Truidense VV,3,1,R Charleroi SC,373,22,Sint-Truidense VV,R Charleroi SC
4010585,1969-1970,28,1970/04/12,17:45,KSV Waregem,3,4,Club Brugge,4451,3,KSV Waregem,Club Brugge
4010587,1969-1970,29,1970/04/18,19:30,R Charleroi SC,1,0,RFC Luik,22,4,R Charleroi SC,RFC Luik
4010588,1969-1970,29,1970/04/19,15:00,Standard Luik,0,3,RCC Schaerbeek,16,55,Standard Luik,RCC Schaerbeek
4010589,1969-1970,29,1970/04/19,15:00,RSC Anderlecht,3,0,Beringen FC,35,522,RSC Anderlecht,Beringen FC
4010590,1969-1970,29,1970/04/19,15:00,Club Brugge,2,0,Beerschot VAV,3,13,Club Brugge,Beerschot
4010591,1969-1970,29,1970/04/19,15:00,SK Beveren-Waes,5,1,AS Oostende KM,2300,53,KSK Beveren,AS Oostende KM
4010592,1969-1970,29,1970/04/19,15:00,RRC Brüssel,1,2,ARA Gent,47,7,RWD Molenbeek,KAA Gent
4010593,1969-1970,29,1970/04/19,15:00,Lierse SK,1,0,KSV Waregem,30,4451,Lierse SK,KSV Waregem
4010594,1969-1970,29,1970/04/19,15:00,St-Truidense VV,1,1,Union SG,373,10,Sint-Truidense VV,Union Saint-Gilloise
4010595,1969-1970,30,1970/04/25,20:00,ARA Gent,3,1,RSC Anderlecht,7,35,KAA Gent,RSC Anderlecht
4010596,1969-1970,30,1970/04/25,20:00,Beerschot VAV,2,0,St-Truidense VV,13,373,Beerschot,Sint-Truidense VV
4010597,1969-1970,30,1970/04/26,15:00,KSV Waregem,0,2,Standard Luik,4451,16,KSV Waregem,Standard Luik
4010598,1969-1970,30,1970/04/26,15:00,Beringen FC,1,2,SK Beveren-Waes,522,2300,Beringen FC,KSK Beveren
4010599,1969-1970,30,1970/04/26,15:00,Union SG,2,2,Club Brugge,10,3,Union Saint-Gilloise,Club Brugge
4010600,1969-1970,30,1970/04/26,15:00,RCC Schaerbeek,2,1,R Charleroi SC,55,22,RCC Schaerbeek,R Charleroi SC
4010601,1969-1970,30,1970/04/26,15:00,RFC Luik,1,1,RRC Brüssel,4,47,RFC Luik,RWD Molenbeek
4010602,1969-1970,30,1970/04/26,15:00,AS Oostende KM,0,3,Lierse SK,53,30,AS Oostende KM,Lierse SK
4010603,1970-1971,1,1970/09/05,20:00,RSC Anderlecht,3,0,R Charleroi SC,35,22,RSC Anderlecht,R Charleroi SC
4010604,1970-1971,1,1970/09/05,20:00,Antwerp FC,2,0,RRC Brüssel,1,47,Royal Antwerp FC,RWD Molenbeek
4010605,1970-1971,1,1970/09/05,20:30,Lierse SK,0,1,Beerschot VAV,30,13,Lierse SK,Beerschot
4010606,1970-1971,1,1970/09/06,15:00,Standard Luik,3,0,ARA Gent,16,7,Standard Luik,KAA Gent
4010607,1970-1971,1,1970/09/06,15:00,SK Beveren-Waes,0,0,KFC Diest,2300,41,KSK Beveren,KFC Diest
4010608,1970-1971,1,1970/09/06,15:00,Club Brugge,3,0,RFC Luik,3,4,Club Brugge,RFC Luik
4010609,1970-1971,1,1970/09/06,15:00,RCC Schaerbeek,0,0,KSV Waregem,55,4451,RCC Schaerbeek,KSV Waregem
4010610,1970-1971,1,1970/09/06,15:00,St-Truidense VV,2,1,Union SG,373,10,Sint-Truidense VV,Union Saint-Gilloise
4010611,1970-1971,2,1970/09/11,20:00,Union SG,4,0,RCC Schaerbeek,10,55,Union Saint-Gilloise,RCC Schaerbeek
4010612,1970-1971,2,1970/09/12,20:00,ARA Gent,4,0,Antwerp FC,7,1,KAA Gent,Royal Antwerp FC
4010613,1970-1971,2,1970/09/12,20:00,Beerschot VAV,0,0,SK Beveren-Waes,13,2300,Beerschot,KSK Beveren
4010614,1970-1971,2,1970/09/12,20:00,RRC Brüssel,1,1,Club Brugge,47,3,RWD Molenbeek,Club Brugge
4010615,1970-1971,2,1970/09/12,20:00,KSV Waregem,1,1,St-Truidense VV,4451,373,KSV Waregem,Sint-Truidense VV
4010616,1970-1971,2,1970/09/13,15:00,R Charleroi SC,1,1,Standard Luik,22,16,R Charleroi SC,Standard Luik
4010617,1970-1971,2,1970/09/13,15:00,KFC Diest,0,1,RSC Anderlecht,41,35,KFC Diest,RSC Anderlecht
4010618,1970-1971,2,1970/09/13,15:00,RFC Luik,2,0,Lierse SK,4,30,RFC Luik,Lierse SK
4010619,1970-1971,3,1970/09/19,20:00,Antwerp FC,1,0,RFC Luik,1,4,Royal Antwerp FC,RFC Luik
4010620,1970-1971,3,1970/09/19,20:00,St-Truidense VV,2,1,RRC Brüssel,373,47,Sint-Truidense VV,RWD Molenbeek
4010621,1970-1971,3,1970/09/20,15:00,Standard Luik,6,0,Union SG,16,10,Standard Luik,Union Saint-Gilloise
4010623,1970-1971,3,1970/09/20,15:00,SK Beveren-Waes,1,0,R Charleroi SC,2300,22,KSK Beveren,R Charleroi SC
4010624,1970-1971,3,1970/09/20,15:00,Club Brugge,1,1,KFC Diest,3,41,Club Brugge,KFC Diest
4010625,1970-1971,3,1970/09/20,15:00,RCC Schaerbeek,2,1,ARA Gent,55,7,RCC Schaerbeek,KAA Gent
4010626,1970-1971,3,1970/09/20,15:00,Lierse SK,2,0,KSV Waregem,30,4451,Lierse SK,KSV Waregem
4010622,1970-1971,3,1970/09/20,20:00,RSC Anderlecht,4,0,Beerschot VAV,35,13,RSC Anderlecht,Beerschot
4010627,1970-1971,4,1970/09/26,20:00,RRC Brüssel,1,2,RSC Anderlecht,47,35,RWD Molenbeek,RSC Anderlecht
4010628,1970-1971,4,1970/09/26,20:00,Beerschot VAV,0,0,RCC Schaerbeek,13,55,Beerschot,RCC Schaerbeek
4010629,1970-1971,4,1970/09/27,15:00,KSV Waregem,1,1,Standard Luik,4451,16,KSV Waregem,Standard Luik
4010630,1970-1971,4,1970/09/27,15:00,KFC Diest,0,0,Antwerp FC,41,1,KFC Diest,Royal Antwerp FC
4010631,1970-1971,4,1970/09/27,15:00,RFC Luik,3,0,SK Beveren-Waes,4,2300,RFC Luik,KSK Beveren
4010632,1970-1971,4,1970/09/27,15:00,R Charleroi SC,0,2,Club Brugge,22,3,R Charleroi SC,Club Brugge
4010633,1970-1971,4,1970/09/27,15:00,ARA Gent,2,2,St-Truidense VV,7,373,KAA Gent,Sint-Truidense VV
4010634,1970-1971,4,1970/09/27,15:00,Union SG,0,3,Lierse SK,10,30,Union Saint-Gilloise,Lierse SK
4010635,1970-1971,5,1970/10/03,20:00,RSC Anderlecht,5,1,RFC Luik,35,4,RSC Anderlecht,RFC Luik
4010636,1970-1971,5,1970/10/03,20:00,Antwerp FC,1,2,R Charleroi SC,1,22,Royal Antwerp FC,R Charleroi SC
4010637,1970-1971,5,1970/10/04,15:00,Standard Luik,3,1,Beerschot VAV,16,13,Standard Luik,Beerschot
4010638,1970-1971,5,1970/10/04,15:00,SK Beveren-Waes,1,3,RRC Brüssel,2300,47,KSK Beveren,RWD Molenbeek
4010639,1970-1971,5,1970/10/04,15:00,RCC Schaerbeek,1,4,Club Brugge,55,3,RCC Schaerbeek,Club Brugge
4010640,1970-1971,5,1970/10/04,15:00,St-Truidense VV,1,1,KFC Diest,373,41,Sint-Truidense VV,KFC Diest
4010641,1970-1971,5,1970/10/04,15:00,Lierse SK,2,0,ARA Gent,30,7,Lierse SK,KAA Gent
4010642,1970-1971,5,1970/10/04,15:00,KSV Waregem,2,0,Union SG,4451,10,KSV Waregem,Union Saint-Gilloise
4010643,1970-1971,6,1970/10/10,20:00,Beerschot VAV,3,1,St-Truidense VV,13,373,Beerschot,Sint-Truidense VV
4010644,1970-1971,6,1970/10/10,20:00,RRC Brüssel,3,1,ARA Gent,47,7,RWD Molenbeek,KAA Gent
4010645,1970-1971,6,1970/10/11,15:00,RFC Luik,0,3,Standard Luik,4,16,RFC Luik,Standard Luik
4010646,1970-1971,6,1970/10/11,15:00,Club Brugge,4,0,RSC Anderlecht,3,35,Club Brugge,RSC Anderlecht
4010647,1970-1971,6,1970/10/11,15:00,Union SG,0,0,Antwerp FC,10,1,Union Saint-Gilloise,Royal Antwerp FC
4010648,1970-1971,6,1970/10/11,15:00,SK Beveren-Waes,0,2,KSV Waregem,2300,4451,KSK Beveren,KSV Waregem
4010649,1970-1971,6,1970/10/11,15:00,R Charleroi SC,2,3,RCC Schaerbeek,22,55,R Charleroi SC,RCC Schaerbeek
4010650,1970-1971,6,1970/10/11,15:00,KFC Diest,2,1,Lierse SK,41,30,KFC Diest,Lierse SK
4010652,1970-1971,7,1970/10/17,19:30,RCC Schaerbeek,3,1,Antwerp FC,55,1,RCC Schaerbeek,Royal Antwerp FC
4010651,1970-1971,7,1970/10/17,20:00,St-Truidense VV,1,1,RSC Anderlecht,373,35,Sint-Truidense VV,RSC Anderlecht
4010653,1970-1971,7,1970/10/17,20:00,Beerschot VAV,3,0,RRC Brüssel,13,47,Beerschot,RWD Molenbeek
4010654,1970-1971,7,1970/10/17,20:00,Lierse SK,4,1,Club Brugge,30,3,Lierse SK,Club Brugge
4010655,1970-1971,7,1970/10/17,20:00,KSV Waregem,4,0,RFC Luik,4451,4,KSV Waregem,RFC Luik
4010656,1970-1971,7,1970/10/18,15:00,Standard Luik,1,1,SK Beveren-Waes,16,2300,Standard Luik,KSK Beveren
4010657,1970-1971,7,1970/10/18,15:00,ARA Gent,1,1,R Charleroi SC,7,22,KAA Gent,R Charleroi SC
4010658,1970-1971,7,1970/10/18,15:00,Union SG,4,2,KFC Diest,10,41,Union Saint-Gilloise,KFC Diest
4010659,1970-1971,8,1970/10/24,20:00,RRC Brüssel,1,1,KSV Waregem,47,4451,RWD Molenbeek,KSV Waregem
4010660,1970-1971,8,1970/10/25,15:00,Antwerp FC,5,0,Standard Luik,1,16,Royal Antwerp FC,Standard Luik
4010661,1970-1971,8,1970/10/25,15:00,RSC Anderlecht,2,1,RCC Schaerbeek,35,55,RSC Anderlecht,RCC Schaerbeek
4010662,1970-1971,8,1970/10/25,15:00,R Charleroi SC,3,3,Beerschot VAV,22,13,R Charleroi SC,Beerschot
4010663,1970-1971,8,1970/10/25,15:00,SK Beveren-Waes,2,0,Lierse SK,2300,30,KSK Beveren,Lierse SK
4010664,1970-1971,8,1970/10/25,15:00,Club Brugge,4,1,St-Truidense VV,3,373,Club Brugge,Sint-Truidense VV
4010665,1970-1971,8,1970/10/25,15:00,KFC Diest,0,2,ARA Gent,41,7,KFC Diest,KAA Gent
4010666,1970-1971,8,1970/10/25,15:00,RFC Luik,0,0,Union SG,4,10,RFC Luik,Union Saint-Gilloise
4010671,1970-1971,9,1970/10/31,19:30,RCC Schaerbeek,0,1,RRC Brüssel,55,47,RCC Schaerbeek,RWD Molenbeek
4010667,1970-1971,9,1970/10/31,20:00,Standard Luik,4,0,KFC Diest,16,41,Standard Luik,KFC Diest
4010669,1970-1971,9,1970/10/31,20:00,Beerschot VAV,0,1,RFC Luik,13,4,Beerschot,RFC Luik
4010670,1970-1971,9,1970/10/31,20:00,St-Truidense VV,1,0,SK Beveren-Waes,373,2300,Sint-Truidense VV,KSK Beveren
4010668,1970-1971,9,1970/10/31,20:30,Lierse SK,1,2,Antwerp FC,30,1,Lierse SK,Royal Antwerp FC
4010672,1970-1971,9,1970/11/01,15:00,ARA Gent,0,3,RSC Anderlecht,7,35,KAA Gent,RSC Anderlecht
4010673,1970-1971,9,1970/11/01,15:00,KSV Waregem,1,1,Club Brugge,4451,3,KSV Waregem,Club Brugge
4010674,1970-1971,9,1970/11/01,15:00,Union SG,3,1,R Charleroi SC,10,22,Union Saint-Gilloise,R Charleroi SC
4010675,1970-1971,10,1970/11/07,19:30,R Charleroi SC,1,0,KSV Waregem,22,4451,R Charleroi SC,KSV Waregem
4010676,1970-1971,10,1970/11/08,15:00,RRC Brüssel,1,1,Standard Luik,47,16,RWD Molenbeek,Standard Luik
4010678,1970-1971,10,1970/11/08,15:00,Antwerp FC,3,2,St-Truidense VV,1,373,Royal Antwerp FC,Sint-Truidense VV
4010679,1970-1971,10,1970/11/08,15:00,KFC Diest,1,1,Beerschot VAV,41,13,KFC Diest,Beerschot
4010680,1970-1971,10,1970/11/08,15:00,SK Beveren-Waes,0,0,Union SG,2300,10,KSK Beveren,Union Saint-Gilloise
4010681,1970-1971,10,1970/11/08,15:00,Club Brugge,2,0,ARA Gent,3,7,Club Brugge,KAA Gent
4010682,1970-1971,10,1970/11/08,15:00,RFC Luik,0,1,RCC Schaerbeek,4,55,RFC Luik,RCC Schaerbeek
4010677,1970-1971,10,1970/11/08,19:00,RSC Anderlecht,3,1,Lierse SK,35,30,RSC Anderlecht,Lierse SK
4010684,1970-1971,11,1970/11/21,19:30,R Charleroi SC,1,4,RRC Brüssel,22,47,R Charleroi SC,RWD Molenbeek
4010685,1970-1971,11,1970/11/21,19:30,RCC Schaerbeek,0,1,Lierse SK,55,30,RCC Schaerbeek,Lierse SK
4010683,1970-1971,11,1970/11/21,20:00,Beerschot VAV,1,0,Antwerp FC,13,1,Beerschot,Royal Antwerp FC
4010686,1970-1971,11,1970/11/21,20:00,KSV Waregem,1,1,KFC Diest,4451,41,KSV Waregem,KFC Diest
4010687,1970-1971,11,1970/11/22,15:00,Standard Luik,4,0,Club Brugge,16,3,Standard Luik,Club Brugge
4010688,1970-1971,11,1970/11/22,15:00,Union SG,1,2,RSC Anderlecht,10,35,Union Saint-Gilloise,RSC Anderlecht
4010689,1970-1971,11,1970/11/22,15:00,ARA Gent,0,2,SK Beveren-Waes,7,2300,KAA Gent,KSK Beveren
4010690,1970-1971,11,1970/11/22,15:00,St-Truidense VV,0,0,RFC Luik,373,4,Sint-Truidense VV,RFC Luik
