Seizoen,Speeldag,Stand,Stamnummer,Roepnaam,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,Doelpuntensaldo,Links_Tweepuntensysteem,Rechts_Tweepuntensysteem,Driepuntensysteem
1963,7,3,16,Standard Luik,7,5,1,1,14,6,8,551,111,5551
1963,7,4,13,Beerschot,7,4,2,1,18,9,9,442,112,4442
1963,7,5,4,RFC Luik,7,4,2,1,9,5,4,442,112,4442
1963,7,6,2,Daring Club Brussel,7,2,3,2,9,9,0,223,223,2223
1963,7,7,148,KFC Turnhout,7,2,3,2,6,6,0,223,223,2223
1963,7,8,41,KFC Diest,7,3,1,3,12,13,-1,331,331,3331
1963,7,9,1,Royal Antwerp FC,7,2,3,2,6,8,-2,223,223,2223
1963,7,10,12,Cercle Brugge,7,2,2,3,7,10,-3,222,332,2222
1963,7,11,30,Lierse SK,7,1,3,3,9,11,-2,113,333,1113
1963,7,12,28,Berchem Sport,7,2,1,4,6,11,-5,221,441,2221
1963,7,13,7,KAA Gent,7,2,0,5,6,16,-10,220,550,2220
1963,7,14,373,Sint-Truidense VV,7,0,3,4,7,14,-7,003,443,0003
1963,7,15,3,Club Brugge,7,1,1,5,4,16,-12,111,551,1111
1963,7,16,25,KV Mechelen,7,0,2,5,5,14,-9,002,552,0002
1963,8,1,35,RSC Anderlecht,8,7,1,0,24,2,22,771,001,7771
1963,8,2,522,Beringen FC,8,5,3,0,16,6,10,553,003,5553
1963,8,3,16,Standard Luik,8,5,2,1,14,6,8,552,112,5552
1963,8,4,13,Beerschot,8,4,3,1,18,9,9,443,113,4443
1963,8,5,4,RFC Luik,8,4,3,1,9,5,4,443,113,4443
1963,8,6,1,Royal Antwerp FC,8,3,3,2,8,8,0,333,223,3333
1963,8,7,2,Daring Club Brussel,8,2,4,2,10,10,0,224,224,2224
1963,8,8,148,KFC Turnhout,8,2,4,2,7,7,0,224,224,2224
1963,8,9,41,KFC Diest,8,3,2,3,12,13,-1,332,332,3332
1963,8,10,12,Cercle Brugge,8,2,3,3,7,10,-3,223,333,2223
1963,8,11,30,Lierse SK,8,1,4,3,9,11,-2,114,334,1114
1963,8,12,28,Berchem Sport,8,2,2,4,6,11,-5,222,442,2222
1963,8,13,373,Sint-Truidense VV,8,0,4,4,8,15,-7,004,444,0004
1963,8,14,7,KAA Gent,8,2,0,6,6,18,-12,220,660,2220
1963,8,15,3,Club Brugge,8,1,2,5,5,17,-12,112,552,1112
1963,8,16,25,KV Mechelen,8,0,2,6,6,17,-11,002,662,0002
1963,9,1,35,RSC Anderlecht,9,7,1,1,25,5,20,771,111,7771
1963,9,2,522,Beringen FC,9,6,3,0,18,6,12,663,003,6663
1963,9,3,13,Beerschot,9,5,3,1,20,9,11,553,113,5553
1963,9,4,4,RFC Luik,9,5,3,1,12,6,6,553,113,5553
1963,9,5,16,Standard Luik,9,5,2,2,14,8,6,552,222,5552
1963,9,6,148,KFC Turnhout,9,3,4,2,8,7,1,334,224,3334
1963,9,7,1,Royal Antwerp FC,9,3,4,2,9,9,0,334,224,3334
1963,9,8,41,KFC Diest,9,3,2,4,12,14,-2,332,442,3332
1963,9,9,2,Daring Club Brussel,9,2,4,3,10,12,-2,224,334,2224
1963,9,10,28,Berchem Sport,9,3,2,4,8,12,-4,332,442,3332
1963,9,11,12,Cercle Brugge,9,2,3,4,8,12,-4,223,443,2223
1963,9,12,30,Lierse SK,9,1,4,4,9,13,-4,114,444,1114
1963,9,13,7,KAA Gent,9,3,0,6,8,19,-11,330,660,3330
1963,9,14,373,Sint-Truidense VV,9,0,5,4,9,16,-7,005,445,0005
1963,9,15,25,KV Mechelen,9,1,2,6,8,17,-9,112,662,1112
1963,9,16,3,Club Brugge,9,1,2,6,6,19,-13,112,662,1112
1963,10,1,35,RSC Anderlecht,10,8,1,1,31,5,26,881,111,8881
1963,10,2,13,Beerschot,10,6,3,1,24,9,15,663,113,6663
1963,10,3,522,Beringen FC,10,6,3,1,18,12,6,663,113,6663
1963,10,4,16,Standard Luik,10,6,2,2,18,8,10,662,222,6662
1963,10,5,4,RFC Luik,10,5,3,2,13,9,4,553,223,5553
1963,10,6,1,Royal Antwerp FC,10,4,4,2,12,10,2,444,224,4444
1963,10,7,41,KFC Diest,10,4,2,4,15,15,0,442,442,4442
1963,10,8,148,KFC Turnhout,10,3,4,3,8,11,-3,334,334,3334
1963,10,9,28,Berchem Sport,10,3,3,4,9,13,-4,333,443,3333
1963,10,10,30,Lierse SK,10,2,4,4,12,14,-2,224,444,2224
1963,10,11,2,Daring Club Brussel,10,2,4,4,11,15,-4,224,444,2224
1963,10,12,373,Sint-Truidense VV,10,1,5,4,12,17,-5,115,445,1115
1963,10,13,12,Cercle Brugge,10,2,3,5,8,16,-8,223,553,2223
1963,10,14,7,KAA Gent,10,3,1,6,9,20,-11,331,661,3331
1963,10,15,25,KV Mechelen,10,1,2,7,9,20,-11,112,772,1112
1963,10,16,3,Club Brugge,10,1,2,7,7,22,-15,112,772,1112
1963,11,1,35,RSC Anderlecht,11,9,1,1,34,6,28,991,111,9991
1963,11,2,522,Beringen FC,11,7,3,1,19,12,7,773,113,7773
1963,11,3,13,Beerschot,11,6,4,1,25,10,15,664,114,6664
1963,11,4,16,Standard Luik,11,6,3,2,19,9,10,663,223,6663
1963,11,5,4,RFC Luik,11,6,3,2,17,10,7,663,223,6663
1963,11,6,1,Royal Antwerp FC,11,4,5,2,13,11,2,445,225,4445
1963,11,7,41,KFC Diest,11,5,2,4,18,15,3,552,442,5552
1963,11,8,28,Berchem Sport,11,3,4,4,9,13,-4,334,444,3334
1963,11,9,148,KFC Turnhout,11,3,4,4,9,14,-5,334,444,3334
1963,11,10,30,Lierse SK,11,2,5,4,12,14,-2,225,445,2225
1963,11,11,2,Daring Club Brussel,11,2,5,4,12,16,-4,225,445,2225
1963,11,12,7,KAA Gent,11,4,1,6,12,21,-9,441,661,4441
1963,11,13,373,Sint-Truidense VV,11,1,5,5,13,21,-8,115,555,1115
1963,11,14,12,Cercle Brugge,11,2,3,6,8,19,-11,223,663,2223
1963,11,15,25,KV Mechelen,11,1,2,8,10,23,-13,112,882,1112
1963,11,16,3,Club Brugge,11,1,2,8,7,23,-16,112,882,1112
1963,12,1,35,RSC Anderlecht,12,9,2,1,37,9,28,992,112,9992
1963,12,2,13,Beerschot,12,7,4,1,27,10,17,774,114,7774
1963,12,3,522,Beringen FC,12,7,4,1,20,13,7,774,114,7774
1963,12,4,16,Standard Luik,12,7,3,2,21,10,11,773,223,7773
1963,12,5,4,RFC Luik,12,6,3,3,18,14,4,663,333,6663
1963,12,6,1,Royal Antwerp FC,12,4,6,2,16,14,2,446,226,4446
1963,12,7,41,KFC Diest,12,5,3,4,19,16,3,553,443,5553
1963,12,8,30,Lierse SK,12,3,5,4,16,14,2,335,445,3335
1963,12,9,7,KAA Gent,12,5,1,6,16,22,-6,551,661,5551
1963,12,10,2,Daring Club Brussel,12,2,6,4,13,17,-4,226,446,2226
1963,12,11,28,Berchem Sport,12,3,4,5,10,15,-5,334,554,3334
1963,12,12,148,KFC Turnhout,12,3,4,5,9,18,-9,334,554,3334
1963,12,13,373,Sint-Truidense VV,12,1,6,5,14,22,-8,116,556,1116
1963,12,14,12,Cercle Brugge,12,2,3,7,8,21,-13,223,773,2223
1963,12,15,3,Club Brugge,12,2,2,8,9,23,-14,222,882,2222
1963,12,16,25,KV Mechelen,12,1,2,9,10,25,-15,112,992,1112
1963,13,1,35,RSC Anderlecht,13,9,3,1,39,11,28,993,113,9993
1963,13,2,13,Beerschot,13,8,4,1,30,12,18,884,114,8884
1963,13,3,522,Beringen FC,13,7,5,1,20,13,7,775,115,7775
1963,13,4,16,Standard Luik,13,7,4,2,23,12,11,774,224,7774
1963,13,5,41,KFC Diest,13,6,3,4,21,16,5,663,443,6663
1963,13,6,4,RFC Luik,13,6,3,4,18,16,2,663,443,6663
1963,13,7,1,Royal Antwerp FC,13,4,6,3,16,15,1,446,336,4446
1963,13,8,30,Lierse SK,13,3,6,4,17,15,2,336,446,3336
1963,13,9,28,Berchem Sport,13,4,4,5,11,15,-4,444,554,4444
1963,13,10,7,KAA Gent,13,5,2,6,17,23,-6,552,662,5552
1963,13,11,2,Daring Club Brussel,13,2,7,4,15,19,-4,227,447,2227
1963,13,12,148,KFC Turnhout,13,3,5,5,9,18,-9,335,555,3335
1963,13,13,12,Cercle Brugge,13,3,3,7,10,21,-11,333,773,3333
1963,13,14,373,Sint-Truidense VV,13,1,6,6,16,25,-9,116,666,1116
1963,13,15,3,Club Brugge,13,2,3,8,11,25,-14,223,883,2223
1963,13,16,25,KV Mechelen,13,1,2,10,10,27,-17,112,10102,1112
1963,14,1,35,RSC Anderlecht,14,10,3,1,43,12,31,10103,113,1010103
1963,14,2,13,Beerschot,14,8,4,2,30,15,15,884,224,8884
1963,14,3,16,Standard Luik,14,8,4,2,26,12,14,884,224,8884
1963,14,4,522,Beringen FC,14,7,5,2,20,15,5,775,225,7775
1963,14,5,41,KFC Diest,14,7,3,4,22,16,6,773,443,7773
1963,14,6,4,RFC Luik,14,7,3,4,21,16,5,773,443,7773
1963,14,7,1,Royal Antwerp FC,14,5,6,3,20,15,5,556,336,5556
1963,14,8,7,KAA Gent,14,6,2,6,19,23,-4,662,662,6662
1963,14,9,148,KFC Turnhout,14,4,5,5,13,18,-5,445,555,4445
1963,14,10,30,Lierse SK,14,3,6,5,18,17,1,336,556,3336
1963,14,11,28,Berchem Sport,14,4,4,6,11,19,-8,444,664,4444
1963,14,12,2,Daring Club Brussel,14,2,7,5,15,23,-8,227,557,2227
1963,14,13,3,Club Brugge,14,3,3,8,13,26,-13,333,883,3333
1963,14,14,12,Cercle Brugge,14,3,3,8,11,25,-14,333,883,3333
1963,14,15,373,Sint-Truidense VV,14,1,6,7,16,26,-10,116,776,1116
1963,14,16,25,KV Mechelen,14,1,2,11,10,30,-20,112,11112,1112
1963,15,1,35,RSC Anderlecht,15,11,3,1,45,12,33,11113,113,1111113
1963,15,2,16,Standard Luik,15,8,5,2,28,14,14,885,225,8885
1963,15,3,522,Beringen FC,15,8,5,2,22,15,7,885,225,8885
1963,15,4,13,Beerschot,15,8,4,3,30,17,13,884,334,8884
1963,15,5,4,RFC Luik,15,8,3,4,24,16,8,883,443,8883
1963,15,6,41,KFC Diest,15,8,3,4,24,17,7,883,443,8883
1963,15,7,1,Royal Antwerp FC,15,5,6,4,20,16,4,556,446,5556
1963,15,8,7,KAA Gent,15,6,2,7,22,27,-5,662,772,6662
1963,15,9,148,KFC Turnhout,15,4,6,5,13,18,-5,446,556,4446
1963,15,10,30,Lierse SK,15,3,6,6,18,19,-1,336,666,3336
1963,15,11,28,Berchem Sport,15,4,4,7,12,21,-9,444,774,4444
1963,15,12,2,Daring Club Brussel,15,2,7,6,15,26,-11,227,667,2227
1963,15,13,12,Cercle Brugge,15,4,3,8,12,25,-13,443,883,4443
1963,15,14,373,Sint-Truidense VV,15,2,6,7,20,29,-9,226,776,2226
1963,15,15,3,Club Brugge,15,3,4,8,15,28,-13,334,884,3334
1963,15,16,25,KV Mechelen,15,1,3,11,10,30,-20,113,11113,1113
1963,16,1,35,RSC Anderlecht,16,12,3,1,48,14,34,12123,113,1212123
1963,16,2,522,Beringen FC,16,9,5,2,24,16,8,995,225,9995
1963,16,3,13,Beerschot,16,9,4,3,34,18,16,994,334,9994
1963,16,4,41,KFC Diest,16,9,3,4,28,17,11,993,443,9993
1963,16,5,16,Standard Luik,16,8,5,3,28,18,10,885,335,8885
1963,16,6,4,RFC Luik,16,8,3,5,25,18,7,883,553,8883
1963,16,7,1,Royal Antwerp FC,16,6,6,4,23,18,5,666,446,6666
1963,16,8,148,KFC Turnhout,16,4,6,6,13,19,-6,446,666,4446
1963,16,9,7,KAA Gent,16,6,2,8,22,30,-8,662,882,6662
1963,16,10,2,Daring Club Brussel,16,3,7,6,18,26,-8,337,667,3337
1963,16,11,12,Cercle Brugge,16,5,3,8,13,25,-12,553,883,5553
1963,16,12,30,Lierse SK,16,3,6,7,19,23,-4,336,776,3336
1963,16,13,3,Club Brugge,16,4,4,8,19,28,-9,444,884,4444
1963,16,14,28,Berchem Sport,16,4,4,8,14,24,-10,444,884,4444
1963,16,15,373,Sint-Truidense VV,16,2,6,8,20,33,-13,226,886,2226
1963,16,16,25,KV Mechelen,16,1,3,12,12,33,-21,113,12123,1113
1963,17,1,35,RSC Anderlecht,17,13,3,1,51,14,37,13133,113,1313133
1963,17,2,522,Beringen FC,17,10,5,2,25,16,9,10105,225,1010105
1963,17,3,13,Beerschot,17,10,4,3,36,18,18,10104,334,1010104
1963,17,4,16,Standard Luik,17,9,5,3,33,19,14,995,335,9995
1963,17,5,41,KFC Diest,17,9,3,5,28,20,8,993,553,9993
1963,17,6,1,Royal Antwerp FC,17,7,6,4,24,18,6,776,446,7776
1963,17,7,4,RFC Luik,17,8,3,6,25,19,6,883,663,8883
1963,17,8,7,KAA Gent,17,7,2,8,24,31,-7,772,882,7772
1963,17,9,148,KFC Turnhout,17,4,6,7,14,21,-7,446,776,4446
1963,17,10,12,Cercle Brugge,17,5,4,8,13,25,-12,554,884,5554
1963,17,11,2,Daring Club Brussel,17,3,7,7,18,27,-9,337,777,3337
1963,17,12,30,Lierse SK,17,3,6,8,20,28,-8,336,886,3336
1963,17,13,373,Sint-Truidense VV,17,3,6,8,23,33,-10,336,886,3336
1963,17,14,3,Club Brugge,17,4,4,9,19,30,-11,444,994,4444
1963,17,15,28,Berchem Sport,17,4,4,9,14,27,-13,444,994,4444
1963,17,16,25,KV Mechelen,17,1,4,12,12,33,-21,114,12124,1114
1963,18,1,35,RSC Anderlecht,18,13,4,1,52,15,37,13134,114,1313134
1963,18,2,522,Beringen FC,18,11,5,2,28,17,11,11115,225,1111115
1963,18,3,16,Standard Luik,18,10,5,3,39,19,20,10105,335,1010105
1963,18,4,13,Beerschot,18,10,5,3,37,19,18,10105,335,1010105
1963,18,5,1,Royal Antwerp FC,18,8,6,4,25,18,7,886,446,8886
1963,18,6,41,KFC Diest,18,9,3,6,28,21,7,993,663,9993
1963,18,7,4,RFC Luik,18,8,4,6,25,19,6,884,664,8884
1963,18,8,7,KAA Gent,18,8,2,8,26,32,-6,882,882,8882
1963,18,9,2,Daring Club Brussel,18,4,7,7,20,27,-7,447,777,4447
1963,18,10,148,KFC Turnhout,18,4,7,7,14,21,-7,447,777,4447
1963,18,11,30,Lierse SK,18,4,6,8,25,29,-4,446,886,4446
1963,18,12,12,Cercle Brugge,18,5,4,9,13,27,-14,554,994,5554
1963,18,13,3,Club Brugge,18,4,4,10,20,32,-12,444,10104,4444
1963,18,14,373,Sint-Truidense VV,18,3,6,9,24,38,-14,336,996,3336
1963,18,15,28,Berchem Sport,18,4,4,10,15,30,-15,444,10104,4444
1963,18,16,25,KV Mechelen,18,1,4,13,12,39,-27,114,13134,1114
1963,19,1,35,RSC Anderlecht,19,14,4,1,55,15,40,14144,114,1414144
1963,19,2,522,Beringen FC,19,12,5,2,29,17,12,12125,225,1212125
1963,19,3,16,Standard Luik,19,10,5,4,39,21,18,10105,445,1010105
1963,19,4,13,Beerschot,19,10,5,4,37,20,17,10105,445,1010105
1963,19,5,1,Royal Antwerp FC,19,9,6,4,28,19,9,996,446,9996
1963,19,6,4,RFC Luik,19,9,4,6,26,19,7,994,664,9994
1963,19,7,41,KFC Diest,19,9,3,7,29,25,4,993,773,9993
1963,19,8,7,KAA Gent,19,9,2,8,30,33,-3,992,882,9992
1963,19,9,12,Cercle Brugge,19,6,4,9,15,28,-13,664,994,6664
1963,19,10,148,KFC Turnhout,19,4,7,8,15,24,-9,447,887,4447
1963,19,11,2,Daring Club Brussel,19,4,7,8,20,31,-11,447,887,4447
1963,19,12,30,Lierse SK,19,4,6,9,25,30,-5,446,996,4446
1963,19,13,373,Sint-Truidense VV,19,4,6,9,26,38,-12,446,996,4446
1963,19,14,3,Club Brugge,19,4,4,11,20,35,-15,444,11114,4444
1963,19,15,28,Berchem Sport,19,4,4,11,16,32,-16,444,11114,4444
1963,19,16,25,KV Mechelen,19,2,4,13,16,39,-23,224,13134,2224
1963,20,1,35,RSC Anderlecht,20,14,5,1,56,16,40,14145,115,1414145
1963,20,2,522,Beringen FC,20,12,6,2,29,17,12,12126,226,1212126
1963,20,3,16,Standard Luik,20,11,5,4,45,22,23,11115,445,1111115
1963,20,4,13,Beerschot,20,10,6,4,37,20,17,10106,446,1010106
1963,20,5,1,Royal Antwerp FC,20,9,6,5,29,25,4,996,556,9996
1963,20,6,4,RFC Luik,20,9,4,7,26,21,5,994,774,9994
1963,20,7,41,KFC Diest,20,9,4,7,29,25,4,994,774,9994
1963,20,8,7,KAA Gent,20,9,3,8,31,34,-3,993,883,9993
1963,20,9,2,Daring Club Brussel,20,5,7,8,23,31,-8,557,887,5557
1963,20,10,12,Cercle Brugge,20,6,5,9,16,29,-13,665,995,6665
1963,20,11,30,Lierse SK,20,5,6,9,27,30,-3,556,996,5556
1963,20,12,373,Sint-Truidense VV,20,5,6,9,29,38,-9,556,996,5556
1963,20,13,148,KFC Turnhout,20,4,7,9,15,27,-12,447,997,4447
1963,20,14,3,Club Brugge,20,4,5,11,21,36,-15,445,11115,4445
1963,20,15,28,Berchem Sport,20,4,4,12,16,35,-19,444,12124,4444
1963,20,16,25,KV Mechelen,20,2,5,13,16,39,-23,225,13135,2225
1963,21,1,35,RSC Anderlecht,21,15,5,1,58,16,42,15155,115,1515155
1963,21,2,522,Beringen FC,21,12,6,3,30,19,11,12126,336,1212126
1963,21,3,13,Beerschot,21,11,6,4,41,21,20,11116,446,1111116
1963,21,4,16,Standard Luik,21,11,5,5,45,23,22,11115,555,1111115
1963,21,5,1,Royal Antwerp FC,21,9,7,5,30,26,4,997,557,9997
1963,21,6,4,RFC Luik,21,10,4,7,27,21,6,10104,774,1010104
1963,21,7,41,KFC Diest,21,10,4,7,31,26,5,10104,774,1010104
1963,21,8,7,KAA Gent,21,9,4,8,32,35,-3,994,884,9994
1963,21,9,373,Sint-Truidense VV,21,6,6,9,31,39,-8,666,996,6666
1963,21,10,12,Cercle Brugge,21,6,6,9,16,29,-13,666,996,6666
1963,21,11,30,Lierse SK,21,5,7,9,27,30,-3,557,997,5557
1963,21,12,2,Daring Club Brussel,21,5,7,9,24,33,-9,557,997,5557
1963,21,13,148,KFC Turnhout,21,5,7,9,18,27,-9,557,997,5557
1963,21,14,3,Club Brugge,21,4,5,12,21,39,-18,445,12125,4445
1963,21,15,28,Berchem Sport,21,4,4,13,17,39,-22,444,13134,4444
1963,21,16,25,KV Mechelen,21,2,5,14,16,41,-25,225,14145,2225
1963,22,1,35,RSC Anderlecht,22,16,5,1,66,17,49,16165,115,1616165
1963,22,2,522,Beringen FC,22,12,7,3,31,20,11,12127,337,1212127
1963,22,3,16,Standard Luik,22,12,5,5,46,23,23,12125,555,1212125
1963,22,4,13,Beerschot,22,11,7,4,41,21,20,11117,447,1111117
1963,22,5,41,KFC Diest,22,11,4,7,35,26,9,11114,774,1111114
1963,22,6,1,Royal Antwerp FC,22,9,8,5,30,26,4,998,558,9998
1963,22,7,4,RFC Luik,22,10,5,7,27,21,6,10105,775,1010105
1963,22,8,7,KAA Gent,22,10,4,8,33,35,-2,10104,884,1010104
1963,22,9,373,Sint-Truidense VV,22,6,7,9,31,39,-8,667,997,6667
1963,22,10,12,Cercle Brugge,22,6,6,10,16,33,-17,666,10106,6666
1963,22,11,30,Lierse SK,22,5,7,10,27,32,-5,557,10107,5557
1963,22,12,2,Daring Club Brussel,22,5,7,10,24,34,-10,557,10107,5557
1963,22,13,148,KFC Turnhout,22,5,7,10,19,35,-16,557,10107,5557
1963,22,14,3,Club Brugge,22,4,6,12,22,40,-18,446,12126,4446
1963,22,15,28,Berchem Sport,22,5,4,13,19,39,-20,554,13134,5554
1963,22,16,25,KV Mechelen,22,2,5,15,16,42,-26,225,15155,2225
1963,23,1,35,RSC Anderlecht,23,16,6,1,69,20,49,16166,116,1616166
1963,23,2,522,Beringen FC,23,12,8,3,34,23,11,12128,338,1212128
1963,23,3,16,Standard Luik,23,12,6,5,46,23,23,12126,556,1212126
1963,23,4,13,Beerschot,23,11,8,4,42,22,20,11118,448,1111118
1963,23,5,41,KFC Diest,23,11,5,7,36,27,9,11115,775,1111115
1963,23,6,4,RFC Luik,23,10,6,7,28,22,6,10106,776,1010106
1963,23,7,1,Royal Antwerp FC,23,9,8,6,30,27,3,998,668,9998
1963,23,8,7,KAA Gent,23,10,4,9,35,38,-3,10104,994,1010104
1963,23,9,2,Daring Club Brussel,23,6,7,10,29,37,-8,667,10107,6667
1963,23,10,373,Sint-Truidense VV,23,6,7,10,31,41,-10,667,10107,6667
1963,23,11,12,Cercle Brugge,23,6,7,10,16,33,-17,667,10107,6667
1963,23,12,148,KFC Turnhout,23,5,8,10,20,36,-16,558,10108,5558
1963,23,13,30,Lierse SK,23,5,7,11,30,37,-7,557,11117,5557
1963,23,14,3,Club Brugge,23,5,6,12,23,40,-17,556,12126,5556
1963,23,15,28,Berchem Sport,23,6,4,13,22,41,-19,664,13134,6664
1963,23,16,25,KV Mechelen,23,3,5,15,18,42,-24,335,15155,3335
1963,24,1,35,RSC Anderlecht,24,16,7,1,69,20,49,16167,117,1616167
1963,24,2,522,Beringen FC,24,13,8,3,39,23,16,13138,338,1313138
1963,24,3,16,Standard Luik,24,12,7,5,46,23,23,12127,557,1212127
1963,24,4,13,Beerschot,24,11,9,4,43,23,20,11119,449,1111119
1963,24,5,41,KFC Diest,24,12,5,7,38,28,10,12125,775,1212125
1963,24,6,4,RFC Luik,24,11,6,7,31,22,9,11116,776,1111116
1963,24,7,1,Royal Antwerp FC,24,10,8,6,32,28,4,10108,668,1010108
1963,24,8,7,KAA Gent,24,10,4,10,35,40,-5,10104,10104,1010104
1963,24,9,373,Sint-Truidense VV,24,6,8,10,32,42,-10,668,10108,6668
1963,24,10,30,Lierse SK,24,6,7,11,32,37,-5,667,11117,6667
1963,24,11,2,Daring Club Brussel,24,6,7,11,30,41,-11,667,11117,6667
1963,24,12,12,Cercle Brugge,24,6,7,11,16,36,-20,667,11117,6667
1963,24,13,3,Club Brugge,24,6,6,12,27,41,-14,666,12126,6666
1963,24,14,148,KFC Turnhout,24,5,8,11,20,41,-21,558,11118,5558
1963,24,15,28,Berchem Sport,24,6,4,14,23,43,-20,664,14144,6664
1963,24,16,25,KV Mechelen,24,3,5,16,19,44,-25,335,16165,3335
1963,25,1,35,RSC Anderlecht,25,17,7,1,70,20,50,17177,117,1717177
1963,25,2,522,Beringen FC,25,13,9,3,40,24,16,13139,339,1313139
1963,25,3,16,Standard Luik,25,13,7,5,47,23,24,13137,557,1313137
1963,25,4,13,Beerschot,25,11,10,4,43,23,20,111110,4410,11111110
1963,25,5,41,KFC Diest,25,12,6,7,39,29,10,12126,776,1212126
1963,25,6,1,Royal Antwerp FC,25,10,9,6,33,29,4,10109,669,1010109
1963,25,7,4,RFC Luik,25,11,6,8,31,24,7,11116,886,1111116
1963,25,8,7,KAA Gent,25,10,4,11,35,41,-6,10104,11114,1010104
1963,25,9,30,Lierse SK,25,6,8,11,33,38,-5,668,11118,6668
1963,25,10,373,Sint-Truidense VV,25,6,8,11,32,43,-11,668,11118,6668
1963,25,11,148,KFC Turnhout,25,6,8,11,22,42,-20,668,11118,6668
1963,25,12,12,Cercle Brugge,25,6,8,11,17,37,-20,668,11118,6668
1963,25,13,2,Daring Club Brussel,25,6,7,12,31,43,-12,667,12127,6667
1963,25,14,3,Club Brugge,25,6,7,12,28,42,-14,667,12127,6667
1963,25,15,28,Berchem Sport,25,7,4,14,25,43,-18,774,14144,7774
1963,25,16,25,KV Mechelen,25,3,6,16,19,44,-25,336,16166,3336
1963,26,1,35,RSC Anderlecht,26,17,8,1,71,21,50,17178,118,1717178
1963,26,2,522,Beringen FC,26,14,9,3,43,24,19,14149,339,1414149
1963,26,3,16,Standard Luik,26,13,8,5,49,25,24,13138,558,1313138
1963,26,4,13,Beerschot,26,11,11,4,43,23,20,111111,4411,11111111
1963,26,5,4,RFC Luik,26,12,6,8,33,25,8,12126,886,1212126
1963,26,6,41,KFC Diest,26,12,6,8,39,32,7,12126,886,1212126
1963,26,7,1,Royal Antwerp FC,26,10,9,7,33,32,1,10109,779,1010109
1963,26,8,7,KAA Gent,26,10,5,11,35,41,-6,10105,11115,1010105
1963,26,9,30,Lierse SK,26,7,8,11,36,38,-2,778,11118,7778
1963,26,10,12,Cercle Brugge,26,7,8,11,19,37,-18,778,11118,7778
1963,26,11,148,KFC Turnhout,26,6,9,11,24,44,-20,669,11119,6669
1963,26,12,2,Daring Club Brussel,26,6,8,12,32,44,-12,668,12128,6668
1963,26,13,373,Sint-Truidense VV,26,6,8,12,32,45,-13,668,12128,6668
1963,26,14,3,Club Brugge,26,6,7,13,29,44,-15,667,13137,6667
1963,26,15,28,Berchem Sport,26,7,5,14,25,43,-18,775,14145,7775
1963,26,16,25,KV Mechelen,26,3,7,16,19,44,-25,337,16167,3337
1963,27,1,35,RSC Anderlecht,27,18,8,1,73,21,52,18188,118,1818188
1963,27,2,522,Beringen FC,27,14,9,4,43,27,16,14149,449,1414149
1963,27,3,16,Standard Luik,27,14,8,5,52,25,27,14148,558,1414148
1963,27,4,13,Beerschot,27,11,12,4,44,24,20,111112,4412,11111112
1963,27,5,41,KFC Diest,27,13,6,8,42,32,10,13136,886,1313136
1963,27,6,1,Royal Antwerp FC,27,11,9,7,36,33,3,11119,779,1111119
1963,27,7,4,RFC Luik,27,12,6,9,33,27,6,12126,996,1212126
1963,27,8,7,KAA Gent,27,10,6,11,36,42,-6,10106,11116,1010106
1963,27,9,30,Lierse SK,27,7,9,11,36,38,-2,779,11119,7779
1963,27,10,12,Cercle Brugge,27,7,9,11,20,38,-18,779,11119,7779
1963,27,11,2,Daring Club Brussel,27,6,9,12,33,45,-12,669,12129,6669
1963,27,12,3,Club Brugge,27,7,7,13,31,45,-14,777,13137,7777
1963,27,13,148,KFC Turnhout,27,6,9,12,24,47,-23,669,12129,6669
1963,27,14,373,Sint-Truidense VV,27,6,8,13,33,48,-15,668,13138,6668
1963,27,15,28,Berchem Sport,27,7,5,15,26,45,-19,775,15155,7775
1963,27,16,25,KV Mechelen,27,3,8,16,19,44,-25,338,16168,3338
1963,28,1,35,RSC Anderlecht,28,18,8,2,74,23,51,18188,228,1818188
1963,28,2,522,Beringen FC,28,15,9,4,44,27,17,15159,449,1515159
1963,28,3,16,Standard Luik,28,14,8,6,53,27,26,14148,668,1414148
1963,28,4,13,Beerschot,28,11,13,4,44,24,20,111113,4413,11111113
1963,28,5,1,Royal Antwerp FC,28,12,9,7,38,34,4,12129,779,1212129
1963,28,6,4,RFC Luik,28,13,6,9,35,27,8,13136,996,1313136
1963,28,7,41,KFC Diest,28,13,6,9,42,37,5,13136,996,1313136
1963,28,8,7,KAA Gent,28,10,6,12,36,44,-8,10106,12126,1010106
1963,28,9,30,Lierse SK,28,8,9,11,38,39,-1,889,11119,8889
1963,28,10,12,Cercle Brugge,28,7,10,11,20,38,-18,7710,111110,77710
1963,28,11,2,Daring Club Brussel,28,7,9,12,38,45,-7,779,12129,7779
1963,28,12,3,Club Brugge,28,7,8,13,31,45,-14,778,13138,7778
1963,28,13,28,Berchem Sport,28,8,5,15,28,46,-18,885,15155,8885
1963,28,14,148,KFC Turnhout,28,6,9,13,25,49,-24,669,13139,6669
1963,28,15,373,Sint-Truidense VV,28,6,8,14,33,49,-16,668,14148,6668
1963,28,16,25,KV Mechelen,28,3,9,16,19,44,-25,339,16169,3339
1963,29,1,35,RSC Anderlecht,29,18,9,2,75,24,51,18189,229,1818189
