Seizoen,Speeldag,Stand,Stamnummer,Roepnaam,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,Doelpuntensaldo,Links_Tweepuntensysteem,Rechts_Tweepuntensysteem,Driepuntensysteem
1984,30,3,3,Club Brugge,30,16,10,4,59,37,22,161610,4410,16161610
1984,30,4,4,RFC Luik,30,15,10,5,54,31,23,151510,5510,15151510
1984,30,5,2300,KSK Beveren,30,14,6,10,55,29,26,14146,10106,1414146
1984,30,6,7,KAA Gent,30,12,10,8,57,34,23,121210,8810,12121210
1984,30,7,1,Royal Antwerp FC,30,10,13,7,37,40,-3,101013,7713,10101013
1984,30,8,12,Cercle Brugge,30,10,8,12,31,41,-10,10108,12128,1010108
1984,30,9,282,KSC Lokeren,30,9,9,12,47,51,-4,999,12129,9999
1984,30,10,16,Standard Luik,30,8,11,11,35,40,-5,8811,111111,88811
1984,30,11,553,Waterschei SV Thor,30,8,11,11,23,34,-11,8811,111111,88811
1984,30,12,17,RFC Seraing,30,9,8,13,40,53,-13,998,13138,9998
1984,30,13,25,KV Mechelen,30,8,9,13,33,48,-15,889,13139,8889
1984,30,14,19,KV Kortrijk,30,7,9,14,36,58,-22,779,14149,7779
1984,30,15,30,Lierse SK,30,7,8,15,23,48,-25,778,15158,7778
1984,30,16,13,Beerschot,30,7,6,17,35,57,-22,776,17176,7776
1984,30,17,221,K. Sint-Niklase SK,30,5,9,16,32,62,-30,559,16169,5559
1984,30,18,4549,Racing Jet Brussel,30,5,8,17,34,62,-28,558,17178,5558
1984,31,1,35,RSC Anderlecht,31,24,7,0,91,19,72,24247,007,2424247
1984,31,2,4451,KSV Waregem,31,19,6,6,61,33,28,19196,666,1919196
1984,31,3,3,Club Brugge,31,17,10,4,68,41,27,171710,4410,17171710
1984,31,4,4,RFC Luik,31,15,11,5,56,33,23,151511,5511,15151511
1984,31,5,2300,KSK Beveren,31,15,6,10,60,29,31,15156,10106,1515156
1984,31,6,7,KAA Gent,31,12,11,8,58,35,23,121211,8811,12121211
1984,31,7,1,Royal Antwerp FC,31,10,13,8,37,43,-6,101013,8813,10101013
1984,31,8,16,Standard Luik,31,9,11,11,38,40,-2,9911,111111,99911
1984,31,9,282,KSC Lokeren,31,9,10,12,48,52,-4,9910,121210,99910
1984,31,10,553,Waterschei SV Thor,31,8,12,11,25,36,-11,8812,111112,88812
1984,31,11,12,Cercle Brugge,31,10,8,13,31,44,-13,10108,13138,1010108
1984,31,12,25,KV Mechelen,31,8,10,13,34,49,-15,8810,131310,88810
1984,31,13,17,RFC Seraing,31,9,8,14,41,57,-16,998,14148,9998
1984,31,14,19,KV Kortrijk,31,7,10,14,37,59,-22,7710,141410,77710
1984,31,15,30,Lierse SK,31,7,9,15,24,49,-25,779,15159,7779
1984,31,16,13,Beerschot,31,7,7,17,36,58,-22,777,17177,7777
1984,31,17,221,K. Sint-Niklase SK,31,5,9,17,36,71,-35,559,17179,5559
1984,31,18,4549,Racing Jet Brussel,31,5,8,18,34,67,-33,558,18188,5558
1984,32,1,35,RSC Anderlecht,32,24,7,1,92,22,70,24247,117,2424247
1984,32,2,3,Club Brugge,32,18,10,4,72,44,28,181810,4410,18181810
1984,32,3,4451,KSV Waregem,32,19,6,7,61,34,27,19196,776,1919196
1984,32,4,4,RFC Luik,32,16,11,5,59,34,25,161611,5511,16161611
1984,32,5,2300,KSK Beveren,32,16,6,10,63,30,33,16166,10106,1616166
1984,32,6,7,KAA Gent,32,13,11,8,59,35,24,131311,8811,13131311
1984,32,7,1,Royal Antwerp FC,32,11,13,8,39,44,-5,111113,8813,11111113
1984,32,8,16,Standard Luik,32,9,12,11,39,41,-2,9912,111112,99912
1984,32,9,553,Waterschei SV Thor,32,8,13,11,26,37,-11,8813,111113,88813
1984,32,10,282,KSC Lokeren,32,9,10,13,49,54,-5,9910,131310,99910
1984,32,11,25,KV Mechelen,32,9,10,13,36,50,-14,9910,131310,99910
1984,32,12,12,Cercle Brugge,32,10,8,14,32,47,-15,10108,14148,1010108
1984,32,13,17,RFC Seraing,32,9,8,15,42,59,-17,998,15158,9998
1984,32,14,19,KV Kortrijk,32,8,10,14,40,60,-20,8810,141410,88810
1984,32,15,30,Lierse SK,32,7,10,15,25,50,-25,7710,151510,77710
1984,32,16,13,Beerschot,32,7,8,17,37,59,-22,778,17178,7778
1984,32,17,221,K. Sint-Niklase SK,32,5,9,18,37,74,-37,559,18189,5559
1984,32,18,4549,Racing Jet Brussel,32,5,8,19,37,71,-34,558,19198,5558
1984,33,1,35,RSC Anderlecht,33,25,7,1,96,22,74,25257,117,2525257
1984,33,2,3,Club Brugge,33,19,10,4,79,44,35,191910,4410,19191910
1984,33,3,4,RFC Luik,33,17,11,5,63,35,28,171711,5511,17171711
1984,33,4,4451,KSV Waregem,33,19,7,7,63,36,27,19197,777,1919197
1984,33,5,2300,KSK Beveren,33,16,7,10,64,31,33,16167,10107,1616167
1984,33,6,7,KAA Gent,33,14,11,8,61,35,26,141411,8811,14141411
1984,33,7,1,Royal Antwerp FC,33,12,13,8,42,45,-3,121213,8813,12121213
1984,33,8,16,Standard Luik,33,9,13,11,41,43,-2,9913,111113,99913
1984,33,9,282,KSC Lokeren,33,10,10,13,52,55,-3,101010,131310,10101010
1984,33,10,553,Waterschei SV Thor,33,8,14,11,26,37,-11,8814,111114,88814
1984,33,11,25,KV Mechelen,33,9,10,14,37,53,-16,9910,141410,99910
1984,33,12,12,Cercle Brugge,33,10,8,15,33,51,-18,10108,15158,1010108
1984,33,13,19,KV Kortrijk,33,8,11,14,40,60,-20,8811,141411,88811
1984,33,14,17,RFC Seraing,33,9,8,16,42,61,-19,998,16168,9998
1984,33,15,30,Lierse SK,33,7,10,16,25,57,-32,7710,161610,77710
1984,33,16,13,Beerschot,33,7,9,17,38,60,-22,779,17179,7779
1984,33,17,221,K. Sint-Niklase SK,33,5,9,19,38,77,-39,559,19199,5559
1984,33,18,4549,Racing Jet Brussel,33,5,8,20,37,75,-38,558,20208,5558
1984,34,1,35,RSC Anderlecht,34,26,7,1,100,25,75,26267,117,2626267
1984,34,2,3,Club Brugge,34,19,10,5,80,46,34,191910,5510,19191910
1984,34,3,4,RFC Luik,34,17,12,5,64,36,28,171712,5512,17171712
1984,34,4,4451,KSV Waregem,34,19,7,8,64,39,25,19197,887,1919197
1984,34,5,2300,KSK Beveren,34,17,7,10,67,32,35,17177,10107,1717177
1984,34,6,7,KAA Gent,34,14,12,8,62,36,26,141412,8812,14141412
1984,34,7,1,Royal Antwerp FC,34,13,13,8,44,46,-2,131313,8813,13131313
1984,34,8,16,Standard Luik,34,10,13,11,42,43,-1,101013,111113,10101013
1984,34,9,553,Waterschei SV Thor,34,9,14,11,29,37,-8,9914,111114,99914
1984,34,10,282,KSC Lokeren,34,10,10,14,55,59,-4,101010,141410,10101010
1984,34,11,12,Cercle Brugge,34,10,9,15,33,51,-18,10109,15159,1010109
1984,34,12,25,KV Mechelen,34,9,10,15,37,54,-17,9910,151510,99910
1984,34,13,19,KV Kortrijk,34,8,11,15,41,64,-23,8811,151511,88811
1984,34,14,17,RFC Seraing,34,9,8,17,42,64,-22,998,17178,9998
1984,34,15,30,Lierse SK,34,7,11,16,26,58,-32,7711,161611,77711
1984,34,16,13,Beerschot,34,7,10,17,38,60,-22,7710,171710,77710
1984,34,17,221,K. Sint-Niklase SK,34,6,9,19,42,78,-36,669,19199,6669
1984,34,18,4549,Racing Jet Brussel,34,5,9,20,38,76,-38,559,20209,5559
1985,1,1,35,RSC Anderlecht,1,1,0,0,4,0,4,110,000,1110
1985,1,2,1,Royal Antwerp FC,1,1,0,0,4,2,2,110,000,1110
1985,1,3,553,Waterschei SV Thor,1,1,0,0,2,1,1,110,000,1110
1985,1,3,16,Standard Luik,1,1,0,0,2,1,1,110,000,1110
1985,1,3,17,RFC Seraing,1,1,0,0,2,1,1,110,000,1110
1985,1,6,282,KSC Lokeren,1,0,1,0,1,1,0,001,001,0001
1985,1,6,13,Beerschot,1,0,1,0,1,1,0,001,001,0001
1985,1,6,47,RWD Molenbeek,1,0,1,0,1,1,0,001,001,0001
1985,1,6,30,Lierse SK,1,0,1,0,1,1,0,001,001,0001
1985,1,10,3,Club Brugge,1,0,1,0,0,0,0,001,001,0001
1985,1,10,4451,KSV Waregem,1,0,1,0,0,0,0,001,001,0001
1985,1,10,4,RFC Luik,1,0,1,0,0,0,0,001,001,0001
1985,1,10,22,R Charleroi SC,1,0,1,0,0,0,0,001,001,0001
1985,1,14,12,Cercle Brugge,1,0,0,1,1,2,-1,000,110,0000
1985,1,14,19,KV Kortrijk,1,0,0,1,1,2,-1,000,110,0000
1985,1,14,25,KV Mechelen,1,0,0,1,1,2,-1,000,110,0000
1985,1,17,2300,KSK Beveren,1,0,0,1,2,4,-2,000,110,0000
1985,1,18,7,KAA Gent,1,0,0,1,0,4,-4,000,110,0000
1985,2,1,35,RSC Anderlecht,2,1,1,0,6,2,4,111,001,1111
1985,2,2,4,RFC Luik,2,1,1,0,4,1,3,111,001,1111
1985,2,3,1,Royal Antwerp FC,2,1,1,0,4,2,2,111,001,1111
1985,2,4,13,Beerschot,2,1,1,0,3,1,2,111,001,1111
1985,2,5,2300,KSK Beveren,2,1,0,1,5,5,0,110,110,1110
1985,2,6,282,KSC Lokeren,2,0,2,0,2,2,0,002,002,0002
1985,2,6,30,Lierse SK,2,0,2,0,2,2,0,002,002,0002
1985,2,8,47,RWD Molenbeek,2,0,2,0,1,1,0,002,002,0002
1985,2,8,22,R Charleroi SC,2,0,2,0,1,1,0,002,002,0002
1985,2,10,4451,KSV Waregem,2,0,2,0,0,0,0,002,002,0002
1985,2,11,16,Standard Luik,2,1,0,1,3,4,-1,110,110,1110
1985,2,12,17,RFC Seraing,2,1,0,1,2,3,-1,110,110,1110
1985,2,13,553,Waterschei SV Thor,2,1,0,1,3,5,-2,110,110,1110
1985,2,14,7,KAA Gent,2,1,0,1,2,5,-3,110,110,1110
1985,2,15,19,KV Kortrijk,2,0,1,1,3,4,-1,001,111,0001
1985,2,16,12,Cercle Brugge,2,0,1,1,2,3,-1,001,111,0001
1985,2,17,25,KV Mechelen,2,0,1,1,1,2,-1,001,111,0001
1985,2,17,3,Club Brugge,2,0,1,1,1,2,-1,001,111,0001
1985,3,1,35,RSC Anderlecht,3,2,1,0,10,3,7,221,001,2221
1985,3,2,13,Beerschot,3,2,1,0,5,1,4,221,001,2221
1985,3,3,1,Royal Antwerp FC,3,1,2,0,4,2,2,112,002,1112
1985,3,4,4451,KSV Waregem,3,1,2,0,3,1,2,112,002,1112
1985,3,5,2300,KSK Beveren,3,2,0,1,6,5,1,220,110,2220
1985,3,6,7,KAA Gent,3,2,0,1,5,5,0,220,110,2220
1985,3,7,3,Club Brugge,3,1,1,1,4,3,1,111,111,1111
1985,3,8,4,RFC Luik,3,1,1,1,5,5,0,111,111,1111
1985,3,9,47,RWD Molenbeek,3,0,3,0,1,1,0,003,003,0003
1985,3,10,16,Standard Luik,3,1,1,1,3,4,-1,111,111,1111
1985,3,11,17,RFC Seraing,3,1,1,1,2,3,-1,111,111,1111
1985,3,12,553,Waterschei SV Thor,3,1,1,1,3,5,-2,111,111,1111
1985,3,13,282,KSC Lokeren,3,0,2,1,2,3,-1,002,112,0002
1985,3,14,25,KV Mechelen,3,0,2,1,1,2,-1,002,112,0002
1985,3,15,22,R Charleroi SC,3,0,2,1,1,3,-2,002,112,0002
1985,3,16,30,Lierse SK,3,0,2,1,2,5,-3,002,112,0002
1985,3,17,19,KV Kortrijk,3,0,1,2,4,7,-3,001,221,0001
1985,3,18,12,Cercle Brugge,3,0,1,2,3,6,-3,001,221,0001
1985,4,1,35,RSC Anderlecht,4,3,1,0,13,4,9,331,001,3331
1985,4,2,13,Beerschot,4,2,2,0,5,1,4,222,002,2222
1985,4,3,2300,KSK Beveren,4,3,0,1,8,6,2,330,110,3330
1985,4,4,3,Club Brugge,4,2,1,1,7,5,2,221,111,2221
1985,4,5,1,Royal Antwerp FC,4,1,3,0,6,4,2,113,003,1113
1985,4,6,7,KAA Gent,4,2,1,1,5,5,0,221,111,2221
1985,4,7,17,RFC Seraing,4,2,1,1,4,4,0,221,111,2221
1985,4,8,4451,KSV Waregem,4,1,2,1,4,3,1,112,112,1112
1985,4,9,16,Standard Luik,4,1,2,1,5,6,-1,112,112,1112
1985,4,10,12,Cercle Brugge,4,1,1,2,7,8,-1,111,221,1111
1985,4,10,4,RFC Luik,4,1,1,2,7,8,-1,111,221,1111
1985,4,12,282,KSC Lokeren,4,0,3,1,2,3,-1,003,113,0003
1985,4,13,25,KV Mechelen,4,0,3,1,1,2,-1,003,113,0003
1985,4,14,47,RWD Molenbeek,4,0,3,1,2,4,-2,003,113,0003
1985,4,15,30,Lierse SK,4,0,3,1,4,7,-3,003,113,0003
1985,4,16,553,Waterschei SV Thor,4,1,1,2,5,9,-4,111,221,1111
1985,4,17,19,KV Kortrijk,4,0,2,2,6,9,-3,002,222,0002
1985,4,18,22,R Charleroi SC,4,0,2,2,2,5,-3,002,222,0002
1985,5,1,13,Beerschot,5,3,2,0,6,1,5,332,002,3332
1985,5,2,35,RSC Anderlecht,5,3,1,1,15,7,8,331,111,3331
1985,5,3,3,Club Brugge,5,3,1,1,11,6,5,331,111,3331
1985,5,4,2300,KSK Beveren,5,3,1,1,9,7,2,331,111,3331
1985,5,5,7,KAA Gent,5,3,1,1,8,7,1,331,111,3331
1985,5,6,4451,KSV Waregem,5,2,2,1,7,3,4,222,112,2222
1985,5,7,17,RFC Seraing,5,2,2,1,4,4,0,222,112,2222
1985,5,8,282,KSC Lokeren,5,1,3,1,4,3,1,113,113,1113
1985,5,9,12,Cercle Brugge,5,2,1,2,10,10,0,221,221,2221
1985,5,10,1,Royal Antwerp FC,5,1,3,1,6,6,0,113,113,1113
1985,5,11,30,Lierse SK,5,1,3,1,7,8,-1,113,113,1113
1985,5,12,16,Standard Luik,5,1,3,1,5,6,-1,113,113,1113
1985,5,13,553,Waterschei SV Thor,5,1,2,2,6,10,-4,112,222,1112
1985,5,14,4,RFC Luik,5,1,1,3,8,11,-3,111,331,1111
1985,5,15,25,KV Mechelen,5,0,3,2,1,5,-4,003,223,0003
1985,5,16,47,RWD Molenbeek,5,0,3,2,3,8,-5,003,223,0003
1985,5,17,19,KV Kortrijk,5,0,2,3,6,10,-4,002,332,0002
1985,5,18,22,R Charleroi SC,5,0,2,3,4,8,-4,002,332,0002
1985,6,1,3,Club Brugge,6,4,1,1,12,6,6,441,111,4441
1985,6,2,35,RSC Anderlecht,6,3,2,1,16,8,8,332,112,3332
1985,6,3,4451,KSV Waregem,6,3,2,1,11,3,8,332,112,3332
1985,6,4,2300,KSK Beveren,6,3,2,1,10,8,2,332,112,3332
1985,6,5,13,Beerschot,6,3,2,1,6,4,2,332,112,3332
1985,6,6,7,KAA Gent,6,3,2,1,8,7,1,332,112,3332
1985,6,7,30,Lierse SK,6,2,3,1,8,8,0,223,113,2223
1985,6,8,17,RFC Seraing,6,2,3,1,4,4,0,223,113,2223
1985,6,9,282,KSC Lokeren,6,1,4,1,6,5,1,114,114,1114
1985,6,10,16,Standard Luik,6,1,4,1,7,8,-1,114,114,1114
1985,6,11,4,RFC Luik,6,2,1,3,11,11,0,221,331,2221
1985,6,12,12,Cercle Brugge,6,2,1,3,10,11,-1,221,331,2221
1985,6,13,553,Waterschei SV Thor,6,1,3,2,8,12,-4,113,223,1113
1985,6,14,1,Royal Antwerp FC,6,1,3,2,6,10,-4,113,223,1113
1985,6,15,19,KV Kortrijk,6,1,2,3,7,10,-3,112,332,1112
1985,6,16,25,KV Mechelen,6,0,4,2,3,7,-4,004,224,0004
1985,6,17,47,RWD Molenbeek,6,0,3,3,3,9,-6,003,333,0003
1985,6,18,22,R Charleroi SC,6,0,2,4,4,9,-5,002,442,0002
1985,7,1,3,Club Brugge,7,5,1,1,18,9,9,551,111,5551
1985,7,2,35,RSC Anderlecht,7,4,2,1,19,9,10,442,112,4442
1985,7,3,7,KAA Gent,7,4,2,1,11,7,4,442,112,4442
1985,7,4,13,Beerschot,7,3,3,1,7,5,2,333,113,3333
1985,7,5,30,Lierse SK,7,3,3,1,9,8,1,333,113,3333
1985,7,6,4451,KSV Waregem,7,3,2,2,11,4,7,332,222,3332
1985,7,7,282,KSC Lokeren,7,2,4,1,8,6,2,224,114,2224
1985,7,8,16,Standard Luik,7,2,4,1,8,8,0,224,114,2224
1985,7,9,2300,KSK Beveren,7,3,2,2,13,14,-1,332,222,3332
1985,7,10,17,RFC Seraing,7,2,3,2,5,6,-1,223,223,2223
1985,7,11,553,Waterschei SV Thor,7,2,3,2,10,13,-3,223,223,2223
1985,7,12,4,RFC Luik,7,2,1,4,12,13,-1,221,441,2221
1985,7,13,12,Cercle Brugge,7,2,1,4,10,12,-2,221,441,2221
1985,7,14,1,Royal Antwerp FC,7,1,3,3,7,12,-5,113,333,1113
1985,7,15,22,R Charleroi SC,7,1,2,4,6,10,-4,112,442,1112
1985,7,16,19,KV Kortrijk,7,1,2,4,7,13,-6,112,442,1112
1985,7,17,25,KV Mechelen,7,0,4,3,4,10,-6,004,334,0004
1985,7,17,47,RWD Molenbeek,7,0,4,3,4,10,-6,004,334,0004
1985,8,1,3,Club Brugge,8,6,1,1,23,9,14,661,111,6661
1985,8,2,35,RSC Anderlecht,8,4,3,1,19,9,10,443,113,4443
1985,8,3,4451,KSV Waregem,8,4,2,2,14,4,10,442,222,4442
1985,8,4,7,KAA Gent,8,4,2,2,11,8,3,442,222,4442
1985,8,5,2300,KSK Beveren,8,4,2,2,15,14,1,442,222,4442
1985,8,6,16,Standard Luik,8,3,4,1,9,8,1,334,114,3334
1985,8,7,13,Beerschot,8,3,3,2,9,8,1,333,223,3333
1985,8,8,30,Lierse SK,8,3,3,2,9,10,-1,333,223,3333
1985,8,9,282,KSC Lokeren,8,2,4,2,8,9,-1,224,224,2224
1985,8,10,17,RFC Seraing,8,2,4,2,6,7,-1,224,224,2224
1985,8,11,4,RFC Luik,8,3,1,4,13,13,0,331,441,3331
1985,8,12,12,Cercle Brugge,8,3,1,4,13,14,-1,331,441,3331
1985,8,13,553,Waterschei SV Thor,8,2,3,3,10,14,-4,223,333,2223
1985,8,14,47,RWD Molenbeek,8,1,4,3,8,12,-4,114,334,1114
1985,8,15,1,Royal Antwerp FC,8,1,4,3,7,12,-5,114,334,1114
1985,8,16,19,KV Kortrijk,8,1,3,4,8,14,-6,113,443,1113
1985,8,17,22,R Charleroi SC,8,1,2,5,8,14,-6,112,552,1112
1985,8,18,25,KV Mechelen,8,0,4,4,4,15,-11,004,444,0004
1985,9,1,3,Club Brugge,9,7,1,1,25,9,16,771,111,7771
1985,9,2,35,RSC Anderlecht,9,5,3,1,20,9,11,553,113,5553
1985,9,3,7,KAA Gent,9,5,2,2,15,8,7,552,222,5552
1985,9,4,4451,KSV Waregem,9,4,3,2,15,5,10,443,223,4443
1985,9,5,13,Beerschot,9,4,3,2,12,9,3,443,223,4443
1985,9,6,282,KSC Lokeren,9,3,4,2,12,10,2,334,224,3334
1985,9,7,16,Standard Luik,9,3,4,2,9,9,0,334,224,3334
1985,9,8,2300,KSK Beveren,9,4,2,3,16,17,-1,442,332,4442
1985,9,9,30,Lierse SK,9,3,4,2,9,10,-1,334,224,3334
1985,9,10,4,RFC Luik,9,4,1,4,14,13,1,441,441,4441
1985,9,11,12,Cercle Brugge,9,4,1,4,14,14,0,441,441,4441
1985,9,12,17,RFC Seraing,9,2,5,2,7,8,-1,225,225,2225
1985,9,13,553,Waterschei SV Thor,9,2,3,4,11,18,-7,223,443,2223
1985,9,14,1,Royal Antwerp FC,9,1,4,4,7,14,-7,114,444,1114
1985,9,15,47,RWD Molenbeek,9,1,4,4,8,16,-8,114,444,1114
1985,9,16,19,KV Kortrijk,9,1,3,5,8,15,-7,113,553,1113
1985,9,17,25,KV Mechelen,9,0,5,4,4,15,-11,005,445,0005
1985,9,18,22,R Charleroi SC,9,1,2,6,8,15,-7,112,662,1112
1985,10,1,3,Club Brugge,10,7,1,2,26,12,14,771,221,7771
1985,10,2,35,RSC Anderlecht,10,6,3,1,25,12,13,663,113,6663
1985,10,3,7,KAA Gent,10,6,2,2,18,8,10,662,222,6662
1985,10,4,4451,KSV Waregem,10,5,3,2,20,5,15,553,223,5553
1985,10,5,13,Beerschot,10,4,4,2,13,10,3,444,224,4444
1985,10,6,16,Standard Luik,10,4,4,2,12,10,2,444,224,4444
1985,10,7,2300,KSK Beveren,10,5,2,3,18,17,1,552,332,5552
1985,10,8,4,RFC Luik,10,5,1,4,15,13,2,551,441,5551
1985,10,9,282,KSC Lokeren,10,3,4,3,15,15,0,334,334,3334
1985,10,10,30,Lierse SK,10,3,4,3,9,12,-3,334,334,3334
1985,10,11,17,RFC Seraing,10,2,5,3,7,9,-2,225,335,2225
1985,10,12,12,Cercle Brugge,10,4,1,5,14,17,-3,441,551,4441
1985,10,13,1,Royal Antwerp FC,10,2,4,4,9,14,-5,224,444,2224
1985,10,14,47,RWD Molenbeek,10,1,5,4,8,16,-8,115,445,1115
1985,10,15,553,Waterschei SV Thor,10,2,3,5,11,23,-12,223,553,2223
1985,10,16,19,KV Kortrijk,10,1,4,5,8,15,-7,114,554,1114
1985,10,17,25,KV Mechelen,10,0,6,4,5,16,-11,006,446,0006
1985,10,18,22,R Charleroi SC,10,1,2,7,8,17,-9,112,772,1112
1985,11,1,3,Club Brugge,11,8,1,2,29,12,17,881,221,8881
1985,11,2,35,RSC Anderlecht,11,7,3,1,29,13,16,773,113,7773
1985,11,3,7,KAA Gent,11,6,2,3,18,10,8,662,332,6662
1985,11,4,13,Beerschot,11,5,4,2,17,13,4,554,224,5554
1985,11,5,2300,KSK Beveren,11,6,2,3,20,17,3,662,332,6662
1985,11,6,4451,KSV Waregem,11,5,3,3,20,8,12,553,333,5553
1985,11,7,4,RFC Luik,11,5,2,4,15,13,2,552,442,5552
1985,11,8,30,Lierse SK,11,4,4,3,14,12,2,444,334,4444
1985,11,9,16,Standard Luik,11,4,4,3,15,14,1,444,334,4444
1985,11,10,12,Cercle Brugge,11,4,2,5,14,17,-3,442,552,4442
1985,11,11,282,KSC Lokeren,11,3,4,4,15,20,-5,334,444,3334
1985,11,12,17,RFC Seraing,11,2,5,4,7,10,-3,225,445,2225
1985,11,13,47,RWD Molenbeek,11,2,5,4,9,16,-7,225,445,2225
1985,11,14,1,Royal Antwerp FC,11,2,4,5,10,18,-8,224,554,2224
1985,11,15,25,KV Mechelen,11,1,6,4,7,16,-9,116,446,1116
1985,11,16,553,Waterschei SV Thor,11,2,3,6,12,27,-15,223,663,2223
1985,11,17,22,R Charleroi SC,11,2,2,7,12,18,-6,222,772,2222
1985,11,18,19,KV Kortrijk,11,1,4,6,8,17,-9,114,664,1114
1985,12,1,3,Club Brugge,12,9,1,2,31,12,19,991,221,9991
1985,12,2,35,RSC Anderlecht,12,8,3,1,30,13,17,883,113,8883
1985,12,3,7,KAA Gent,12,7,2,3,21,10,11,772,332,7772
1985,12,4,13,Beerschot,12,5,5,2,19,15,4,555,225,5555
1985,12,5,4,RFC Luik,12,6,2,4,19,14,5,662,442,6662
1985,12,6,16,Standard Luik,12,5,4,3,17,15,2,554,334,5554
1985,12,7,2300,KSK Beveren,12,6,2,4,20,20,0,662,442,6662
1985,12,8,4451,KSV Waregem,12,5,3,4,20,9,11,553,443,5553
1985,12,9,30,Lierse SK,12,4,4,4,15,14,1,444,444,4444
1985,12,10,12,Cercle Brugge,12,5,2,5,18,18,0,552,552,5552
1985,12,11,17,RFC Seraing,12,3,5,4,8,10,-2,335,445,3335
1985,12,12,282,KSC Lokeren,12,3,4,5,15,22,-7,334,554,3334
1985,12,13,25,KV Mechelen,12,2,6,4,11,18,-7,226,446,2226
1985,12,14,1,Royal Antwerp FC,12,2,5,5,12,20,-8,225,555,2225
1985,12,15,47,RWD Molenbeek,12,2,5,5,10,20,-10,225,555,2225
1985,12,16,553,Waterschei SV Thor,12,2,3,7,12,28,-16,223,773,2223
1985,12,17,22,R Charleroi SC,12,2,2,8,14,22,-8,222,882,2222
1985,12,18,19,KV Kortrijk,12,1,4,7,9,21,-12,114,774,1114
1985,13,1,3,Club Brugge,13,10,1,2,34,12,22,10101,221,1010101
1985,13,2,35,RSC Anderlecht,13,8,3,2,31,15,16,883,223,8883
1985,13,3,7,KAA Gent,13,8,2,3,22,10,12,882,332,8882
1985,13,4,13,Beerschot,13,6,5,2,22,15,7,665,225,6665
1985,13,5,4,RFC Luik,13,7,2,4,22,15,7,772,442,7772
1985,13,6,4451,KSV Waregem,13,5,4,4,20,9,11,554,444,5554
1985,13,7,12,Cercle Brugge,13,6,2,5,22,20,2,662,552,6662
1985,13,8,16,Standard Luik,13,5,4,4,18,17,1,554,444,5554
1985,13,9,2300,KSK Beveren,13,6,2,5,21,23,-2,662,552,6662
1985,13,10,30,Lierse SK,13,4,5,4,15,14,1,445,445,4445
1985,13,11,17,RFC Seraing,13,4,5,4,10,11,-1,445,445,4445
1985,13,12,25,KV Mechelen,13,2,7,4,13,20,-7,227,447,2227
1985,13,13,282,KSC Lokeren,13,3,4,6,15,25,-10,334,664,3334
1985,13,14,1,Royal Antwerp FC,13,2,5,6,12,21,-9,225,665,2225
1985,13,15,47,RWD Molenbeek,13,2,5,6,12,24,-12,225,665,2225
1985,13,16,22,R Charleroi SC,13,3,2,8,16,23,-7,332,882,3332
1985,13,17,19,KV Kortrijk,13,1,5,7,11,23,-12,115,775,1115
1985,13,18,553,Waterschei SV Thor,13,2,3,8,12,31,-19,223,883,2223
1985,14,1,3,Club Brugge,14,10,2,2,34,12,22,10102,222,1010102
1985,14,2,35,RSC Anderlecht,14,8,4,2,31,15,16,884,224,8884
1985,14,3,7,KAA Gent,14,8,3,3,22,10,12,883,333,8883
1985,14,4,13,Beerschot,14,6,5,3,23,20,3,665,335,6665
1985,14,5,4451,KSV Waregem,14,6,4,4,25,10,15,664,444,6664
1985,14,6,4,RFC Luik,14,7,2,5,22,16,6,772,552,7772
1985,14,7,2300,KSK Beveren,14,7,2,5,25,24,1,772,552,7772
1985,14,8,12,Cercle Brugge,14,6,3,5,23,21,2,663,553,6663
1985,14,9,16,Standard Luik,14,5,5,4,18,17,1,555,445,5555
1985,14,10,17,RFC Seraing,14,4,6,4,11,12,-1,446,446,4446
1985,14,11,30,Lierse SK,14,4,5,5,15,15,0,445,555,4445
1985,14,12,25,KV Mechelen,14,3,7,4,14,20,-6,337,447,3337
1985,14,13,1,Royal Antwerp FC,14,3,5,6,13,21,-8,335,665,3335
1985,14,14,22,R Charleroi SC,14,4,2,8,17,23,-6,442,882,4442
1985,14,15,282,KSC Lokeren,14,3,4,7,15,26,-11,334,774,3334
1985,14,16,47,RWD Molenbeek,14,2,5,7,13,28,-15,225,775,2225
1985,14,17,553,Waterschei SV Thor,14,3,3,8,13,31,-18,333,883,3333
1985,14,18,19,KV Kortrijk,14,1,5,8,11,24,-13,115,885,1115
1985,15,1,3,Club Brugge,15,11,2,2,36,13,23,11112,222,1111112
1985,15,2,35,RSC Anderlecht,15,9,4,2,36,15,21,994,224,9994
1985,15,3,7,KAA Gent,15,9,3,3,24,11,13,993,333,9993
1985,15,4,13,Beerschot,15,7,5,3,26,21,5,775,335,7775
1985,15,5,4451,KSV Waregem,15,7,4,4,26,10,16,774,444,7774
1985,15,6,12,Cercle Brugge,15,7,3,5,24,21,3,773,553,7773
1985,15,7,4,RFC Luik,15,7,2,6,24,19,5,772,662,7772
1985,15,8,2300,KSK Beveren,15,7,2,6,25,25,0,772,662,7772
1985,15,9,16,Standard Luik,15,5,5,5,19,19,0,555,555,5555
