ID,Startjaar,Eindjaar,Datum,Tijd,Thuisploeg,Score,Uitploeg
3015,2012,2013,26/12,14:30,SK Beveren,1-1,KRC Genk
3016,2012,2013,26/12,18:00,Club Brugge,0-0,KV Kortrijk
3017,2012,2013,27/12,18:00,Standard,3-0,Beerschot AC
3018,2012,2013,27/12,20:00,Anderlecht,4-1,Lierse SK
3019,2012,2013,19/01,18:00,KAA Gent,0-0,Standard
3020,2012,2013,19/01,20:00,KRC Genk,3-1,Charleroi
3021,2012,2013,19/01,20:00,OH Leuven,2-6,Sporting Lokeren
3022,2012,2013,19/01,20:00,KV Kortrijk,4-0,Beerschot AC
3023,2012,2013,19/01,20:00,Lierse SK,0-0,SK Beveren
3024,2012,2013,19/01,20:00,Bergen,2-3,KV Mechelen
3025,2012,2013,25/01,20:30,Standard,2-0,KV Kortrijk
3026,2012,2013,26/01,18:00,Sporting Lokeren,0-2,Anderlecht
3027,2012,2013,26/01,20:00,Beerschot AC,0-0,Bergen
3028,2012,2013,26/01,20:00,Zulte Waregem,2-0,Lierse SK
3029,2012,2013,26/01,20:00,KV Mechelen,2-1,KRC Genk
3030,2012,2013,26/01,20:00,SK Beveren,2-0,OH Leuven
3031,2012,2013,27/01,14:30,Club Brugge,0-0,KAA Gent
3032,2012,2013,02/02,18:00,KAA Gent,2-1,Beerschot AC
3033,2012,2013,02/02,20:00,OH Leuven,1-0,Charleroi
3034,2012,2013,02/02,20:00,KV Kortrijk,2-1,KV Mechelen
3035,2012,2013,02/02,20:00,Lierse SK,1-1,Sporting Lokeren
3036,2012,2013,02/02,20:00,Bergen,3-0,SK Beveren
3037,2012,2013,02/02,20:00,Cercle Brugge,1-2,Zulte Waregem
3038,2012,2013,03/02,14:30,KRC Genk,4-1,Club Brugge
3039,2012,2013,03/02,18:00,Anderlecht,2-2,Standard
3040,2012,2013,09/02,18:00,Beerschot AC,0-2,KRC Genk
3041,2012,2013,09/02,20:00,Club Brugge,3-1,OH Leuven
3042,2012,2013,09/02,20:00,Charleroi,1-0,Lierse SK
3043,2012,2013,09/02,20:00,Sporting Lokeren,1-1,Zulte Waregem
3044,2012,2013,09/02,20:00,KV Kortrijk,1-0,KAA Gent
3045,2012,2013,09/02,20:00,KV Mechelen,2-0,Cercle Brugge
3046,2012,2013,10/02,14:30,Standard,0-1,Bergen
3047,2012,2013,10/02,18:00,SK Beveren,1-2,Anderlecht
3048,2012,2013,15/02,20:00,Anderlecht,2-0,Charleroi
3049,2012,2013,16/02,18:00,Cercle Brugge,0-1,Standard
3050,2012,2013,16/02,20:00,Zulte Waregem,2-0,SK Beveren
3051,2012,2013,16/02,20:00,OH Leuven,1-1,Beerschot AC
3052,2012,2013,16/02,20:00,Lierse SK,0-2,KV Mechelen
3053,2012,2013,16/02,20:00,Bergen,0-2,KAA Gent
3054,2012,2013,17/02,14:30,Sporting Lokeren,1-1,Club Brugge
3055,2012,2013,17/02,18:00,KRC Genk,2-0,KV Kortrijk
3056,2012,2013,20/02,18:30,Charleroi,2-1,Cercle Brugge
3057,2012,2013,23/02,18:00,KAA Gent,2-0,Cercle Brugge
3058,2012,2013,23/02,20:00,Beerschot AC,1-3,Lierse SK
3059,2012,2013,23/02,20:00,KV Kortrijk,0-1,Bergen
3060,2012,2013,23/02,20:00,KV Mechelen,1-2,OH Leuven
3061,2012,2013,23/02,20:00,SK Beveren,0-0,Sporting Lokeren
3062,2012,2013,24/02,14:30,Club Brugge,2-2,Anderlecht
3063,2012,2013,24/02,18:00,Standard,0-0,KRC Genk
3064,2012,2013,27/02,20:00,Anderlecht,0-1,Zulte Waregem
3065,2012,2013,28/02,20:30,Cercle Brugge,0-3,Club Brugge
3066,2012,2013,03/03,18:00,Charleroi,0-1,Zulte Waregem
3067,2012,2013,09/03,20:00,Anderlecht,1-0,KV Mechelen
3068,2012,2013,09/03,20:00,KRC Genk,3-2,KAA Gent
3069,2012,2013,09/03,20:00,Zulte Waregem,1-2,Club Brugge
3070,2012,2013,09/03,20:00,OH Leuven,0-4,Standard
3071,2012,2013,09/03,20:00,Sporting Lokeren,1-1,Charleroi
3072,2012,2013,09/03,20:00,Lierse SK,1-0,KV Kortrijk
3073,2012,2013,09/03,20:00,SK Beveren,3-2,Beerschot AC
3074,2012,2013,09/03,20:00,Cercle Brugge,1-3,Bergen
3075,2012,2013,16/03,20:00,Club Brugge,3-0,Lierse SK
3076,2012,2013,16/03,20:00,Standard,0-2,Sporting Lokeren
3077,2012,2013,16/03,20:00,KAA Gent,1-1,Anderlecht
3078,2012,2013,16/03,20:00,Beerschot AC,3-1,Cercle Brugge
3079,2012,2013,16/03,20:00,Charleroi,3-0,SK Beveren
3080,2012,2013,16/03,20:00,KV Kortrijk,0-0,OH Leuven
3081,2012,2013,16/03,20:00,KV Mechelen,2-3,Zulte Waregem
3082,2012,2013,16/03,20:00,Bergen,1-5,KRC Genk
3083,2012,2013,23/05,20:30,KAA Gent,1-0,Standard
3084,2012,2013,26/05,14:30,Standard,7-0,KAA Gent
3085,2013,2014,30/11,00:00,KV Kortrijk,2-0,KV Oostende
3086,2013,2014,30/11,00:00,KV Oostende,P2-2,KV Kortrijk
3087,2013,2014,29/09,20:00,KRC Genk,1-0,KV Mechelen
3088,2013,2014,26/01,20:00,KV Mechelen,0-2,KRC Genk
3089,2013,2014,21/07,16:00,Anderlecht,1-0,KRC Genk
3090,2013,2014,26/07,20:30,Club Brugge,2-0,Charleroi
3091,2013,2014,27/07,20:00,KV Kortrijk,1-0,OH Leuven
3092,2013,2014,27/07,20:00,Lierse SK,1-2,Zulte Waregem
3093,2013,2014,27/07,20:00,Bergen,1-1,Cercle Brugge
3094,2013,2014,27/07,20:00,SK Beveren,1-1,KAA Gent
3095,2013,2014,27/07,20:00,KRC Genk,3-0,KV Oostende
3096,2013,2014,28/07,18:00,Anderlecht,2-3,Sporting Lokeren
3097,2013,2014,28/07,20:30,KV Mechelen,0-2,Standard
3098,2013,2014,02/08,20:30,Cercle Brugge,0-4,Anderlecht
3099,2013,2014,03/08,20:00,Charleroi,1-1,SK Beveren
3100,2013,2014,03/08,20:00,Zulte Waregem,1-0,KV Kortrijk
3101,2013,2014,03/08,20:00,OH Leuven,1-4,KRC Genk
3102,2013,2014,03/08,20:00,Sporting Lokeren,2-1,Bergen
3103,2013,2014,04/08,14:30,KAA Gent,2-1,KV Mechelen
3104,2013,2014,04/08,18:00,Standard,3-0,Lierse SK
3105,2013,2014,04/08,20:30,KV Oostende,1-2,Club Brugge
3106,2013,2014,09/08,20:30,KV Kortrijk,3-3,Sporting Lokeren
3107,2013,2014,10/08,20:00,KV Oostende,1-1,OH Leuven
3108,2013,2014,10/08,20:00,Lierse SK,1-1,Cercle Brugge
3109,2013,2014,10/08,20:00,Bergen,1-2,Charleroi
3110,2013,2014,10/08,20:00,SK Beveren,0-0,KV Mechelen
3111,2013,2014,11/08,14:30,Club Brugge,1-1,Zulte Waregem
3112,2013,2014,11/08,18:00,Anderlecht,4-1,KAA Gent
3113,2013,2014,11/08,20:30,KRC Genk,0-2,Standard
3114,2013,2014,17/08,18:00,KV Mechelen,1-2,Club Brugge
3115,2013,2014,17/08,20:00,Cercle Brugge,2-0,KV Oostende
3116,2013,2014,17/08,20:00,KAA Gent,2-1,Lierse SK
3117,2013,2014,17/08,20:00,Zulte Waregem,2-0,Bergen
3118,2013,2014,17/08,20:00,Charleroi,1-2,KV Kortrijk
3119,2013,2014,17/08,20:00,Sporting Lokeren,3-1,KRC Genk
3120,2013,2014,18/08,14:30,Standard,1-0,OH Leuven
3121,2013,2014,18/08,18:00,SK Beveren,0-3,Anderlecht
3122,2013,2014,24/08,20:00,OH Leuven,2-1,Sporting Lokeren
3123,2013,2014,24/08,20:00,Lierse SK,1-0,SK Beveren
3124,2013,2014,24/08,20:00,KV Kortrijk,1-2,KV Mechelen
3125,2013,2014,25/08,14:30,Club Brugge,1-1,KAA Gent
3126,2013,2014,25/08,18:00,Anderlecht,5-2,Charleroi
3127,2013,2014,25/08,18:00,KV Oostende,1-1,Zulte Waregem
3128,2013,2014,25/08,20:00,KRC Genk,1-0,Cercle Brugge
3129,2013,2014,25/08,20:30,Bergen,0-2,Standard
3130,2013,2014,30/08,20:00,Sporting Lokeren,1-0,KV Oostende
3131,2013,2014,31/08,18:00,KV Mechelen,0-0,Lierse SK
3132,2013,2014,31/08,20:00,KAA Gent,1-0,Bergen
3133,2013,2014,31/08,20:00,Cercle Brugge,1-1,OH Leuven
3134,2013,2014,01/09,02:00,Charleroi,1-1,KRC Genk
3135,2013,2014,01/09,14:30,Standard,2-0,KV Kortrijk
3136,2013,2014,01/09,18:00,Zulte Waregem,4-3,Anderlecht
3137,2013,2014,01/09,20:30,SK Beveren,1-2,Club Brugge
3138,2013,2014,13/09,02:00,Sporting Lokeren,3-0,Cercle Brugge
3139,2013,2014,13/09,02:00,KV Kortrijk,3-0,KAA Gent
3140,2013,2014,14/09,18:00,Anderlecht,5-0,KV Mechelen
3141,2013,2014,14/09,20:00,Club Brugge,4-1,Lierse SK
3142,2013,2014,14/09,20:00,OH Leuven,0-0,Charleroi
3143,2013,2014,14/09,20:00,Bergen,1-1,SK Beveren
3144,2013,2014,15/09,14:30,KV Oostende,2-4,Standard
3145,2013,2014,15/09,18:00,KRC Genk,5-2,Zulte Waregem
3146,2013,2014,20/09,02:00,Charleroi,2-0,Cercle Brugge
3147,2013,2014,20/09,02:00,KAA Gent,1-1,KV Oostende
3148,2013,2014,21/09,20:00,KV Mechelen,4-2,Bergen
3149,2013,2014,21/09,20:00,Lierse SK,2-0,KV Kortrijk
3150,2013,2014,22/09,14:30,Club Brugge,4-0,Anderlecht
3151,2013,2014,22/09,18:00,Standard,2-1,Sporting Lokeren
3152,2013,2014,22/09,20:30,Zulte Waregem,4-2,OH Leuven
3153,2013,2014,22/09,20:30,SK Beveren,0-0,KRC Genk
3154,2013,2014,27/09,02:00,KV Oostende,1-0,Charleroi
3155,2013,2014,28/09,18:00,Sporting Lokeren,2-4,Zulte Waregem
3156,2013,2014,28/09,20:00,OH Leuven,1-1,KAA Gent
3157,2013,2014,28/09,20:00,KV Kortrijk,2-1,SK Beveren
3158,2013,2014,28/09,20:00,Bergen,0-1,Club Brugge
3159,2013,2014,29/09,14:30,Anderlecht,2-0,Lierse SK
3160,2013,2014,29/09,18:00,Cercle Brugge,0-5,Standard
3161,2013,2014,04/10,02:00,KV Mechelen,1-2,Cercle Brugge
3162,2013,2014,04/10,02:00,KAA Gent,1-2,KRC Genk
3163,2013,2014,04/10,02:00,Charleroi,2-1,Sporting Lokeren
3164,2013,2014,05/10,20:00,Lierse SK,2-1,Bergen
3165,2013,2014,05/10,20:00,SK Beveren,2-0,KV Oostende
3166,2013,2014,05/10,20:00,Club Brugge,1-0,OH Leuven
3167,2013,2014,06/10,14:30,Anderlecht,0-1,KV Kortrijk
3168,2013,2014,06/10,18:00,Zulte Waregem,1-0,Standard
3169,2013,2014,18/10,02:00,KV Oostende,0-3,KV Mechelen
3170,2013,2014,18/10,02:00,Sporting Lokeren,2-2,KAA Gent
3171,2013,2014,18/10,20:30,Bergen,0-2,Anderlecht
3172,2013,2014,19/10,20:00,KRC Genk,4-0,Lierse SK
3173,2013,2014,19/10,20:00,OH Leuven,4-2,SK Beveren
3174,2013,2014,19/10,20:00,Cercle Brugge,1-1,Zulte Waregem
3175,2013,2014,20/10,14:30,Standard,2-2,Charleroi
3176,2013,2014,20/10,18:00,KV Kortrijk,4-1,Club Brugge
3177,2013,2014,25/10,02:00,KAA Gent,1-1,Cercle Brugge
3178,2013,2014,26/10,20:00,KV Mechelen,4-2,OH Leuven
3179,2013,2014,26/10,20:00,Lierse SK,0-2,KV Oostende
3180,2013,2014,26/10,20:00,Bergen,0-1,KV Kortrijk
3181,2013,2014,26/10,20:00,SK Beveren,0-2,Sporting Lokeren
3182,2013,2014,27/10,14:30,Club Brugge,0-2,KRC Genk
3183,2013,2014,27/10,18:00,Anderlecht,1-1,Standard
3184,2013,2014,27/10,20:30,Zulte Waregem,1-1,Charleroi
3185,2013,2014,29/10,01:00,Charleroi,2-2,KV Mechelen
3186,2013,2014,29/10,01:00,KRC Genk,1-0,KV Kortrijk
3187,2013,2014,30/10,20:30,KV Oostende,0-3,Anderlecht
3188,2013,2014,30/10,20:30,Zulte Waregem,3-2,KAA Gent
3189,2013,2014,30/10,20:30,OH Leuven,2-2,Bergen
3190,2013,2014,30/10,20:30,Sporting Lokeren,1-0,Lierse SK
3191,2013,2014,31/10,20:30,Standard,2-2,SK Beveren
3192,2013,2014,31/10,20:30,Cercle Brugge,2-0,Club Brugge
3193,2013,2014,02/11,01:00,KV Kortrijk,2-0,KV Oostende
3194,2013,2014,02/11,18:00,Anderlecht,3-1,OH Leuven
3195,2013,2014,02/11,20:00,KV Mechelen,2-2,Zulte Waregem
3196,2013,2014,02/11,20:00,Lierse SK,2-1,Charleroi
3197,2013,2014,02/11,20:00,Bergen,2-3,KRC Genk
3198,2013,2014,03/11,14:30,KAA Gent,0-1,Standard
3199,2013,2014,03/11,18:00,Club Brugge,1-0,Sporting Lokeren
3200,2013,2014,03/11,20:30,SK Beveren,0-1,Cercle Brugge
3201,2013,2014,08/11,01:00,Sporting Lokeren,4-0,KV Mechelen
3202,2013,2014,08/11,01:00,Cercle Brugge,3-1,KV Kortrijk
3203,2013,2014,08/11,01:00,Charleroi,0-1,KAA Gent
3204,2013,2014,09/11,20:00,KV Oostende,2-0,Bergen
3205,2013,2014,09/11,20:00,OH Leuven,2-0,Lierse SK
3206,2013,2014,10/11,14:30,Standard,0-0,Club Brugge
3207,2013,2014,10/11,18:00,KRC Genk,0-1,Anderlecht
3208,2013,2014,10/11,20:30,Zulte Waregem,2-0,SK Beveren
3209,2013,2014,23/11,01:00,KV Oostende,4-0,KRC Genk
3210,2013,2014,23/11,18:30,Charleroi,2-1,Anderlecht
3211,2013,2014,23/11,20:00,KAA Gent,2-0,SK Beveren
3212,2013,2014,23/11,20:00,Zulte Waregem,3-1,KV Mechelen
3213,2013,2014,23/11,20:00,OH Leuven,1-1,KV Kortrijk
3214,2013,2014,23/11,20:00,Cercle Brugge,2-4,Lierse SK
3215,2013,2014,24/11,18:00,Sporting Lokeren,0-3,Club Brugge
3216,2013,2014,24/11,20:30,Standard,1-0,Bergen
3217,2013,2014,29/11,01:00,KV Mechelen,0-1,KAA Gent
3218,2013,2014,30/11,20:00,Club Brugge,2-0,KV Oostende
3219,2013,2014,30/11,20:00,Bergen,1-0,Sporting Lokeren
3220,2013,2014,30/11,20:00,SK Beveren,0-0,Charleroi
3221,2013,2014,01/12,14:30,Lierse SK,0-5,Standard
3222,2013,2014,01/12,18:00,Anderlecht,2-1,Cercle Brugge
3223,2013,2014,01/12,20:30,KRC Genk,3-0,OH Leuven
3224,2013,2014,01/12,20:30,KV Kortrijk,1-1,Zulte Waregem
3225,2013,2014,06/12,01:00,KRC Genk,0-2,Sporting Lokeren
3226,2013,2014,06/12,01:00,KV Oostende,2-0,Cercle Brugge
3227,2013,2014,06/12,01:00,KV Kortrijk,1-1,Charleroi
3228,2013,2014,07/12,18:00,Anderlecht,2-0,SK Beveren
3229,2013,2014,07/12,20:00,Club Brugge,3-0,KV Mechelen
3230,2013,2014,07/12,20:00,Lierse SK,1-3,KAA Gent
3231,2013,2014,07/12,20:00,Bergen,1-1,Zulte Waregem
3232,2013,2014,08/12,14:30,OH Leuven,0-0,Standard
3233,2013,2014,13/12,01:00,Sporting Lokeren,0-0,KV Kortrijk
3234,2013,2014,14/12,20:00,OH Leuven,1-2,KV Oostende
3235,2013,2014,14/12,20:00,KV Mechelen,0-0,SK Beveren
3236,2013,2014,14/12,20:00,Cercle Brugge,2-1,Bergen
3237,2013,2014,15/12,14:30,Standard,3-1,KRC Genk
3238,2013,2014,15/12,18:00,KAA Gent,1-2,Anderlecht
3239,2013,2014,15/12,20:30,Charleroi,2-2,Club Brugge
3240,2013,2014,15/12,20:30,Zulte Waregem,3-0,Lierse SK
3241,2013,2014,20/12,01:00,KV Mechelen,5-2,KV Kortrijk
3242,2013,2014,20/12,01:00,Cercle Brugge,1-0,KRC Genk
3243,2013,2014,21/12,20:00,Charleroi,0-2,Bergen
3244,2013,2014,21/12,20:00,Zulte Waregem,2-2,KV Oostende
3245,2013,2014,21/12,20:00,Sporting Lokeren,2-0,OH Leuven
3246,2013,2014,21/12,20:00,SK Beveren,3-1,Lierse SK
3247,2013,2014,22/12,14:30,KAA Gent,1-3,Club Brugge
3248,2013,2014,22/12,18:00,Standard,1-1,Anderlecht
3249,2013,2014,25/12,01:00,KRC Genk,0-3,Charleroi
3250,2013,2014,25/12,01:00,KV Oostende,0-3,Sporting Lokeren
3251,2013,2014,26/12,14:30,OH Leuven,3-0,Cercle Brugge
3252,2013,2014,26/12,14:30,Lierse SK,3-0,KV Mechelen
3253,2013,2014,26/12,14:30,Bergen,1-0,KAA Gent
3254,2013,2014,26/12,18:00,Anderlecht,1-0,Zulte Waregem
3255,2013,2014,26/12,20:30,Club Brugge,1-2,SK Beveren
3256,2013,2014,27/12,20:00,KV Kortrijk,1-5,Standard
3257,2013,2014,17/01,01:00,Cercle Brugge,0-3,Sporting Lokeren
3258,2013,2014,17/01,01:00,KAA Gent,0-1,KV Kortrijk
3259,2013,2014,18/01,18:00,Standard,2-0,KV Oostende
3260,2013,2014,18/01,20:00,Charleroi,2-0,OH Leuven
3261,2013,2014,18/01,20:00,Lierse SK,1-1,Club Brugge
3262,2013,2014,18/01,20:00,SK Beveren,4-1,Bergen
3263,2013,2014,19/01,14:30,KV Mechelen,2-1,Anderlecht
3264,2013,2014,19/01,18:00,Zulte Waregem,1-0,KRC Genk
3265,2013,2014,24/01,01:00,KRC Genk,1-2,KAA Gent
3266,2013,2014,24/01,01:00,Cercle Brugge,3-0,Charleroi
3267,2013,2014,24/01,20:30,Sporting Lokeren,0-1,Standard
3268,2013,2014,25/01,20:00,KV Oostende,2-1,SK Beveren
3269,2013,2014,25/01,20:00,OH Leuven,1-0,Zulte Waregem
3270,2013,2014,25/01,20:00,KV Kortrijk,3-4,Lierse SK
3271,2013,2014,25/01,20:00,Bergen,0-2,KV Mechelen
3272,2013,2014,26/01,18:00,Anderlecht,2-0,Club Brugge
3273,2013,2014,31/01,01:00,Charleroi,0-1,KV Oostende
3274,2013,2014,31/01,20:30,Lierse SK,2-0,Anderlecht
3275,2013,2014,01/02,18:00,Standard,4-0,Cercle Brugge
3276,2013,2014,01/02,20:00,Club Brugge,2-1,Bergen
3277,2013,2014,01/02,20:00,KAA Gent,2-0,OH Leuven
3278,2013,2014,01/02,20:00,SK Beveren,1-1,KV Kortrijk
3279,2013,2014,02/02,18:00,Zulte Waregem,1-1,Sporting Lokeren
3280,2013,2014,07/02,01:00,KV Oostende,0-0,KAA Gent
3281,2013,2014,07/02,01:00,Sporting Lokeren,3-1,Charleroi
3282,2013,2014,08/02,18:00,KV Kortrijk,2-2,Anderlecht
3283,2013,2014,08/02,20:00,OH Leuven,0-0,KV Mechelen
3284,2013,2014,08/02,20:00,Bergen,1-5,Lierse SK
3285,2013,2014,08/02,20:00,Cercle Brugge,0-0,SK Beveren
3286,2013,2014,09/02,14:30,Standard,2-0,Zulte Waregem
3287,2013,2014,09/02,18:00,KRC Genk,1-3,Club Brugge
3288,2013,2014,14/02,01:00,KAA Gent,1-1,Sporting Lokeren
3289,2013,2014,14/02,01:00,KV Mechelen,1-1,KV Oostende
3290,2013,2014,14/02,20:30,Club Brugge,3-1,KV Kortrijk
3291,2013,2014,15/02,18:00,Charleroi,0-1,Standard
3292,2013,2014,15/02,20:00,Zulte Waregem,2-1,Cercle Brugge
3293,2013,2014,15/02,20:00,Lierse SK,0-1,KRC Genk
3294,2013,2014,15/02,20:00,SK Beveren,1-0,OH Leuven
3295,2013,2014,16/02,18:00,Anderlecht,2-0,Bergen
3296,2013,2014,21/02,01:00,Cercle Brugge,3-2,KV Mechelen
3297,2013,2014,21/02,20:30,Sporting Lokeren,2-1,Anderlecht
3298,2013,2014,22/02,20:00,KV Oostende,3-2,Lierse SK
3299,2013,2014,22/02,20:00,Charleroi,3-2,Zulte Waregem
3300,2013,2014,22/02,20:00,KV Kortrijk,1-2,Bergen
3301,2013,2014,23/02,14:30,OH Leuven,2-5,Club Brugge
3302,2013,2014,23/02,18:00,Standard,2-3,KAA Gent
3303,2013,2014,23/02,20:30,KRC Genk,0-2,SK Beveren
3304,2013,2014,01/03,01:00,KAA Gent,2-1,Charleroi
3305,2013,2014,01/03,01:00,KV Mechelen,1-0,Sporting Lokeren
3306,2013,2014,01/03,01:00,KV Kortrijk,4-0,Cercle Brugge
3307,2013,2014,01/03,20:00,Lierse SK,0-0,OH Leuven
3308,2013,2014,01/03,20:00,Bergen,3-0,KV Oostende
3309,2013,2014,01/03,20:00,SK Beveren,2-2,Zulte Waregem
3310,2013,2014,02/03,14:30,Club Brugge,1-0,Standard
3311,2013,2014,02/03,18:00,Anderlecht,2-0,KRC Genk
3312,2013,2014,07/03,01:00,Cercle Brugge,1-4,KAA Gent
3313,2013,2014,07/03,01:00,KV Oostende,0-0,KV Kortrijk
3314,2013,2014,08/03,20:00,Standard,2-0,KV Mechelen
3315,2013,2014,08/03,20:00,KRC Genk,3-1,Bergen
3316,2013,2014,08/03,20:00,Charleroi,1-1,Lierse SK
3317,2013,2014,08/03,20:00,Zulte Waregem,1-1,Club Brugge
3318,2013,2014,08/03,20:00,OH Leuven,1-0,Anderlecht
3319,2013,2014,08/03,20:00,Sporting Lokeren,0-0,SK Beveren
3320,2013,2014,14/03,01:00,KV Kortrijk,2-2,KRC Genk
3321,2013,2014,14/03,01:00,KV Mechelen,0-3,Charleroi
3322,2013,2014,16/03,18:00,Club Brugge,2-0,Cercle Brugge
3323,2013,2014,16/03,18:00,Anderlecht,4-0,KV Oostende
3324,2013,2014,16/03,18:00,KAA Gent,0-1,Zulte Waregem
3325,2013,2014,16/03,18:00,Lierse SK,1-2,Sporting Lokeren
3326,2013,2014,16/03,18:00,Bergen,3-2,OH Leuven
3327,2013,2014,16/03,18:00,SK Beveren,1-1,Standard
3328,2014,2015,25/07,20:30,Standard,3-0,Charleroi
3329,2014,2015,26/07,18:00,SK Beveren,0-2,Club Brugge
3330,2014,2015,26/07,20:00,Cercle Brugge,0-0,KAA Gent
3331,2014,2015,26/07,20:00,Lierse SK,2-0,KV Oostende
3332,2014,2015,26/07,20:00,Westerlo,1-0,Sporting Lokeren
3333,2014,2015,27/07,14:30,KV Mechelen,3-1,KRC Genk
3334,2014,2015,27/07,18:00,Anderlecht,3-1,Moeskroen
3335,2014,2015,27/07,20:00,Zulte Waregem,2-0,KV Kortrijk
3336,2014,2015,01/08,20:30,KV Oostende,0-2,Anderlecht
3337,2014,2015,02/08,18:00,KV Kortrijk,2-3,Standard
3338,2014,2015,02/08,20:00,KRC Genk,1-1,Cercle Brugge
3339,2014,2015,02/08,20:00,Charleroi,2-3,Westerlo
3340,2014,2015,02/08,20:00,Moeskroen,1-0,SK Beveren
3341,2014,2015,03/08,14:30,Sporting Lokeren,2-1,Zulte Waregem
3342,2014,2015,03/08,18:00,Club Brugge,1-0,Lierse SK
3343,2014,2015,03/08,20:00,KAA Gent,3-1,KV Mechelen
3344,2014,2015,08/08,20:30,KRC Genk,0-0,Sporting Lokeren
3345,2014,2015,09/08,18:00,KV Mechelen,1-2,KV Kortrijk
3346,2014,2015,09/08,20:00,Lierse SK,2-2,Moeskroen
3347,2014,2015,09/08,20:00,SK Beveren,1-1,Westerlo
3348,2014,2015,09/08,20:00,Cercle Brugge,0-1,KV Oostende
3349,2014,2015,10/08,14:30,Standard,0-1,KAA Gent
3350,2014,2015,10/08,18:00,Anderlecht,1-0,Charleroi
3351,2014,2015,10/08,20:00,Zulte Waregem,1-1,Club Brugge
3352,2014,2015,15/08,18:00,Moeskroen,5-2,Standard
3353,2014,2015,15/08,20:30,Club Brugge,1-1,Cercle Brugge
3354,2014,2015,16/08,18:00,KV Kortrijk,1-1,KRC Genk
3355,2014,2015,16/08,20:00,KV Oostende,2-0,KV Mechelen
3356,2014,2015,16/08,20:00,Charleroi,2-2,SK Beveren
3357,2014,2015,16/08,20:00,Sporting Lokeren,2-0,Lierse SK
3358,2014,2015,17/08,18:00,KAA Gent,3-1,Zulte Waregem
3359,2014,2015,17/08,20:00,Westerlo,2-2,Anderlecht
3360,2014,2015,22/08,20:30,KRC Genk,3-2,KAA Gent
3361,2014,2015,23/08,18:00,Standard,2-2,Westerlo
3362,2014,2015,23/08,20:00,Zulte Waregem,1-1,Moeskroen
3363,2014,2015,23/08,20:00,KV Kortrijk,0-2,KV Oostende
3364,2014,2015,23/08,20:00,Lierse SK,0-2,Charleroi
3365,2014,2015,24/08,14:30,Anderlecht,1-0,SK Beveren
3366,2014,2015,24/08,18:00,KV Mechelen,3-1,Club Brugge
3367,2014,2015,24/08,20:00,Cercle Brugge,1-0,Sporting Lokeren
3368,2014,2015,29/08,20:30,KAA Gent,0-1,KV Kortrijk
3369,2014,2015,30/08,18:00,KV Oostende,1-1,KRC Genk
3370,2014,2015,30/08,20:00,Moeskroen,4-0,Cercle Brugge
3371,2014,2015,30/08,20:00,Westerlo,2-2,Zulte Waregem
3372,2014,2015,30/08,20:00,SK Beveren,2-0,Lierse SK
3373,2014,2015,31/08,14:30,Club Brugge,2-2,Anderlecht
3374,2014,2015,31/08,18:00,Sporting Lokeren,1-1,Standard
3375,2014,2015,31/08,20:00,Charleroi,2-0,KV Mechelen
3376,2014,2015,13/09,18:00,Lierse SK,2-2,Anderlecht
3377,2014,2015,13/09,20:00,Zulte Waregem,1-4,SK Beveren
3378,2014,2015,13/09,20:00,KV Mechelen,5-2,Westerlo
3379,2014,2015,13/09,20:00,Cercle Brugge,1-0,Charleroi
3380,2014,2015,13/09,20:30,Standard,3-5,KV Oostende
3381,2014,2015,14/09,14:30,KRC Genk,1-1,Club Brugge
3382,2014,2015,14/09,18:00,KAA Gent,1-0,Moeskroen
3383,2014,2015,14/09,20:00,KV Kortrijk,2-3,Sporting Lokeren
3384,2014,2015,19/09,20:30,Charleroi,2-1,Zulte Waregem
3385,2014,2015,20/09,18:00,Moeskroen,1-2,KRC Genk
3386,2014,2015,20/09,20:00,Anderlecht,3-2,Cercle Brugge
3387,2014,2015,20/09,20:00,KV Oostende,1-3,KAA Gent
3388,2014,2015,20/09,20:00,Westerlo,6-1,Lierse SK
3389,2014,2015,21/09,14:30,SK Beveren,0-2,Standard
3390,2014,2015,21/09,18:00,Club Brugge,5-0,KV Kortrijk
3391,2014,2015,21/09,20:00,Sporting Lokeren,3-2,KV Mechelen
3392,2014,2015,27/09,18:00,Zulte Waregem,0-2,Anderlecht
3393,2014,2015,27/09,20:00,KV Kortrijk,3-0,Moeskroen
3394,2014,2015,27/09,20:00,KV Mechelen,2-0,SK Beveren
3395,2014,2015,27/09,20:00,Cercle Brugge,1-2,Westerlo
3396,2014,2015,27/09,20:30,KRC Genk,1-1,Charleroi
3397,2014,2015,28/09,14:30,KAA Gent,1-1,Sporting Lokeren
3398,2014,2015,28/09,18:00,Standard,2-2,Lierse SK
3399,2014,2015,28/09,20:00,KV Oostende,2-2,Club Brugge
3400,2014,2015,03/10,20:30,Westerlo,0-0,KAA Gent
3401,2014,2015,04/10,18:00,Charleroi,0-2,KV Kortrijk
3402,2014,2015,04/10,20:00,Moeskroen,1-1,KV Mechelen
3403,2014,2015,04/10,20:00,Lierse SK,3-1,Zulte Waregem
3404,2014,2015,04/10,20:00,SK Beveren,1-0,Cercle Brugge
3405,2014,2015,05/10,14:30,Club Brugge,3-0,Standard
3406,2014,2015,05/10,18:00,Anderlecht,0-0,KRC Genk
