Seizoen,Speeldag,Match-ID,Datum,Tijdstip,Naam thuisploeg,Resultaat thuisploeg,Resultaat uitploeg,Naam uitploeg
1961-1962,29,,"zondag,zo29 apr. 1962",15:00 uur,(10.)Lierse SK,1,0,Union SG(8.)
1961-1962,30,,"zondag,zo6 mei 1962",15:00 uur,(2.)Standard Luik,0,0,Antwerp FC(3.)
1961-1962,30,,"zondag,zo6 mei 1962",15:00 uur,(16.)Eendracht Aalst,0,1,Cercle Brugge(15.)
1961-1962,30,,"zondag,zo6 mei 1962",15:00 uur,(8.)St-Truidense VV,3,3,RSC Anderlecht(1.)
1961-1962,30,,"zondag,zo6 mei 1962",15:00 uur,(11.)Beerschot AC,3,0,KFC Diest(12.)
1961-1962,30,,"zondag,zo6 mei 1962",15:00 uur,(5.)Club Brugge,1,1,RFC Luik(4.)
1961-1962,30,,"zondag,zo6 mei 1962",15:00 uur,(6.)Daring Club,2,1,Waterschei THOR(13.)
1961-1962,30,,"zondag,zo6 mei 1962",15:00 uur,(9.)Union SG,1,4,ARA Gent(7.)
1961-1962,30,,"zondag,zo6 mei 1962",15:00 uur,(14.)Olymp. Charleroi,4,1,Lierse SK(10.)
1962-1963,1,4008683,"zaterdag,za1 sep. 1962",19:30 uur,(3.)RSC Anderlecht,2,0,KFC Diest(11.)
1962-1963,1,4008684,"zaterdag,za1 sep. 1962",19:30 uur,(2.)Antwerp FC,5,3,ARA Gent(4.)
1962-1963,1,4008685,"zondag,zo2 sep. 1962",15:00 uur,(5.)St-Truidense VV,1,2,Standard Luik(1.)
1962-1963,1,4008686,"zondag,zo2 sep. 1962",15:00 uur,(8.)Club Brugge,2,0,Beerschot AC(10.)
1962-1963,1,4008687,"zondag,zo2 sep. 1962",15:00 uur,(13.)Beringen FC,5,2,Berchem Sport(14.)
1962-1963,1,4008688,"zondag,zo2 sep. 1962",15:00 uur,(15.)Union SG,1,3,Cercle Brugge(12.)
1962-1963,1,4008689,"zondag,zo2 sep. 1962",15:00 uur,(16.)Olymp. Charleroi,0,2,Daring Club(6.)
1962-1963,1,4008690,"zondag,zo2 sep. 1962",15:00 uur,(7.)RFC Luik,5,0,Lierse SK(9.)
1962-1963,2,4008691,"zaterdag,za8 sep. 1962",16:00 uur,(15.)Berchem Sport,1,0,Union SG(11.)
1962-1963,2,4008692,"zondag,zo9 sep. 1962",15:00 uur,(8.)Standard Luik,1,2,Antwerp FC(3.)
1962-1963,2,4008693,"zondag,zo9 sep. 1962",15:00 uur,(12.)Beerschot AC,1,1,RSC Anderlecht(5.)
1962-1963,2,4008694,"zondag,zo9 sep. 1962",15:00 uur,(10.)ARA Gent,4,2,Beringen FC(2.)
1962-1963,2,4008695,"zondag,zo9 sep. 1962",15:00 uur,(4.)Cercle Brugge,3,1,St-Truidense VV(9.)
1962-1963,2,4008696,"zondag,zo9 sep. 1962",15:00 uur,(16.)Lierse SK,2,0,Club Brugge(6.)
1962-1963,2,4008697,"zondag,zo9 sep. 1962",15:00 uur,(7.)Daring Club,3,1,RFC Luik(1.)
1962-1963,2,4008698,"zondag,zo9 sep. 1962",15:00 uur,(14.)KFC Diest,3,0,Olymp. Charleroi(13.)
1962-1963,3,4008699,"zondag,zo16 sep. 1962",15:00 uur,(11.)Berchem Sport,1,0,Standard Luik(9.)
1962-1963,3,4008700,"zondag,zo16 sep. 1962",15:00 uur,(1.)Cercle Brugge,1,1,RSC Anderlecht(4.)
1962-1963,3,4008701,"zondag,zo16 sep. 1962",15:00 uur,(3.)Antwerp FC,0,2,Lierse SK(12.)
1962-1963,3,4008702,"zondag,zo16 sep. 1962",15:00 uur,(14.)St-Truidense VV,4,2,Beerschot AC(13.)
1962-1963,3,4008703,"zondag,zo16 sep. 1962",15:00 uur,(6.)Beringen FC,7,1,Daring Club(2.)
1962-1963,3,,"zondag,zo16 sep. 1962",15:00 uur,(16.)Olymp. Charleroi,1,0,Club Brugge(10.)
1962-1963,3,,"zondag,zo16 sep. 1962",15:00 uur,(5.)RFC Luik,2,1,KFC Diest(7.)
1962-1963,3,,"zondag,zo16 sep. 1962",15:00 uur,(15.)Union SG,0,1,ARA Gent(8.)
1962-1963,4,,"zaterdag,za22 sep. 1962",19:30 uur,(4.)RSC Anderlecht,3,1,RFC Luik(3.)
1962-1963,4,,"zondag,zo23 sep. 1962",15:00 uur,(12.)Standard Luik,0,0,Beringen FC(2.)
1962-1963,4,,"zondag,zo23 sep. 1962",15:00 uur,(10.)KFC Diest,1,1,Antwerp FC(6.)
1962-1963,4,,"zondag,zo23 sep. 1962",15:00 uur,(15.)Beerschot AC,1,1,Olymp. Charleroi(14.)
1962-1963,4,,"zondag,zo23 sep. 1962",15:00 uur,(13.)Club Brugge,1,0,Berchem Sport(8.)
1962-1963,4,,"zondag,zo23 sep. 1962",15:00 uur,(5.)ARA Gent,3,0,Cercle Brugge(1.)
1962-1963,4,,"zondag,zo23 sep. 1962",15:00 uur,(9.)Daring Club,1,2,St-Truidense VV(11.)
1962-1963,4,,"zondag,zo23 sep. 1962",15:00 uur,(7.)Lierse SK,1,1,Union SG(16.)
1962-1963,5,,"zondag,zo30 sep. 1962",15:00 uur,(7.)RFC Luik,0,1,Standard Luik(13.)
1962-1963,5,,"zondag,zo30 sep. 1962",15:00 uur,(10.)Berchem Sport,1,0,RSC Anderlecht(2.)
1962-1963,5,,"zondag,zo30 sep. 1962",15:00 uur,(4.)Antwerp FC,1,3,Club Brugge(9.)
1962-1963,5,,"zondag,zo30 sep. 1962",15:00 uur,(16.)Union SG,1,0,Beerschot AC(15.)
1962-1963,5,,"zondag,zo30 sep. 1962",15:00 uur,(3.)Beringen FC,0,0,St-Truidense VV(8.)
1962-1963,5,,"zondag,zo30 sep. 1962",15:00 uur,(5.)Cercle Brugge,2,1,Daring Club(11.)
1962-1963,5,,"zondag,zo30 sep. 1962",15:00 uur,(6.)Lierse SK,3,1,KFC Diest(12.)
1962-1963,5,,"zondag,zo30 sep. 1962",15:00 uur,(1.)ARA Gent,2,2,Olymp. Charleroi(14.)
1962-1963,6,4008723,"zondag,zo7 okt. 1962",15:00 uur,(9.)Standard Luik,4,0,ARA Gent(1.)
1962-1963,6,4008724,"zondag,zo7 okt. 1962",15:00 uur,(5.)RSC Anderlecht,3,1,Antwerp FC(10.)
1962-1963,6,,"zondag,zo7 okt. 1962",15:00 uur,(16.)Beerschot AC,0,0,Lierse SK(3.)
1962-1963,6,,"zondag,zo7 okt. 1962",15:00 uur,(12.)Daring Club,0,0,Berchem Sport(7.)
1962-1963,6,,"zondag,zo7 okt. 1962",15:00 uur,(14.)KFC Diest,2,0,Beringen FC(4.)
1962-1963,6,,"zondag,zo7 okt. 1962",15:00 uur,(6.)Club Brugge,1,3,Cercle Brugge(2.)
1962-1963,6,,"zondag,zo7 okt. 1962",15:00 uur,(13.)Olymp. Charleroi,1,2,RFC Luik(11.)
1962-1963,6,,"zondag,zo7 okt. 1962",15:00 uur,(8.)St-Truidense VV,1,2,Union SG(15.)
1962-1963,7,,"zaterdag,za20 okt. 1962",19:30 uur,(12.)Union SG,1,1,RSC Anderlecht(2.)
1962-1963,7,,"zondag,zo21 okt. 1962",15:00 uur,(4.)Standard Luik,2,0,Olymp. Charleroi(15.)
1962-1963,7,,"zondag,zo21 okt. 1962",15:00 uur,(7.)Beringen FC,3,0,Antwerp FC(13.)
1962-1963,7,,"zondag,zo21 okt. 1962",15:00 uur,(6.)Berchem Sport,0,1,Beerschot AC(16.)
1962-1963,7,,"zondag,zo21 okt. 1962",15:00 uur,(1.)Cercle Brugge,0,1,Lierse SK(3.)
1962-1963,7,,"zondag,zo21 okt. 1962",15:00 uur,(14.)Daring Club,1,1,Club Brugge(9.)
1962-1963,7,,"zondag,zo21 okt. 1962",15:00 uur,(11.)St-Truidense VV,5,1,KFC Diest(10.)
1962-1963,7,,"zondag,zo21 okt. 1962",15:00 uur,(5.)ARA Gent,1,0,RFC Luik(8.)
1962-1963,8,4008739,"zondag,zo28 okt. 1962",15:00 uur,(3.)RSC Anderlecht,4,2,Standard Luik(2.)
1962-1963,8,,"zondag,zo28 okt. 1962",15:00 uur,(15.)Antwerp FC,1,0,Berchem Sport(9.)
1962-1963,8,,"zondag,zo28 okt. 1962",15:00 uur,(14.)Beerschot AC,3,0,Daring Club(12.)
1962-1963,8,,"zondag,zo28 okt. 1962",15:00 uur,(1.)Lierse SK,2,1,Beringen FC(6.)
1962-1963,8,,"zondag,zo28 okt. 1962",15:00 uur,(10.)RFC Luik,3,2,Cercle Brugge(4.)
1962-1963,8,4008744,"zondag,zo28 okt. 1962",15:00 uur,(8.)Club Brugge,5,3,ARA Gent(5.)
1962-1963,8,,"zondag,zo28 okt. 1962",15:00 uur,(13.)KFC Diest,3,2,Union SG(11.)
1962-1963,8,,"zondag,zo28 okt. 1962",15:00 uur,(16.)Olymp. Charleroi,0,0,St-Truidense VV(7.)
1962-1963,9,,"zondag,zo11 nov. 1962",15:00 uur,(8.)St-Truidense VV,3,1,ARA Gent(6.)
1962-1963,9,,"zondag,zo11 nov. 1962",15:00 uur,(16.)Olymp. Charleroi,1,1,Lierse SK(1.)
1962-1963,9,,"zondag,zo11 nov. 1962",15:00 uur,(3.)Standard Luik,0,0,KFC Diest(11.)
1962-1963,9,,"zondag,zo11 nov. 1962",15:00 uur,(5.)Club Brugge,0,0,RSC Anderlecht(2.)
1962-1963,9,,"zondag,zo11 nov. 1962",15:00 uur,(10.)Beerschot AC,1,2,Antwerp FC(13.)
1962-1963,9,,"zondag,zo11 nov. 1962",15:00 uur,(12.)Berchem Sport,0,2,Cercle Brugge(4.)
1962-1963,9,,"zondag,zo11 nov. 1962",15:00 uur,(7.)Beringen FC,0,1,RFC Luik(9.)
1962-1963,9,,"zondag,zo11 nov. 1962",15:00 uur,(15.)Daring Club,2,0,Union SG(14.)
1962-1963,10,,"zondag,zo18 nov. 1962",15:00 uur,(3.)Cercle Brugge,1,1,Standard Luik(5.)
1962-1963,10,,"zondag,zo18 nov. 1962",15:00 uur,(2.)RSC Anderlecht,3,1,Olymp. Charleroi(16.)
1962-1963,10,,"zondag,zo18 nov. 1962",15:00 uur,(9.)Antwerp FC,2,1,St-Truidense VV(4.)
1962-1963,10,,"zondag,zo18 nov. 1962",15:00 uur,(11.)KFC Diest,1,0,Beerschot AC(13.)
1962-1963,10,,"zondag,zo18 nov. 1962",15:00 uur,(1.)Lierse SK,1,3,Berchem Sport(14.)
1962-1963,10,,"zondag,zo18 nov. 1962",15:00 uur,(15.)Union SG,3,4,Beringen FC(10.)
1962-1963,10,,"zondag,zo18 nov. 1962",15:00 uur,(6.)RFC Luik,2,0,Club Brugge(7.)
1962-1963,10,,"zondag,zo18 nov. 1962",15:00 uur,(8.)ARA Gent,1,2,Daring Club(12.)
1962-1963,11,,"zondag,zo25 nov. 1962",15:00 uur,(5.)Standard Luik,5,0,Union SG(15.)
1962-1963,11,,"zondag,zo25 nov. 1962",15:00 uur,(8.)St-Truidense VV,3,1,RSC Anderlecht(1.)
1962-1963,11,,"zondag,zo25 nov. 1962",15:00 uur,(16.)Olymp. Charleroi,4,1,Antwerp FC(6.)
1962-1963,11,,"zondag,zo25 nov. 1962",15:00 uur,(14.)Beerschot AC,1,0,RFC Luik(3.)
1962-1963,11,,"zondag,zo25 nov. 1962",15:00 uur,(12.)Berchem Sport,1,1,ARA Gent(13.)
1962-1963,11,,"zondag,zo25 nov. 1962",15:00 uur,(7.)Beringen FC,3,1,Cercle Brugge(4.)
1962-1963,11,,"zondag,zo25 nov. 1962",15:00 uur,(9.)Club Brugge,1,0,KFC Diest(10.)
1962-1963,11,,"zondag,zo25 nov. 1962",15:00 uur,(11.)Daring Club,3,1,Lierse SK(2.)
1962-1963,12,,"zondag,zo9 dec. 1962",14:30 uur,(2.)Standard Luik,1,0,Daring Club(9.)
1962-1963,12,,"zondag,zo9 dec. 1962",14:30 uur,(3.)Lierse SK,2,1,RSC Anderlecht(1.)
1962-1963,12,,"zondag,zo9 dec. 1962",14:30 uur,(10.)Antwerp FC,5,1,RFC Luik(6.)
1962-1963,12,,"zondag,zo9 dec. 1962",14:30 uur,(7.)Cercle Brugge,1,0,Beerschot AC(14.)
1962-1963,12,,"zondag,zo9 dec. 1962",14:30 uur,(12.)Berchem Sport,0,1,St-Truidense VV(5.)
1962-1963,12,,"zondag,zo9 dec. 1962",14:30 uur,(4.)Beringen FC,1,0,Olymp. Charleroi(15.)
1962-1963,12,,"zondag,zo9 dec. 1962",14:30 uur,(16.)Union SG,1,2,Club Brugge(8.)
1962-1963,12,,"zondag,zo9 dec. 1962",14:30 uur,(13.)ARA Gent,4,2,KFC Diest(11.)
1962-1963,13,,"zondag,zo16 dec. 1962",14:30 uur,(14.)Beerschot AC,0,0,Standard Luik(1.)
1962-1963,13,,"zondag,zo16 dec. 1962",14:30 uur,(5.)RSC Anderlecht,2,1,Daring Club(11.)
1962-1963,13,,"zondag,zo16 dec. 1962",14:30 uur,(8.)Antwerp FC,4,1,Union SG(16.)
1962-1963,13,,"zondag,zo16 dec. 1962",14:30 uur,(13.)KFC Diest,1,2,Berchem Sport(12.)
1962-1963,13,,"zondag,zo16 dec. 1962",14:30 uur,(7.)Club Brugge,3,1,Beringen FC(3.)
1962-1963,13,,"zondag,zo16 dec. 1962",14:30 uur,(15.)Olymp. Charleroi,1,0,Cercle Brugge(6.)
1962-1963,13,,"zondag,zo16 dec. 1962",14:30 uur,(2.)Lierse SK,2,1,ARA Gent(10.)
1962-1963,13,,"zondag,zo16 dec. 1962",14:30 uur,(9.)RFC Luik,1,0,St-Truidense VV(4.)
1962-1963,14,,"zondag,zo23 dec. 1962",14:30 uur,(2.)Standard Luik,1,0,Lierse SK(1.)
1962-1963,14,,"zondag,zo23 dec. 1962",14:30 uur,(6.)Beringen FC,0,2,RSC Anderlecht(3.)
1962-1963,14,,"zondag,zo23 dec. 1962",14:30 uur,(8.)Cercle Brugge,0,1,Antwerp FC(5.)
1962-1963,14,,"zondag,zo23 dec. 1962",14:30 uur,(10.)ARA Gent,3,1,Beerschot AC(13.)
1962-1963,14,,"zondag,zo23 dec. 1962",14:30 uur,(11.)Berchem Sport,0,1,RFC Luik(9.)
1962-1963,14,,"zondag,zo23 dec. 1962",14:30 uur,(7.)St-Truidense VV,1,1,Club Brugge(4.)
1962-1963,14,,"zondag,zo23 dec. 1962",14:30 uur,(12.)Daring Club,1,2,KFC Diest(14.)
1962-1963,14,,"zondag,zo23 dec. 1962",14:30 uur,(16.)Union SG,0,0,Olymp. Charleroi(15.)
1962-1963,15,,"zondag,zo10 mrt. 1963",15:00 uur,(3.)Club Brugge,0,1,Standard Luik(1.)
1962-1963,15,,"zondag,zo10 mrt. 1963",15:00 uur,(2.)RSC Anderlecht,4,2,ARA Gent(10.)
1962-1963,15,,"zondag,zo10 mrt. 1963",15:00 uur,(4.)Antwerp FC,2,1,Daring Club(13.)
1962-1963,15,,"zondag,zo10 mrt. 1963",15:00 uur,(15.)Beerschot AC,1,1,Beringen FC(8.)
1962-1963,15,,"zondag,zo10 mrt. 1963",15:00 uur,(14.)Olymp. Charleroi,2,0,Berchem Sport(11.)
1962-1963,15,,"zondag,zo10 mrt. 1963",15:00 uur,(12.)KFC Diest,1,1,Cercle Brugge(9.)
1962-1963,15,,"zondag,zo10 mrt. 1963",15:00 uur,(6.)RFC Luik,3,0,Union SG(16.)
1962-1963,15,,"zondag,zo10 mrt. 1963",15:00 uur,(5.)Lierse SK,1,0,St-Truidense VV(7.)
1962-1963,16,,"zondag,zo17 mrt. 1963",15:00 uur,(1.)Standard Luik,1,2,St-Truidense VV(8.)
1962-1963,16,,"zondag,zo17 mrt. 1963",15:00 uur,(12.)KFC Diest,1,3,RSC Anderlecht(2.)
1962-1963,16,,"zondag,zo17 mrt. 1963",15:00 uur,(10.)ARA Gent,1,0,Antwerp FC(3.)
1962-1963,16,,"zondag,zo17 mrt. 1963",15:00 uur,(15.)Beerschot AC,0,0,Club Brugge(6.)
1962-1963,16,,"zondag,zo17 mrt. 1963",15:00 uur,(14.)Berchem Sport,3,1,Beringen FC(7.)
1962-1963,16,,"zondag,zo17 mrt. 1963",15:00 uur,(9.)Cercle Brugge,1,0,Union SG(16.)
1962-1963,16,,"zondag,zo17 mrt. 1963",15:00 uur,(13.)Daring Club,3,1,Olymp. Charleroi(11.)
1962-1963,16,,"zondag,zo17 mrt. 1963",15:00 uur,(4.)Lierse SK,2,0,RFC Luik(5.)
1962-1963,17,,"zondag,zo24 mrt. 1963",15:00 uur,(4.)Antwerp FC,0,1,Standard Luik(3.)
1962-1963,17,,"zondag,zo24 mrt. 1963",15:00 uur,(1.)RSC Anderlecht,1,1,Beerschot AC(15.)
1962-1963,17,,"zondag,zo24 mrt. 1963",15:00 uur,(16.)Union SG,3,0,Berchem Sport(12.)
1962-1963,17,,"zondag,zo24 mrt. 1963",15:00 uur,(10.)Beringen FC,0,1,ARA Gent(9.)
1962-1963,17,,"zondag,zo24 mrt. 1963",15:00 uur,(7.)St-Truidense VV,1,1,Cercle Brugge(8.)
1962-1963,17,,"zondag,zo24 mrt. 1963",15:00 uur,(6.)Club Brugge,2,1,Lierse SK(2.)
1962-1963,17,,"zondag,zo24 mrt. 1963",15:00 uur,(5.)RFC Luik,4,1,Daring Club(11.)
1962-1963,17,,"zondag,zo24 mrt. 1963",15:00 uur,(13.)Olymp. Charleroi,0,1,KFC Diest(14.)
1962-1963,18,,"zondag,zo21 apr. 1963",15:00 uur,(2.)Standard Luik,3,1,RFC Luik(4.)
1962-1963,18,,"zondag,zo21 apr. 1963",15:00 uur,(1.)RSC Anderlecht,0,0,Berchem Sport(13.)
1962-1963,18,,"zondag,zo21 apr. 1963",15:00 uur,(5.)Club Brugge,4,1,Antwerp FC(6.)
1962-1963,18,,"zondag,zo21 apr. 1963",15:00 uur,(14.)Beerschot AC,0,1,Union SG(16.)
1962-1963,18,,"zondag,zo21 apr. 1963",15:00 uur,(7.)St-Truidense VV,0,1,Beringen FC(10.)
1962-1963,18,,"zondag,zo21 apr. 1963",15:00 uur,(12.)Daring Club,2,1,Cercle Brugge(8.)
1962-1963,18,,"zondag,zo21 apr. 1963",15:00 uur,(11.)KFC Diest,4,1,Lierse SK(3.)
1962-1963,18,,"zondag,zo21 apr. 1963",15:00 uur,(15.)Olymp. Charleroi,1,2,ARA Gent(9.)
1962-1963,19,,"zaterdag,za27 apr. 1963",18:00 uur,(13.)Berchem Sport,0,2,Daring Club(12.)
1962-1963,19,,"zaterdag,za27 apr. 1963",19:30 uur,(16.)Union SG,2,2,St-Truidense VV(8.)
1962-1963,19,,"zaterdag,za27 apr. 1963",20:00 uur,(6.)ARA Gent,1,2,Standard Luik(1.)
1962-1963,19,,"zondag,zo28 apr. 1963",15:00 uur,(7.)Antwerp FC,3,1,RSC Anderlecht(2.)
1962-1963,19,,"zondag,zo28 apr. 1963",15:00 uur,(4.)Lierse SK,0,3,Beerschot AC(14.)
1962-1963,19,,"zondag,zo28 apr. 1963",15:00 uur,(10.)Beringen FC,1,2,KFC Diest(11.)
1962-1963,19,,"zondag,zo28 apr. 1963",15:00 uur,(9.)Cercle Brugge,0,2,Club Brugge(3.)
1962-1963,19,,"zondag,zo28 apr. 1963",15:00 uur,(5.)RFC Luik,3,0,Olymp. Charleroi(15.)
1962-1963,20,,"woensdag,wo1 mei 1963",15:00 uur,(3.)Club Brugge,1,1,Union SG(16.)
1962-1963,20,,"woensdag,wo1 mei 1963",15:00 uur,(9.)KFC Diest,1,0,ARA Gent(7.)
1962-1963,20,,"woensdag,wo1 mei 1963",15:00 uur,(8.)St-Truidense VV,2,0,Berchem Sport(14.)
1962-1963,20,,"woensdag,wo1 mei 1963",16:00 uur,(4.)RFC Luik,0,1,Antwerp FC(5.)
1962-1963,20,,"woensdag,wo1 mei 1963",17:00 uur,(15.)Olymp. Charleroi,2,0,Beringen FC(12.)
1962-1963,20,,"woensdag,wo1 mei 1963",17:30 uur,(2.)RSC Anderlecht,0,1,Lierse SK(6.)
1962-1963,20,,"woensdag,wo1 mei 1963",19:00 uur,(13.)Beerschot AC,0,0,Cercle Brugge(10.)
1962-1963,20,,"woensdag,wo1 mei 1963",20:00 uur,(11.)Daring Club,3,1,Standard Luik(1.)
1962-1963,21,,"zaterdag,za4 mei 1963",19:30 uur,(1.)Standard Luik,2,0,Beerschot AC(13.)
1962-1963,21,,"zaterdag,za4 mei 1963",19:30 uur,(16.)Union SG,1,3,Antwerp FC(4.)
1962-1963,21,,"zondag,zo5 mei 1963",15:00 uur,(12.)Beringen FC,1,0,Club Brugge(2.)
1962-1963,21,,"zondag,zo5 mei 1963",15:00 uur,(11.)Cercle Brugge,1,0,Olymp. Charleroi(14.)
1962-1963,21,,"zondag,zo5 mei 1963",15:00 uur,(9.)ARA Gent,3,2,Lierse SK(5.)
1962-1963,21,,"zondag,zo5 mei 1963",15:00 uur,(7.)St-Truidense VV,0,0,RFC Luik(6.)
1962-1963,21,,"zondag,zo5 mei 1963",15:00 uur,(15.)Berchem Sport,2,1,KFC Diest(8.)
1962-1963,21,,"zondag,zo5 mei 1963",20:00 uur,(10.)Daring Club,2,0,RSC Anderlecht(3.)
1962-1963,22,,"zaterdag,za11 mei 1963",19:30 uur,(4.)RSC Anderlecht,1,2,Union SG(16.)
1962-1963,22,,"zaterdag,za11 mei 1963",19:30 uur,(3.)Antwerp FC,4,1,Beringen FC(12.)
1962-1963,22,,"zondag,zo12 mei 1963",15:00 uur,(15.)Olymp. Charleroi,1,2,Standard Luik(1.)
1962-1963,22,,"zondag,zo12 mei 1963",15:00 uur,(14.)Beerschot AC,3,0,Berchem Sport(13.)
1962-1963,22,,"zondag,zo12 mei 1963",15:00 uur,(6.)Lierse SK,6,0,Cercle Brugge(10.)
1962-1963,22,,"zondag,zo12 mei 1963",15:00 uur,(2.)Club Brugge,0,3,Daring Club(8.)
1962-1963,22,,"zondag,zo12 mei 1963",15:00 uur,(11.)KFC Diest,0,0,St-Truidense VV(7.)
1962-1963,22,,"zondag,zo12 mei 1963",15:00 uur,(5.)RFC Luik,3,5,ARA Gent(9.)
1962-1963,23,,"zaterdag,za18 mei 1963",19:30 uur,(16.)Union SG,1,0,KFC Diest(10.)
1962-1963,23,,"zaterdag,za18 mei 1963",20:00 uur,(7.)ARA Gent,1,0,Club Brugge(3.)
1962-1963,23,,"zondag,zo19 mei 1963",15:00 uur,(1.)Standard Luik,0,1,RSC Anderlecht(5.)
1962-1963,23,,"zondag,zo19 mei 1963",15:00 uur,(14.)Berchem Sport,1,2,Antwerp FC(2.)
1962-1963,23,,"zondag,zo19 mei 1963",15:00 uur,(12.)Beringen FC,1,0,Lierse SK(4.)
1962-1963,23,,"zondag,zo19 mei 1963",15:00 uur,(11.)Cercle Brugge,3,0,RFC Luik(9.)
1962-1963,23,,"zondag,zo19 mei 1963",15:00 uur,(8.)St-Truidense VV,1,1,Olymp. Charleroi(15.)
1962-1963,23,,"zondag,zo19 mei 1963",19:30 uur,(6.)Daring Club,0,1,Beerschot AC(13.)
1962-1963,24,,"zaterdag,za6 apr. 1963",19:30 uur,(15.)Union SG,1,3,Daring Club(8.)
1962-1963,24,,"zaterdag,za6 apr. 1963",19:30 uur,(4.)ARA Gent,5,1,St-Truidense VV(7.)
1962-1963,24,,"zondag,zo7 apr. 1963",15:00 uur,(11.)KFC Diest,0,1,Standard Luik(1.)
1962-1963,24,,"zondag,zo7 apr. 1963",15:00 uur,(3.)RSC Anderlecht,3,1,Club Brugge(5.)
1962-1963,24,,"zondag,zo7 apr. 1963",15:00 uur,(2.)Antwerp FC,1,1,Beerschot AC(13.)
1962-1963,24,,"zondag,zo7 apr. 1963",15:00 uur,(10.)Cercle Brugge,0,0,Berchem Sport(14.)
1962-1963,24,,"zondag,zo7 apr. 1963",15:00 uur,(9.)RFC Luik,0,0,Beringen FC(12.)
1962-1963,24,,"zondag,zo7 apr. 1963",15:00 uur,(6.)Lierse SK,1,0,Olymp. Charleroi(16.)
1962-1963,25,,"donderdag,do11 apr. 1963",20:00 uur,(13.)Beerschot AC,0,0,KFC Diest(12.)
1962-1963,25,,"donderdag,do11 apr. 1963",20:00 uur,(6.)Daring Club,1,0,ARA Gent(4.)
1962-1963,25,,"zaterdag,za13 apr. 1963",16:00 uur,(7.)Club Brugge,0,1,RFC Luik(9.)
1962-1963,25,,"zaterdag,za13 apr. 1963",17:00 uur,(16.)Olymp. Charleroi,1,2,RSC Anderlecht(3.)
1962-1963,25,,"zaterdag,za13 apr. 1963",17:00 uur,(11.)Beringen FC,0,0,Union SG(15.)
1962-1963,25,,"zaterdag,za13 apr. 1963",19:30 uur,(1.)Standard Luik,3,0,Cercle Brugge(10.)
1962-1963,25,,"zondag,zo14 apr. 1963",15:00 uur,(8.)St-Truidense VV,4,3,Antwerp FC(2.)
1962-1963,25,,"zondag,zo14 apr. 1963",15:00 uur,(14.)Berchem Sport,2,0,Lierse SK(5.)
1962-1963,26,,"zaterdag,za30 mrt. 1963",16:00 uur,(4.)ARA Gent,0,0,Berchem Sport(14.)
1962-1963,26,,"zaterdag,za30 mrt. 1963",19:00 uur,(3.)Antwerp FC,4,2,Olymp. Charleroi(16.)
1962-1963,26,,"woensdag,wo10 apr. 1963",19:30 uur,(15.)Union SG,0,1,Standard Luik(1.)
1962-1963,26,,"maandag,ma15 apr. 1963",15:00 uur,(10.)Cercle Brugge,2,1,Beringen FC(11.)
1962-1963,26,,"maandag,ma15 apr. 1963",15:00 uur,(12.)KFC Diest,0,1,Club Brugge(9.)
1962-1963,26,,"maandag,ma15 apr. 1963",15:00 uur,(6.)Lierse SK,2,1,Daring Club(5.)
1962-1963,26,,"maandag,ma15 apr. 1963",19:30 uur,(2.)RSC Anderlecht,1,2,St-Truidense VV(7.)
1962-1963,26,,"maandag,ma15 apr. 1963",19:30 uur,(8.)RFC Luik,2,1,Beerschot AC(13.)
1962-1963,27,,"woensdag,wo22 mei 1963",20:00 uur,(4.)ARA Gent,2,1,Union SG(15.)
1962-1963,27,,"donderdag,do23 mei 1963",15:00 uur,(1.)Standard Luik,3,0,Berchem Sport(14.)
1962-1963,27,,"donderdag,do23 mei 1963",15:00 uur,(5.)Lierse SK,0,1,Antwerp FC(2.)
1962-1963,27,,"donderdag,do23 mei 1963",15:00 uur,(13.)Beerschot AC,0,0,St-Truidense VV(6.)
1962-1963,27,,"donderdag,do23 mei 1963",15:00 uur,(9.)Club Brugge,2,1,Olymp. Charleroi(16.)
1962-1963,27,,"donderdag,do23 mei 1963",15:00 uur,(12.)KFC Diest,0,3,RFC Luik(8.)
1962-1963,27,,"donderdag,do23 mei 1963",17:00 uur,(7.)Daring Club,2,0,Beringen FC(11.)
1962-1963,27,,"donderdag,do23 mei 1963",19:30 uur,(3.)RSC Anderlecht,3,1,Cercle Brugge(10.)
1962-1963,28,,"zondag,zo26 mei 1963",15:00 uur,(12.)Beringen FC,1,2,Standard Luik(1.)
1962-1963,28,,"zondag,zo26 mei 1963",15:00 uur,(6.)RFC Luik,1,2,RSC Anderlecht(3.)
1962-1963,28,,"zondag,zo26 mei 1963",15:00 uur,(2.)Antwerp FC,2,0,KFC Diest(13.)
1962-1963,28,,"zondag,zo26 mei 1963",15:00 uur,(16.)Olymp. Charleroi,1,1,Beerschot AC(11.)
1962-1963,28,,"zondag,zo26 mei 1963",15:00 uur,(14.)Berchem Sport,4,1,Club Brugge(8.)
1962-1963,28,,"zondag,zo26 mei 1963",15:00 uur,(10.)Cercle Brugge,1,2,ARA Gent(4.)
1962-1963,28,,"zondag,zo26 mei 1963",15:00 uur,(7.)St-Truidense VV,1,1,Daring Club(5.)
1962-1963,28,,"zondag,zo26 mei 1963",19:00 uur,(15.)Union SG,2,0,Lierse SK(9.)
