Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg
4013183,1978-1979,32,"zondag,zo13 mei 1979",15:00 uur,KSV Waregem,3,3,Lierse SK
4013184,1978-1979,32,"zondag,zo13 mei 1979",15:00 uur,RFC Luik,1,2,R Charleroi SC
4013185,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,RSC Anderlecht,4,1,RFC Luik
4013186,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,KSC Lokeren,1,0,KSV Waregem
4013187,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,Beerschot VAV,0,3,Antwerp FC
4013188,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,KFC Winterslag,1,1,La Louviere
4013189,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,R Charleroi SC,2,1,Waterschei THOR
4013190,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,Lierse SK,1,0,Club Brugge
4013191,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,KV Kortrijk,1,1,KSK Beveren
4013192,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,Standard Luik,2,1,RWD Molenbeek
4013193,1978-1979,33,"zondag,zo20 mei 1979",15:00 uur,Berchem Sport,3,2,Beringen FC
4013198,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,La Louviere,2,4,R Charleroi SC
4013199,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,Antwerp FC,1,1,KFC Winterslag
4013200,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,KSV Waregem,0,3,Beerschot VAV
4013201,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,RFC Luik,3,0,KSC Lokeren
4013202,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,Beringen FC,2,3,RSC Anderlecht
4013194,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,RWD Molenbeek,3,1,Berchem Sport
4013195,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,KSK Beveren,1,2,Standard Luik
4013196,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,Club Brugge,2,1,KV Kortrijk
4013197,1978-1979,34,"zondag,zo27 mei 1979",15:00 uur,Waterschei THOR,2,4,Lierse SK
4013203,1979-1980,1,"dinsdag,di28 aug. 1979",20:00 uur,RSC Anderlecht,1,2,KSC Lokeren
4013204,1979-1980,1,"dinsdag,di28 aug. 1979",20:00 uur,Antwerp FC,0,1,Club Brugge
4013205,1979-1980,1,"woensdag,wo29 aug. 1979",20:00 uur,Cercle Brugge,2,1,Lierse SK
4013206,1979-1980,1,"woensdag,wo29 aug. 1979",20:00 uur,Berchem Sport,1,1,Standard Luik
4013207,1979-1980,1,"woensdag,wo29 aug. 1979",20:00 uur,Waterschei THOR,1,1,VAC Beerschot
4013208,1979-1980,1,"woensdag,wo29 aug. 1979",20:00 uur,KSV Waregem,3,0,KFC Winterslag
4013209,1979-1980,1,"woensdag,wo29 aug. 1979",20:00 uur,KSK Beveren,3,0,RWD Molenbeek
4013210,1979-1980,1,"woensdag,wo29 aug. 1979",20:00 uur,RC Luik,0,2,R Charleroi SC
4013211,1979-1980,1,"woensdag,wo29 aug. 1979",20:00 uur,Beringen FC,1,1,KSC Hasselt
4013212,1979-1980,2,"zaterdag,za1 sep. 1979",19:30 uur,R Charleroi SC,2,1,Club Brugge
4013213,1979-1980,2,"zaterdag,za1 sep. 1979",20:00 uur,RWD Molenbeek,1,0,Beringen FC
4013214,1979-1980,2,"zaterdag,za1 sep. 1979",20:00 uur,KFC Winterslag,0,0,Antwerp FC
4013215,1979-1980,2,"zaterdag,za1 sep. 1979",20:00 uur,VAC Beerschot,2,1,RC Luik
4013216,1979-1980,2,"zaterdag,za1 sep. 1979",20:00 uur,KSC Hasselt,1,1,Berchem Sport
4013218,1979-1980,2,"zondag,zo2 sep. 1979",15:00 uur,KSC Lokeren,2,0,KSK Beveren
4013219,1979-1980,2,"zondag,zo2 sep. 1979",15:00 uur,Standard Luik,1,0,KSV Waregem
4013220,1979-1980,2,"zondag,zo2 sep. 1979",15:00 uur,Lierse SK,0,0,Waterschei THOR
4013217,1979-1980,2,"zondag,zo2 sep. 1979",15:00 uur,Cercle Brugge,2,1,RSC Anderlecht
4013222,1979-1980,3,"woensdag,wo5 sep. 1979",19:30 uur,R Charleroi SC,0,0,Antwerp FC
4013221,1979-1980,3,"woensdag,wo5 sep. 1979",20:00 uur,Club Brugge,1,0,Beringen FC
4013223,1979-1980,3,"woensdag,wo5 sep. 1979",20:00 uur,RWD Molenbeek,2,1,RC Luik
4013224,1979-1980,3,"woensdag,wo5 sep. 1979",20:00 uur,KFC Winterslag,1,1,KSK Beveren
4013225,1979-1980,3,"woensdag,wo5 sep. 1979",20:00 uur,VAC Beerschot,1,1,KSV Waregem
4013226,1979-1980,3,"woensdag,wo5 sep. 1979",20:00 uur,KSC Lokeren,1,0,Waterschei THOR
4013227,1979-1980,3,"woensdag,wo5 sep. 1979",20:00 uur,Standard Luik,5,2,RSC Anderlecht
4013228,1979-1980,3,"woensdag,wo5 sep. 1979",20:00 uur,Lierse SK,1,2,Berchem Sport
4013229,1979-1980,3,"woensdag,wo5 sep. 1979",20:00 uur,KSC Hasselt,2,1,Cercle Brugge
4013230,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,Club Brugge,4,0,KSC Hasselt
4013231,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,Berchem Sport,1,3,Cercle Brugge
4013232,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,RSC Anderlecht,4,0,Lierse SK
4013233,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,Waterschei THOR,1,3,Standard Luik
4013234,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,KSV Waregem,0,0,KSC Lokeren
4013235,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,KSK Beveren,0,0,VAC Beerschot
4013236,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,RC Luik,0,0,KFC Winterslag
4013237,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,Antwerp FC,0,2,RWD Molenbeek
4013238,1979-1980,4,"zaterdag,za8 sep. 1979",20:00 uur,Beringen FC,6,0,R Charleroi SC
4013239,1979-1980,5,"zaterdag,za15 sep. 1979",20:00 uur,RWD Molenbeek,0,0,Club Brugge
4013240,1979-1980,5,"zaterdag,za15 sep. 1979",20:00 uur,KFC Winterslag,2,1,Beringen FC
4013241,1979-1980,5,"zaterdag,za15 sep. 1979",20:00 uur,VAC Beerschot,1,1,Antwerp FC
4013242,1979-1980,5,"zaterdag,za15 sep. 1979",20:00 uur,Standard Luik,3,3,KSK Beveren
4013243,1979-1980,5,"zondag,zo16 sep. 1979",15:00 uur,Cercle Brugge,3,0,Waterschei THOR
4013244,1979-1980,5,"zondag,zo16 sep. 1979",15:00 uur,Berchem Sport,2,3,RSC Anderlecht
4013245,1979-1980,5,"zondag,zo16 sep. 1979",15:00 uur,KSC Lokeren,4,1,RC Luik
4013246,1979-1980,5,"zondag,zo16 sep. 1979",15:00 uur,Lierse SK,6,1,KSV Waregem
4013247,1979-1980,5,"zondag,zo16 sep. 1979",15:00 uur,KSC Hasselt,3,0,R Charleroi SC
4013248,1979-1980,6,"vrijdag,vr21 sep. 1979",20:00 uur,R Charleroi SC,0,1,RWD Molenbeek
4013249,1979-1980,6,"zaterdag,za22 sep. 1979",20:00 uur,RSC Anderlecht,1,0,KSC Hasselt
4013250,1979-1980,6,"zaterdag,za22 sep. 1979",20:00 uur,Waterschei THOR,1,1,Berchem Sport
4013251,1979-1980,6,"zaterdag,za22 sep. 1979",20:00 uur,Antwerp FC,0,1,KSC Lokeren
4013252,1979-1980,6,"zondag,zo23 sep. 1979",15:00 uur,Club Brugge,4,0,KFC Winterslag
4013253,1979-1980,6,"zondag,zo23 sep. 1979",15:00 uur,KSV Waregem,1,1,Cercle Brugge
4013254,1979-1980,6,"zondag,zo23 sep. 1979",15:00 uur,KSK Beveren,1,0,Lierse SK
4013255,1979-1980,6,"zondag,zo23 sep. 1979",15:00 uur,RC Luik,1,1,Standard Luik
4013256,1979-1980,6,"zondag,zo23 sep. 1979",15:00 uur,Beringen FC,1,2,VAC Beerschot
4013257,1979-1980,7,"zaterdag,za29 sep. 1979",20:00 uur,RSC Anderlecht,5,0,Waterschei THOR
4013258,1979-1980,7,"zaterdag,za29 sep. 1979",20:00 uur,KFC Winterslag,2,0,R Charleroi SC
4013259,1979-1980,7,"zaterdag,za29 sep. 1979",20:00 uur,VAC Beerschot,2,1,Club Brugge
4013260,1979-1980,7,"zaterdag,za29 sep. 1979",20:00 uur,KSC Hasselt,0,2,RWD Molenbeek
4013261,1979-1980,7,"zondag,zo30 sep. 1979",15:00 uur,Cercle Brugge,3,1,KSK Beveren
4013262,1979-1980,7,"zondag,zo30 sep. 1979",15:00 uur,Berchem Sport,0,0,KSV Waregem
4013263,1979-1980,7,"zondag,zo30 sep. 1979",15:00 uur,KSC Lokeren,3,0,Beringen FC
4013264,1979-1980,7,"zondag,zo30 sep. 1979",15:00 uur,Standard Luik,2,1,Antwerp FC
4013265,1979-1980,7,"zondag,zo30 sep. 1979",15:00 uur,Lierse SK,4,0,RC Luik
4013266,1979-1980,8,"zaterdag,za6 okt. 1979",20:00 uur,RWD Molenbeek,3,1,KFC Winterslag
4013267,1979-1980,8,"zaterdag,za6 okt. 1979",20:00 uur,Waterschei THOR,4,0,KSC Hasselt
4013268,1979-1980,8,"zaterdag,za6 okt. 1979",20:00 uur,Antwerp FC,3,1,Lierse SK
4013274,1979-1980,8,"zondag,zo7 okt. 1979",15:00 uur,Beringen FC,1,4,Standard Luik
4013269,1979-1980,8,"zondag,zo7 okt. 1979",15:00 uur,Club Brugge,2,0,KSC Lokeren
4013271,1979-1980,8,"zondag,zo7 okt. 1979",15:00 uur,KSV Waregem,1,1,RSC Anderlecht
4013272,1979-1980,8,"zondag,zo7 okt. 1979",15:00 uur,KSK Beveren,2,1,Berchem Sport
4013273,1979-1980,8,"zondag,zo7 okt. 1979",15:00 uur,RC Luik,5,1,Cercle Brugge
4013270,1979-1980,8,"zondag,zo7 okt. 1979",17:00 uur,R Charleroi SC,0,1,VAC Beerschot
4013276,1979-1980,9,"zaterdag,za13 okt. 1979",15:00 uur,Berchem Sport,2,2,RC Luik
4013275,1979-1980,9,"zaterdag,za13 okt. 1979",20:00 uur,Cercle Brugge,2,1,Antwerp FC
4013277,1979-1980,9,"zaterdag,za13 okt. 1979",20:00 uur,RSC Anderlecht,4,1,KSK Beveren
4013278,1979-1980,9,"zaterdag,za13 okt. 1979",20:00 uur,Waterschei THOR,1,1,KSV Waregem
4013279,1979-1980,9,"zaterdag,za13 okt. 1979",20:00 uur,VAC Beerschot,1,1,RWD Molenbeek
4013280,1979-1980,9,"zaterdag,za13 okt. 1979",20:00 uur,KSC Lokeren,2,0,R Charleroi SC
4013281,1979-1980,9,"zaterdag,za13 okt. 1979",20:00 uur,Standard Luik,1,2,Club Brugge
4013282,1979-1980,9,"zaterdag,za13 okt. 1979",20:00 uur,Lierse SK,1,0,Beringen FC
4013283,1979-1980,9,"zaterdag,za13 okt. 1979",20:00 uur,KSC Hasselt,1,3,KFC Winterslag
4013284,1979-1980,10,"zaterdag,za20 okt. 1979",19:30 uur,R Charleroi SC,2,1,Standard Luik
4013285,1979-1980,10,"zaterdag,za20 okt. 1979",20:00 uur,RWD Molenbeek,1,1,KSC Lokeren
4013286,1979-1980,10,"zaterdag,za20 okt. 1979",20:00 uur,KFC Winterslag,1,2,VAC Beerschot
4013287,1979-1980,10,"zaterdag,za20 okt. 1979",20:00 uur,KSV Waregem,1,0,KSC Hasselt
4013288,1979-1980,10,"zaterdag,za20 okt. 1979",20:00 uur,Beringen FC,0,0,Cercle Brugge
4013289,1979-1980,10,"zondag,zo21 okt. 1979",15:00 uur,Club Brugge,4,1,Lierse SK
4013290,1979-1980,10,"zondag,zo21 okt. 1979",15:00 uur,KSK Beveren,0,0,Waterschei THOR
4013291,1979-1980,10,"zondag,zo21 okt. 1979",15:00 uur,RC Luik,1,0,RSC Anderlecht
4013292,1979-1980,10,"zondag,zo21 okt. 1979",15:00 uur,Antwerp FC,1,1,Berchem Sport
4013293,1979-1980,11,"zaterdag,za27 okt. 1979",20:00 uur,RSC Anderlecht,3,0,Beringen FC
4013294,1979-1980,11,"zaterdag,za27 okt. 1979",20:00 uur,Waterschei THOR,2,3,Antwerp FC
4013295,1979-1980,11,"zaterdag,za27 okt. 1979",20:00 uur,KSV Waregem,4,1,RC Luik
4013296,1979-1980,11,"zaterdag,za27 okt. 1979",20:00 uur,KSC Hasselt,1,3,KSK Beveren
4013297,1979-1980,11,"zondag,zo28 okt. 1979",15:00 uur,Cercle Brugge,6,0,R Charleroi SC
4013298,1979-1980,11,"zondag,zo28 okt. 1979",15:00 uur,Berchem Sport,1,5,Club Brugge
4013299,1979-1980,11,"zondag,zo28 okt. 1979",15:00 uur,KSC Lokeren,4,0,VAC Beerschot
4013300,1979-1980,11,"zondag,zo28 okt. 1979",15:00 uur,Standard Luik,12,0,KFC Winterslag
4013301,1979-1980,11,"zondag,zo28 okt. 1979",15:00 uur,Lierse SK,0,0,RWD Molenbeek
4013302,1979-1980,12,"zaterdag,za3 nov. 1979",19:30 uur,R Charleroi SC,2,3,Lierse SK
4013303,1979-1980,12,"zaterdag,za3 nov. 1979",20:00 uur,VAC Beerschot,4,0,KSC Hasselt
4013310,1979-1980,12,"zondag,zo4 nov. 1979",15:00 uur,Beringen FC,1,0,Berchem Sport
4013304,1979-1980,12,"zondag,zo4 nov. 1979",15:00 uur,Club Brugge,2,0,Cercle Brugge
4013305,1979-1980,12,"zondag,zo4 nov. 1979",15:00 uur,RWD Molenbeek,0,1,Standard Luik
4013307,1979-1980,12,"zondag,zo4 nov. 1979",15:00 uur,KSK Beveren,0,0,KSV Waregem
4013308,1979-1980,12,"zondag,zo4 nov. 1979",15:00 uur,RC Luik,2,0,Waterschei THOR
4013309,1979-1980,12,"zondag,zo4 nov. 1979",15:00 uur,Antwerp FC,0,0,RSC Anderlecht
4013306,1979-1980,12,"zondag,zo4 nov. 1979",19:00 uur,KFC Winterslag,0,3,KSC Lokeren
4013311,1979-1980,13,"zaterdag,za10 nov. 1979",20:00 uur,RSC Anderlecht,1,0,R Charleroi SC
4013312,1979-1980,13,"zaterdag,za10 nov. 1979",20:00 uur,Waterschei THOR,1,1,Club Brugge
4013313,1979-1980,13,"zondag,zo11 nov. 1979",15:00 uur,Cercle Brugge,1,1,KFC Winterslag
4013314,1979-1980,13,"zondag,zo11 nov. 1979",15:00 uur,Berchem Sport,3,3,RWD Molenbeek
4013315,1979-1980,13,"zondag,zo11 nov. 1979",15:00 uur,KSV Waregem,1,1,Beringen FC
4013316,1979-1980,13,"zondag,zo11 nov. 1979",15:00 uur,KSK Beveren,0,0,Antwerp FC
4013317,1979-1980,13,"zondag,zo11 nov. 1979",15:00 uur,Standard Luik,2,1,KSC Lokeren
4013318,1979-1980,13,"zondag,zo11 nov. 1979",15:00 uur,Lierse SK,1,0,VAC Beerschot
4013319,1979-1980,13,"zondag,zo11 nov. 1979",15:00 uur,KSC Hasselt,0,2,RC Luik
4013320,1979-1980,14,"vrijdag,vr16 nov. 1979",20:00 uur,KFC Winterslag,0,2,Lierse SK
4013322,1979-1980,14,"zaterdag,za17 nov. 1979",19:30 uur,R Charleroi SC,0,0,Berchem Sport
4013321,1979-1980,14,"zaterdag,za17 nov. 1979",20:00 uur,Club Brugge,3,0,RSC Anderlecht
4013323,1979-1980,14,"zaterdag,za17 nov. 1979",20:00 uur,RWD Molenbeek,3,1,Cercle Brugge
4013324,1979-1980,14,"zaterdag,za17 nov. 1979",20:00 uur,VAC Beerschot,1,1,Standard Luik
4013325,1979-1980,14,"zaterdag,za17 nov. 1979",20:00 uur,KSC Lokeren,10,1,KSC Hasselt
4013326,1979-1980,14,"zaterdag,za17 nov. 1979",20:00 uur,RC Luik,0,0,KSK Beveren
4013327,1979-1980,14,"zaterdag,za17 nov. 1979",20:00 uur,Antwerp FC,1,0,KSV Waregem
4013328,1979-1980,14,"zaterdag,za17 nov. 1979",20:00 uur,Beringen FC,1,2,Waterschei THOR
4013329,1979-1980,15,"zaterdag,za24 nov. 1979",20:00 uur,RSC Anderlecht,5,0,KFC Winterslag
4013330,1979-1980,15,"zaterdag,za24 nov. 1979",20:00 uur,Waterschei THOR,1,1,RWD Molenbeek
4013331,1979-1980,15,"zondag,zo25 nov. 1979",15:00 uur,Cercle Brugge,2,4,KSC Lokeren
4013332,1979-1980,15,"zondag,zo25 nov. 1979",15:00 uur,Berchem Sport,2,0,VAC Beerschot
4013333,1979-1980,15,"zondag,zo25 nov. 1979",15:00 uur,KSV Waregem,3,0,R Charleroi SC
4013334,1979-1980,15,"zondag,zo25 nov. 1979",15:00 uur,KSK Beveren,2,1,Club Brugge
4013335,1979-1980,15,"zondag,zo25 nov. 1979",15:00 uur,RC Luik,1,2,Beringen FC
4013336,1979-1980,15,"zondag,zo25 nov. 1979",15:00 uur,Lierse SK,3,1,Standard Luik
4013337,1979-1980,15,"zondag,zo25 nov. 1979",15:00 uur,KSC Hasselt,1,5,Antwerp FC
4013338,1979-1980,16,"zaterdag,za1 dec. 1979",19:30 uur,R Charleroi SC,0,1,Waterschei THOR
4013339,1979-1980,16,"zaterdag,za1 dec. 1979",20:00 uur,RWD Molenbeek,2,1,RSC Anderlecht
4013340,1979-1980,16,"zaterdag,za1 dec. 1979",20:00 uur,KFC Winterslag,2,2,Berchem Sport
4013341,1979-1980,16,"zaterdag,za1 dec. 1979",20:00 uur,VAC Beerschot,1,1,Cercle Brugge
4013342,1979-1980,16,"zondag,zo2 dec. 1979",15:00 uur,Club Brugge,1,0,KSV Waregem
4013343,1979-1980,16,"zondag,zo2 dec. 1979",15:00 uur,KSC Lokeren,3,1,Lierse SK
4013344,1979-1980,16,"zondag,zo2 dec. 1979",15:00 uur,Standard Luik,0,0,KSC Hasselt
4013345,1979-1980,16,"zondag,zo2 dec. 1979",15:00 uur,Antwerp FC,3,1,RC Luik
4013346,1979-1980,16,"zondag,zo2 dec. 1979",15:00 uur,Beringen FC,1,1,KSK Beveren
4013347,1979-1980,17,"vrijdag,vr7 dec. 1979",20:00 uur,RSC Anderlecht,3,1,VAC Beerschot
4013348,1979-1980,17,"zaterdag,za8 dec. 1979",20:00 uur,Waterschei THOR,2,0,KFC Winterslag
4013349,1979-1980,17,"zondag,zo9 dec. 1979",15:00 uur,Cercle Brugge,3,2,Standard Luik
4013350,1979-1980,17,"zondag,zo9 dec. 1979",15:00 uur,Berchem Sport,2,3,KSC Lokeren
4013351,1979-1980,17,"zondag,zo9 dec. 1979",15:00 uur,KSV Waregem,2,0,RWD Molenbeek
4013352,1979-1980,17,"zondag,zo9 dec. 1979",15:00 uur,KSK Beveren,1,1,R Charleroi SC
4013353,1979-1980,17,"zondag,zo9 dec. 1979",15:00 uur,RC Luik,3,0,Club Brugge
4013354,1979-1980,17,"zondag,zo9 dec. 1979",15:00 uur,Antwerp FC,4,0,Beringen FC
4013355,1979-1980,17,"zondag,zo9 dec. 1979",15:00 uur,KSC Hasselt,0,3,Lierse SK
4013356,1979-1980,18,"zaterdag,za5 jan. 1980",20:00 uur,Club Brugge,7,0,R Charleroi SC
4013357,1979-1980,18,"zaterdag,za5 jan. 1980",20:00 uur,RSC Anderlecht,3,0,Cercle Brugge
4013358,1979-1980,18,"zondag,zo6 jan. 1980",15:00 uur,Berchem Sport,1,0,KSC Hasselt
4013360,1979-1980,18,"zondag,zo6 jan. 1980",15:00 uur,KSK Beveren,1,0,KSC Lokeren
4013361,1979-1980,18,"zondag,zo6 jan. 1980",15:00 uur,RC Luik,2,1,VAC Beerschot
4013362,1979-1980,18,"zondag,zo6 jan. 1980",15:00 uur,Antwerp FC,1,2,KFC Winterslag
4013363,1979-1980,18,"zondag,zo6 jan. 1980",15:00 uur,Beringen FC,1,1,RWD Molenbeek
4013359,1979-1980,18,"zondag,zo6 jan. 1980",17:00 uur,KSV Waregem,0,4,Standard Luik
4013400,1979-1980,18,"woensdag,wo6 feb. 1980",20:00 uur,Waterschei THOR,2,1,Lierse SK
4013364,1979-1980,19,"zaterdag,za12 jan. 1980",19:30 uur,R Charleroi SC,0,3,Beringen FC
4013365,1979-1980,19,"zaterdag,za12 jan. 1980",20:00 uur,KFC Winterslag,1,1,RC Luik
4013366,1979-1980,19,"zondag,zo13 jan. 1980",15:00 uur,Cercle Brugge,1,0,Berchem Sport
4013367,1979-1980,19,"zondag,zo13 jan. 1980",15:00 uur,RWD Molenbeek,2,1,Antwerp FC
4013368,1979-1980,19,"zondag,zo13 jan. 1980",15:00 uur,VAC Beerschot,3,0,KSK Beveren
4013369,1979-1980,19,"zondag,zo13 jan. 1980",15:00 uur,KSC Lokeren,2,1,KSV Waregem
4013370,1979-1980,19,"zondag,zo13 jan. 1980",15:00 uur,Standard Luik,2,0,Waterschei THOR
4013371,1979-1980,19,"zondag,zo13 jan. 1980",15:00 uur,Lierse SK,0,0,RSC Anderlecht
4013372,1979-1980,19,"zondag,zo13 jan. 1980",15:00 uur,KSC Hasselt,2,4,Club Brugge
4013373,1979-1980,20,"zaterdag,za19 jan. 1980",19:30 uur,R Charleroi SC,2,0,KSC Hasselt
4013374,1979-1980,20,"zaterdag,za19 jan. 1980",20:00 uur,RSC Anderlecht,3,0,Berchem Sport
4013375,1979-1980,20,"zondag,zo20 jan. 1980",15:00 uur,Club Brugge,1,2,RWD Molenbeek
4013376,1979-1980,20,"zondag,zo20 jan. 1980",15:00 uur,Waterschei THOR,3,1,Cercle Brugge
4013377,1979-1980,20,"zondag,zo20 jan. 1980",15:00 uur,KSV Waregem,0,0,Lierse SK
4013378,1979-1980,20,"zondag,zo20 jan. 1980",15:00 uur,KSK Beveren,0,0,Standard Luik
4013379,1979-1980,20,"zondag,zo20 jan. 1980",15:00 uur,RC Luik,1,0,KSC Lokeren
4013380,1979-1980,20,"zondag,zo20 jan. 1980",15:00 uur,Antwerp FC,1,1,VAC Beerschot
4013381,1979-1980,20,"zondag,zo20 jan. 1980",15:00 uur,Beringen FC,0,2,KFC Winterslag
4013382,1979-1980,21,"zaterdag,za26 jan. 1980",20:00 uur,KFC Winterslag,1,1,Club Brugge
4013383,1979-1980,21,"zondag,zo27 jan. 1980",15:00 uur,Cercle Brugge,2,1,KSV Waregem
4013384,1979-1980,21,"zondag,zo27 jan. 1980",15:00 uur,Berchem Sport,1,1,Waterschei THOR
4013385,1979-1980,21,"zondag,zo27 jan. 1980",15:00 uur,RWD Molenbeek,4,0,R Charleroi SC
4013386,1979-1980,21,"zondag,zo27 jan. 1980",15:00 uur,VAC Beerschot,0,0,Beringen FC
4013387,1979-1980,21,"zondag,zo27 jan. 1980",15:00 uur,KSC Lokeren,1,0,Antwerp FC
4013388,1979-1980,21,"zondag,zo27 jan. 1980",15:00 uur,Standard Luik,1,0,RC Luik
4013389,1979-1980,21,"zondag,zo27 jan. 1980",15:00 uur,Lierse SK,5,2,KSK Beveren
4013390,1979-1980,21,"zondag,zo27 jan. 1980",15:00 uur,KSC Hasselt,0,2,RSC Anderlecht
4013391,1979-1980,22,"zaterdag,za2 feb. 1980",19:30 uur,R Charleroi SC,1,1,KFC Winterslag
4013392,1979-1980,22,"zaterdag,za2 feb. 1980",20:00 uur,Waterschei THOR,0,1,RSC Anderlecht
4013393,1979-1980,22,"zondag,zo3 feb. 1980",15:00 uur,Club Brugge,2,1,VAC Beerschot
4013394,1979-1980,22,"zondag,zo3 feb. 1980",15:00 uur,RWD Molenbeek,4,0,KSC Hasselt
4013395,1979-1980,22,"zondag,zo3 feb. 1980",15:00 uur,KSV Waregem,2,1,Berchem Sport
4013396,1979-1980,22,"zondag,zo3 feb. 1980",15:00 uur,KSK Beveren,1,2,Cercle Brugge
4013397,1979-1980,22,"zondag,zo3 feb. 1980",15:00 uur,RC Luik,3,0,Lierse SK
4013398,1979-1980,22,"zondag,zo3 feb. 1980",15:00 uur,Antwerp FC,0,2,Standard Luik
4013399,1979-1980,22,"zondag,zo3 feb. 1980",15:00 uur,Beringen FC,2,1,KSC Lokeren
4013401,1979-1980,23,"zaterdag,za9 feb. 1980",19:00 uur,RSC Anderlecht,6,0,KSV Waregem
4013402,1979-1980,23,"zaterdag,za9 feb. 1980",20:00 uur,KFC Winterslag,1,0,RWD Molenbeek
4013403,1979-1980,23,"zaterdag,za9 feb. 1980",20:00 uur,VAC Beerschot,1,2,R Charleroi SC
4013404,1979-1980,23,"zondag,zo10 feb. 1980",15:00 uur,Cercle Brugge,2,1,RC Luik
4013405,1979-1980,23,"zondag,zo10 feb. 1980",15:00 uur,Berchem Sport,0,2,KSK Beveren
4013406,1979-1980,23,"zondag,zo10 feb. 1980",15:00 uur,KSC Lokeren,0,1,Club Brugge
4013407,1979-1980,23,"zondag,zo10 feb. 1980",15:00 uur,Standard Luik,4,0,Beringen FC
4013408,1979-1980,23,"zondag,zo10 feb. 1980",15:00 uur,Lierse SK,6,1,Antwerp FC
4013409,1979-1980,23,"zondag,zo10 feb. 1980",15:00 uur,KSC Hasselt,0,3,Waterschei THOR
4013410,1979-1980,24,"zaterdag,za16 feb. 1980",19:30 uur,R Charleroi SC,0,0,KSC Lokeren
4013411,1979-1980,24,"zondag,zo17 feb. 1980",15:00 uur,Club Brugge,1,1,Standard Luik
4013412,1979-1980,24,"zondag,zo17 feb. 1980",15:00 uur,RWD Molenbeek,4,2,VAC Beerschot
4013413,1979-1980,24,"zondag,zo17 feb. 1980",15:00 uur,KFC Winterslag,1,1,KSC Hasselt
4013414,1979-1980,24,"zondag,zo17 feb. 1980",15:00 uur,KSV Waregem,1,1,Waterschei THOR
4013415,1979-1980,24,"zondag,zo17 feb. 1980",15:00 uur,KSK Beveren,3,0,RSC Anderlecht
4013416,1979-1980,24,"zondag,zo17 feb. 1980",15:00 uur,RC Luik,4,1,Berchem Sport
4013417,1979-1980,24,"zondag,zo17 feb. 1980",15:00 uur,Antwerp FC,3,1,Cercle Brugge
4013418,1979-1980,24,"zondag,zo17 feb. 1980",15:00 uur,Beringen FC,0,3,Lierse SK
4013419,1979-1980,25,"zaterdag,za1 mrt. 1980",20:00 uur,RSC Anderlecht,0,0,RC Luik
4013420,1979-1980,25,"zaterdag,za1 mrt. 1980",20:00 uur,Waterschei THOR,3,1,KSK Beveren
4013421,1979-1980,25,"zaterdag,za1 mrt. 1980",20:00 uur,VAC Beerschot,1,2,KFC Winterslag
4013425,1979-1980,25,"zondag,zo2 mrt. 1980",15:00 uur,Standard Luik,4,1,R Charleroi SC
4013426,1979-1980,25,"zondag,zo2 mrt. 1980",15:00 uur,Lierse SK,2,2,Club Brugge
4013427,1979-1980,25,"zondag,zo2 mrt. 1980",15:00 uur,KSC Hasselt,0,2,KSV Waregem
4013422,1979-1980,25,"zondag,zo2 mrt. 1980",15:00 uur,Cercle Brugge,1,2,Beringen FC
4013423,1979-1980,25,"zondag,zo2 mrt. 1980",15:00 uur,Berchem Sport,1,3,Antwerp FC
4013424,1979-1980,25,"zondag,zo2 mrt. 1980",15:00 uur,KSC Lokeren,0,0,RWD Molenbeek
4013428,1979-1980,26,"zaterdag,za8 mrt. 1980",19:30 uur,R Charleroi SC,2,0,Cercle Brugge
4013429,1979-1980,26,"zaterdag,za8 mrt. 1980",20:00 uur,KFC Winterslag,1,0,Standard Luik
4013430,1979-1980,26,"zaterdag,za8 mrt. 1980",20:00 uur,VAC Beerschot,0,2,KSC Lokeren
