Match_ID,Seizoen,Speeldag,Datum,Tijdstip,Thuisploeg,Resultaat_Thuisploeg,Resultaat_Uitploeg,Uitploeg
910931,2008-2009,13,"zaterdag,za22 nov. 2008",20:00 uur,KSV Roeselare,2,2,FCV Dender EH
910933,2008-2009,13,"zaterdag,za22 nov. 2008",20:00 uur,Germ. Beerschot,0,2,KSC Lokeren
913436,2008-2009,13,"zaterdag,za22 nov. 2008",20:00 uur,Standard Luik,3,1,Exc. Mouscron
910930,2008-2009,13,"zondag,zo23 nov. 2008",20:30 uur,KAA Gent,2,3,KRC Genk
910932,2008-2009,13,"dinsdag,di16 dec. 2008",20:30 uur,KV Kortrijk,1,0,Zulte Waregem
910938,2008-2009,14,"vrijdag,vr28 nov. 2008",20:30 uur,FCV Dender EH,0,2,RSC Anderlecht
910935,2008-2009,14,"zaterdag,za29 nov. 2008",20:00 uur,KRC Genk,3,2,Cercle Brugge
910936,2008-2009,14,"zaterdag,za29 nov. 2008",20:00 uur,Zulte Waregem,4,2,R Charleroi SC
910937,2008-2009,14,"zaterdag,za29 nov. 2008",20:00 uur,KAA Gent,4,0,KSV Roeselare
910939,2008-2009,14,"zaterdag,za29 nov. 2008",20:00 uur,Exc. Mouscron,2,0,KSC Lokeren
910940,2008-2009,14,"zaterdag,za29 nov. 2008",20:00 uur,AFC Tubize,3,3,KV Kortrijk
910941,2008-2009,14,"zaterdag,za29 nov. 2008",20:00 uur,KVC Westerlo,2,1,RAEC Mons
913437,2008-2009,14,"zondag,zo30 nov. 2008",18:00 uur,KV Mechelen,0,0,Standard Luik
910934,2008-2009,14,"zondag,zo30 nov. 2008",20:30 uur,Club Brugge,3,0,Germ. Beerschot
910945,2008-2009,15,"vrijdag,vr5 dec. 2008",20:30 uur,Cercle Brugge,3,1,KAA Gent
913438,2008-2009,15,"zaterdag,za6 dec. 2008",20:00 uur,Standard Luik,1,2,Zulte Waregem
910942,2008-2009,15,"zaterdag,za6 dec. 2008",20:00 uur,RSC Anderlecht,5,1,AFC Tubize
910943,2008-2009,15,"zaterdag,za6 dec. 2008",20:00 uur,RAEC Mons,5,2,FCV Dender EH
910944,2008-2009,15,"zaterdag,za6 dec. 2008",20:00 uur,R Charleroi SC,1,2,KV Mechelen
910947,2008-2009,15,"zaterdag,za6 dec. 2008",20:00 uur,KSV Roeselare,1,0,KVC Westerlo
910949,2008-2009,15,"zaterdag,za6 dec. 2008",20:00 uur,Germ. Beerschot,3,0,Exc. Mouscron
910948,2008-2009,15,"zondag,zo7 dec. 2008",18:00 uur,KV Kortrijk,3,1,KRC Genk
910946,2008-2009,15,"zondag,zo7 dec. 2008",20:30 uur,KSC Lokeren,2,0,Club Brugge
910954,2008-2009,16,"vrijdag,vr12 dec. 2008",20:30 uur,KV Mechelen,2,1,Germ. Beerschot
910950,2008-2009,16,"zaterdag,za13 dec. 2008",20:00 uur,KRC Genk,1,0,R Charleroi SC
910951,2008-2009,16,"zaterdag,za13 dec. 2008",20:00 uur,Zulte Waregem,2,1,Exc. Mouscron
910952,2008-2009,16,"zaterdag,za13 dec. 2008",20:00 uur,KAA Gent,1,1,KV Kortrijk
910953,2008-2009,16,"zaterdag,za13 dec. 2008",20:00 uur,FCV Dender EH,1,1,KSC Lokeren
910956,2008-2009,16,"zaterdag,za13 dec. 2008",20:00 uur,AFC Tubize,2,1,RAEC Mons
910957,2008-2009,16,"zaterdag,za13 dec. 2008",20:00 uur,KVC Westerlo,1,2,Cercle Brugge
913439,2008-2009,16,"zondag,zo14 dec. 2008",13:00 uur,Club Brugge,1,4,Standard Luik
910955,2008-2009,16,"zondag,zo14 dec. 2008",18:00 uur,KSV Roeselare,0,3,RSC Anderlecht
910958,2008-2009,17,"vrijdag,vr19 dec. 2008",20:30 uur,RSC Anderlecht,2,0,KRC Genk
910959,2008-2009,17,"zaterdag,za20 dec. 2008",20:00 uur,RAEC Mons,2,2,Zulte Waregem
910960,2008-2009,17,"zaterdag,za20 dec. 2008",20:00 uur,R Charleroi SC,2,0,FCV Dender EH
910961,2008-2009,17,"zaterdag,za20 dec. 2008",20:00 uur,Cercle Brugge,4,3,KSV Roeselare
910962,2008-2009,17,"zaterdag,za20 dec. 2008",20:00 uur,KSC Lokeren,2,2,KV Mechelen
910963,2008-2009,17,"zaterdag,za20 dec. 2008",20:00 uur,Exc. Mouscron,5,1,Club Brugge
910965,2008-2009,17,"zaterdag,za20 dec. 2008",20:00 uur,Germ. Beerschot,2,0,AFC Tubize
910964,2008-2009,17,"zondag,zo21 dec. 2008",18:00 uur,KV Kortrijk,0,0,KVC Westerlo
913440,2008-2009,17,"zondag,zo21 dec. 2008",20:30 uur,Standard Luik,2,1,KAA Gent
910968,2008-2009,18,"vrijdag,vr16 jan. 2009",20:30 uur,RSC Anderlecht,1,2,Cercle Brugge
910967,2008-2009,18,"zaterdag,za17 jan. 2009",20:00 uur,KSC Lokeren,2,1,Zulte Waregem
910969,2008-2009,18,"zaterdag,za17 jan. 2009",20:00 uur,RAEC Mons,1,2,KAA Gent
910970,2008-2009,18,"zaterdag,za17 jan. 2009",20:00 uur,Club Brugge,3,0,KV Mechelen
910971,2008-2009,18,"zaterdag,za17 jan. 2009",20:00 uur,KV Kortrijk,2,1,KSV Roeselare
910972,2008-2009,18,"zaterdag,za17 jan. 2009",20:00 uur,Exc. Mouscron,1,1,AFC Tubize
913441,2008-2009,18,"zaterdag,za17 jan. 2009",20:00 uur,Standard Luik,3,2,FCV Dender EH
910973,2008-2009,18,"zondag,zo18 jan. 2009",18:00 uur,R Charleroi SC,1,2,KVC Westerlo
910966,2008-2009,18,"zondag,zo18 jan. 2009",20:30 uur,Germ. Beerschot,4,1,KRC Genk
910976,2008-2009,19,"zaterdag,za24 jan. 2009",20:00 uur,KRC Genk,2,0,RAEC Mons
910977,2008-2009,19,"zaterdag,za24 jan. 2009",20:00 uur,KSV Roeselare,3,1,R Charleroi SC
910978,2008-2009,19,"zaterdag,za24 jan. 2009",20:00 uur,AFC Tubize,2,1,KSC Lokeren
910979,2008-2009,19,"zaterdag,za24 jan. 2009",20:00 uur,KV Mechelen,2,2,Exc. Mouscron
910980,2008-2009,19,"zaterdag,za24 jan. 2009",20:00 uur,Cercle Brugge,0,1,KV Kortrijk
910981,2008-2009,19,"zaterdag,za24 jan. 2009",20:00 uur,FCV Dender EH,0,1,Germ. Beerschot
910974,2008-2009,19,"zondag,zo25 jan. 2009",18:00 uur,Zulte Waregem,3,1,Club Brugge
913442,2008-2009,19,"zondag,zo25 jan. 2009",20:30 uur,KVC Westerlo,0,1,Standard Luik
910975,2008-2009,19,"woensdag,wo18 feb. 2009",20:30 uur,KAA Gent,1,2,RSC Anderlecht
910989,2008-2009,20,"zaterdag,za31 jan. 2009",18:00 uur,Germ. Beerschot,2,1,KVC Westerlo
910982,2008-2009,20,"zaterdag,za31 jan. 2009",20:00 uur,KV Kortrijk,1,3,RSC Anderlecht
910984,2008-2009,20,"zaterdag,za31 jan. 2009",20:00 uur,RAEC Mons,1,1,Cercle Brugge
910986,2008-2009,20,"zaterdag,za31 jan. 2009",20:00 uur,Exc. Mouscron,0,2,FCV Dender EH
910987,2008-2009,20,"zaterdag,za31 jan. 2009",20:00 uur,Zulte Waregem,1,1,KV Mechelen
910988,2008-2009,20,"zaterdag,za31 jan. 2009",20:00 uur,Club Brugge,3,1,AFC Tubize
913443,2008-2009,20,"zaterdag,za31 jan. 2009",20:00 uur,Standard Luik,3,0,KSV Roeselare
910985,2008-2009,20,"zondag,zo1 feb. 2009",18:00 uur,R Charleroi SC,2,5,KAA Gent
910983,2008-2009,20,"zondag,zo1 feb. 2009",20:30 uur,KSC Lokeren,1,2,KRC Genk
913444,2008-2009,21,"vrijdag,vr6 feb. 2009",20:30 uur,KV Kortrijk,0,2,Standard Luik
910990,2008-2009,21,"zaterdag,za7 feb. 2009",20:00 uur,FCV Dender EH,0,2,Club Brugge
910991,2008-2009,21,"zaterdag,za7 feb. 2009",20:00 uur,RSC Anderlecht,3,2,RAEC Mons
910992,2008-2009,21,"zaterdag,za7 feb. 2009",20:00 uur,KRC Genk,1,2,Zulte Waregem
910995,2008-2009,21,"zaterdag,za7 feb. 2009",20:00 uur,AFC Tubize,1,5,KV Mechelen
910996,2008-2009,21,"zaterdag,za7 feb. 2009",20:00 uur,KAA Gent,2,0,Exc. Mouscron
910997,2008-2009,21,"zaterdag,za7 feb. 2009",20:00 uur,KSV Roeselare,2,2,Germ. Beerschot
910994,2008-2009,21,"zondag,zo8 feb. 2009",18:00 uur,KVC Westerlo,1,0,KSC Lokeren
910993,2008-2009,21,"zondag,zo8 feb. 2009",20:30 uur,Cercle Brugge,2,2,R Charleroi SC
911000,2008-2009,22,"zaterdag,za14 feb. 2009",18:00 uur,Germ. Beerschot,1,1,Cercle Brugge
913445,2008-2009,22,"zaterdag,za14 feb. 2009",20:00 uur,Standard Luik,4,0,AFC Tubize
911001,2008-2009,22,"zaterdag,za14 feb. 2009",20:00 uur,KV Mechelen,3,3,KAA Gent
911002,2008-2009,22,"zaterdag,za14 feb. 2009",20:00 uur,Zulte Waregem,1,0,FCV Dender EH
911003,2008-2009,22,"zaterdag,za14 feb. 2009",20:00 uur,KSC Lokeren,2,1,KSV Roeselare
911004,2008-2009,22,"zaterdag,za14 feb. 2009",20:00 uur,RAEC Mons,1,1,KV Kortrijk
911005,2008-2009,22,"zaterdag,za14 feb. 2009",20:00 uur,Exc. Mouscron,0,0,KVC Westerlo
910998,2008-2009,22,"zondag,zo15 feb. 2009",18:00 uur,R Charleroi SC,0,1,RSC Anderlecht
910999,2008-2009,22,"zondag,zo15 feb. 2009",20:30 uur,Club Brugge,0,2,KRC Genk
911012,2008-2009,23,"vrijdag,vr20 feb. 2009",20:30 uur,KRC Genk,1,1,Exc. Mouscron
911007,2008-2009,23,"zaterdag,za21 feb. 2009",20:00 uur,KSV Roeselare,3,2,RAEC Mons
911008,2008-2009,23,"zaterdag,za21 feb. 2009",20:00 uur,AFC Tubize,0,6,Zulte Waregem
911009,2008-2009,23,"zaterdag,za21 feb. 2009",20:00 uur,KV Kortrijk,1,1,R Charleroi SC
911010,2008-2009,23,"zaterdag,za21 feb. 2009",20:00 uur,Cercle Brugge,0,0,KSC Lokeren
911011,2008-2009,23,"zaterdag,za21 feb. 2009",20:00 uur,FCV Dender EH,1,2,KV Mechelen
911013,2008-2009,23,"zaterdag,za21 feb. 2009",20:00 uur,KAA Gent,1,3,Germ. Beerschot
911006,2008-2009,23,"zondag,zo22 feb. 2009",18:00 uur,KVC Westerlo,1,1,Club Brugge
913446,2008-2009,23,"zondag,zo22 feb. 2009",20:30 uur,RSC Anderlecht,4,2,Standard Luik
911015,2008-2009,24,"vrijdag,vr27 feb. 2009",20:30 uur,KV Mechelen,2,1,KRC Genk
911014,2008-2009,24,"zaterdag,za28 feb. 2009",20:00 uur,Exc. Mouscron,1,1,RSC Anderlecht
911016,2008-2009,24,"zaterdag,za28 feb. 2009",20:00 uur,R Charleroi SC,3,0,RAEC Mons
911018,2008-2009,24,"zaterdag,za28 feb. 2009",20:00 uur,Club Brugge,2,1,KSV Roeselare
911019,2008-2009,24,"zaterdag,za28 feb. 2009",20:00 uur,Germ. Beerschot,3,0,KV Kortrijk
911020,2008-2009,24,"zaterdag,za28 feb. 2009",20:00 uur,FCV Dender EH,4,0,AFC Tubize
911021,2008-2009,24,"zaterdag,za28 feb. 2009",20:00 uur,Zulte Waregem,1,1,KVC Westerlo
911017,2008-2009,24,"zondag,zo1 mrt. 2009",18:00 uur,KSC Lokeren,0,1,KAA Gent
913447,2008-2009,24,"zondag,zo1 mrt. 2009",20:30 uur,Standard Luik,4,0,Cercle Brugge
913448,2008-2009,25,"vrijdag,vr6 mrt. 2009",20:30 uur,RAEC Mons,0,1,Standard Luik
911023,2008-2009,25,"zaterdag,za7 mrt. 2009",20:00 uur,RSC Anderlecht,2,0,Zulte Waregem
911024,2008-2009,25,"zaterdag,za7 mrt. 2009",20:00 uur,KV Kortrijk,2,3,KSC Lokeren
911025,2008-2009,25,"zaterdag,za7 mrt. 2009",20:00 uur,KRC Genk,4,3,FCV Dender EH
911027,2008-2009,25,"zaterdag,za7 mrt. 2009",20:00 uur,KSV Roeselare,2,0,Exc. Mouscron
911028,2008-2009,25,"zaterdag,za7 mrt. 2009",20:00 uur,KAA Gent,2,0,AFC Tubize
911029,2008-2009,25,"zaterdag,za7 mrt. 2009",20:00 uur,R Charleroi SC,0,0,Germ. Beerschot
911026,2008-2009,25,"zondag,zo8 mrt. 2009",18:00 uur,KVC Westerlo,0,1,KV Mechelen
911022,2008-2009,25,"zondag,zo8 mrt. 2009",20:30 uur,Cercle Brugge,1,3,Club Brugge
911030,2008-2009,26,"vrijdag,vr13 mrt. 2009",20:30 uur,KV Mechelen,2,1,RSC Anderlecht
911031,2008-2009,26,"zaterdag,za14 mrt. 2009",20:00 uur,Germ. Beerschot,2,0,RAEC Mons
911032,2008-2009,26,"zaterdag,za14 mrt. 2009",20:00 uur,KSC Lokeren,0,0,R Charleroi SC
911033,2008-2009,26,"zaterdag,za14 mrt. 2009",20:00 uur,FCV Dender EH,1,0,Cercle Brugge
911035,2008-2009,26,"zaterdag,za14 mrt. 2009",20:00 uur,Zulte Waregem,0,0,KSV Roeselare
911036,2008-2009,26,"zaterdag,za14 mrt. 2009",20:00 uur,Exc. Mouscron,1,0,KV Kortrijk
911037,2008-2009,26,"zaterdag,za14 mrt. 2009",20:00 uur,AFC Tubize,1,2,KVC Westerlo
911034,2008-2009,26,"zondag,zo15 mrt. 2009",18:00 uur,Club Brugge,1,4,KAA Gent
913449,2008-2009,26,"zondag,zo15 mrt. 2009",20:30 uur,Standard Luik,2,0,KRC Genk
911038,2008-2009,27,"vrijdag,vr20 mrt. 2009",20:30 uur,KV Kortrijk,2,3,Club Brugge
911040,2008-2009,27,"zaterdag,za21 mrt. 2009",20:00 uur,RAEC Mons,0,2,KSC Lokeren
911041,2008-2009,27,"zaterdag,za21 mrt. 2009",20:00 uur,KVC Westerlo,3,1,FCV Dender EH
911042,2008-2009,27,"zaterdag,za21 mrt. 2009",20:00 uur,KSV Roeselare,1,0,KV Mechelen
911043,2008-2009,27,"zaterdag,za21 mrt. 2009",20:00 uur,Cercle Brugge,0,1,Exc. Mouscron
911044,2008-2009,27,"zaterdag,za21 mrt. 2009",20:00 uur,KRC Genk,3,0,AFC Tubize
911045,2008-2009,27,"zaterdag,za21 mrt. 2009",20:00 uur,RSC Anderlecht,2,0,Germ. Beerschot
911039,2008-2009,27,"zondag,zo22 mrt. 2009",18:00 uur,KAA Gent,1,0,Zulte Waregem
913450,2008-2009,27,"zondag,zo22 mrt. 2009",20:30 uur,R Charleroi SC,1,0,Standard Luik
911049,2008-2009,28,"zaterdag,za4 apr. 2009",18:00 uur,Zulte Waregem,3,1,Cercle Brugge
911052,2008-2009,28,"zaterdag,za4 apr. 2009",20:00 uur,KV Mechelen,1,1,KV Kortrijk
911053,2008-2009,28,"zaterdag,za4 apr. 2009",20:00 uur,KRC Genk,1,4,KVC Westerlo
911047,2008-2009,28,"zaterdag,za4 apr. 2009",20:00 uur,Exc. Mouscron,3,2,RAEC Mons
911048,2008-2009,28,"zaterdag,za4 apr. 2009",20:00 uur,Club Brugge,2,1,R Charleroi SC
911050,2008-2009,28,"zaterdag,za4 apr. 2009",20:00 uur,FCV Dender EH,1,1,KAA Gent
911051,2008-2009,28,"zaterdag,za4 apr. 2009",20:00 uur,AFC Tubize,0,1,KSV Roeselare
913451,2008-2009,28,"zondag,zo5 apr. 2009",18:00 uur,Standard Luik,3,1,Germ. Beerschot
911046,2008-2009,28,"zondag,zo5 apr. 2009",20:30 uur,KSC Lokeren,0,0,RSC Anderlecht
911055,2008-2009,29,"vrijdag,vr10 apr. 2009",20:30 uur,KSV Roeselare,1,0,KRC Genk
911056,2008-2009,29,"zaterdag,za11 apr. 2009",20:00 uur,Germ. Beerschot,1,2,Zulte Waregem
911057,2008-2009,29,"zaterdag,za11 apr. 2009",20:00 uur,KV Kortrijk,1,2,FCV Dender EH
911058,2008-2009,29,"zaterdag,za11 apr. 2009",20:00 uur,RAEC Mons,0,1,KV Mechelen
911059,2008-2009,29,"zaterdag,za11 apr. 2009",20:00 uur,R Charleroi SC,1,0,Exc. Mouscron
911060,2008-2009,29,"zaterdag,za11 apr. 2009",20:00 uur,Cercle Brugge,4,1,AFC Tubize
913452,2008-2009,29,"zaterdag,za11 apr. 2009",20:00 uur,Standard Luik,1,0,KSC Lokeren
911061,2008-2009,29,"zondag,zo12 apr. 2009",18:00 uur,KAA Gent,2,0,KVC Westerlo
911054,2008-2009,29,"zondag,zo12 apr. 2009",20:30 uur,RSC Anderlecht,1,0,Club Brugge
911066,2008-2009,30,"vrijdag,vr17 apr. 2009",20:30 uur,KRC Genk,2,2,KAA Gent
911063,2008-2009,30,"zaterdag,za18 apr. 2009",20:00 uur,Club Brugge,3,2,RAEC Mons
911064,2008-2009,30,"zaterdag,za18 apr. 2009",20:00 uur,AFC Tubize,3,1,R Charleroi SC
911065,2008-2009,30,"zaterdag,za18 apr. 2009",20:00 uur,KV Mechelen,0,1,Cercle Brugge
911068,2008-2009,30,"zaterdag,za18 apr. 2009",20:00 uur,Zulte Waregem,5,1,KV Kortrijk
911069,2008-2009,30,"zaterdag,za18 apr. 2009",20:00 uur,KSC Lokeren,1,0,Germ. Beerschot
913453,2008-2009,30,"zaterdag,za18 apr. 2009",20:00 uur,Exc. Mouscron,0,3,Standard Luik
911062,2008-2009,30,"zondag,zo19 apr. 2009",18:00 uur,KVC Westerlo,0,1,RSC Anderlecht
911067,2008-2009,30,"zondag,zo19 apr. 2009",20:30 uur,FCV Dender EH,3,1,KSV Roeselare
911070,2008-2009,31,"vrijdag,vr24 apr. 2009",20:30 uur,Germ. Beerschot,2,0,Club Brugge
911072,2008-2009,31,"zaterdag,za25 apr. 2009",20:00 uur,R Charleroi SC,1,0,Zulte Waregem
911074,2008-2009,31,"zaterdag,za25 apr. 2009",20:00 uur,RSC Anderlecht,4,0,FCV Dender EH
911075,2008-2009,31,"zaterdag,za25 apr. 2009",20:00 uur,KSC Lokeren,3,0,Exc. Mouscron
911076,2008-2009,31,"zaterdag,za25 apr. 2009",20:00 uur,KV Kortrijk,2,2,AFC Tubize
911077,2008-2009,31,"zaterdag,za25 apr. 2009",20:00 uur,RAEC Mons,0,2,KVC Westerlo
913454,2008-2009,31,"zaterdag,za25 apr. 2009",20:00 uur,Standard Luik,4,1,KV Mechelen
911073,2008-2009,31,"zondag,zo26 apr. 2009",18:00 uur,KSV Roeselare,1,3,KAA Gent
911071,2008-2009,31,"zondag,zo26 apr. 2009",20:30 uur,Cercle Brugge,1,2,KRC Genk
911082,2008-2009,32,"vrijdag,vr1 mei 2009",20:30 uur,Club Brugge,2,3,KSC Lokeren
911079,2008-2009,32,"zaterdag,za2 mei 2009",20:00 uur,FCV Dender EH,0,0,RAEC Mons
911080,2008-2009,32,"zaterdag,za2 mei 2009",20:00 uur,KV Mechelen,2,1,R Charleroi SC
911081,2008-2009,32,"zaterdag,za2 mei 2009",20:00 uur,KAA Gent,2,1,Cercle Brugge
911083,2008-2009,32,"zaterdag,za2 mei 2009",20:00 uur,KVC Westerlo,1,0,KSV Roeselare
911085,2008-2009,32,"zaterdag,za2 mei 2009",20:00 uur,Exc. Mouscron,3,1,Germ. Beerschot
913455,2008-2009,32,"zaterdag,za2 mei 2009",20:00 uur,Zulte Waregem,0,0,Standard Luik
911084,2008-2009,32,"zondag,zo3 mei 2009",18:00 uur,KRC Genk,0,1,KV Kortrijk
911078,2008-2009,32,"zondag,zo3 mei 2009",20:30 uur,AFC Tubize,1,1,RSC Anderlecht
911090,2008-2009,33,"vrijdag,vr8 mei 2009",20:30 uur,Germ. Beerschot,3,1,KV Mechelen
911086,2008-2009,33,"zaterdag,za9 mei 2009",20:00 uur,R Charleroi SC,3,0,KRC Genk
911087,2008-2009,33,"zaterdag,za9 mei 2009",20:00 uur,Exc. Mouscron,0,2,Zulte Waregem
911088,2008-2009,33,"zaterdag,za9 mei 2009",20:00 uur,KV Kortrijk,0,2,KAA Gent
911089,2008-2009,33,"zaterdag,za9 mei 2009",20:00 uur,KSC Lokeren,0,2,FCV Dender EH
911091,2008-2009,33,"zaterdag,za9 mei 2009",20:00 uur,RSC Anderlecht,3,1,KSV Roeselare
911092,2008-2009,33,"zaterdag,za9 mei 2009",20:00 uur,RAEC Mons,1,1,AFC Tubize
911093,2008-2009,33,"zaterdag,za9 mei 2009",20:00 uur,Cercle Brugge,2,1,KVC Westerlo
913456,2008-2009,33,"zaterdag,za9 mei 2009",20:00 uur,Standard Luik,2,0,Club Brugge
911098,2008-2009,34,"vrijdag,vr15 mei 2009",20:30 uur,KV Mechelen,3,0,KSC Lokeren
911100,2008-2009,34,"zaterdag,za16 mei 2009",20:00 uur,KVC Westerlo,1,3,KV Kortrijk
911101,2008-2009,34,"zaterdag,za16 mei 2009",20:00 uur,AFC Tubize,1,0,Germ. Beerschot
913457,2008-2009,34,"zaterdag,za16 mei 2009",20:00 uur,KAA Gent,0,1,Standard Luik
911094,2008-2009,34,"zaterdag,za16 mei 2009",20:00 uur,KRC Genk,0,2,RSC Anderlecht
911095,2008-2009,34,"zaterdag,za16 mei 2009",20:00 uur,Zulte Waregem,3,0,RAEC Mons
911096,2008-2009,34,"zaterdag,za16 mei 2009",20:00 uur,FCV Dender EH,1,2,R Charleroi SC
911097,2008-2009,34,"zaterdag,za16 mei 2009",20:00 uur,KSV Roeselare,1,2,Cercle Brugge
911099,2008-2009,34,"zaterdag,za16 mei 2009",20:00 uur,Club Brugge,4,1,Exc. Mouscron
955116,2009-2010,1,"vrijdag,vr31 jul. 2009",20:30 uur,Standard Luik,2,2,St-Truidense VV
955120,2009-2010,1,"zaterdag,za1 aug. 2009",20:00 uur,KSV Roeselare,1,1,Germ. Beerschot
955121,2009-2010,1,"zaterdag,za1 aug. 2009",20:00 uur,KV Kortrijk,0,2,RSC Anderlecht
955122,2009-2010,1,"zaterdag,za1 aug. 2009",20:00 uur,KV Mechelen,4,1,KVC Westerlo
955123,2009-2010,1,"zaterdag,za1 aug. 2009",20:00 uur,KSC Lokeren,1,1,Zulte Waregem
955117,2009-2010,1,"zaterdag,za1 aug. 2009",20:00 uur,KRC Genk,,,Exc. Mouscron
955119,2009-2010,1,"zondag,zo2 aug. 2009",18:00 uur,R Charleroi SC,1,2,Club Brugge
955118,2009-2010,1,"zondag,zo2 aug. 2009",20:30 uur,Cercle Brugge,1,3,KAA Gent
958258,2009-2010,2,"vrijdag,vr7 aug. 2009",20:30 uur,Germ. Beerschot,1,1,Standard Luik
958259,2009-2010,2,"zaterdag,za8 aug. 2009",20:00 uur,RSC Anderlecht,3,2,Cercle Brugge
958260,2009-2010,2,"zaterdag,za8 aug. 2009",20:00 uur,St-Truidense VV,0,0,R Charleroi SC
958261,2009-2010,2,"zaterdag,za8 aug. 2009",20:00 uur,Zulte Waregem,2,2,KRC Genk
958262,2009-2010,2,"zaterdag,za8 aug. 2009",20:00 uur,Exc. Mouscron,,,KSV Roeselare
958263,2009-2010,2,"zaterdag,za8 aug. 2009",20:00 uur,KVC Westerlo,1,1,KV Kortrijk
958264,2009-2010,2,"zondag,zo9 aug. 2009",18:00 uur,KAA Gent,2,1,KV Mechelen
958265,2009-2010,2,"zondag,zo9 aug. 2009",20:30 uur,Club Brugge,2,0,KSC Lokeren
958277,2009-2010,3,"zaterdag,za15 aug. 2009",18:00 uur,RSC Anderlecht,3,0,KVC Westerlo
958278,2009-2010,3,"zaterdag,za15 aug. 2009",20:00 uur,KRC Genk,1,1,KAA Gent
958279,2009-2010,3,"zaterdag,za15 aug. 2009",20:00 uur,Cercle Brugge,2,2,Zulte Waregem
958280,2009-2010,3,"zaterdag,za15 aug. 2009",20:00 uur,KSC Lokeren,1,2,St-Truidense VV
958281,2009-2010,3,"zaterdag,za15 aug. 2009",20:00 uur,KV Mechelen,2,1,Club Brugge
958282,2009-2010,3,"zaterdag,za15 aug. 2009",20:00 uur,KSV Roeselare,1,5,Standard Luik
958283,2009-2010,3,"zondag,zo16 aug. 2009",18:00 uur,KV Kortrijk,,,Exc. Mouscron
958284,2009-2010,3,"zondag,zo16 aug. 2009",20:30 uur,R Charleroi SC,1,0,Germ. Beerschot
958296,2009-2010,4,"vrijdag,vr21 aug. 2009",20:30 uur,Standard Luik,1,1,R Charleroi SC
958298,2009-2010,4,"zaterdag,za22 aug. 2009",20:00 uur,St-Truidense VV,2,1,KSV Roeselare
958299,2009-2010,4,"zaterdag,za22 aug. 2009",20:00 uur,Zulte Waregem,0,2,RSC Anderlecht
958300,2009-2010,4,"zaterdag,za22 aug. 2009",20:00 uur,KAA Gent,4,1,KSC Lokeren
958301,2009-2010,4,"zaterdag,za22 aug. 2009",20:00 uur,Exc. Mouscron,,,Cercle Brugge
958302,2009-2010,4,"zaterdag,za22 aug. 2009",20:00 uur,Germ. Beerschot,1,3,KV Mechelen
958297,2009-2010,4,"zondag,zo23 aug. 2009",18:00 uur,Club Brugge,2,2,KV Kortrijk
958303,2009-2010,4,"zondag,zo23 aug. 2009",20:30 uur,KVC Westerlo,0,1,KRC Genk
970886,2009-2010,5,"vrijdag,vr28 aug. 2009",20:30 uur,KVC Westerlo,1,2,Zulte Waregem
970887,2009-2010,5,"zaterdag,za29 aug. 2009",20:00 uur,KSC Lokeren,,,Exc. Mouscron
970888,2009-2010,5,"zaterdag,za29 aug. 2009",20:00 uur,KV Kortrijk,1,0,KAA Gent
970889,2009-2010,5,"zaterdag,za29 aug. 2009",20:00 uur,KV Mechelen,0,2,St-Truidense VV
970890,2009-2010,5,"zaterdag,za29 aug. 2009",20:00 uur,KSV Roeselare,1,3,R Charleroi SC
970892,2009-2010,5,"zondag,zo30 aug. 2009",18:00 uur,Cercle Brugge,2,3,Club Brugge
970891,2009-2010,5,"zondag,zo30 aug. 2009",18:00 uur,KRC Genk,1,1,Germ. Beerschot
970893,2009-2010,5,"zondag,zo30 aug. 2009",20:30 uur,RSC Anderlecht,1,1,Standard Luik
970894,2009-2010,6,"zaterdag,za12 sep. 2009",18:00 uur,St-Truidense VV,2,1,RSC Anderlecht
970895,2009-2010,6,"zaterdag,za12 sep. 2009",20:00 uur,Standard Luik,3,0,KV Mechelen
970896,2009-2010,6,"zaterdag,za12 sep. 2009",20:00 uur,Zulte Waregem,0,2,KV Kortrijk
970897,2009-2010,6,"zaterdag,za12 sep. 2009",20:00 uur,R Charleroi SC,0,4,Cercle Brugge
970898,2009-2010,6,"zaterdag,za12 sep. 2009",20:00 uur,KAA Gent,5,1,KSV Roeselare
970899,2009-2010,6,"zaterdag,za12 sep. 2009",20:00 uur,Exc. Mouscron,0,1,KVC Westerlo
970900,2009-2010,6,"zondag,zo13 sep. 2009",18:00 uur,Germ. Beerschot,2,1,KSC Lokeren
970901,2009-2010,6,"zondag,zo13 sep. 2009",20:30 uur,Club Brugge,1,1,KRC Genk
973459,2009-2010,7,"vrijdag,vr18 sep. 2009",20:30 uur,KRC Genk,1,2,R Charleroi SC
973460,2009-2010,7,"zaterdag,za19 sep. 2009",20:00 uur,Zulte Waregem,,,Exc. Mouscron
973461,2009-2010,7,"zaterdag,za19 sep. 2009",20:00 uur,Cercle Brugge,1,2,Germ. Beerschot
973462,2009-2010,7,"zaterdag,za19 sep. 2009",20:00 uur,KSC Lokeren,1,3,Standard Luik
973463,2009-2010,7,"zaterdag,za19 sep. 2009",20:00 uur,KV Kortrijk,0,1,St-Truidense VV
973464,2009-2010,7,"zaterdag,za19 sep. 2009",20:00 uur,KV Mechelen,3,2,KSV Roeselare
