KlassementKey,BeginDateKey,EindeDateKey,TeamKey,Stand,AantalGespeeld,AantalGewonnen,AantalGelijk,AantalVerloren,DoelpuntenVoor,DoelpuntenTegen,DoelpuntenSaldo,PuntenVoor2ptn,PuntenTegen2ptn,PuntenVoor3ptn
9209,9031,9110,20,3,34,19,7,8,64,39,25,45,23,64
9210,9031,9110,41,4,34,17,12,5,64,36,28,46,22,63
9211,9031,9110,13,13,34,9,8,17,42,64,-22,26,42,35
9212,9031,9110,56,14,34,8,11,15,41,64,-23,27,41,35
9213,9031,9110,37,5,34,17,7,10,67,32,35,41,27,58
9214,9031,9110,49,8,34,10,13,11,42,43,-1,33,35,43
9215,9031,9110,4,6,34,14,12,8,62,36,26,40,28,54
9216,9031,9110,21,7,34,13,13,8,44,46,-2,39,29,52
9217,9031,9110,12,10,34,10,10,14,55,59,-4,30,38,40
9218,9031,9110,53,16,34,7,10,17,38,60,-22,24,44,31
9219,9031,9110,11,17,34,6,9,19,42,78,-36,21,47,27
9220,9031,9110,19,9,34,9,14,11,29,37,-8,32,36,41
9221,9031,9110,17,15,34,7,11,16,26,58,-32,25,43,32
9222,9031,9110,1,2,34,19,10,5,80,46,34,48,20,67
9223,9318,9324,19,17,28,5,8,15,20,51,-31,18,38,23
9224,9318,9324,17,18,28,4,9,15,26,53,-27,17,39,21
9225,9318,9324,1,2,28,17,7,4,57,27,30,41,15,58
9226,6336,6342,8,13,19,6,3,10,18,26,-8,15,23,21
9227,6336,6342,21,10,19,7,5,7,28,24,4,19,19,26
9228,6336,6342,43,4,19,10,4,5,34,19,15,24,14,34
9229,6336,6342,22,6,19,8,7,4,28,20,8,23,15,31
9230,6336,6342,40,14,19,5,3,11,18,36,-18,13,25,18
9231,6336,6342,57,18,19,2,5,12,12,36,-24,9,29,11
9232,6336,6342,20,9,19,8,3,8,29,27,2,19,19,27
9233,6336,6342,56,15,19,4,6,9,22,32,-10,14,24,18
9234,6336,6342,41,16,19,4,5,10,24,32,-8,13,25,17
9235,6336,6342,49,2,19,12,4,3,39,21,18,28,10,40
9236,6336,6342,37,3,19,11,3,5,30,16,14,25,13,36
9237,6336,6342,14,17,19,4,4,11,23,46,-23,12,26,16
9238,6336,6342,1,1,19,13,3,3,45,29,16,29,9,42
9239,6336,6342,52,12,19,6,5,8,34,33,1,17,21,23
9240,6336,6342,27,8,19,8,4,7,28,30,-2,20,18,28
9241,6735,6741,52,4,19,8,6,5,25,21,4,22,16,30
9242,6735,6741,48,16,19,3,9,7,12,22,-10,15,23,18
9243,6735,6741,27,9,19,7,4,8,21,25,-4,18,20,25
9244,6735,6741,12,3,19,8,7,4,24,19,5,23,15,31
9245,6735,6741,53,11,19,6,6,7,24,24,0,18,20,24
9246,6735,6741,1,5,19,7,9,3,25,18,7,23,15,30
9247,6735,6741,20,15,19,3,9,7,14,24,-10,15,23,18
9248,6735,6741,41,17,19,4,5,10,20,31,-11,13,25,17
9249,6735,6741,56,18,19,2,8,9,10,27,-17,12,26,14
9250,6735,6741,37,1,19,12,5,2,34,11,23,29,9,41
9251,6735,6741,49,6,19,7,7,5,23,17,6,21,17,28
9252,6735,6741,43,2,19,12,1,6,43,23,20,25,13,37
9253,6735,6741,22,13,19,4,9,6,23,25,-2,17,21,21
9254,6735,6741,40,14,19,4,6,9,25,41,-16,14,24,18
9255,6735,6741,21,7,19,6,10,3,22,16,6,22,16,28
9256,6735,6741,19,8,19,6,8,5,19,16,3,20,18,26
9257,6735,6741,17,10,19,7,3,9,22,24,-2,17,21,24
9258,6735,6741,8,12,19,5,8,6,20,22,-2,18,20,23
9259,6742,6755,19,9,20,6,9,5,21,18,3,21,19,27
9260,6742,6755,17,11,20,7,3,10,22,27,-5,17,23,24
9261,6742,6755,8,13,20,5,8,7,20,23,-3,18,22,23
9262,6742,6755,21,6,20,7,10,3,23,16,7,24,16,31
9263,6742,6755,43,2,20,13,1,6,50,25,25,27,13,40
9264,6742,6755,22,12,20,5,9,6,24,25,-1,19,21,24
9265,6742,6755,40,16,20,4,6,10,27,45,-18,14,26,18
9266,6742,6755,37,1,20,13,5,2,38,13,25,31,9,44
9267,6742,6755,49,4,20,8,7,5,25,18,7,23,17,31
9268,6742,6755,20,14,20,3,10,7,14,24,-10,16,24,19
9269,6742,6755,41,17,20,4,5,11,21,33,-12,13,27,17
9270,6742,6755,56,18,20,2,8,10,12,34,-22,12,28,14
9271,6742,6755,1,5,20,7,10,3,27,20,7,24,16,31
9272,6742,6755,12,3,20,9,7,4,27,19,8,25,15,34
9273,6742,6755,53,8,20,7,6,7,26,24,2,20,20,27
9274,6742,6755,27,10,20,7,4,9,21,27,-6,18,22,25
9275,6742,6755,52,7,20,8,6,6,25,22,3,22,18,30
9276,6742,6755,48,15,20,3,10,7,12,22,-10,16,24,19
9277,6756,6762,52,6,21,9,6,6,30,23,7,24,18,33
9278,6756,6762,48,14,21,3,11,7,13,23,-10,17,25,20
9279,6756,6762,27,9,21,8,4,9,23,28,-5,20,22,28
9280,6756,6762,12,3,21,9,8,4,28,20,8,26,16,35
9281,6756,6762,53,11,21,7,6,8,26,25,1,20,22,27
9282,6756,6762,1,5,21,8,10,3,29,21,8,26,16,34
9283,6756,6762,20,15,21,3,10,8,15,29,-14,16,26,19
9284,6756,6762,41,16,21,4,6,11,22,34,-12,14,28,18
9285,6756,6762,56,18,21,2,9,10,13,35,-22,13,29,15
9286,6756,6762,37,1,21,14,5,2,41,14,27,33,9,47
9287,6756,6762,49,4,21,9,7,5,26,18,8,25,17,34
9288,6756,6762,43,2,21,13,1,7,50,26,24,27,15,40
9289,6756,6762,22,12,21,5,9,7,25,27,-2,19,23,24
9290,6756,6762,40,17,21,4,6,11,28,47,-19,14,28,18
9291,6756,6762,21,7,21,7,10,4,24,19,5,24,18,31
9292,6756,6762,19,8,21,7,9,5,23,19,4,23,19,30
9293,6756,6762,17,10,21,8,3,10,23,27,-4,19,23,27
9294,6756,6762,8,13,21,5,8,8,21,25,-4,18,24,23
9295,6602,6608,17,5,6,3,1,2,9,7,2,7,5,10
9296,6602,6608,19,8,6,2,3,1,4,3,1,7,5,9
9297,6602,6608,8,13,6,2,2,2,5,9,-4,6,6,8
9298,6602,6608,21,4,6,3,1,2,10,7,3,7,5,10
9299,6602,6608,20,9,6,2,3,1,8,8,0,7,5,9
9300,6602,6608,41,15,6,2,0,4,5,12,-7,4,8,6
9301,6602,6608,43,1,6,5,0,1,19,7,12,10,2,15
9302,6602,6608,40,10,6,2,2,2,12,9,3,6,6,8
9303,6602,6608,22,16,6,1,2,3,5,9,-4,4,8,5
9304,6602,6608,56,18,6,0,2,4,3,11,-8,2,10,2
9305,7820,7826,1,17,21,4,5,12,26,34,-8,13,29,17
9306,7820,7826,52,9,21,9,3,9,30,28,2,21,21,30
9307,7820,7826,3,13,21,5,7,9,23,36,-13,17,25,22
9308,7827,7833,1,17,22,4,6,12,28,36,-8,14,30,18
9309,7827,7833,56,5,22,11,5,6,29,25,4,27,17,38
9310,7827,7833,20,10,22,7,7,8,24,22,2,21,23,28
9311,7827,7833,41,12,22,6,5,11,23,30,-7,17,27,23
9312,7827,7833,49,3,22,11,8,3,34,20,14,30,14,41
9313,7827,7833,37,8,22,9,8,5,26,18,8,26,18,35
9314,7827,7833,43,1,22,13,5,4,38,21,17,31,13,44
9315,7827,7833,22,14,22,5,7,10,14,28,-14,17,27,22
9316,7827,7833,57,16,22,5,6,11,34,43,-9,16,28,21
9317,7827,7833,24,18,22,4,4,14,19,32,-13,12,32,16
9318,7827,7833,12,7,22,10,6,6,37,25,12,26,18,36
9319,7827,7833,52,9,22,9,3,10,30,29,1,21,23,30
9320,7827,7833,3,15,22,5,7,10,24,39,-15,17,27,22
9321,7827,7833,17,6,22,11,5,6,31,28,3,27,17,38
9322,7827,7833,19,11,22,7,6,9,26,37,-11,20,24,27
9323,7827,7833,8,13,22,6,5,11,20,32,-12,17,27,23
9324,7827,7833,4,2,22,11,8,3,30,15,15,30,14,41
9325,7827,7833,21,4,22,11,5,6,29,16,13,27,17,38
9326,7918,8018,4,4,34,16,13,5,38,20,18,45,23,61
9327,7918,8018,21,5,34,17,9,8,45,23,22,43,25,60
9328,7918,8018,17,8,34,14,8,12,49,51,-2,36,32,50
9329,7918,8018,3,10,34,11,8,15,40,54,-14,30,38,41
9330,7918,8018,52,11,34,11,7,16,41,49,-8,29,39,40
9331,7918,8018,43,2,34,19,8,7,56,31,25,46,22,65
9332,7918,8018,22,13,34,10,9,15,24,49,-25,29,39,39
9333,7918,8018,57,15,34,10,8,16,57,61,-4,28,40,38
9334,7918,8018,24,18,34,6,5,23,28,65,-37,17,51,23
9335,7918,8018,49,1,34,19,10,5,59,28,31,48,20,67
9336,7918,8018,37,7,34,14,9,11,45,33,12,37,31,51
9337,7918,8018,56,6,34,14,10,10,39,35,4,38,30,52
9338,7918,8018,20,12,34,10,9,15,30,34,-4,29,39,39
9339,7918,8018,41,16,34,10,8,16,36,50,-14,28,40,38
9340,7918,8018,19,9,34,11,8,15,44,55,-11,30,38,41
9341,7918,8018,8,17,34,9,9,16,33,50,-17,27,41,36
9342,7918,8018,1,14,34,10,8,16,46,46,0,28,40,38
9343,7918,8018,12,3,34,17,10,7,56,32,24,44,24,61
9344,8233,8246,12,6,26,12,7,7,36,23,13,31,21,43
9345,8233,8246,53,12,26,7,7,12,34,46,-12,21,31,28
9346,8233,8246,49,3,26,15,6,5,58,30,28,36,16,51
9347,8233,8246,37,8,26,11,9,6,55,29,26,31,21,42
9348,8233,8246,19,5,26,12,8,6,40,32,8,32,20,44
9349,8233,8246,17,11,26,8,6,12,26,38,-12,22,30,30
9350,8233,8246,56,10,26,8,9,9,31,34,-3,25,27,33
9351,8233,8246,41,14,26,5,10,11,21,44,-23,20,32,25
9352,8233,8246,20,15,26,6,6,14,30,41,-11,18,34,24
9353,8233,8246,13,16,26,3,11,12,26,56,-30,17,35,20
9354,8233,8246,52,9,26,8,10,8,27,26,1,26,26,34
9355,8233,8246,3,17,26,4,6,16,27,52,-25,14,38,18
9356,8233,8246,43,1,26,16,7,3,59,27,32,39,13,55
9357,8233,8246,57,13,26,6,9,11,29,38,-9,21,31,27
9358,8233,8246,22,18,26,3,8,15,24,46,-22,14,38,17
9359,8233,8246,1,4,26,12,8,6,43,33,10,32,20,44
9360,8233,8246,21,2,26,16,5,5,43,24,19,37,15,53
9361,8233,8246,4,7,26,11,10,5,41,31,10,32,20,43
9362,8033,8036,49,2,4,3,0,1,13,4,9,6,2,9
9363,8033,8036,37,5,4,2,2,0,5,2,3,6,2,8
9364,8033,8036,52,8,4,2,0,2,6,6,0,4,4,6
9365,8033,8036,3,18,4,0,1,3,2,7,-5,1,7,1
9366,8033,8036,43,6,4,2,1,1,7,4,3,5,3,7
9367,8033,8036,22,13,4,1,0,3,2,4,-2,2,6,3
9368,8033,8036,57,17,4,0,1,3,5,9,-4,1,7,1
9369,8033,8036,20,8,4,2,0,2,6,6,0,4,4,6
9370,8033,8036,56,11,4,1,2,1,6,7,-1,4,4,5
9371,8033,8036,13,15,4,0,3,1,3,5,-2,3,5,3
9372,8033,8036,41,16,4,0,3,1,1,5,-4,3,5,3
9373,8033,8036,19,10,4,1,2,1,4,2,2,4,4,5
9374,8033,8036,17,12,4,1,1,2,2,10,-8,3,5,4
9375,8033,8036,1,3,4,3,0,1,7,3,4,6,2,9
9376,8033,8036,21,7,4,2,0,2,6,5,1,4,4,6
9377,8033,8036,4,14,4,0,3,1,4,5,-1,3,5,3
9378,8033,8036,53,1,4,3,1,0,7,4,3,7,1,10
9379,8033,8036,12,4,4,3,0,1,5,3,2,6,2,9
9380,8072,8078,12,4,9,5,2,2,12,8,4,12,6,17
9381,8072,8078,53,8,9,4,2,3,15,16,-1,10,8,14
9382,8072,8078,1,1,9,6,1,2,13,7,6,13,5,19
9383,8072,8078,19,7,9,4,3,2,12,10,2,11,7,15
9384,7869,7875,8,16,27,6,7,14,24,41,-17,19,35,25
9385,7869,7875,1,17,27,5,8,14,33,44,-11,18,36,23
9386,7708,7714,1,15,8,2,1,5,12,16,-4,5,11,7
9387,7708,7714,17,6,8,4,2,2,12,10,2,10,6,14
9388,7708,7714,8,12,8,3,1,4,11,15,-4,7,9,10
9389,7708,7714,19,17,8,1,3,4,8,16,-8,5,11,6
9390,7708,7714,3,8,8,3,2,3,11,11,0,8,8,11
9391,7708,7714,52,11,8,3,1,4,10,12,-2,7,9,10
9392,7708,7714,12,7,8,4,1,3,9,8,1,9,7,13
9393,7708,7714,41,4,8,4,2,2,13,7,6,10,6,14
9394,7708,7714,56,9,8,3,2,3,8,11,-3,8,8,11
9395,7708,7714,20,14,8,2,2,4,7,7,0,6,10,8
9396,7708,7714,49,3,8,4,3,1,16,8,8,11,5,15
9397,7708,7714,37,13,8,2,3,3,6,8,-2,7,9,9
9398,7708,7714,4,2,8,6,1,1,13,5,8,13,3,19
9399,7708,7714,21,5,8,4,2,2,10,4,6,10,6,14
9400,7708,7714,43,1,8,6,1,1,20,9,11,13,3,19
9401,7708,7714,57,10,8,3,1,4,16,18,-2,7,9,10
9402,7708,7714,22,16,8,2,1,5,6,16,-10,5,11,7
9403,7708,7714,24,18,8,0,3,5,8,15,-7,3,13,3
9404,8114,8120,21,7,14,6,4,4,16,16,0,16,12,22
9405,8114,8120,4,8,14,5,6,3,20,17,3,16,12,21
9406,8114,8120,52,9,14,5,5,4,15,14,1,15,13,20
9407,8114,8120,3,18,14,2,3,9,15,30,-15,7,21,9
9408,8114,8120,56,11,14,4,5,5,15,20,-5,13,15,17
9409,8114,8120,20,12,14,4,3,7,14,19,-5,11,17,15
9410,8114,8120,41,14,14,3,4,7,11,29,-18,10,18,13
9411,8114,8120,13,15,14,2,7,5,12,20,-8,11,17,13
9412,8114,8120,43,2,14,8,3,3,29,16,13,19,9,27
9413,8114,8120,22,16,14,3,3,8,16,21,-5,9,19,12
9414,8114,8120,57,17,14,2,5,7,15,23,-8,9,19,11
9415,8114,8120,19,3,14,7,5,2,19,13,6,19,9,26
9416,8114,8120,17,13,14,4,3,7,13,22,-9,11,17,15
9417,8114,8120,12,5,14,7,4,3,19,12,7,18,10,25
9418,8114,8120,53,10,14,5,3,6,22,31,-9,13,15,18
9419,8114,8120,49,1,14,9,2,3,38,15,23,20,8,29
9420,8114,8120,37,6,14,6,5,3,33,12,21,17,11,23
9421,8114,8120,1,4,14,7,4,3,21,13,8,18,10,25
9422,8205,8218,1,4,23,12,6,5,37,24,13,30,16,42
9423,8205,8218,37,7,23,9,9,5,48,24,24,27,19,36
9424,8205,8218,19,5,23,11,7,5,37,27,10,29,17,40
9425,8205,8218,17,11,23,7,5,11,23,35,-12,19,27,26
9426,8205,8218,12,6,23,10,6,7,29,22,7,26,20,36
9427,8205,8218,53,13,23,6,7,10,29,42,-13,19,27,25
9428,8205,8218,3,18,23,3,5,15,24,48,-24,11,35,14
9429,8205,8218,21,2,23,14,4,5,36,22,14,32,14,46
9430,8205,8218,4,8,23,9,9,5,35,28,7,27,19,36
9431,8205,8218,43,1,23,14,6,3,49,24,25,34,12,48
9432,8205,8218,57,12,23,6,7,10,27,34,-7,19,27,25
9433,8205,8218,22,17,23,3,6,14,22,41,-19,12,34,15
9434,8205,8218,56,9,23,8,9,6,30,27,3,25,21,33
9435,8205,8218,41,14,23,5,9,9,20,41,-21,19,27,24
9436,8205,8218,20,15,23,5,5,13,26,37,-11,15,31,20
9437,8205,8218,13,16,23,2,11,10,23,49,-26,15,31,17
9438,8205,8218,49,3,23,13,6,4,54,25,29,32,14,45
9439,8205,8218,52,10,23,7,9,7,24,23,1,23,23,30
9440,8226,8232,56,10,25,8,9,8,31,32,-1,25,25,33
9441,8226,8232,41,14,25,5,10,10,21,43,-22,20,30,25
9442,8226,8232,20,15,25,6,5,14,29,40,-11,17,33,23
9443,8226,8232,13,16,25,3,11,11,26,52,-26,17,33,20
9444,8226,8232,43,2,25,15,7,3,55,27,28,37,13,52
9445,8226,8232,57,13,25,6,8,11,28,37,-9,20,30,26
9446,8226,8232,22,17,25,3,7,15,23,45,-22,13,37,16
9447,8226,8232,21,1,25,16,4,5,42,23,19,36,14,52
9448,8226,8232,4,7,25,10,10,5,39,30,9,30,20,40
9449,8226,8232,52,9,25,8,9,8,26,25,1,25,25,33
9450,8226,8232,3,18,25,3,6,16,25,52,-27,12,38,15
9451,8226,8232,12,6,25,12,6,7,35,22,13,30,20,42
9452,8226,8232,53,12,25,7,7,11,32,43,-11,21,29,28
9453,8226,8232,19,5,25,12,7,6,38,30,8,31,19,43
9454,8226,8232,17,11,25,8,6,11,25,36,-11,22,28,30
9455,8226,8232,49,3,25,14,6,5,57,30,27,34,16,48
9456,8226,8232,37,8,25,10,9,6,52,27,25,29,21,39
9457,8226,8232,1,4,25,12,7,6,41,31,10,31,19,43
9458,8261,8274,1,5,29,14,8,7,47,39,8,36,22,50
9459,8261,8274,19,7,29,13,8,8,42,39,3,34,24,47
9460,8261,8274,17,13,29,8,7,14,28,44,-16,23,35,31
9461,8261,8274,49,2,29,18,6,5,68,31,37,42,16,60
9462,8261,8274,37,4,29,14,9,6,63,30,33,37,21,51
9463,6084,6090,17,7,31,14,5,12,42,38,4,33,29,47
9464,6084,6090,8,14,31,8,9,14,38,50,-12,25,37,33
9465,6084,6090,21,10,31,11,9,11,37,44,-7,31,31,42
9466,5895,5915,17,5,9,5,2,2,13,11,2,12,6,17
9467,5895,5915,8,14,9,2,1,6,11,15,-4,5,13,7
9468,5895,5915,49,7,9,4,3,2,10,8,2,11,7,15
9469,5895,5915,5,15,9,2,1,6,16,23,-7,5,13,7
9470,5895,5915,37,17,9,1,4,4,7,15,-8,6,12,7
9471,5895,5915,52,4,9,5,2,2,14,7,7,12,6,17
9472,5895,5915,53,8,9,4,2,3,18,16,2,10,8,14
9473,5895,5915,12,10,9,3,3,3,11,10,1,9,9,12
9474,5895,5915,43,2,9,5,4,0,23,9,14,14,4,19
9475,5895,5915,57,9,9,3,4,2,12,14,-2,10,8,13
9476,5895,5915,22,13,9,2,1,6,9,12,-3,5,13,7
9477,5895,5915,24,16,9,1,4,4,9,15,-6,6,12,7
9478,5895,5915,41,18,9,1,2,6,8,19,-11,4,14,5
9479,5895,5915,21,3,9,5,3,1,12,9,3,13,5,18
9480,5895,5915,56,6,9,4,3,2,11,9,2,11,7,15
9481,5895,5915,20,11,9,3,1,5,13,15,-2,7,11,10
9482,5895,5915,27,12,9,3,1,5,9,12,-3,7,11,10
9483,5895,5915,1,1,9,6,3,0,19,6,13,15,3,21
9484,6273,6286,27,10,13,5,3,5,17,21,-4,13,13,18
9485,6273,6286,1,2,13,8,2,3,30,21,9,18,8,26
9486,6273,6286,21,7,13,5,4,4,18,12,6,14,12,19
9487,6273,6286,20,6,13,6,1,6,18,17,1,13,13,19
9488,6273,6286,56,13,13,4,4,5,14,18,-4,12,14,16
9489,6273,6286,41,16,13,2,4,7,14,23,-9,8,18,10
9490,6273,6286,43,3,13,7,4,2,24,9,15,18,8,25
9491,6273,6286,22,5,13,6,5,2,21,12,9,17,9,23
9492,6273,6286,40,15,13,4,1,8,15,28,-13,9,17,13
9493,6273,6286,57,17,13,2,3,8,9,24,-15,7,19,9
9494,6273,6286,52,12,13,4,4,5,22,21,1,12,14,16
9495,6273,6286,12,11,13,5,1,7,18,16,2,11,15,16
9496,6273,6286,53,9,13,4,7,2,22,18,4,15,11,19
9497,6273,6286,49,1,13,8,3,2,30,17,13,19,7,27
9498,6273,6286,37,4,13,7,3,3,20,10,10,17,9,24
9499,6273,6286,14,18,13,2,3,8,15,32,-17,7,19,9
9500,6273,6286,17,8,13,5,4,4,16,15,1,14,12,19
9501,6273,6286,8,14,13,4,2,7,8,17,-9,10,16,14
9502,6315,6335,21,10,18,6,5,7,25,22,3,17,19,23
9503,6315,6335,17,5,18,9,4,5,27,20,7,22,14,31
9504,6315,6335,8,12,18,6,3,9,18,24,-6,15,21,21
9505,6315,6335,49,2,18,11,4,3,35,21,14,26,10,37
9506,6315,6335,37,3,18,10,3,5,29,16,13,23,13,33
9507,6315,6335,22,6,18,8,6,4,27,19,8,22,14,30
9508,6315,6335,40,15,18,5,2,11,17,35,-18,12,24,17
9509,6315,6335,57,18,18,2,5,11,12,34,-22,9,27,11
9510,6315,6335,14,16,18,4,4,10,23,42,-19,12,24,16
9511,6315,6335,53,7,18,7,9,2,32,23,9,23,13,30
9512,6315,6335,12,13,18,5,5,8,22,21,1,15,21,20
9513,6315,6335,43,4,18,9,4,5,32,18,14,22,14,31
9514,6315,6335,20,9,18,7,3,8,27,27,0,17,19,24
9515,6315,6335,56,14,18,4,6,8,20,29,-9,14,22,18
9516,6315,6335,41,17,18,3,5,10,19,30,-11,11,25,14
9517,6315,6335,1,1,18,12,3,3,42,27,15,27,9,39
9518,6315,6335,27,8,18,8,4,6,28,29,-1,20,16,28
9519,6315,6335,52,11,18,6,5,7,32,30,2,17,19,23
9520,6448,6569,1,1,34,22,7,5,73,48,25,51,17,73
9521,6448,6569,53,7,34,12,15,7,59,41,18,39,29,51
9522,6448,6569,12,13,34,9,10,15,46,46,0,28,40,37
9523,6448,6569,27,12,34,12,5,17,40,56,-16,29,39,41
9524,6448,6569,56,16,34,6,12,16,35,53,-18,24,44,30
9525,6448,6569,20,11,34,12,8,14,43,48,-5,32,36,44
9526,6448,6569,41,14,34,9,10,15,43,48,-5,28,40,37
9527,6448,6569,21,8,34,13,10,11,44,35,9,36,32,49
9528,6448,6569,14,18,34,4,7,23,31,88,-57,15,53,19
9529,6448,6569,52,6,34,15,6,13,55,46,9,36,32,51
9530,6448,6569,49,3,34,20,9,5,70,33,37,49,19,69
9531,6448,6569,37,5,34,15,10,9,45,29,16,40,28,55
9532,6448,6569,43,2,34,22,6,6,69,24,45,50,18,72
9533,6448,6569,22,9,34,13,8,13,50,56,-6,34,34,47
9534,6448,6569,40,15,34,9,7,18,29,63,-34,25,43,34
9535,6448,6569,57,17,34,4,8,22,24,65,-41,16,52,20
9536,6448,6569,17,4,34,21,5,8,70,41,29,47,21,68
9537,6448,6569,8,10,34,13,7,14,38,44,-6,33,35,46
9538,6213,6216,21,15,4,0,2,2,3,6,-3,2,6,2
9539,6213,6216,17,9,4,2,1,1,3,4,-1,5,3,7
9540,6213,6216,8,12,4,1,1,2,1,2,-1,3,5,4
9541,6213,6216,37,4,4,2,1,1,7,4,3,5,3,7
9542,8072,8078,17,9,9,4,1,4,10,15,-5,9,9,13
9543,8072,8078,56,10,9,3,3,3,10,11,-1,9,9,12
9544,8072,8078,41,12,9,2,4,3,5,14,-9,8,10,10
9545,8072,8078,20,13,9,3,0,6,9,14,-5,6,12,9
9546,8072,8078,13,15,9,1,6,2,8,10,-2,8,10,9
9547,8072,8078,52,14,9,2,3,4,9,14,-5,7,11,9
9548,8072,8078,3,16,9,2,2,5,11,16,-5,6,12,8
9549,8072,8078,37,2,9,5,3,1,23,6,17,13,5,18
9550,8072,8078,49,5,9,5,1,3,23,11,12,11,7,16
9551,8072,8078,43,6,9,5,1,3,16,12,4,11,7,16
9552,8072,8078,22,17,9,1,2,6,9,18,-9,4,14,5
9553,8072,8078,57,18,9,0,3,6,8,16,-8,3,15,3
9554,8072,8078,21,3,9,5,2,2,13,8,5,12,6,17
9555,8072,8078,4,11,9,2,5,2,10,10,0,9,9,11
9556,8383,8386,21,11,1,0,1,0,0,0,0,1,1,1
9557,8383,8386,4,17,1,0,0,1,0,2,-2,0,2,0
9558,8383,8386,19,7,1,0,1,0,1,1,0,1,1,1
9559,8383,8386,17,14,1,0,0,1,0,1,-1,0,2,0
9560,8383,8386,8,18,1,0,0,1,1,4,-3,0,2,0
9561,8383,8386,1,7,1,0,1,0,1,1,0,1,1,1
9562,8383,8386,24,7,1,0,1,0,1,1,0,1,1,1
9563,8383,8386,43,13,1,0,0,1,1,2,-1,0,2,0
9564,8383,8386,57,14,1,0,0,1,0,1,-1,0,2,0
9565,8383,8386,49,2,1,1,0,0,2,0,2,2,0,3
9566,8383,8386,37,4,1,1,0,0,1,0,1,2,0,3
9567,8383,8386,52,11,1,0,1,0,0,0,0,1,1,1
9568,8383,8386,13,4,1,1,0,0,1,0,1,2,0,3
9569,8383,8386,56,4,1,1,0,0,1,0,1,2,0,3
9570,8383,8386,20,7,1,0,1,0,1,1,0,1,1,1
9571,8383,8386,41,14,1,0,0,1,0,1,-1,0,2,0
9572,8383,8386,12,1,1,1,0,0,4,1,3,2,0,3
9573,8383,8386,53,3,1,1,0,0,2,1,1,2,0,3
9574,8842,8848,12,7,14,6,3,5,22,25,-3,15,13,21
9575,8842,8848,53,12,14,4,3,7,22,28,-6,11,17,15
9576,8842,8848,11,15,14,3,5,6,15,26,-11,11,17,14
9577,8842,8848,37,6,14,7,2,5,31,15,16,16,12,23
9578,8842,8848,49,8,14,5,4,5,21,19,2,14,14,19
9579,8842,8848,17,16,14,3,4,7,11,24,-13,10,18,13
9580,8842,8848,19,17,14,1,6,7,5,19,-14,8,20,9
9581,8842,8848,20,2,14,9,2,3,30,15,15,20,8,29
9582,8842,8848,41,5,14,6,6,2,28,15,13,18,10,24
9583,8842,8848,56,10,14,4,5,5,18,21,-3,13,15,17
9584,8842,8848,13,11,14,4,5,5,19,24,-5,13,15,17
9585,8842,8848,43,1,14,10,4,0,46,12,34,24,4,34
9586,8842,8848,24,13,14,3,6,5,19,28,-9,12,16,15
9587,8842,8848,57,14,14,3,5,6,13,17,-4,11,17,14
9588,8842,8848,2,18,14,2,2,10,14,38,-24,6,22,8
9589,8842,8848,1,3,14,7,4,3,22,20,2,18,10,25
9590,8842,8848,4,4,14,7,3,4,32,20,12,17,11,24
9591,8842,8848,21,9,14,4,7,3,17,19,-2,15,13,19
9592,8856,8862,4,3,16,9,3,4,37,21,16,21,11,30
9593,8856,8862,21,10,16,4,8,4,18,22,-4,16,16,20
9594,8856,8862,1,4,16,8,5,3,23,20,3,21,11,29
9595,8856,8862,43,1,16,12,4,0,56,14,42,28,4,40
9596,8856,8862,57,11,16,4,6,6,15,18,-3,14,18,18
9597,8856,8862,24,13,16,4,6,6,20,29,-9,14,18,18
9598,8856,8862,2,18,16,3,2,11,18,39,-21,8,24,11
9599,8856,8862,20,2,16,10,2,4,33,23,10,22,10,32
9600,8856,8862,41,6,16,7,6,3,30,17,13,20,12,27
9601,8856,8862,56,9,16,5,5,6,21,25,-4,15,17,20
9602,8856,8862,13,12,16,4,6,6,19,27,-8,14,18,18
9603,8856,8862,17,16,16,3,4,9,11,27,-16,10,22,13
9604,8856,8862,19,17,16,2,7,7,7,20,-13,11,21,13
9605,8856,8862,37,5,16,8,3,5,33,16,17,19,13,27
9606,8856,8862,49,7,16,6,4,6,23,20,3,16,16,22
9607,8856,8862,12,8,16,6,4,6,25,30,-5,16,16,22
9608,8856,8862,53,14,16,4,4,8,25,33,-8,12,20,16
9609,8856,8862,11,15,16,3,5,8,16,29,-13,11,21,14
9610,9024,9030,1,2,33,19,10,4,79,44,35,48,18,67
9611,9024,9030,43,1,33,25,7,1,96,22,74,57,9,82
9612,9024,9030,57,10,33,10,8,15,33,51,-18,28,38,38
9613,9024,9030,24,12,33,9,10,14,37,53,-16,28,38,37
9614,9024,9030,2,18,33,5,8,20,37,75,-38,18,48,23
9615,9024,9030,12,8,33,10,10,13,52,55,-3,30,36,40
9616,9024,9030,53,16,33,7,9,17,38,60,-22,23,43,30
9617,9024,9030,11,17,33,5,9,19,38,77,-39,19,47,24
9618,9024,9030,20,3,33,19,7,7,63,36,27,45,21,64
9619,9024,9030,41,4,33,17,11,5,63,35,28,45,21,62
9620,9024,9030,13,13,33,9,8,16,42,61,-19,26,40,35
9621,9024,9030,56,14,33,8,11,14,40,60,-20,27,39,35
